,những,nguyên,nhân,gây,lùn,người,ta,ước,tính,trẻ,ra,đời,có,chiều,cao,50,cm,sẽ,tăng,25,ở,năm,đầu,75,65,trong,thứ,hai,và,55,các,sau,đó,cho,tới,tuổi,dậy,thì,đối,với,sự,trưởng,này,chậm,hay,dừng,lại,thể,do,tạng,di,truyền,bệnh,nội,tiết,rối,loạn,về,chuyển,hóa,nhiễm,sắc,sụn,xương,một,số,mạn,khác,chất,gia,đình,khi,bố,mẹ,hoặc,cả,tầm,vóc,nhỏ,hơn,bình,thường,thế,hệ,con,cái,thấp,hiện,tượng,gặp,em,nam,biểu,bằng,tình,trạng,bé,xuất,7,8,nếu,đến,thành,mà,vẫn,không,thấy,dấu,hiệu,cách,đơn,thuần,loại,trên,gọi,là,lý,cần,phải,điều,trị,đây,mắc,từ,lúc,còn,lọt,lòng,như,xơ,nang,tuyến,tụy,gan,thận,thái,thiếu,oxy,kéo,dài,tim,bẩm,sinh,phổi,tổn,thương,lan,rộng,hồi,phục,khuẩn,tâm,phát,triển,nhưng,cơ,yếu,ớt,thọ,bào,thai,lỗi,của,phân,chia,tế,nhiều,dị,tật,kèm,theo,thần,vận,động,sản,dưỡng,chân,tay,biến,dạng,ngắn,so,thân,liên,hợp,sớm,liền,lưng,cong,trước,tuy,vậy,trí,tuệ,họ,khả,năng,làm,nghề,nghệ,thuật,xiếc,diễn,viên,điện,ảnh,đóng,vai,hề,còi,morquio,đốt,sống,cổ,trông,rụt,lồng,ngực,hình,chữ,x,quá,trình,giảm,giáp,bất,dục,buồng,trứng,tinh,hoàn,muộn,cận,suy,yên,xảy,gonadotropin,hoóc,môn,nhi,đặc,điểm,đồng,đều,cân,trai,gái,bị,vào,nào,đôi,nhức,ngủ,gà,gật,đái,nhạt,cảm,hội,chứng,turner,45,xo,khiến,quan,giống,phụ,nữ,kinh,nguyệt,lão,loãng,thừa,ngón,kiểu,laron,hụt,thụ,tiếp,nhận,dùng,somatomedin,để,chức,vì,đã,mang,sẵn,mình,mòn,dần,cuối,cùng,chịu,hậu,quả,tất,vốn,rất,nặng,nề,stress,mất,nhanh,chóng,hôn,mê,chết,giao,thông,minh,tài,nổi,tiếng
0,0.021205389098651665,0.01905183325402819,0.01905183325402819,0.027894944557851246,0.007241190653089185,0.010602694549325832,0.027894944557851246,0.03458450001705083,0.014515833639452084,0.01905183325402819,0.01905183325402819,0.027894944557851246,0.006689555459199583,0.023981805467725,0.023981805467725,0.03458450001705083,0.13833800006820332,0.021205389098651665,0.013379110918399165,0.03458450001705083,0.017292250008525415,0.13833800006820332,0.023981805467725,0.03458450001705083,0.03458450001705083,0.04241077819730333,0.03458450001705083,0.023981805467725,0.014515833639452084,0.03458450001705083,0.015804543572289567,0.027894944557851246,0.01905183325402819,0.023981805467725,0.03458450001705083,0.015804543572289567,0.01905183325402819,0.015804543572289567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,0.025065659953001026,0.03670163497843557,,,,,,,,,,,,,0.04631230702522788,,,,,,,,,,,,,,,,,,,0.054708035442540805,0.09655942346948508,0.09655942346948508,0.09655942346948508,0.0427925000590221,0.06594865357163604,0.054708035442540805,0.06594865357163604,0.09655942346948508,0.09655942346948508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.02597977261912935,0.02597977261912935,,0.009874350890576162,,,,0.01979431859925284,,,,0.009122121080726703,,,,,,,,,,,,,,,,0.01979431859925284,,0.02155165032584941,,,,,,,,,,,,,,,,,0.028916439679979544,0.023043105558279153,0.03270246200144318,0.03803856076070625,0.03803856076070625,0.028916439679979544,0.03803856076070625,0.03803856076070625,0.03270246200144318,0.028916439679979544,0.11411568228211873,0.03803856076070625,0.03270246200144318,0.03270246200144318,0.03803856076070625,0.03270246200144318,0.028916439679979544,0.02155165032584941,0.028916439679979544,0.03270246200144318,0.04716068184143295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,0.009874350890576162,0.014458219839989772,,,0.01979431859925284,,,,0.036488484322906814,0.03270246200144318,0.03270246200144318,,,,,,,,,,,,,0.03270246200144318,,,,,,,,,,,,,,,,,,,,0.014458219839989772,,,,,,,,,,,,,,,,,,,,,0.04716068184143295,0.04716068184143295,0.04716068184143295,0.028916439679979544,0.04716068184143295,0.04716068184143295,0.02597977261912935,0.04716068184143295,0.02597977261912935,0.02597977261912935,0.02597977261912935,0.06540492400288636,0.04716068184143295,0.033715303076805286,0.04716068184143295,0.03803856076070625,0.03270246200144318,0.03803856076070625,0.02597977261912935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,0.012532829976500513,,,,,0.03297432678581802,,,,,,,,,,,0.029928894245524758,,,,,,,,,,,,,,,0.027354017721270402,,,,,,,0.03297432678581802,,0.03297432678581802,,,0.018350817489217786,0.014623509296600232,0.041506971001831726,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,,,,0.03297432678581802,0.09892298035745406,0.059857788491049516,0.04827971173474254,0.04827971173474254,0.059857788491049516,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.04827971173474254,0.04827971173474254,0.041506971001831726,0.059857788491049516,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.010861785979633777,0.015904041823988746,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028577749881042284,,,0.023706815358434347,0.05715549976208457,0.07112044607530305,,,,0.01854341669224291,,0.023706815358434347,,,,0.015904041823988746,0.012673708057053534,0.035972708201587496,,,,,,,,,,,,,,,0.023706815358434347,,,,,,,,,,0.028577749881042284,,,,,,,,,,,,,0.028577749881042284,,,,,,,,,,0.035972708201587496,,,0.03180808364797749,0.04184241683677686,0.04184241683677686,0.05187675002557624,0.03180808364797749,0.02593837501278812,0.05187675002557624,0.04184241683677686,0.04184241683677686,0.05187675002557624,0.05187675002557624,0.05187675002557624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.01810297663272296,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,0.05995451366931249,,,,,,,,,,,,,,0.030905694487071513,,0.03951135893072391,,,,,0.021122846761755888,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08646125004262707,,,,,,,0.0697373613946281,0.0697373613946281,0.08646125004262707,0.03628958409863021,0.043230625021313536,0.08646125004262707,0.0697373613946281,0.0697373613946281,0.0697373613946281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.027154464949084443,,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,0.05926703839608587,0.10460604209194216,,,,,,,,,,0.04635854173060727,,0.05926703839608587,,,,,0.031684270142633836,,,,0.039760104559971865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10460604209194216,,,0.05443437614794531,0.0648459375319703,,,,,0.1296918750639406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.013632035849133212,,,,0.004655051134128761,0.006816017924566606,,,0.03732642935859107,0.012247607091875265,,,0.004300428509485445,,,,,,,,0.011116446434052052,,,,,0.013632035849133212,,,,,0.05080031862521646,,,,,,,,,,,,,,0.012247607091875265,,,,0.005431589167308657,,,,0.047712125471966245,,,,,,,,0.015416874943537499,,,,0.010160063725043291,0.013632035849133212,0.061667499774149995,,,,,,,,,,,,0.012247607091875265,,,,,,,,,0.012247607091875265,,0.017932464358618658,0.017932464358618658,,,,,0.017932464358618658,,0.015416874943537499,,,,,,,,0.011116446434052052,,,,,,,,,,,,,,,,,0.022232892868104103,0.030833749887074997,0.030833749887074997,0.017932464358618658,0.022232892868104103,0.022232892868104103,0.011116446434052052,0.022232892868104103,0.022232892868104103,0.012247607091875265,0.022232892868104103,0.022232892868104103,0.022232892868104103,0.022232892868104103,0.013632035849133212,0.022232892868104103,0.017932464358618658,0.017932464358618658,0.022232892868104103,0.013632035849133212,0.011116446434052052,0.022232892868104103,0.022232892868104103,0.022232892868104103,0.022232892868104103,0.022232892868104103,0.017932464358618658,0.017932464358618658,0.022232892868104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.13632035849133212,,,,,0.06816017924566606,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12247607091875264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12247607091875264,0.12247607091875264,0.12247607091875264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
