,viện,bỏng,tạo,hình,ngực,và,ghép,ngón,tay,thành,công,ngày,29,7,trong,gần,10,giờ,đồng,hồ,các,bác,sĩ,quốc,gia,với,sự,hỗ,trợ,của,chuyên,nhật,bản,đã,lấy,chân,trái,thứ,hai,để,vào,chỗ,cái,bị,khuyết,ở,bàn,bệnh,nhân,lê,đinh,hoàng,này,mất,do,tai,nạn,lao,động,cách,đây,5,năm,khó,nhất,ca,phẫu,thuật,là,kết,nối,xương,tuy,nhiên,tất,cả,khâu,đều,hoàn,tốt,theo,dự,tính,sẽ,được,tập,luyện,cử,khoảng,1,tuần,sau,mổ,vài,đó,mới,có,thể,hoạt,như,bình,thường,tiến,giám,đốc,cho,biết,vũ,đình,chứ,43,tuổi,phú,thọ,sắp,tới,toàn,việt,nam,thực,hiện,đầu,tiên,niềm,hy,vọng,những,người,lâu,nhu,cầu,rất,lớn,ngay,dịp,30,40,đến,đăng,ký,cũng,vú,nguyễn,thị,thu,hưng,49,cắt,20,ung,thư,một,nhánh,xiên,nuôi,da,mạch,vạt,bụng,hành,vi,đoạn,phức,tạp,máu,kinh,phí,2,nói,trên,tài,phần,chi
0,0.014905267711407306,0.014905267711407306,0.009067800739171262,0.01115011301597626,0.01910213392797063,0.01115011301597626,0.02230022603195252,0.01505149978319906,0.010034333188799373,0.009067800739171262,0.009067800739171262,0.014084967333570947,0.014084967333570947,0.014084967333570947,0.007452633855703653,0.014084967333570947,0.01910213392797063,0.01910213392797063,0.01910213392797063,0.01910213392797063,0.007452633855703653,0.01115011301597626,0.01115011301597626,0.014084967333570947,0.028169934667141894,0.01910213392797063,0.014084967333570947,0.014084967333570947,0.01115011301597626,0.014084967333570947,0.01910213392797063,0.01910213392797063,0.01910213392797063,0.009067800739171262,0.014084967333570947,0.014084967333570947,0.028169934667141894,0.014084967333570947,0.014084967333570947,0.01115011301597626,0.014084967333570947,0.01910213392797063,0.014084967333570947,0.009067800739171262,0.01910213392797063,0.009067800739171262,0.01910213392797063,0.007452633855703653,0.007452633855703653,0.014084967333570947,0.01910213392797063,0.01910213392797063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,0.021502142547427227,0.021502142547427227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03886200316787683,,,,,,,,,0.047786198639898254,0.06036414571530405,0.047786198639898254,0.08186628826273128,0.08186628826273128,0.08186628826273128,0.06036414571530405,0.06036414571530405,0.06036414571530405,0.08186628826273128,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,0.0354152936075272,0.0177076468037636,,,,,,0.026303413608365835,,,,,,,,,,,,,,,,,,,,,0.049711649412603344,,,,,0.049711649412603344,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,0.06741929621636694,0.049711649412603344,0.0216456932526232,0.032004002608839746,0.0393533400563868,0.049711649412603344,0.06741929621636694,0.0393533400563868,0.13483859243273388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,0.05440680443502757,,,,,,,,,,,0.044715803134221924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1146128035678238,0.1146128035678238,0.1146128035678238,0.1146128035678238,0.1146128035678238,0.1146128035678238,0.06690067809585756,0.1146128035678238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.0196766700281934,,0.0177076468037636,0.0177076468037636,,,,,,,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013151706804182917,0.013151706804182917,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.016002001304419873,0.0196766700281934,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.06741929621636694,0.032004002608839746,0.016002001304419873,0.03370964810818347,0.024855824706301672,0.03370964810818347,0.024855824706301672,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.01146559054723639,0.01146559054723639,,,,,0.01715402002457886,0.007718717837537979,0.007718717837537979,,,,,,,,,,,,,0.01715402002457886,0.03430804004915772,,,,,,,,,,,,,,,0.02166918051318607,0.02166918051318607,,,,,,,0.013950462675648093,,0.01146559054723639,0.01146559054723639,0.02166918051318607,,,,,0.01715402002457886,,,,,,,,0.013950462675648093,,,0.009435302187040882,,,,,,,,,,,,,0.01715402002457886,,,,,0.013950462675648093,,,,,,,,,,,,,,,,,,,0.02166918051318607,0.02938789835072405,0.02938789835072405,0.027900925351296187,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02166918051318607,0.02166918051318607,0.02938789835072405,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.022669501847928153,,,,,0.012542916485999216,0.012542916485999216,0.022669501847928153,0.022669501847928153,,,,,,,,,,0.01863158463925913,,,,,,0.03521241833392737,,,0.03521241833392737,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,0.02787528253994065,0.03521241833392737,,,,,,,,,0.022669501847928153,,,0.015332366053941435,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.03521241833392737,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,0.060818798268961416,0.02736636324218011,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049460731304570515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07682709454675062,0.07682709454675062,,0.07682709454675062,,,,,,,,,0.10419345778893073,0.10419345778893073,0.10419345778893073,0.10419345778893073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.026303413608365835,0.026303413608365835,,,,,,,,,,,,,0.026303413608365835,,,,,,,,,,,,,,,,,,,0.032004002608839746,,,,,,,,,,,,,,0.026303413608365835,0.026303413608365835,,,,0.0393533400563868,,,,,,,,,,,,,,0.032004002608839746,0.0393533400563868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.013151706804182917,0.013151706804182917,0.016002001304419873,0.0196766700281934,,,,,,0.016002001304419873,0.016002001304419873,0.024855824706301672,0.024855824706301672,0.024855824706301672,0.013151706804182917,,,,,,,,,,,,,,,,,,,0.016002001304419873,,,0.024855824706301672,,,,,,,0.016002001304419873,,,,0.026303413608365835,0.013151706804182917,,,,,,0.0196766700281934,,,,,0.024855824706301672,0.024855824706301672,,0.016002001304419873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016002001304419873,,,,,,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03370964810818347,0.049711649412603344,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,,,,,,,,,,,,,,,,,,,,,,
