,chữa,bệnh,tổ,đỉa,theo,đông,y,là,thường,thấy,ở,những,người,làm,công,việc,tiếp,xúc,với,dầu,mỡ,hóa,chất,nghiệp,rác,thải,bảo,vệ,thực,vật,phổ,biến,vùng,bị,ô,nhiễm,do,sản,xuất,làng,nghề,biểu,hiện,chủ,yếu,của,các,mụn,nước,nhỏ,sờ,chắc,bàn,tay,chân,này,mé,bên,mặt,sau,ngón,lòng,trên,và,dưới,chúng,không,tự,vỡ,mà,xẹp,đi,đó,bong,vảy,nếu,khêu,sẽ,một,ít,sánh,chảy,ra,kèm,ngứa,nhiều,hoặc,tùy,từng,tổn,thương,bao,giờ,lan,lên,quá,cổ,phát,tái,nặng,về,mùa,xuân,hè,khi,nhân,gãi,sinh,tốt,dẫn,đến,trùng,tạo,thành,nốt,mủ,có,thể,gây,bọc,rộng,gọi,nga,trưởng,phong,thấp,cước,khí,bài,thuốc,điều,trị,dùng,nắm,lá,đào,tươi,50,g,rửa,sạch,giã,đắp,vào,30,phút,tháo,để,thoáng,ngày,2,lần,lấy,khoảng,100,móng,sắc,trong,1,lít,ngâm,15,20,nhưng,tượng,bột,đại,hoàng,gói,vải,mỏng,tẩm,rượu,trắng,xoa,nơi,cho,vài,miếng,truật,bếp,than,hoa,đang,cháy,nỏ,khói,bốc,hơ,ké,đầu,ngựa,hy,thiêm,thảo,sao,khô,uống,hằng,thang,thanh,nhiệt,tiêu,viêm,huyền,sâm,liên,kiều,thiên,phấn,đều,16,đơn,bì,xích,thược,mạch,môn,ngưu,tất,núc,nác,đằng,chi,tử,mộc,thông,12,cam,dây,hay,cỏ,ngọt,8,kết,hợp,phương,pháp,cùng,thời,gian,phòng,nên,mang,găng,cao,su,kích,thích,bụi,bẩn,giữ,ráo,mát,nhất,nóng,đặc,biệt,khe,giữa
0,0.03613972210177725,0.022107778259557644,0.04577270783023993,0.04577270783023993,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.016723888647998956,0.0194158334537783,0.027777777777777776,0.016723888647998956,0.027777777777777776,0.022886353915119964,0.027777777777777776,0.05555555555555555,0.03613972210177725,0.027777777777777776,0.027777777777777776,0.022886353915119964,0.03613972210177725,0.03613972210177725,0.0722794442035545,0.05555555555555555,0.027777777777777776,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.027777777777777776,0.03613972210177725,0.03613972210177725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.02487125054200235,,,,,,,,,0.03762874945799765,0.0625,,,0.0625,,,,,,,,,0.0625,,,,,,,0.08131437472899883,0.08131437472899883,0.0625,0.0625,0.08131437472899883,0.05149429630901992,0.08131437472899883,0.08131437472899883,0.0625,0.08131437472899883,0.08131437472899883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.022107778259557644,,,,,,0.03344777729599791,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0722794442035545,0.04577270783023993,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.022107778259557644,0.0388316669075566,0.022107778259557644,0.05555555555555555,0.0722794442035545,0.0722794442035545,0.0776633338151132,0.029048819182240976,0.029048819182240976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.024102413942621338,,0.020760689356136633,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034482758620689655,,,,0.028410646239459266,,,,0.02744413852910604,0.024102413942621338,0.01372206926455302,,,,0.048204827885242676,0.036060603122781906,0.036060603122781906,0.034482758620689655,0.04486310329875797,0.08972620659751594,0.13458930989627393,0.028410646239459266,0.06896551724137931,0.08972620659751594,0.028410646239459266,0.034482758620689655,0.04486310329875797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,0.031771363833455406,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018088182212365345,,,,,,,,,,,0.037450397315650856,,,,,,0.05913772707563551,0.031771363833455406,0.05913772707563551,0.045454545454545456,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.031771363833455406,0.05913772707563551,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.05913772707563551,0.05913772707563551,0.037450397315650856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.08333333333333333,,,0.050171665943996864,,,,,0.06865906174535989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0582475003613349,0.033161667389336465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,0.10841916630533177,0.06865906174535989,0.08333333333333333,0.0582475003613349,0.10841916630533177,0.10841916630533177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.026529333911469173,,,,,,,,,,,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026529333911469173,,,,,,,0.034858583018689174,0.034858583018689174,,,,,,,,,,,,0.04659800028906792,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,0.05492724939628792,0.08673533304426542,0.08673533304426542,0.06666666666666667,0.04659800028906792,0.08673533304426542,0.17347066608853084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.05492724939628792,0.05492724939628792,,,,,0.04659800028906792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,0.04659800028906792,,,,,,,,0.04659800028906792,,,0.13333333333333333,0.06666666666666667,0.08673533304426542,0.06666666666666667,0.13333333333333333,0.08673533304426542,0.08673533304426542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.01047210549136941,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,0.04336361794443783,,,,,,,,,,,0.03141631647410823,0.03678789496505362,0.01047210549136941,,,,,,,,,,,,,,,,,,0.01839394748252681,,0.02631578947368421,,,,,,,0.03678789496505362,,0.02631578947368421,,,,,0.021681808972218913,,0.021681808972218913,,,,,,,,,0.02631578947368421,,,,,,,,,,,0.021681808972218913,0.03423763146484161,0.03423763146484161,0.02631578947368421,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.05263157894736842,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.06847526292968321,0.021681808972218913,0.02631578947368421,0.03423763146484161,0.03423763146484161,0.03423763146484161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.051905218522439685,,,,0.043478260869565216,0.043478260869565216,0.02617652136208532,,,0.05235304272417064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06078000037704512,0.02273385849044946,0.02273385849044946,0.043478260869565216,,,,,,,,,,,,,,,,,,,,0.06078000037704512,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
