,vầng,hào,quang,quanh,cơ,thể,báo,hiệu,bệnh,tật,các,máy,móc,hiện,đại,đã,phát,sự,sáng,của,người,trong,một,môi,trường,thích,hợp,đôi,khi,mắt,thường,cũng,nhìn,thấy,được,quầng,đó,gọi,là,có,liên,quan,đến,tình,trạng,sức,khỏe,con,thực,chất,bao,biểu,sinh,học,tạng,phủ,mô,sống,bức,xạ,năng,lượng,và,chung,theo,tiến,sĩ,khoa,isakov,xô,cũ,hay,vỏ,3,lớp,chủ,yếu,hệ,chặt,chẽ,với,nhau,đầu,tiên,gần,nhất,hình,dạng,tương,tự,giống,như,áo,giáp,bọc,ngoài,ra,xa,dần,nó,quả,trứng,hơn,nữa,thành,tròn,tỏa,rộng,mãi,vô,tận,nói,từ,cổ,phần,hồn,ý,thức,tư,tuuởng,cảm,cụ,nhà,khám,phá,khẳng,định,tưởng,thứ,vật,mang,tính,hạt,sóng,do,loại,nguyên,tử,siêu,nhẹ,cấu,tạo,nên,này,bền,vững,cả,sắc,độ,màu,vàng,xanh,da,trời,hai,dễ,phản,ánh,thái,ba,đây,mà,y,khí,công,yoga,ngoại,sát,để,chẩn,đoán,điều,trị,nhờ,thiết,bị,kỹ,thuật,dẫn,thống,kính,đặc,biệt,chứa,dung,dịch,tritanlomin,hoặc,bằng,khả,thấu,thị,ta,dáng,kích,thước,nếu,thay,đổi,biến,thì,viện,thông,tin,vaxili,kixeelep,bất,kỳ,nào,gắn,liền,hao,hụt,tế,bào,hấp,thu,mắc,điện,vì,vậy,cần,tác,động,lên,nhân,lý,cách,chữa,thôi,miên,nguồn,việc,đo,bề,dày,bảo,vệ,chiều,đạt,40,60,cm,bình,thấp,30,mất,cân,nghiêm,trọng,chỉ,còn,10,15,ở,ngất,tỉnh,tiếp,vào,trung,tâm,lực,huyệt,luân,đám,rối,thần,kinh,plexus,chuyển,dòng,xoáy,loạn,chảy,khác,ứng,biết,ví,dụ,số,mặt,selaire,tiêu,hóa,không,tốt,gan,mật,dạ,lách,chức,dinh,dưỡng,kém,về,tổ,gờ,lõm,bác,dùng,bàn,tay,dò,dọc,nhận,giác,nóng,lạnh,tê,buốt,rần,kiến,bò,giải,mã,căn,luận,phương,đông,thất,hỷ,nộ,ái,ố,bi,khủng,lòng,tham,sân,si,làm,tổn,thương,âm,dương,nội,gây,hảo,ác,độc,cơn,giận,giữ,hận,thù,những,xung,mạnh,đánh,đối,nạn,xúc,sẽ,mệt,mỏi,bồn,chồn,lo,âu,chính,ngày,xưa,bà,cho,xấu,thăm,trẻ,mới,sợ,nhiễm,họ,mình,2,triệt,lỗ,hổng,vùng,nơi,bổ,sung,mức,đầy,đủ,hằng,lúc,chỉnh,phục,hồi,đẩy,lùi,nạp,ly,nước,vỡ,trúc,h2o,nhiều,ion,uống,quản,chỗ,mát,tủ,hủy,đều,xuất,ổn,thiếu,đồng,thời,tẩy,sạch,kênh,mạch,nằm,cột,đoạn,tắc,nghẽn,thêm,chưa,triệu,chứng,chiếm,50
0,0.04542650408000292,0.026341653891216423,0.026341653891216423,0.05247015444223017,0.052683307782432846,0.04902270853757884,0.06451135426878941,0.06451135426878941,0.015293397413658464,0.05247015444223017,0.01995362017651595,0.06451135426878941,0.06451135426878941,0.09085300816000584,0.04042895461567093,0.04542650408000292,0.09085300816000584,0.03655255409534867,0.05247015444223017,0.0186662328416599,0.01995362017651595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,0.07219456181369809,0.06527241802740834,0.09369670436112529,0.04703866766288647,0.11519884690855253,0.11519884690855253,0.11519884690855253,0.0811187572857195,0.09369670436112529,0.05961661473829227,0.07219456181369809,0.09369670436112529,0.07219456181369809,0.06527241802740834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.03658563040446725,0.03658563040446725,,,,,,,,,,,,,,,,0.07287521450309745,,0.02771336135627215,,,,,,,,,,,,,,0.05076743624353981,0.08959910315109641,0.03658563040446725,0.07287521450309745,0.03658563040446725,0.02771336135627215,0.05615132585509851,0.04264921203919326,0.05076743624353981,0.03942743720709955,0.05615132585509851,0.06309236677778184,0.06309236677778184,0.05076743624353981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.02769908785366032,0.016061984080010014,0.016061984080010014,0.06398799322223192,0.04818595224003004,0.029891895449743192,,,,,0.02433368314209262,,,0.02769908785366032,,,,0.02228814274106626,,0.02276369858739012,0.01216684157104631,,,0.03199399661111596,0.03212396816002003,,,,,,,,,,,,,,0.03212396816002003,,,0.018724044309889724,,,,,,,0.03199399661111596,0.03199399661111596,0.03933619162731062,0.03933619162731062,0.03212396816002003,0.02276369858739012,0.024651801594921297,0.03199399661111596,0.03199399661111596,0.03199399661111596,0.03933619162731062,0.03933619162731062,0.005240093854821899,0.005672502805076328,0.01393637003808562,0.03933619162731062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.04055937864285975,0.023519333831443234,0.023519333831443234,,,,,,,,,,,,,,,,,,,,,,0.023519333831443234,,,,,,,,,,,,,,,0.017815732300460668,0.07219456181369809,,,,,,,,,,,,0.023519333831443234,0.03333255864582124,,,,,,,,,,,0.03263620901370417,0.057599423454276266,0.03609728090684904,0.046848352180562644,0.057599423454276266,0.046848352180562644,0.046848352180562644,0.03609728090684904,0.04055937864285975,0.04055937864285975,0.025346209633135424,0.057599423454276266,0.057599423454276266,0.03609728090684904,0.046848352180562644,0.046848352180562644,0.03263620901370417,0.046848352180562644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.059867395207310055,0.05570762333815777,,,,,,,,,,,,,,,0.02267456838240449,,,,,,,,,,,,,,,,,,,0.02267456838240449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451762452070836,,,,,,,,0.05962517550253428,0.05962517550253428,0.07330835712362434,0.07330835712362434,0.041536993290168946,0.05162102736363969,0.05162102736363969,0.05962517550253428,0.07330835712362434,0.041536993290168946,0.07330835712362434,0.07330835712362434,0.07330835712362434,0.05962517550253428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02168871758316951,,,,,,,,,,,,,,,,,,,,,,,0.024843094415717845,,,,,,,,,,,,,,,,,,,,,,,,0.07946207412032319,0.04937663486956839,,,,0.039731037060161595,,,,,0.08788903177319767,0.09875326973913678,0.07012103724868415,0.07012103724868415,0.07012103724868415,0.07012103724868415,0.039731037060161595,0.07012103724868415,0.04394451588659883,0.07012103724868415,0.07012103724868415,0.07012103724868415,0.07012103724868415,0.05703277656764148,0.07012103724868415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.02356860987383598,,,,,,,,,,,,,,0.03589660161857673,0.01918617324664995,,0.035146686630142955,,,,,,,,,,,,,,0.02532851335693887,,0.05065702671387774,,,,,0.027295918066453536,,,,0.035146686630142955,,,,,,,,,,,,,0.008263224924911456,0.008945100577235748,,,0.035146686630142955,,,,,,,0.03887399482276051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04367933084615666,0.032101254089849686,0.062030148335374444,0.10090414315813494,0.062030148335374444,0.05045207157906747,0.05045207157906747,0.05045207157906747,0.062030148335374444,0.02356860987383598,0.05045207157906747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,0.01247101261032247,,,,,0.02839156505000183,,,,,0.01247101261032247,,0.04569069261918584,,,,,,,,,0.025268096634794332,,,,,,,0.016463533682010267,,,,,0.0177423467431948,,,,0.02284534630959292,,0.032793846526393854,,,,0.011666395526037437,,,,,,,,,0.028569558578075523,,,,,0.032793846526393854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032793846526393854,0.032793846526393854,0.032793846526393854,,0.015319596417993388,,0.019192145417636967,0.04031959641799339,0.02839156505000183,0.04031959641799339,0.032793846526393854,0.04031959641799339,0.02839156505000183,0.02839156505000183,0.032793846526393854,0.02284534630959292,0.08063919283598678,0.04031959641799339,0.02839156505000183,0.04031959641799339,0.02839156505000183,0.032793846526393854,0.032793846526393854,0.04031959641799339,0.02839156505000183,0.032793846526393854,0.04031959641799339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05076743624353981,,,,,,,,,,,,,,,,,,,,0.03174395397563946,,,,,,,,,,,,0.03942743720709955,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05076743624353981,,,,,,,,,,0.04636847812978288,,,,,,,,,,,,,,,,,,0.07287521450309745,,,,,,,,,,,,,0.05076743624353981,0.08959910315109641,0.08959910315109641,0.08959910315109641,0.06309236677778184,0.08959910315109641,0.12618473355556367,0.08959910315109641,0.08959910315109641,0.08959910315109641,0.07287521450309745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
