,điều,trị,đau,mắt,đỏ,bằng,thuốc,nam,y,học,cổ,truyền,gọi,bệnh,này,là,hồng,nhãn,hỏa,xuất,hiện,do,phong,nhiệt,xâm,nhập,vào,các,kinh,can,phế,và,đại,tràng,gan,phổi,ruột,để,có,thể,dùng,lá,dâu,bánh,tẻ,100,g,rửa,sạch,đổ,200,ml,nước,đun,sôi,xông,hơi,ngày,2,lần,theo,còn,viêm,kết,mạc,cấp,virus,gây,ra,thường,gặp,nhất,chủng,như,adeno,entero,thành,dịch,ở,những,nơi,sinh,hoạt,tập,nhà,trẻ,lây,qua,đường,hô,hấp,bọt,hoặc,tiết,của,người,ho,hắt,nói,chuyện,trực,tiếp,bắt,tay,chung,khăn,mặt,chậu,nhân,thấy,dị,vật,trong,nóng,chói,nên,sợ,ánh,sáng,mi,sưng,húp,máu,nhiều,dử,hay,chảy,nếu,giác,thì,thị,lực,giảm,nhìn,mờ,bài,kim,ngân,hoa,mỗi,thứ,16,giới,chi,tử,cúc,12,hoàng,đằng,8,bạc,hà,6,cam,thảo,4,1,thang,sắc,uống,làm,liên,kiều,ngưu,bàng,cầm,cát,cánh,dấp,cá,sài,đất,bồ,công,anh,50,tất,cả,tươi,giã,nát,hòa,ấm,chắt,3,trầu,không,ngoài,tra,muối,lý,natri,chlorid,09,phòng,lan,cần,cách,ly,xúc,phải,đeo,khẩu,trang,kính
0,0.02446775665229038,0.02446775665229038,0.016749038814752402,0.010517293976642288,0.014264166686340698,0.02446775665229038,0.02446775665229038,0.03218647448982836,0.02446775665229038,0.02446775665229038,0.03218647448982836,0.03218647448982836,0.02446775665229038,0.01223387832614519,0.03218647448982836,0.02446775665229038,0.03218647448982836,0.06437294897965672,0.03218647448982836,0.03218647448982836,0.02446775665229038,0.02446775665229038,0.03218647448982836,0.03218647448982836,0.03218647448982836,0.03218647448982836,0.03218647448982836,0.01995259616368317,0.02446775665229038,0.03218647448982836,0.03218647448982836,0.04893551330458076,0.02446775665229038,0.03218647448982836,0.03218647448982836,0.03218647448982836,0.03218647448982836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.038169700377572995,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038169700377572995,0.02225210003069149,0.038169700377572995,0.02612850055101375,0.02225210003069149,0.038169700377572995,0.05021090020413224,0.05021090020413224,0.038169700377572995,0.02225210003069149,0.02225210003069149,0.031126050015345744,0.038169700377572995,0.05021090020413224,0.05021090020413224,0.019084850188786497,0.038169700377572995,0.038169700377572995,0.038169700377572995,0.031126050015345744,0.02225210003069149,0.02225210003069149,0.02225210003069149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.021773750459178124,0.013672482169634974,0.01854341669224291,,,,0.03180808364797749,0.03180808364797749,,,0.03180808364797749,0.015904041823988746,,0.06361616729595498,,,,,0.03180808364797749,0.03180808364797749,,,,,,0.02593837501278812,,,,0.03180808364797749,0.03180808364797749,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04184241683677686,0.04184241683677686,0.03180808364797749,0.03180808364797749,0.02593837501278812,0.04184241683677686,0.04184241683677686,0.03180808364797749,0.02593837501278812,0.04184241683677686,0.04184241683677686,0.04184241683677686,0.04184241683677686,0.021773750459178124,0.04184241683677686,0.04184241683677686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.01389813859096476,0.00872711627849041,0.01183622342058058,,,,,,,,,0.020303032115730316,,,,,,,,,,,,,,,,,,,,,,,,,0.01183622342058058,0.020303032115730316,0.01389813859096476,,,,,,,0.01183622342058058,,,,,0.010151516057865158,,,,0.016556409582630716,,,,,,,,,,,0.020303032115730316,,,,,,0.01389813859096476,,,0.026707925640495872,0.053415851280991744,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.020303032115730316,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.020303032115730316,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.020303032115730316,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.026707925640495872,0.020303032115730316,0.026707925640495872,0.026707925640495872,0.020303032115730316,0.020303032115730316,0.04060606423146063,0.020303032115730316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.05127180813613116,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,0.034768906297955454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04082578211095898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.059640156839957804,0.07845453156895663,0.07845453156895663,0.07845453156895663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.05127180813613116,0.034768906297955454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034768906297955454,,,,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,0.059640156839957804,0.04863445314897773,,,,,,,,,0.04082578211095898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,0.07845453156895663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050572954615207937,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,0.07074102276214943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,0.11411568228211873,0.08674931903993863,0.11411568228211873,0.11411568228211873,0.11411568228211873,0.11411568228211873,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.028065956159980143,,,,,,,,,,,,,,,,,,,,,0.02288680148187187,0.028065956159980143,,,,,,,,,,,,,0.01636183825786139,0.028065956159980143,,,,0.08180919128930696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03691977956186194,0.028065956159980143,0.028065956159980143,0.056131912319960287,0.04577360296374374,0.04577360296374374,0.028065956159980143,0.03691977956186194,0.028065956159980143,0.028065956159980143,0.03691977956186194,0.028065956159980143,0.028065956159980143,0.03691977956186194,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.03691977956186194,0.03691977956186194,0.03691977956186194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06953781259591091,0.06953781259591091,0.06953781259591091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.11928031367991561,0.11928031367991561,0.09726890629795545,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
