,cây,rau,khúc,làm,thuốc,loại,này,thường,mọc,hoang,ở,nơi,đất,ẩm,hoặc,được,người,dân,trồng,để,bánh,gian,dùng,chữa,cảm,sốt,viêm,họng,tăng,huyết,áp,chấn,thương,còn,có,tên,gọi,là,nếp,thử,thảo,đây,cỏ,sống,hằng,năm,cao,20,30,cm,thân,đứng,lông,mịn,lá,so,le,hình,bầu,dục,hai,mặt,cụm,hoa,ngọn,quả,bé,trứng,một,số,bài,nam,g,gừng,tươi,5,lát,hành,2,củ,sắc,uống,ngày,thang,ho,rẻ,quạt,diếp,cá,50,hen,suyễn,bồng,cam,16,chia,3,lần,dâu,nấu,canh,ăn,đụng,dập,lượng,vừa,đủ,giã,nát,băng,đắp,sưng,đau,rắn,cắn,rịt,vào,chỗ
0,0.07952020911994373,0.012542916485999216,0.025085832971998432,0.10460604209194216,0.039760104559971865,0.05230302104597108,0.05230302104597108,0.03242296876598515,0.03242296876598515,0.05230302104597108,0.039760104559971865,0.039760104559971865,0.039760104559971865,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.039760104559971865,0.05230302104597108,0.039760104559971865,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0177076468037636,0.0177076468037636,,,,,0.04577360296374374,,,,,,,,,,0.056131912319960287,,0.056131912319960287,,0.07383955912372388,0.056131912319960287,0.024127909711120544,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.025085832971998432,0.0752574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10460604209194216,0.05443437614794531,0.10460604209194216,0.10460604209194216,0.07952020911994373,0.10460604209194216,0.10460604209194216,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,0.11411568228211873,0.11411568228211873,0.11411568228211873,0.08674931903993863,0.11411568228211873,0.11411568228211873,0.07074102276214943,0.050572954615207937,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13064250275506875,,,,,,,,,,,,,,,,0.19084850188786498,0.25105450102066124,0.19084850188786498,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.0648459375319703,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,,,,,,,,,,,,,,,,0.07952020911994373,0.07952020911994373,0.05443437614794531,0.10460604209194216,0.10460604209194216,0.07952020911994373,0.10460604209194216,0.10460604209194216,0.10460604209194216,0.10460604209194216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,0.1296918750639406,,0.15904041823988746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15904041823988746,,,,,,,,,,,,0.20921208418388432,0.20921208418388432,0.20921208418388432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23856062735983122,,,,,,,,0.3138181262758265,0.3138181262758265,0.3138181262758265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.025085832971998432,0.025085832971998432,,0.039760104559971865,,,0.03242296876598515,,,,,,,,,,,,,,,0.039760104559971865,0.01709060271204372,0.039760104559971865,0.039760104559971865,,,,,,,,,0.027217188073972654,,,,,,,,,,,,,,0.023179270865303636,,,,,,,,,,,,,,,,,,,,0.027217188073972654,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.027217188073972654,0.05230302104597108,0.039760104559971865,0.039760104559971865,0.05230302104597108,0.05230302104597108,0.039760104559971865,0.039760104559971865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13064250275506875,,,,,,,,,,,,0.15563025007672873,0.15563025007672873,0.13064250275506875,0.15563025007672873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
