,thêm,một,người,nghi,nhiễm,cúm,gà,ở,thái,lan,đó,là,đàn,ông,51,tuổi,không,rõ,danh,tính,tỉnh,saraburi,cách,thủ,đô,bangkok,90,km,về,phía,bắc,này,ngã,bệnh,chỉ,vài,ngày,sau,khi,nửa,chuồng,gồm,20,con,của,gia,đình,đột,nhiên,chết,đồng,loạt,mặc,dù,các,xét,nghiệm,ban,đầu,cho,kết,quả,âm,song,ta,vẫn,chưa,thể,khẳng,định,điều,gì,đến,nhận,được,cuối,cùng,trong,tuần,tới,tiến,sĩ,charal,trinvuthipong,đứng,cục,kiểm,soát,truyền,biết,như,vậy,đây,thứ,3,bị,có,triệu,chứng,cầm,số,dịch,xứ,chùa,vàng,đã,lên,18,với,điểm,mới,nhất,khon,kaen,hơn,206,000,và,35,trứng,tiêu,huỷ,những,trại,nuôi,ít,10,nguyên,nhân,vừa,lệnh,toàn,bộ,từ,nay,tháng,sẽ,hành,máu,ngẫu,trên,lãnh,thổ,hôm,chuyên,khu,vực,đông,nam,á,họp,tại,để,tìm,ra,phương,ngăn,chặn,làn,sóng,phát,hai,giới,môn,trí,rằng,thời,gian,thiếu,vắng,loại,vacxin,phòng,động,vật,dễ,sử,dụng,việc,giám,sát,chặt,chẽ,hiện,nhanh,ổ,biện,pháp,chiến,lược,hội,nghị,tư,quốc,xuất,khẩu,lớn,nước,tiên,tuyên,bố,giữ,vai,trò,trung,tâm,chẩn,đoán,theo,nghèo,campuchia,cần,phải,gửi,mẫu,phẩm,paris,hoặc,london,phân,tích,gây,trì,hoãn,đối,phó,chúng,thống,quy,bao,hoạt,thông,báo,yukol,limlaemthong,thuộc,nông,nghiệp,biểu,tái,việt,indonesia,7,làm,dấy,nỗi,lo,lắng,virus,h5n1,đang,ngủ,hoang,dã,nhiều,trước,biến,nhảy,sang,thổi,bùng,đại,cầu,tình,hình,tổ,chức,y,tế,thế,who,phối,hợp,lương,fao,cơ,quan,thú,oie,tăng,cường,triển,liệu,trị,hiệu,chờ,đợi,kỹ,thuật,ốm,áp,triệt
0,0.03691977956186194,0.03272367651572278,0.03272367651572278,0.028065956159980143,0.028065956159980143,0.01636183825786139,0.012063954855560272,0.03272367651572278,0.012063954855560272,0.012063954855560272,0.02288680148187187,0.01636183825786139,0.03691977956186194,0.028065956159980143,0.03691977956186194,0.03691977956186194,0.02288680148187187,0.028065956159980143,0.03691977956186194,0.028065956159980143,0.028065956159980143,0.03691977956186194,0.02288680148187187,0.03691977956186194,0.03691977956186194,0.03691977956186194,0.03691977956186194,0.03691977956186194,0.03691977956186194,0.03691977956186194,0.03691977956186194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.023179270865303636,0.023179270865303636,,,,0.01709060271204372,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,0.05230302104597108,0.019880052279985932,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.027217188073972654,0.05230302104597108,0.05230302104597108,0.039760104559971865,0.05230302104597108,0.03242296876598515,0.039760104559971865,0.014674271587973436,0.05230302104597108,0.039760104559971865,0.039760104559971865,0.039760104559971865,0.05230302104597108,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.022706224521113764,,0.01947433692733316,,,,,,,,,,,,,,,0.01947433692733316,,,,,,,,,,,,,,0.00973716846366658,,,,,0.013330867628068238,,,,,,,,,,,,,,0.02561780622659808,0.02561780622659808,0.013330867628068238,0.015880637762931502,0.015880637762931502,0.02561780622659808,0.05123561245319616,0.05842301078199948,0.05123561245319616,0.031761275525863004,0.02561780622659808,0.02561780622659808,0.01947433692733316,0.01947433692733316,0.02561780622659808,0.01947433692733316,0.02561780622659808,0.01947433692733316,0.01947433692733316,0.02561780622659808,0.01947433692733316,0.02561780622659808,0.015880637762931502,0.01947433692733316,0.01947433692733316,0.0071873983288033155,0.02561780622659808,0.01947433692733316,0.015880637762931502,0.02561780622659808,0.02561780622659808,0.02561780622659808,0.02561780622659808,0.02561780622659808,0.01947433692733316,0.01947433692733316,0.01947433692733316,0.02561780622659808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.030905694487071513,0.05301347274662915,,0.030905694487071513,,0.030905694487071513,0.02278747028272496,0.02278747028272496,,0.030905694487071513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01956569545063125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043230625021313536,0.0697373613946281,0.0697373613946281,0.05301347274662915,0.0697373613946281,0.05301347274662915,0.03628958409863021,0.0697373613946281,0.0697373613946281,0.030905694487071513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,0.023179270865303636,,,0.03242296876598515,0.023179270865303636,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,0.027217188073972654,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014674271587973436,,,,,,,,,,,,,,,,,,,0.027217188073972654,,,,0.0648459375319703,0.023179270865303636,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.027217188073972654,0.039760104559971865,0.05230302104597108,0.03242296876598515,0.05230302104597108,0.05230302104597108,0.027217188073972654,0.05230302104597108,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627636252551653,0.627636252551653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.08203489301780986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15563025007672873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19084850188786498,0.08203489301780986,0.25105450102066124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11116446434052052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13632035849133212,,,,,,,,,,0.09331607339647767,,,,,,,,,,,0.13632035849133212,,,0.17932464358618655,0.11116446434052052,0.11116446434052052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,0.03705482144684017,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01677059610054107,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,,,0.03110535779882589,,,0.026490595274632725,,,,,,,,,,,,0.03110535779882589,,,,,,,,,0.03705482144684017,0.03705482144684017,0.026490595274632725,0.04544011949711071,0.04544011949711071,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.05977488119539552,0.03705482144684017,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.023179270865303636,,,,,0.01709060271204372,0.023179270865303636,0.01709060271204372,0.01709060271204372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,,,,,,,0.03242296876598515,0.03242296876598515,,,,,,,,,,,,,,,,0.039760104559971865,,,0.039760104559971865,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,,,,,,,,0.03242296876598515,,0.05230302104597108,0.039760104559971865,0.039760104559971865,0.03242296876598515,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.05230302104597108,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
