,đường,dây,nóng,ở,các,bệnh,viện,vẫn,chưa,theo,yêu,cầu,của,bộ,y,tế,ung,thư,trung,ương,đã,lập,từ,hơn,1,tuần,nay,số,điện,thoại,này,được,niêm,yết,tất,cả,khoa,phòng,nhưng,người,có,vẻ,như,không,biết,đến,nó,anh,x,một,nhân,u,phổi,vinh,nghệ,an,giới,thiệu,ra,điều,trị,mất,ngày,27,7,mà,nhập,khi,hỏi,sao,gọi,vào,để,giải,quyết,lại,với,rất,ngạc,nhiên,là,gì,khác,đang,chờ,mổ,tại,đây,thắc,mắc,cùng,trước,phải,đưa,phong,bì,cho,bác,sĩ,tôi,quy,định,bắt,buộc,nếu,thì,nhận,tiền,thể,đáp,trên,qua,bạch,mai,chăm,sóc,thân,bị,tỏ,bức,xúc,thái,độ,viên,tuy,họ,e,ngại,việc,sử,dụng,chị,nguyễn,kim,hàng,bông,hà,nội,nói,mẹ,nặng,phận,nằm,trong,tay,thầy,thuốc,chuyện,cũng,dám,tới,đành,chịu,vậy,thôi,nhiều,khám,chữa,cơ,sở,bằng,chứng,mỗi,năm,thanh,tra,tiếp,và,nghìn,đơn,phản,ánh,về,những,hành,vi,tiêu,cực,đời,1999,4,5,cuộc,hiện,tượng,thiếu,trách,nhiệm,thủ,tục,bảo,hiểm,dịch,dân,chuyển,nghiệp,vụ,xem,xét,trả,lời,thường,chỉ,thưa,kiện,lớn,lãnh,đạo,mới,hồng,trực,gần,riêng,thích,vì,sợ,sẽ,gây,khó,dễ,còn,máy,đặt,kế,hoạch,tổng,hợp,do,phụ,ghi,chép,báo,cáo,thế,nghĩa,ngay,sau,hoặc,lần,nữa,cách,làm,hiệu,quả,đó,ý,kiến,kiểm,thông,tin,xử,lý,chỗ,biện,pháp,sổ,rằng,thực,chẳng,hạn,tá,nọ,vòi,hay,hống,hách,chứ,nghe,phía
0,0.023634610848531048,0.023634610848531048,0.03545191627279657,0.034252538439242614,0.011817305424265524,0.009249100800373233,0.026143258433878023,0.02513041735851591,0.043374659519969314,0.034252538439242614,0.028916439679979544,0.028916439679979544,0.011817305424265524,0.02513041735851591,0.013071629216939011,0.016008296277789203,0.034252538439242614,0.034252538439242614,0.034252538439242614,0.034252538439242614,0.02513041735851591,0.043374659519969314,0.034252538439242614,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.034252538439242614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.049144946456304614,0.01695526430438097,0.006635224487224275,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,0.03184320694882472,0.03605668577526196,0.03184320694882472,0.025489814093249148,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.06223320713734728,0.03605668577526196,0.041488804758231516,0.022968425094219293,0.020744402379115758,0.049144946456304614,0.049144946456304614,0.01695526430438097,0.03605668577526196,0.03184320694882472,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47712125471966244,0.7156818820794937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.013873651200559849,0.039214887650817036,,,,,,,,,,0.034252538439242614,0.034252538439242614,0.034252538439242614,0.034252538439242614,0.02513041735851591,,,,,,,,,,,0.03553125600877154,,,,0.034252538439242614,,,,,,,,0.011817305424265524,,,,,,0.01776562800438577,0.014458219839989772,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.028916439679979544,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.034252538439242614,0.043374659519969314,0.043374659519969314,0.034252538439242614,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.028886746592649056,0.028886746592649056,0.028886746592649056,,,,,,,,,,,,,,,,,,,,,,,,,,0.02712569480825809,,,0.02171354533869372,,,,,,,,,,0.04186421364796319,,0.014443373296324528,,,,0.035342315164419436,,,,,,,,,,,,,,,,,,,,0.02171354533869372,0.10602694549325832,0.04186421364796319,0.02712569480825809,0.04186421364796319,0.035342315164419436,0.01956569545063125,0.02419305606575347,0.030714954549297218,0.035342315164419436,0.04186421364796319,0.05301347274662916,0.04186421364796319,0.01956569545063125,0.04186421364796319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.014998887653875474,0.011739243323550641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031896298955039426,,,,,,,,,,,,0.02254868169787425,0.03670163497843557,,,,,,,,,,,,,,,,,0.02254868169787425,,,,,,,,,,,,,,,0.05505245246765336,0.03670163497843557,0.05505245246765336,0.11010490493530672,0.028168990762421867,0.03670163497843557,0.031896298955039426,0.031896298955039426,0.05505245246765336,0.043474375711346394,0.02254868169787425,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.03670163497843557,0.031896298955039426,0.031896298955039426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.010174010880410556,0.028757584277265824,,,,,,0.025998071933384152,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,,,0.051996143866768305,0.055286918188735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521825181113625,,,,,,,0.06361616729595498,,,,,0.039084381609648694,,,,,,,0.06361616729595498,0.06361616729595498,0.06361616729595498,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.02785507707148302,0.010900725943297024,,0.05923598377364464,,,,,0.02785507707148302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02785507707148302,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,0.04187612315319503,,,,,0.05923598377364464,0.05923598377364464,,,,,,0.06816017924566606,0.05923598377364464,0.05231383998735489,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.019498553950038116,0.019498553950038116,0.019498553950038116,,,0.015261016320615835,0.021568188207949368,,,,,,0.019498553950038116,,,,,,,,0.04146518864155125,,,,,,,,,,0.036619687991148425,,,,,,,,,,0.023856062735983122,,,0.019498553950038116,0.04146518864155125,,,,,,0.023856062735983122,,,,,,,,,,,,,,,,,,,,,,,0.026413688858352186,,,,,,,,,,,,,,,0.04146518864155125,0.04146518864155125,,,,,,,,,,,,,,,,,,,0.05651668842475031,0.05651668842475031,0.05651668842475031,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.01392753853574151,0.010900725943297024,0.015405848719963833,,,,,,0.01392753853574151,,0.015405848719963833,0.0188669206131087,,,,,,,,,,,,0.0188669206131087,,,,,,,,,,,,0.0188669206131087,,,,,,,,,,0.020938061576597514,0.03408008962283303,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,0.026156919993677447,,,,,0.04036906316053593,,,,,,,,,,,,,,,,,,,,,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.04036906316053593,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.03408008962283303,0.03408008962283303,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.032497589916730185,0.032497589916730185,0.032497589916730185,,,,,0.06910864773591874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09419448070791717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.09419448070791717,0.11928031367991561,0.11928031367991561,0.11928031367991561,0.11928031367991561,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,0.0072671506288646825,,,,,,,,,,,,,,,,,,,,,,0.025155894150811604,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.05382541754738124,0.06816017924566606,0.04544011949711071,0.04544011949711071,0.05382541754738124,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.05382541754738124,0.05382541754738124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.022939475235338957,0.022939475235338957,0.022939475235338957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028065956159980143,,,0.022939475235338957,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04308198587193932,,,,,,,,,,,0.06649022167617682,,,,,,,,,,,,,,,,,,0.056131912319960287,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
