,tỷ,lệ,người,lớn,bị,sốt,xuất,huyết,tăng,thống,kê,ở,các,tỉnh,phía,nam,cho,thấy,mắc,trong,năm,nay,mạnh,tại,bệnh,viện,nhiệt,đới,tp,hcm,chiếm,56,tổng,số,ca,này,những,trước,chỉ,hơn,10,đến,cả,nước,đã,có,trên,36,500,trường,hợp,đó,khu,vực,83,còn,lại,tập,trung,miền,và,tây,nguyên,tử,vong,là,59,với,4,thuộc,về,dịch,đang,xu,hướng,nhanh,riêng,ngày,2,8,vùng,70,được,ghi,nhận,cao,gấp,rưỡi,so,ông,nguyễn,văn,bình,phó,cục,trưởng,y,tế,dự,phòng,chống,hiv,aids,biết,tháng,qua,16,thành,phố,trọng,điểm,của,phun,hoá,chất,diệt,muỗi,kết,quả,loại,côn,trùng,vẫn,nhạy,sử,dụng,sau,khi,mật,độ,giảm,9,lần,nhà,7,để,đủ,kinh,phí,chương,trình,bộ,đề,nghị,cung,cấp,40,đồng,nhưng,tài,chính,mới,ý,duyệt,chi,kế,hoạch,đầu,tư,155
0,0.02834404476324275,0.04776533480608025,0.04776533480608025,0.04776533480608025,0.03359331242445888,0.02834404476324275,0.02834404476324275,0.02834404476324275,0.04776533480608025,0.03359331242445888,0.03359331242445888,0.011045892929748589,0.018202304207695565,0.018202304207695565,0.018202304207695565,0.014172022381621375,0.014172022381621375,0.023882667403040125,0.018202304207695565,0.011045892929748589,0.023882667403040125,0.018202304207695565,0.03359331242445888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.01689741130116395,0.02847548805747092,0.02847548805747092,0.02847548805747092,,,,,,,,,,,,,,,,0.013170103108546397,0.02847548805747092,,,0.04005356481377789,0.12016069444133368,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.02847548805747092,0.04005356481377789,0.04005356481377789,0.01689741130116395,0.0217027473245601,0.0217027473245601,0.04005356481377789,0.04005356481377789,0.02847548805747092,0.04005356481377789,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,0.07053392880482032,,,,,,,,,,,,,,,,,,,,0.09254533618678049,0.13017408564477814,0.13017408564477814,0.05491658672878283,0.042802835102775785,0.13017408564477814,0.13017408564477814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.01689741130116395,0.01689741130116395,0.01689741130116395,,,,0.013170103108546397,,,0.0217027473245601,0.01689741130116395,,,0.0217027473245601,0.013170103108546397,,,,,,,,,,,0.02847548805747092,,,0.01689741130116395,,,,,,,,,,,,,,,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.04005356481377789,0.02847548805747092,0.02847548805747092,0.04005356481377789,0.0434054946491202,0.01689741130116395,0.0217027473245601,0.04005356481377789,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,0.018022246359063486,0.02969849633887171,0.02969849633887171,0.02969849633887171,0.023122773359487505,,,,,,,,,,,,,,,,,,0.023122773359487505,0.02969849633887171,,,,,,,,,,,,,,,,,,,,,0.038966457341802305,0.038966457341802305,,0.02969849633887171,0.023122773359487505,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.02969849633887171,0.05481014132411711,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.0337948226023279,0.0337948226023279,0.0337948226023279,0.05695097611494184,,,0.026340206217092793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026340206217092793,,,,,,,,,,,,,0.0434054946491202,0.0337948226023279,,,,,,,,,,,,0.05695097611494184,0.05695097611494184,0.08010712962755578,0.08010712962755578,0.08010712962755578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,0.014887942644443751,,,,0.019101421470880984,,,0.024533540453850543,0.014887942644443751,,,,,,,,,,,,,,,0.024533540453850543,0.024533540453850543,,,,,,,,,0.019101421470880984,0.014887942644443751,,,,,,,,,,,,,,0.019101421470880984,,,,,,,,0.024533540453850543,,,,,,,,,0.04527794283296631,0.04527794283296631,0.024533540453850543,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.04527794283296631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,0.010449470934047455,0.010449470934047455,,,0.016271581252972688,0.01371042017581933,,0.006341160755966782,,,,,,,,,,,,,,,,0.010449470934047455,,,,,,,,,0.008135790626486344,,,,,,,,,,,,,,,,0.010449470934047455,,,,,,,0.010449470934047455,,,,0.01371042017581933,0.01371042017581933,,,,,,0.010449470934047455,,,,,,,,,,,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.03857009945030463,0.019285049725152315,0.01371042017581933,0.01371042017581933,0.019285049725152315,0.02742084035163866,0.01371042017581933,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.01371042017581933,0.03857009945030463,0.03857009945030463,0.019285049725152315,0.01371042017581933,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.019285049725152315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023122773359487505,,,,,,,,,,,,0.018022246359063486,,,,,,,,,,,,,,,0.02969849633887171,,,,,,,,,,,,,,,,,,0.05939699267774342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038966457341802305,,,,0.07793291468360461,,,,,,,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.10962028264823422,0.038966457341802305,0.10962028264823422,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.018305528909594276,,,,,0.018305528909594276,0.018305528909594276,0.018305528909594276,,,,,,,,,0.018305528909594276,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018305528909594276,0.014267611700925262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030848445395593494,0.030848445395593494,,0.030848445395593494,0.030848445395593494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.030848445395593494,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.030848445395593494,,,,,,,,,,,,
