,phát,hiện,lỗi,gene,gây,cận,thị,các,phiên,bản,của,pax6,một,quan,trọng,trong,quá,trình,triển,giác,có,thể,khiến,cho,mắt,dễ,bị,hơn,những,trẻ,đã,mang,sẵn,trục,trặc,này,sẽ,nguy,cơ,tật,nặng,nếu,suốt,ngày,dán,vào,tv,hoặc,chơi,điện,tử,đang,càng,phổ,biến,trên,khắp,thế,giới,đó,phải,kể,đến,nhật,với,2,3,thanh,thiếu,niên,mắc,bệnh,singapore,thậm,chí,còn,bi,đát,80,nam,tân,binh,ở,độ,tuổi,18,yếu,lực,khi,năm,trước,đây,tỷ,lệ,chỉ,chiếm,25,tình,trạng,ngành,cảnh,sát,rất,chật,vật,việc,xét,tuyển,người,đủ,điều,kiện,ta,rằng,tố,di,truyền,tới,89,nguyên,nhân,và,môi,trường,là,11,nghiên,cứu,mới,nhà,khoa,học,từ,viện,st,thomas,london,anh,làm,tăng,sức,thuyết,phục,luận,điểm,họ,ra,ảnh,hưởng,sự,kết,quả,phân,tích,thông,tin,về,adn,221,cặp,song,sinh,giống,khác,nhau,được,lưu,tại,thấy,nhãn,cầu,dài,so,sáng,mặt,viễn,đối,hợp,nhỏ,nghiêm,khả,năng,lớn,tiến,sĩ,chris,hammond,tham,gia,biết,vấn,đề,trở,nên,trầm,cha,mẹ,cần,sớm,nhận,thức,để,giúp,nhất,cả,hai,cũng,đều,hạn,chế,không,xem,game,lướt,web,nhiều,giờ,thay,hãy,tạo,cực,hoạt,động,ngoài,trời
0,0.04781843274369739,0.023909216371848695,0.06552607954746098,0.037460123387480844,0.018730061693740422,0.01975247658371724,0.018604708704255284,0.015055392969966892,0.03276303977373049,0.023909216371848695,0.01220509846972994,0.023909216371848695,0.018730061693740422,0.023909216371848695,0.018730061693740422,0.015055392969966892,0.03276303977373049,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.015055392969966892,0.03276303977373049,0.023909216371848695,0.00987623829185862,0.018730061693740422,0.03276303977373049,0.01220509846972994,0.01220509846972994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,0.018958642999217568,,,,0.02358600361433979,,0.015369383258178443,0.015369383258178443,0.018958642999217568,0.02358600361433979,0.015369383258178443,0.030107902097883537,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.015369383258178443,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.02358600361433979,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.02358600361433979,0.030107902097883537,0.030107902097883537,0.030107902097883537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.012436744515673817,0.007809383900551599,,,0.030107902097883537,,,,,,0.018958642999217568,,,,,,,,,,,,,,,,,,,,,,,,0.030107902097883537,,,,0.02358600361433979,,,,,,,,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.041257161196549506,0.02358600361433979,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.030107902097883537,0.041257161196549506,0.018958642999217568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.006801721461770748,,,,,,,,,0.016512366483189492,,,,,,,,,,,0.013386237031316708,0.013386237031316708,,,,,,,,0.013386237031316708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026223011504608245,,,,,,0.026223011504608245,0.03593365652602699,0.03593365652602699,0.026223011504608245,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.020542648309263688,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.020542648309263688,0.026223011504608245,0.026223011504608245,0.03593365652602699,0.026223011504608245,0.020542648309263688,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.026223011504608245,0.03593365652602699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,0.04095066887830995,,,,,,,0.03251653426571422,0.013431684076927724,,,,,,,0.016598933918832718,,,,,0.016598933918832718,,,,,,,,,,,,,,,,,,,,,,,0.03251653426571422,,,,,,,,,0.03251653426571422,,0.03251653426571422,,,0.03251653426571422,,,,,,,,,,,,,,,,,,,,,,,,,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.025472883903486974,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.020475334439154974,0.04455773409227347,0.025472883903486974,0.03251653426571422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.025472883903486974,0.013431684076927724,0.008434134612595727,,,,,,,,,,,,,,,,,0.013431684076927724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05094576780697395,,,,0.03251653426571422,0.025472883903486974,,,,0.03251653426571422,,,,,,,,,,,,,0.020475334439154974,,,,0.04455773409227347,0.04455773409227347,0.05094576780697395,0.04455773409227347,0.04455773409227347,0.03251653426571422,0.04455773409227347,0.04455773409227347,0.03251653426571422,0.020475334439154974,0.03251653426571422,0.03251653426571422,0.025472883903486974,0.04455773409227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.036563097212776736,,,0.029640953426486996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05806523976020397,,,,,,,,,0.036563097212776736,,,,,,,,,,,,,,,,,,,,0.04548729268479816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05806523976020397,0.05806523976020397,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.05806523976020397,0.05806523976020397,0.07956738230763119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,0.029640953426486996,,,,,,,,,,,,,,,,,,,,0.029640953426486996,,,,,0.029640953426486996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04548729268479816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.05806523976020397,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.04926747616017307,0.024633738080086533,,0.019297639320823467,,0.01017551824009676,0.006389495918633127,,,,0.025149899877019273,0.024633738080086533,0.019297639320823467,0.024633738080086533,0.019297639320823467,,,,0.024633738080086533,,0.015511616999359828,,,,0.019297639320823467,,,,0.031023233998719656,,0.012574949938509637,,,0.024633738080086533,0.024633738080086533,,,,,,,,,,,,,,,,,,,0.024633738080086533,0.024633738080086533,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019297639320823467,,,,,,,,,,,,,,,,,,,,0.019297639320823467,,,,,,0.015511616999359828,,,,,,0.019297639320823467,,,0.024633738080086533,,,0.024633738080086533,,,,,,,,,,,,,,,,,,,,,,,,,0.03375585916081324,0.03375585916081324,0.03375585916081324,0.03375585916081324,0.03375585916081324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.008190051266419343,0.005142765007680321,,,,0.01012130117001995,,,,,,,,,,0.012484960023874983,,,0.008190051266419343,,,,0.01012130117001995,0.012484960023874983,,,,,,,,,,,,,,,,,,,0.015532246282614008,,,,,,,,,,,,,,,,,0.015532246282614008,,,,,,,0.012484960023874983,,,,0.019827155040069648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024969920047749967,,,,,,,,,,,,,0.012484960023874983,,,,,,,,,,,,0.019827155040069648,,,,,,,,,,,,,,,,,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.019827155040069648,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.019827155040069648,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.02716935005626431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
