,những,chàng,tí,hon,và,giấc,mơ,lực,sĩ,người,đàn,ông,không,may,sở,hữu,bộ,phận,đặc,trưng,giới,tính,có,kích,cỡ,được,khả,quan,lắm,thường,đến,một,kỳ,diệu,là,làm,cho,trở,thành,ấy,bắt,nguồn,từ,nhận,thức,sai,lầm,rằng,thước,dương,vật,càng,lớn,thì,năng,khoái,cảm,tình,dục,cao,số,này,liên,nam,tầm,vóc,cơ,thể,sinh,sản,cũng,như,sự,hưởng,thụ,xúc,mình,bạn,thật,ra,vẻ,nhỏ,khi,chưa,cương,đạt,tới,cứng,còn,hơn,cả,đã,to,sẵn,bình,lúc,chiều,dài,55,9,cm,tăng,lên,7,12,nhiều,nghiên,cứu,thấy,trung,sẽ,gấp,đôi,vào,chỉ,80,mối,giữa,với,của,các,chủng,tộc,khác,biệt,mới,đây,nhà,về,gene,thuộc,trường,đại,học,geneve,thuỵ,ở,loài,vú,kể,ngón,tay,chân,tỷ,lệ,tương,ứng,nhóm,gen,vai,trò,trong,tạo,phụ,âm,thí,nghiệm,trên,chuột,chứng,tỏ,bị,mất,tác,dụng,phát,triển,nói,ảnh,thông,tối,đa,sau,tuổi,dậy,19,2,mức,quanh,đó,mà,lượng,chất,tinh,trùng,tưởng,đạo,ống,rỗng,nên,phải,nhất,định,hoặc,tốt,xẹp,hai,luôn,áp,nhau,nhờ,co,giãn,phù,hợp,mọi,nữ,chi,phối,bởi,xung,huyết,mô,hộ,lối,hưng,phấn,hẹp,lại,nhưng,3,rộng,giảm,đi,phần,do,cọ,xát,khiến,đóng,trọng,nữa,phía,ít,thần,kinh,giác,tập,ngoài,môi,điểm,g,nằm,1,gọi,để,ghi,ernst,grafenberg,đầu,tiên,hiện,tượng,xuất,năm,1950,khu,vực,đều,nông,yếu,tố,độ,dần,trơn,ướt,họ,dễ,cực,khám,phá,hiểu,biết,giai,đoạn,hứng,khởi,giúp,xoá,mặc,tự,tin,tuy,nhiên,cần,dạng,tử,cung,rung,động,đám,rối,vùng,tiểu,khung,hành,vi,giao,diễn,mạnh,mẽ,hoà,chế,khá,phức,tạp,đơn,độc,văn,hoá,tâm,lý,cách,cư,xử,đồng,điệu,hồn,rất,việc,thoả,mãn,nếu,thực,cấu,trúc,vẫn,hỏi,ý,kiến,thầy,thuốc,chuyên,khoa,nội,tiết,nguyên,nhân,bất,bài,hoàn,loạn,hay,lạc,nhiễm,sắc,gây,kém,hy,vọng,trước,ta,nào,bằng,phương,pháp,ngoại,tiêm,silicon,vì,mục,đích,thẩm,mỹ,hỏng,toàn,gần,đưa,ung,thư,loại,dược,thảo,xác,nghĩa,so,điều,chủ,kết,quả,lâu,dĩ,đem,bền,vững,an,ngược,quy,luật,bao,giờ,dựa,gồm,buồng,cạnh,hang,dưới,niệu,nước,xốp,thích,não,giải,phóng,hoóc,môn,máu,đầy,khoang,chứa
0,0.041182852621679894,0.04921795685513096,0.04921795685513096,0.04921795685513096,0.007107753159731477,0.04921795685513096,0.07382693528269643,0.061259156681690206,0.04921795685513096,0.011544728152058606,0.030629578340845103,0.030629578340845103,0.021259156681690206,0.030629578340845103,0.02460897842756548,0.030629578340845103,0.021087153246451856,0.021087153246451856,0.030629578340845103,0.030629578340845103,0.021087153246451856,0.021087153246451856,0.0055241282387789815,0.006547178687726607,0.030629578340845103,0.02460897842756548,0.015066553333172231,0.01256777860100623,0.030629578340845103,0.016650178254124726,0.018588378514285856,0.009045953419892606,0.030629578340845103,0.030629578340845103,0.0098017246376806,0.01256777860100623,0.011544728152058606,0.030629578340845103,0.018588378514285856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,0.013162505851354585,0.0455721822732694,0.0455721822732694,,,,,,,,,,,,,,,,,0.012124404977271493,,,0.027901024691059685,,,,,,,,,,,,,0.0455721822732694,0.056721441371935376,0.056721441371935376,0.0455721822732694,0.03442292317460343,0.056721441371935376,0.0455721822732694,0.056721441371935376,0.02542151396399993,0.014272254865333964,0.0056025064937277455,0.004945885495193242,0.06884584634920686,0.02542151396399993,0.03442292317460343,0.030833663433564307,0.02327366407593746,0.019684404334898337,0.02327366407593746,0.021379126207515933,0.056721441371935376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.01921014367494994,,,,,0.015600983989268387,,,,,,,,,,,,0.028496153035745753,,0.008847538767198118,,,0.0203602072069895,0.016983484595954366,,,0.025119430424710616,0.012224261378233252,,,,,0.04680295196780516,,,,,,,,,,,0.018550834514270222,0.010414888685513976,,,,,,0.022500240883952333,,0.014364295055196086,0.03396696919190873,0.015600983989268387,,0.028496153035745753,0.025119430424710616,0.03325537625346686,0.028496153035745753,0.028496153035745753,0.028496153035745753,0.014364295055196086,0.012224261378233252,0.0203602072069895,0.03325537625346686,0.012224261378233252,0.0203602072069895,0.011284744992849146,0.03325537625346686,0.04139132208222311,0.028496153035745753,0.03325537625346686,0.03325537625346686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,0.025894351119276474,0.010229966699572823,,,,,,,,0.028268604437164394,,,,,,,,,,,,,,,,,0.012042215042625534,0.009454229708165571,0.008346181773138596,,0.021449402407124944,,,,,,,,,,,,,,,0.014134302218582197,,,,,0.013047986397981824,,,,,,0.03845152879307106,0.019637154064072234,0.03845152879307106,0.029044341428571648,0.03927430812814447,0.04785871615757047,0.03927430812814447,0.032948676947581024,0.029044341428571648,0.019637154064072234,0.026015903522069884,0.02354148958308161,0.029044341428571648,0.029044341428571648,0.02354148958308161,0.04785871615757047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,0.020441496809317505,,,,,,,,,,0.021246647072226853,,,,,,,0.03201957356562447,0.03574688175824203,,,,,,,,,,,,0.047324958514549,,,,,,,0.005817987512717275,0.005136111860392982,,,,,,,,,,,,,,,,,0.017396064269024243,,,,,,,,,,,,,,,0.024168805001935058,,0.048337610003870116,,,0.048337610003870116,,,,,,,0.040552217781638186,0.03574688175824203,0.05890303527085597,0.040552217781638186,0.05890303527085597,0.05890303527085597,0.11780607054171194,0.03574688175824203,0.03201957356562447,0.05890303527085597,0.05890303527085597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,0.023382781027595022,,,,,,,,,,,,,0.020615585985818936,,,,,,,,,,,,0.027525062954572646,0.010804833952189223,0.009538493455015538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022442461787511123,,,0.022442461787511123,0.029732461168079864,,,,0.02690455952352184,,0.037655630797235454,0.03319353306122474,,,,,,0.06638706612244948,,,,0.029732461168079864,0.037655630797235454,0.037655630797235454,0.037655630797235454,0.04394460433493835,0.04394460433493835,0.05469567560865197,0.05469567560865197,0.022442461787511123,0.03319353306122474,0.05469567560865197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,0.021379126207515933,,,0.039368808669796675,,,,,,,,,,0.02045973421769993,0.012124404977271493,,,,0.02327366407593746,,,,,,,,,,,,,,,,,,,,,0.014272254865333964,0.0056025064937277455,0.004945885495193242,,,,,,,,,,,,0.0455721822732694,,0.03905028378972566,0.03905028378972566,0.019684404334898337,0.016751765592393716,,,0.016751765592393716,,0.015464280175385864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056721441371935376,0.11344288274387075,0.030833663433564307,0.013162505851354585,0.02327366407593746,0.056721441371935376,0.056721441371935376,0.0455721822732694,0.056721441371935376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.028615091194843578,0.013424102502393728,,,,,,,,,,,,,0.012846809857625537,0.015225996948201412,,,,,,,,0.010518550488247217,,,,,,,,,,,,0.02161439362126262,,,,0.015962345977395306,0.017923296807628702,0.003517852914666259,0.00310555600860971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02161439362126262,,,,,,,,,,,,,,,,0.024519945635409133,0.024519945635409133,0.024519945635409133,,,,,,,,,,0.019360672388517124,,0.014613696047681663,,,,,0.035615788768424535,0.019360672388517124,0.035615788768424535,0.019360672388517124,0.035615788768424535,0.02161439362126262,0.028615091194843578,0.035615788768424535,0.035615788768424535,0.035615788768424535,0.035615788768424535,0.013424102502393728,0.07123157753684907,0.028615091194843578,0.028615091194843578,0.057230182389687155,0.028615091194843578,0.035615788768424535,0.035615788768424535,0.035615788768424535,0.035615788768424535,0.035615788768424535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,0.04584163749228664,0.04584163749228664,,,,,0.02401794886425644,,,,,,,,,0.01966511613020132,,,,,,,0.04040951850931707,,,,,,,,,,,0.006576855449158658,0.011612078988714568,,,,,,,,,,,,,,,,,,,,,0.032753376811243975,0.018153720205887753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054642515656548825,,,,,,,,,,,,,,,,,,,,0.05349777919035973,0.05349777919035973,,,,,,0.0665860398714024,0.05349777919035973,0.04040951850931707,0.04040951850931707,0.036196039682879835,0.036196039682879835,0.036196039682879835,0.032753376811243975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,0.03401153749427718,0.03401153749427718,,,,,,,,,,,,,,0.014590247451439687,,,,0.020270610646784242,0.01862052927751388,,,,,,,,,,,0.022141318613806395,,,,,,0.02998125566820299,,,,,,,0.03401153749427718,0.02998125566820299,,,,,,,,,,,0.013468889185013495,0.03969190068962174,,,,,,,,,0.020270610646784242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011464117999566897,0.020270610646784242,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03969190068962174,,,,,,,0.04940254571104049,0.04940254571104049,0.05996251133640598,0.04940254571104049,0.04940254571104049,0.04940254571104049,0.06802307498855437,0.04940254571104049,0.03401153749427718,0.04940254571104049,0.022141318613806395,0.0268551262163302,0.03969190068962174,0.04940254571104049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
