,bất,lực,vì,thuốc,trợ,dương,anh,h,42,tuổi,đã,có,vợ,và,một,con,tự,thấy,sự,của,mình,bị,yếu,theo,chỉ,dẫn,người,quen,thường,xuyên,ăn,các,món,nóng,được,truyền,tụng,là,bổ,như,dê,nấu,cay,để,cải,thiện,tình,hình,thế,nhưng,càng,cảm,hơn,tìm,đến,lương,y,huỳnh,văn,quang,chủ,nhiệm,phòng,khám,đa,khoa,thuộc,hội,đông,quận,5,tp,hcm,ông,xem,mạch,cho,biết,cơ,thể,tính,cần,sử,dụng,vị,âm,thì,mới,tác,làm,rõ,rệt,đem,bài,bạn,cùng,cảnh,ngộ,sau,1,tháng,chẳng,những,không,mạnh,lên,mà,còn,lâm,vào,trạng,bi,đát,họ,lại,này,tay,chân,lạnh,rịn,mồ,hôi,nên,phải,chọn,chất,ngược,so,với,khi,thận,chúng,hay,từ,đó,đúng,từng,hạn,thịt,cầy,dinh,dưỡng,hài,hòa,khí,sẽ,sung,mãn,tinh,tràn,đầy,mẽ,xưa,dùng,đậu,phụ,tươi,do,mát,kìm,bớt,quá,mức,cũng,quan,niệm,gì,nấy,phần,nào,hỗ,về,mặt,tâm,lý,liên,cái,nam,giới,rất,nhiều,nhằm,mục,đích,nhũ,lẽ,đàn,vú,gà,ác,tiềm,bắc,quý,trong,đâu,bộ,phận,giống,vật,hiện,nay,lớn,hoặc,mách,bảo,chuyên,môn,vậy,tốn,số,tiền,chữa,chứng,bệnh,nặng,thêm,tạng,trên,dưới,nghe,liền,đi,tráng,đều,đặn,mỗi,tuần,hộp,đeo,cả,sinh,dục,gồm,hai,hoàn,pín,bò,rằng,bàn,gấu,cú,vả,bỏ,ra,vài,trăm,nghìn,đồng,mua,rắn,lấy,máu,rượu,uống,thời,gian,giao,phối,lâu,đá,hiệp,vẫn,sức,bàng,cẩm,thanh,lọc,trị,đau,nhức,thấp,khớp,tốt,tăng,cường
0,0.14701140738196017,0.125,0.14701140738196017,0.07175390846596486,0.14701140738196017,0.03762874945799765,0.0653598431600422,0.09726890629795545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.018814374728998825,,,0.0923200784199789,0.0923200784199789,0.07350570369098008,0.020687076190089027,0.0923200784199789,0.03950145091908785,0.04368562527100118,0.07350570369098008,0.0923200784199789,0.0625,0.04863445314897773,0.029820078419978902,0.0625,0.0923200784199789,0.07350570369098008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.010380344678068316,0.018030301561390953,,,,,,,0.021793903955358813,,,,,,0.016452457059298705,,,,0.024102413942621338,0.034482758620689655,0.050935215679988356,0.019794181645783407,0.050935215679988356,0.04055487100192005,0.050935215679988356,0.01372206926455302,0.024102413942621338,0.016452457059298705,0.050935215679988356,0.02683280173736702,0.034482758620689655,0.04055487100192005,0.034482758620689655,0.018030301561390953,0.034482758620689655,0.02683280173736702,0.04055487100192005,0.050935215679988356,0.02683280173736702,0.04055487100192005,0.04055487100192005,0.04055487100192005,0.050935215679988356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.0653598431600422,,,,,,,,,,,0.125,,,,,,,,,,,,,0.0497425010840047,,,,,,,,,,,,,,,,,,0.1846401568399578,0.125,0.3692803136799156,0.1846401568399578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,0.5880456295278407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5880456295278407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.2614393726401688,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,0.04166958397103333,0.04166958397103333,0.08333916794206667,0.056004345669318153,0.056004345669318153,0.03705482144684017,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.07033910736760296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.01913437559092396,,0.010034333188799373,0.017429291509344587,,,,0.039203041968522714,0.02206621460276163,,0.04213488098036037,,,,,,,,,,,,,,,,,0.013264666955734587,0.02329900014453396,0.015904041823988746,,,,,,0.017429291509344587,,,,,,,,,,,,,,,,,,,,,0.02593837501278812,,,,,,,,,,,,,,0.021067440490180184,0.04923737515732208,0.04923737515732208,0.029168708779723336,0.03333333333333333,0.03333333333333333,0.029168708779723336,0.029168708779723336,0.039203041968522714,0.039203041968522714,0.05833741755944667,0.04923737515732208,0.029168708779723336,0.03333333333333333,0.03333333333333333,0.029168708779723336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.2614393726401688,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.03010299956639812,,,,,,,,0.06320232147054056,,,,,0.07781512503836437,,,,,0.06989700043360189,,,,,,,,,,,0.07781512503836437,,,,,,,,,,0.11760912590556814,0.11760912590556814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11760912590556814,0.14771212547196624,0.14771212547196624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
