,loại,bỏ,ria,mép,cho,phái,đẹp,là,một,biểu,hiện,của,chứng,tăng,lông,ở,phụ,nữ,với,mọc,nhiều,bất,thường,các,vùng,như,gò,má,quanh,núm,vú,giữa,ngực,từ,mỏ,ức,đến,rốn,mu,tay,chân,có,thể,kèm,theo,trứng,cá,hoặc,số,triệu,khác,gọi,nam,giới,hóa,giọng,nói,trầm,ồ,tác,phong,tính,tình,cứng,rắn,thậm,chí,vô,kinh,nghiên,cứu,trung,đông,nga,âu,bị,hơn,châu,á,đại,đa,lành,không,gây,cảm,giác,và,ảnh,hưởng,gì,xấu,sức,khỏe,nhưng,lại,khiến,bệnh,nhân,rất,buồn,phiền,thiếu,tự,tin,trong,giao,tiếp,nhất,khi,phải,mặc,áo,ngắn,quần,cộc,đi,tắm,biển,tập,thao,dục,nơi,công,cộng,nguyên,sinh,phức,tạp,đó,chỉ,đơn,thuần,sự,rối,loạn,chức,năng,tuyến,thượng,thận,buồng,yên,làm,nồng,độ,nội,tiết,tố,testosteron,máu,dẫn,kích,thích,thuộc,đã,dùng,lâu,ngày,thuốc,minoxidil,diazoxide,cocticosteroit,phenothiazin,trường,hợp,do,u,ác,bằng,mạnh,rải,rác,toàn,thân,vì,vậy,chị,em,nào,may,trên,nên,kịp,thời,khám,để,thầy,điều,kiện,xét,kỹ,về,lâm,sàng,nghiệm,đầy,đủ,đánh,giá,đúng,tùy,từng,phương,pháp,diệt,tại,chỗ,cơ,học,nhổ,cạo,đốt,điện,bôi,kem,sáp,ong,rosin,bariumsulfide,trắng,hydrogen,peroxide,cleo,web,nếu,cần,kết,chế,kháng,glucococticoit,cimetidin,ketoconazole,định,hướng,sử,dụng,dõi,chặt,chẽ,động,những,dễ,nghiêm,trọng
0,0.016570549804201112,0.02247309873878898,0.04494619747757796,0.06741929621636694,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.008767804536121944,0.010668000869613248,0.0262355600375912,0.0262355600375912,0.016570549804201112,0.007215231084207734,0.007215231084207734,0.011805097869175734,0.0262355600375912,0.010668000869613248,0.016570549804201112,0.02247309873878898,0.016570549804201112,0.008767804536121944,0.02247309873878898,0.0131177800187956,0.0131177800187956,0.0131177800187956,0.010668000869613248,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.02247309873878898,0.033141099608402225,0.02247309873878898,0.016570549804201112,0.0262355600375912,0.04494619747757796,0.02247309873878898,0.016570549804201112,0.02247309873878898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,0.013151706804182917,0.016002001304419873,,,,0.0108228466263116,0.0108228466263116,0.0088538234018818,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088538234018818,0.0108228466263116,0.024855824706301672,0.016002001304419873,0.016002001304419873,0.03370964810818347,0.0196766700281934,0.016002001304419873,0.024855824706301672,0.024855824706301672,0.03370964810818347,0.016002001304419873,0.03370964810818347,0.024855824706301672,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.06741929621636694,0.0196766700281934,0.03370964810818347,0.0196766700281934,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.017522704061647354,0.017522704061647354,0.014334761698284819,,0.051816004223835775,0.08048552762040541,,,0.04258647917544944,,,,,,,,,,,,,,,,,,,,,,,,0.025908002111917888,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.040242763810202704,0.05457752550848752,0.05457752550848752,0.05457752550848752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,0.01596992969079354,,,,,0.006571014023117758,0.006571014023117758,0.005375535636856807,,,,,,,,,,,,,,,,,,,,,,0.011946549659974564,,,0.015091036428826013,,,0.013142028046235515,,,,,,0.009715500791969207,,,,,,,,,,,,,0.011946549659974564,,,,,,,,,,,,,,,,,,0.02046657206568282,0.02046657206568282,0.015091036428826013,0.011946549659974564,0.011946549659974564,0.02046657206568282,0.02046657206568282,0.009715500791969207,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.006571014023117758,0.006571014023117758,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.015091036428826013,0.02046657206568282,0.015091036428826013,0.02046657206568282,0.02046657206568282,0.015091036428826013,0.015091036428826013,0.015091036428826013,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.015091036428826013,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,0.02046657206568282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,0.09557239727979651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05256811218494206,0.05256811218494206,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1207282914306081,0.16373257652546255,0.16373257652546255,0.16373257652546255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.009720826768309113,0.011827566181527732,0.014543625673012511,0.014543625673012511,0.01837169652204906,,0.007999495332491183,0.00654413034052133,0.014543625673012511,0.011827566181527732,,,0.01837169652204906,0.009720826768309113,,,,0.014543625673012511,,,,,,,,,,,,0.014543625673012511,,,,,0.00654413034052133,0.007999495332491183,,,0.011827566181527732,,,0.011827566181527732,,,,0.011827566181527732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01837169652204906,,,,,,,,,,,,,,,,,,,,,,,,0.01837169652204906,0.014543625673012511,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.02491582686257039,0.01837169652204906,0.01837169652204906,0.029087251346025023,0.014543625673012511,0.014543625673012511,0.014543625673012511,0.01837169652204906,0.01837169652204906,0.02491582686257039,0.02491582686257039,0.014543625673012511,0.014543625673012511,0.01837169652204906,0.02491582686257039,0.02491582686257039,0.01837169652204906,0.02491582686257039,0.02491582686257039,0.02491582686257039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,0.018814374728998825,0.022998549080912152,,,,,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022998549080912152,0.022998549080912152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07163300222988987,0.03400425277189223,0.07163300222988987,0.07163300222988987,0.022998549080912152,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,0.01715402002457886,0.01715402002457886,,0.009435302187040882,0.018870604374081765,0.015437435675075958,0.03430804004915772,,,,,0.02293118109447278,,0.01715402002457886,,0.01715402002457886,,,,,,,,,,,,,,,,,0.007718717837537979,,0.02166918051318607,0.013950462675648093,0.013950462675648093,,0.01715402002457886,,0.02166918051318607,0.02166918051318607,,,,,,,,,,,0.03430804004915772,,,,,,,,,,,,,,,,,,,,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01715402002457886,0.01715402002457886,0.01715402002457886,0.01715402002457886,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,0.02938789835072405,0.02166918051318607,0.02166918051318607,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02938789835072405,0.02938789835072405,0.02938789835072405,0.02166918051318607,0.02166918051318607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,0.008177261895435432,,,,,,,,,,,,,,,,,,,,,0.018779956444761263,,,,,,,,0.006689555459199583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018779956444761263,,,,,,,0.014866817354635013,0.014866817354635013,,,0.012090400985561682,,,,,,,,,,0.016354523790870865,0.008177261895435432,,,,,,,,,,,,,,,,,,0.018779956444761263,,,,,,,,,0.018779956444761263,,,,0.018779956444761263,,,,,,,,,,,,,,,,,0.014866817354635013,0.014866817354635013,,,,,,,,,,,,0.008177261895435432,,,,,,,,,,,,,,,,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.018779956444761263,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.05093902380792169,0.025469511903960844,0.014866817354635013,0.025469511903960844,0.025469511903960844,0.05093902380792169,0.025469511903960844,0.05093902380792169,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.025469511903960844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
