,cai,thuốc,lá,bằng,mật,ong,qua,thực,tế,nhiều,năm,dùng,nọc,với,liều,rất,nhỏ,để,chữa,một,số,bệnh,các,lương,y,nhận,thấy,nó,còn,có,tác,dụng,tốt,nghiện,cách,đây,trên,200,bác,sĩ,người,đức,samuel,haneman,đã,đưa,ra,liệu,pháp,vi,lượng,đồng,căn,3,nguyên,tắc,lấy,như,đốt,sưng,lên,tấy,sử,cơ,thể,khoẻ,mạnh,bình,thường,phòng,chính,ông,cũng,trị,đau,đớn,hiệu,quả,tổ,chức,thế,giới,từng,khuyến,cáo,nên,loại,cho,những,thông,bụng,cảm,cúm,ho,sốt,cao,này,được,ví,chìa,khoá,mở,cánh,cửa,đồ,sộ,hay,vũ,khí,nhất,trong,cuộc,chiến,chống,độc,tố,sách,hướng,dẫn,về,thiệu,kể,thầy,thủ,phạm,gây,là,chất,nicotin,mỗi,khi,hít,vào,phổi,thâm,nhập,máu,não,bộ,rồi,nằm,gọn,tuyến,yên,làm,tăng,sự,thèm,muốn,hút,không,ta,nhạt,mồm,buồn,bực,khó,chịu,tinh,thần,sảng,khoái,yêu,đời,vì,bỏ,sức,sa,sút,mắc,họ,mới,cần,thiết,thì,tự,kẹo,bimin,theo,sau,uống,hỗn,hợp,pha,chanh,hoặc,quất,và,nước,lọc,tỷ,lệ,1,thìa,cà,phê,2,5,đun,sôi,nguội,trước,bạn,điếu,10,cốc,ngày,sẽ,giải,lưỡi,quen,dần,ngọt,ngon,của,thay,khét,đắng,15,giảm,đến,hoàn,toàn,lưu,ý,tiểu,đường,nặng,hàng,chục,ngoài,con,huyệt,bách,hội,thiên,đột,phế,du,khử
0,0.05,0.006246936830414997,0.012981865525287807,0.03252574989159953,0.026143937264016884,0.01505149978319906,0.025,0.025,0.02059771852360797,0.02059771852360797,0.017474250108400473,0.00994850021680094,0.013071968632008442,0.01139829889124311,0.017474250108400473,0.017474250108400473,0.02059771852360797,0.01139829889124311,0.03010299956639812,0.03252574989159953,0.025,0.00994850021680094,0.00994850021680094,0.03252574989159953,0.025,0.025,0.01505149978319906,0.02059771852360797,0.03252574989159953,0.013071968632008442,0.02059771852360797,0.02059771852360797,0.02059771852360797,0.00994850021680094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.003966309098676188,,,,0.004778253899428273,,,,,0.011094761973587601,0.0063165080741593264,0.008299662623497421,0.014474030338086488,0.011094761973587601,0.011094761973587601,0.013077916522925694,0.007237015169043244,0.01911301559771309,,,0.012633016148318653,0.0063165080741593264,,,,,0.02615583304585139,,,0.013077916522925694,0.02615583304585139,,,0.013077916522925694,0.020651269772444147,0.02615583304585139,0.020651269772444147,0.020651269772444147,0.020651269772444147,0.009556507798856546,0.020651269772444147,0.020651269772444147,0.020651269772444147,0.015873015873015872,0.015873015873015872,0.020651269772444147,0.013077916522925694,0.013077916522925694,0.01911301559771309,0.014474030338086488,0.013077916522925694,0.013077916522925694,0.015873015873015872,0.020651269772444147,0.020651269772444147,0.020651269772444147,0.013077916522925694,0.015873015873015872,0.031746031746031744,0.013077916522925694,0.015873015873015872,0.020651269772444147,0.020651269772444147,0.015873015873015872,0.015873015873015872,0.020651269772444147,0.020651269772444147,0.015873015873015872,0.020651269772444147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.012542916485999216,,,,,,0.016580833694668232,0.021786614386680732,0.018997164818738515,0.02912375018066745,0.02912375018066745,,0.018997164818738515,0.025085832971998432,,,0.016580833694668232,0.016580833694668232,,,,,,,0.021786614386680732,,,,,,,,,,,,,,,0.041666666666666664,,,,,0.025085832971998432,0.018997164818738515,,,,,,,,,0.041666666666666664,,0.041666666666666664,,,,,,,,,0.041666666666666664,0.054209583152665886,0.041666666666666664,0.054209583152665886,0.041666666666666664,0.054209583152665886,0.041666666666666664,0.034329530872679946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.004030281826074191,,,,,,,0.026577701320784474,,,0.012836774473291535,,,,,,,,,,0.012836774473291535,0.012836774473291535,,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,0.019421290042837495,0.01470748244031369,0.026577701320784474,0.026577701320784474,,,,,0.026577701320784474,,,,,,,,,,,0.03225806451612903,,,,,,0.03225806451612903,,,,0.041968709537547784,0.041968709537547784,0.03225806451612903,0.03225806451612903,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.026577701320784474,0.022547419494710286,0.041968709537547784,0.041968709537547784,0.03225806451612903,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.0044620977360107115,,,,,,,,,,,,,,,0.029425312176582813,0.016283284130347297,,,,,,,,,,,,,,,0.029425312176582813,,,,,,,,0.010751071273713613,,,,,,,,,,,,,,,,,0.029425312176582813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,0.03571428571428571,0.03571428571428571,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.03571428571428571,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.0373484818057384,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.03571428571428571,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.012041199826559249,,,,,,,0.020915149811213504,,,0.027958800173440754,,0.018237278225988977,0.024082399653118498,,,0.015917600346881503,0.031835200693763006,,,,,,,0.020915149811213504,,,,,,,0.032956349637772754,,,,,,,,,,,0.032956349637772754,0.032956349637772754,0.024082399653118498,0.018237278225988977,0.032956349637772754,0.032956349637772754,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.032956349637772754,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.03225806451612903,0.008060563652148382,0.008375397113088906,,0.01686705629936573,0.019421290042837495,0.03225806451612903,0.03225806451612903,0.026577701320784474,0.026577701320784474,0.022547419494710286,0.012836774473291535,0.03373411259873146,0.01470748244031369,0.022547419494710286,,,0.01470748244031369,0.019421290042837495,,,0.012836774473291535,0.012836774473291535,,,0.03225806451612903,0.019421290042837495,,,0.01686705629936573,0.026577701320784474,0.026577701320784474,0.026577701320784474,0.012836774473291535,,,,,,,,,,,,,,,,0.019421290042837495,0.01470748244031369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041968709537547784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.012493873660829994,0.025963731050575613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03979400086720376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05228787452803377,,,,,,,,,,,,,0.13010299956639812,0.13010299956639812,0.13010299956639812,0.1,0.08239087409443188,0.06989700043360189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.0044620977360107115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,0.029425312176582813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,0.0186742409028692,,,,,,,,,,,,,,,,,,0.0249632144405721,0.04646535698799933,0.0186742409028692,0.04646535698799933,0.0499264288811442,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.03571428571428571,0.029425312176582813,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.03571428571428571,0.03571428571428571,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048164799306236995,0.032956349637772754,,0.020915149811213504,,,,,,,,,,,0.024082399653118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,0.020915149811213504,,,,,,,,,,,,,,,,,,,,0.020915149811213504,,0.027958800173440754,,,,,,,,,,,,,,,,,0.027958800173440754,0.032956349637772754,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
