,phóng,viên,thanh,niên,đã,có,buổi,trao,đổi,với,pgs,ts,hà,duyên,châu,phó,viện,trưởng,vật,lý,địa,cầu,nội,thuộc,khoa,học,và,công,nghệ,việt,nam,về,ảnh,hưởng,của,bão,từ,trong,tháng,9,2005,đối,ông,cho,biết,chu,kỳ,11,năm,ấy,nó,như,một,đồ,thị,hình,sin,lúc,lên,xuống,2001,cực,đại,hoạt,động,mặt,trời,mạnh,nhất,những,chùm,plasma,đi,vào,vũ,trụ,phần,trùm,trái,đất,gây,hệ,dòng,điện,xung,quanh,ra,đơn,giản,là,nhiễu,loạn,rất,lớn,ví,dụ,ở,trường,toàn,đo,được,khoảng,t,44000nt,nano,tesla,nhưng,giá,trị,đấy,không,phải,nào,cũng,44000,mà,thường,thay,biên,độ,hàng,ngày,thể,30,40nt,còn,phía,100,150,180,200nt,vì,gần,xích,đạo,biến,thiên,cao,hơn,nếu,xảy,thì,bộ,chỗ,bị,nữa,600nt,đợt,đầu,đến,360nt,tức,bình,17,chỉ,rồi,lại,trận,hôm,240nt,thôi,nay,2006,2007,sẽ,xuất,hiện,ít,2008,2009,2011,2012,nhiều,trở,theo,60,70,vài,ba,chưa,tiểu,6,7,khi,cái,đặc,biệt,tới,lẽ,“cực,tiểu”,tn,vẫn,nên,chuyện,nghiên,cứu,tôi,tiếp,tục,nghĩa,người,cảm,nhận,gì,bệnh,thần,kinh,tim,mạch,giác,mệt,mỏi,bồn,chồn,não,xương,tế,bào,giống,châm,nhỏ,tác,hoặc,vừa,qua,300,mới,rõ,rệt,nghìn,vùng,quang,ánh,sáng,ban,đêm,bắc,canada,1989,thống,truyền,tải,quebec,hỏng,máy,áp,dừng,tiếng,đồng,hồ,thiệt,hại,tỷ,đô,la,dù,trước,họ,bảo,vệ,này,dẫn,dài,tổng,cộng,2,000km,đường,dây,500kv,220kv,thủy,hòa,nối,các,nơi,uông,bí,hải,phòng,ứng,chạy,khá,chúng,ghi,chục,ampe,rối,rơ,le,cần,giảm,suất,sức,khỏe,sản,cơ,chế,phối,hợp,giữa,vị,khác,thế,sau,sự,chặt,chẽ,ngành,làm,việc,ty,lực,đặt,dầu,khí,đang,thiết,để,tránh,ăn,mòn,ống,400km,do,thông,tin,phương,tiện,mỗi,nhân,dân,chủ,cẩn,thận,dự,báo,chung,kết,nhà,trên,giới,pháp,nhật,ấn,số,liệu,tinh,nằm,quá,khó,khăn,1,nói,đáng,ngại,thiếu,sớm,vậy,23,24,thưa,khả,năng,chắc,chắn,lắm,mắc,bằng,cách,chú,ý,sinh,dõi,xấu,tại,phú,thụy
0,0.1380467218070807,0.1380467218070807,0.1380467218070807,0.1380467218070807,0.11068035856490058,0.028581268838360242,0.1380467218070807,0.1380467218070807,0.07450399414016988,0.055947632080540356,0.09467206228711138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,0.016633079807728213,,0.0281457482475196,0.0400196048375267,0.0281457482475196,0.0281457482475196,0.04104091729399696,0.09871491439572214,0.04104091729399696,0.04104091729399696,0.04104091729399696,0.04104091729399696,0.03290497146524071,0.024769025636484466,0.04104091729399696,0.03290497146524071,0.03290497146524071,0.02214983609572618,0.0281457482475196,0.04104091729399696,0.0562914964950392,0.04429967219145236,0.024769025636484466,0.024769025636484466,0.024769025636484466,0.018200429726044073,0.0032587548974554025,0.002798394375866743,0.02000980241876335,0.03290497146524071,0.018200429726044073,0.02000980241876335,0.04104091729399696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.012575758288878507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004822957248233996,0.0041416236762827794,0.029614507579769755,,,,,0.04869935776855625,0.0607405575951155,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.06556351484334949,0.053873271989090456,0.04869935776855625,0.041655707406329005,0.014895436167985979,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.07331631588399401,0.024616958115437754,0.04869935776855625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015660834880549552,0.0028040449117639507,0.004815841484049743,,,,,,,,,,,,0.015660834880549552,,0.024218434538563375,,0.02831358009799782,,,,,,,,0.02831358009799782,0.021312882524416862,0.02831358009799782,0.021312882524416862,0.013122591405547966,0.06393864757325059,0.06393864757325059,0.024218434538563375,0.024218434538563375,0.026245182811095932,0.03531427767157878,0.03531427767157878,0.024218434538563375,0.03811832258334273,0.03531427767157878,0.03531427767157878,0.02831358009799782,0.03531427767157878,0.042625765048833725,0.042625765048833725,0.03811832258334273,0.021312882524416862,0.024218434538563375,0.015660834880549552,0.02831358009799782,0.02831358009799782,0.017217736964982414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01205739312058499,0.020708118381413898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12174839442139063,0.15185139398778877,0.05185139398778874,0.09164539485499251,0.08195439355418688,0.08195439355418688,0.06154239528859439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.02483466471338996,,,,,,,,,,,,,,,,,,,,,0.031557354095703795,0.02483466471338996,,,,,,0.003137593694153621,,,,,,,,,,,,,,,,,,,,,0.027771331774240154,,,,,,,,,,,,,,,,,,,0.036893452854966854,,,,,,,,,,,,,0.047137630897989766,,,,,0.027771331774240154,0.027771331774240154,0.02483466471338996,0.031557354095703795,0.031557354095703795,0.04601557393569356,0.027771331774240154,0.04601557393569356,0.04601557393569356,0.04601557393569356,0.036893452854966854,0.036893452854966854,0.027771331774240154,0.04601557393569356,0.04601557393569356,0.036893452854966854,0.01864921069351345,0.027771331774240154,0.031557354095703795,0.020406542420110023,0.04601557393569356,0.031557354095703795,0.031557354095703795,0.036893452854966854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.016547050380103297,,,0.021566945672154437,,,,0.019483228670901152,,,,,,,,,,0.024117209172366448,,,,,,,,0.021566945672154437,,,,,,0.0027247524186070917,,,,,,,,,,,,,,,0.009799629057885511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021566945672154437,,,,,,0.019483228670901152,,,0.013645103680997037,,,,,0.024117209172366448,0.024117209172366448,0.043133891344308874,,,,,,,,,,,,,,,,,,,,,0.032039051163523846,0.021566945672154437,0.019483228670901152,0.021566945672154437,0.021566945672154437,0.05481014132411711,0.027405070662058554,0.027405070662058554,0.019483228670901152,0.03996089315468125,0.032039051163523846,0.03996089315468125,0.03996089315468125,0.03996089315468125,0.032039051163523846,0.032039051163523846,0.032039051163523846,0.032039051163523846,0.021566945672154437,0.032039051163523846,0.03996089315468125,0.024117209172366448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,0.022435233014977088,,,,,,,,,,0.027771331774240154,,,,,,,,,,,,,0.0036537554910863602,0.003137593694153621,,,,,,,,,,,,,0.036893452854966854,,,,,,,,0.027771331774240154,,,,,,,,,,,,,,,,,,,,,0.027771331774240154,0.027771331774240154,,,,,,,0.022435233014977088,,,0.03142508726532651,,,,,,,,,0.031557354095703795,,,,,,,,,,,,0.01864921069351345,,0.031557354095703795,0.040813084840220046,,0.031557354095703795,,,0.02483466471338996,0.022435233014977088,,,,0.031557354095703795,0.031557354095703795,0.044870466029954176,,0.036893452854966854,,,,,,,,,,,,0.04601557393569356,0.036893452854966854,0.017099134255714018,0.04601557393569356,0.036893452854966854,0.05554266354848031,0.04601557393569356,0.036893452854966854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,0.020565630263728995,,,,,,,,,,0.025457054126386807,,,,,,,,,,,,,0.0033492758668291632,0.002876127552974152,,,0.018705997218434186,0.04113126052745799,,,,,,,,0.018705997218434186,,,0.010344052894434706,,,,,,,0.034190219604774655,0.03381899845038629,,,,,,,,,,,,,,0.022765109320607463,,,,,,,,,,,,,,,,,,,0.022765109320607463,0.017095109802387327,0.025457054126386807,0.025457054126386807,,,,,,,,,,,,,,,,,,,,,0.028927574587728475,,0.022765109320607463,0.020565630263728995,,0.022765109320607463,,0.028927574587728475,0.028927574587728475,0.020565630263728995,,,,,,,,,,0.022765109320607463,0.03381899845038629,,,,,,,,,,,0.04218094277438576,0.03381899845038629,0.01567420640107118,0.03381899845038629,0.028927574587728475,0.028927574587728475,0.04218094277438576,0.022765109320607463,0.03381899845038629,0.025457054126386807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008612423657560707,0.007395756564790678,,,0.04810113570454505,0.052883049249588844,,,,,,,0.0585388525387049,,,,,,,,,,,0.04395885377756742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585388525387049,0.052883049249588844,,,,,,0.052883049249588844,,,,,,,,,,,,,,,,,,,,,,,,0.04030510217418304,,,,,,,,0.0585388525387049,0.1084652814198491,0.1084652814198491,0.1084652814198491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
