,tôi,đã,dịch,trịnh,xuân,thuận,như,thế,nào,gs,ts,nói,chuyện,về,vật,lý,thiên,văn,với,sinh,viên,trường,đh,dân,lập,ngoại,ngữ,tin,học,tphcm,ngày,15,7,2002,ảnh,h,thúy,làm,quen,anh,lần,đầu,tiên,qua,email,vào,cuối,năm,1999,khi,bắt,tay,cuốn,giai,điệu,bí,ẩn,tác,phẩm,và,cũng,là,một,trong,số,những,sách,hay,nhất,của,thư,ngoài,bản,quyền,có,rằng,nhận,thấy,rất,giàu,chất,hiểu,đó,dụng,công,nhằm,cho,phổ,biến,khoa,dễ,khô,khan,trở,nên,hấp,dẫn,đọc,đối,cả,bạn,bình,thường,hứa,sẽ,hết,sức,mình,để,chuyển,tải,được,mừng,vì,rõ,ý,đồ,sau,này,gặp,nhau,ở,hà,nội,tâm,sự,bức,mới,chắc,chắn,ra,mắt,việt,nam,đúng,lúc,trước,đôi,ba,người,xin,phép,nhưng,không,thành,cái,duyên,tháng,8,2000,nước,thứ,hai,tham,gia,chương,trình,“gặp,gỡ,nam”,tư,cách,phái,đoàn,chính,phủ,pháp,do,tổng,thống,mitterrand,sang,thăm,ta,chúng,cũ,đưa,miếu,quay,dừng,lại,khá,lâu,trầm,ngâm,bên,hàng,bia,tiến,sĩ,rồi,giả,phạm,thiều,1946,tại,định,tốt,nghiệp,ngành,thuyết,hợp,tu,viện,hạt,nhân,paris,sud,nhiều,giảng,các,hiện,ông,chánh,phòng,hội,vn,phó,biên,tập,tạp,chí,tuổi,trẻ,bài,viết,dưới,đây,giúp,độc,thêm,nguồn,gốc,nxb,3,2006,bỗng,nhỏ,hơi,tính,tiểu,sử,tựa,đề,nhà,hỏi,liệu,muốn,cứ,gửi,trò,tái,sửa,hôm,bày,tỏ,trao,tất,hỗn,độn,hài,hòa,vô,hạn,lòng,bàn,lượt,đời,điều,lợi,mặc,dù,phương,tây,bằng,tiếng,lối,duy,diễn,đạt,vẫn,gần,gũi,cộng,hành,sáng,sủa,khúc,chiết,vốn,đặc,biệt,tài,năng,bẩm,tạo,hưởng,khiến,việc,đầy,cảm,hứng,đổi,hóa,bộ,mời,quan,tìm,thời,gian,hẹn,buổi,chiều,nắng,đẹp,vợ,chồng,đến,căn,hộ,xinh,xắn,phố,yên,tĩnh,mua,mẹ,em,gái,tiền,nhuận,bút,thi,thoảng,bay,từ,mỹ,2,câu,thân,mật,tiết,lộ,đang,mượn,nông,thôn,ngồi,đồng,bạc,xuất,fayard,lựa,chọn,thiết,kế,kênh,hình,phần,theo,trọng,yêu,cầu,đường,bưu,điện,khổ,lớn,nặng,tới,5,kg,6,màu,phu,khác,chú,coi,nó,phận,hy,vọng,chức,thông,mang,phút,giãn,thú,cầm,thầm,nghĩ,lẽ,còn,thể,nếu,in,thì,giá,đẩy,lên,cao,bỏ,đi,hoặc,đen,trắng,trị,giảm,biết,quyển,kiên,trì,phục,cố,gắng,giữ,nguyên,mức,tối,đa,vừa,chỉ,vẻn,vẹn,kể,thảo,chợ,quốc,tế,tổ,thật,nỗ,lực,đáng,khâm,hệ,hiếm,hoi,quá,sâu,chi,kỹ,thuật,vũ,trụ,sao,tinh,sống,thức,cập,nhật,tựu,vị,hơn,nữa,thấp,thoáng,lấp,lánh,suy,triết,sắc,điệp,hậu,mà,chia,sẻ,hữu,nay,phải,trải,chặng,dài,dằng,dặc,bất,trắc,vụ,nổ,big,bang,cực,nóng,xảy,khoảng,14,tỉ,kết,thúc,con,trí,tuệ,chiêm,ngưỡng,vẻ,đặt,trả,lời,nghĩa,thực,thần,diệu,bởi,đỉnh,đủ,kiện,ngặt,nghèo,xác,suất,kỳ,bé,ấn,tượng,mạnh,khép,sư,thiền,vườn,cát,mênh,mông,daisen,xây,dựng,kỷ,xvi,quần,đền,daitoku,ji,kyoto,khu,dành,nhìn,trống,ngang,dọc,động,xa,gợn,sóng,trên,bề,mặt,gợi,cào,hằng,vun,đống,bao,giờ,nghiệm,cuộc,đại,ép,mải,mê,đuổi,trần,tục,chẳng,đâu,ngẫm,dường,nhắc,nhở,nhớ,báu,tự,nhiên,khó,nhọc,nhoi,tận,hãy,ái,dung,loại,xứng,ân,huệ,to,ban,tặng,bắc,ninh,ngâu,phụ,thuộc,lẫn,trích,đoạn,“hiểu,xoa,dịu,nỗi,đau,quyết,luân,đạo,đức,trực,tiếp,thái,giới,thiện,toàn,góp,họ,xích,“biết,bụi,cùng,lịch,loài,linh,dương,trảng,cỏ,đóa,hồng,ngát,hương,gắn,tường,óc,giữa,“tôi”,“người,khác”,ảo,hạnh,phúc,viễn,cảnh,tranh,tuyệt,nhấn,bị,tổn,thương,cô,đơn,vấn,môi,đe,dọa,chỗ,nương,vượt,rào,chủng,tộc,tôn,giáo,thải,phóng,xạ,khí,gây,hiệu,ứng,kính,hề,truyền,bá,“gốc,chung”,vời,tri,hung,hãn,hùng,bóc,lột,kinh,quân,yếu,mạng,càng,kích,thích,chân,trời,chung,vạch,nối,thắt,chặt,thoại,nền,phát,triển,trách,nhiệm,cổ,giải,đói,bệnh,tật,thảm,họa,chủ,quát,giới”
0,0.011579171103241567,0.016074614934769266,0.020833838152490385,0.053659500608567605,0.053659500608567605,0.04166767630498077,0.025020377611564525,0.022070527086562684,0.03496569613304005,0.04786086517951742,0.04786086517951742,0.025020377611564525,0.028969783981246635,0.014605488926050547,0.023453027693248665,0.023453027693248665,0.03158897352200491,0.016884431782808275,0.013299957045657168,0.028969783981246635,0.03496569613304005,0.03496569613304005,0.03158897352200491,0.03496569613304005,0.04786086517951742,0.04786086517951742,0.03972491935076116,0.03158897352200491,0.019715116931997814,0.03972491935076116,0.03158897352200491,0.04786086517951742,0.03972491935076116,0.03496569613304005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4963503806292503,0.8854260058210721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.019926945619531997,,0.01792679096842196,,,0.01792679096842196,,,,,,,,,,,,,0.011444149085798027,,,,,,,,,,,,,,,,,,0.04118260492191033,0.021529162130881102,0.04118260492191033,0.026359629255172996,0.02492748854200292,0.04985497708400584,0.04118260492191033,0.023086064215313968,0.04118260492191033,0.020180512201167455,0.03418190734832937,0.021529162130881102,0.04118260492191033,0.030086761788894925,0.030086761788894925,0.06017352357778985,0.026359629255172996,0.030086761788894925,0.030086761788894925,0.030086761788894925,0.02492748854200292,0.01792679096842196,0.021529162130881102,0.006499774832741199,0.018990918655879516,0.009963472809765998,0.008276247992356423,0.011990221082298561,0.027181209774748413,0.014528464557300143,0.013179814627586498,0.04118260492191033,0.021529162130881102,0.00617911705400554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.02178454224508159,,,,,,,,,,,0.0156907452818286,0.018167491649256365,0.009159374411252037,,,,0.010588541965489934,0.01668130205726492,,,,,,,,,,0.024727434796065054,,,,,,,,,0.0156907452818286,,0.019211255219871846,,,,0.01682543663150001,,,,,,,,,0.019211255219871846,,,,,,,0.009474248061283781,,0.007261514081693864,,,,,0.019211255219871846,,,0.004503424293597258,0.021927639947838674,0.024912237558951916,0.013065288332917698,0.024912237558951916,0.011134045073479787,0.0156907452818286,0.01981003424261325,0.021927639947838674,0.027681678040773535,0.03001444087529058,0.01981003424261325,0.01981003424261325,0.011134045073479787,0.024912237558951916,0.018167491649256365,0.03001444087529058,0.011134045073479787,0.021927639947838674,0.024912237558951916,0.014707830926274586,0.04385527989567735,0.03001444087529058,0.03001444087529058,0.024912237558951916,0.024912237558951916,0.024912237558951916,0.018167491649256365,0.029415661852549173,0.024912237558951916,0.021927639947838674,0.013065288332917698,0.018167491649256365,0.03001444087529058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.022548912148417786,,0.040571158507481275,,,,,,,,,,,,,,,0.03288020926125822,,,,,,,,,,,0.03839259613073258,,,,,,,,,0.04872389324357302,,,,,,,,,,,,,,,,,,,,,,,0.042979447484358904,,,0.027135763502044108,,,,,,,,,0.040571158507481275,,,,,,,,0.06151536949022009,,0.034574139965016175,,,,,,,,,,,,,,,,,,,,,0.07735905347253488,0.03130319750455068,0.0932027374548497,0.07735905347253488,0.0680910924696043,0.0364037245049747,0.0680910924696043,0.0932027374548497,0.034574139965016175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.012240838023426797,0.02548974653941984,0.011012171594887774,,,0.011012171594887774,0.01322505673754125,,,,,,,0.007720044146626717,,,,,,,,,,,,,,0.01669702886163117,,,,,,,,,,,,0.05667320289862195,,,,,,,,,,,,,0.008096171842660278,,,,,,,0.003992718825826736,,,,,,,0.008096171842660278,,,0.011387229999524497,0.018481867956035455,,,,0.009384409419075819,0.01322505673754125,,,0.011665850031468847,,,0.01669702886163117,0.009384409419075819,,,,,,,,,,,0.020997457371116614,,,,0.012396600352145723,,,0.011012171594887774,,,,0.008496582179806613,,,,,,,,0.02529788588060206,0.03339405772326234,0.02529788588060206,0.011665850031468847,0.02529788588060206,0.028362878893100015,0.012396600352145723,0.018481867956035455,0.01322505673754125,0.01322505673754125,0.03696373591207091,0.04199491474223323,0.020997457371116614,0.009881010937064562,0.014181439446550008,0.01322505673754125,0.020997457371116614,0.020997457371116614,0.007720044146626717,0.015312600104373221,0.014181439446550008,0.01669702886163117,0.018481867956035455,0.018481867956035455,0.01669702886163117,0.02529788588060206,0.02529788588060206,0.008924628228055802,0.02529788588060206,0.018481867956035455,0.014181439446550008,0.010420847521198843,0.014181439446550008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.015040920625128797,0.015040920625128797,0.023359151867943764,,,,,,,,0.01637585122011728,,,,,0.01491207305119137,,0.01960198116549215,,,,,,,,,,,,,,,,,,,0.017173697848067257,0.03248127294867047,0.016240636474335234,,,,,,,,,,,0.008586848924033628,0.01960198116549215,0.01960198116549215,0.01960198116549215,0.016240636474335234,,,,0.012372871245497262,0.006491353497271787,,0.007811810705133911,,,,,0.014026575327695264,0.004025788383670277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016240636474335234,0.013147909464396978,,,0.011679575933971882,,,,,,,,0.010479860084765445,,,,,,,,,,,,,,,,,,,,,,0.00818792561005864,0.016240636474335234,0.015040920625128797,,0.01960198116549215,0.01960198116549215,,,,,,,,,0.015040920625128797,0.01770897000476033,0.026831091085487035,0.01770897000476033,0.026831091085487035,0.026831091085487035,0.06681009163537105,0.05366218217097407,0.022270030545123682,0.01960198116549215,0.022270030545123682,0.022270030545123682,0.014026575327695264,0.026831091085487035,0.026831091085487035,0.026831091085487035,0.01960198116549215,0.01770897000476033,0.026831091085487035,0.026831091085487035,0.022270030545123682,0.026831091085487035,0.01770897000476033,0.026831091085487035,0.01960198116549215,0.01960198116549215,0.026831091085487035,0.015040920625128797,0.01770897000476033,0.009465514787331911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0476032589799931,,,,,,0.10286155240309859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06941377510710069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0856502235157938,,,,,,,,,,,,,,,,,,,0.14374786188027575,0.10286155240309859,,,,,,,,,,,,,,,,,,,0.06941377510710069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06941377510710069,0.1967613346269049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.011900814744998276,,0.02141255587894845,,,,,,,,,,,,,,,0.03470688755355034,,0.029774500202947928,,,,,,,,,,,,,,,,,,,,0.03148511272145663,0.029774500202947928,,,,,0.024104500684727793,,0.025715388100774648,,,,,,,,,,,,,,,0.009885518435314615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015011196951774173,,,0.032466445008727265,,0.035936965470068936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032466445008727265,,,,0.04082838933272675,0.04082838933272675,0.049190333656726225,0.04082838933272675,0.02757502114606946,0.04082838933272675,0.035936965470068936,0.049190333656726225,0.049190333656726225,0.049190333656726225,0.04082838933272675,0.049190333656726225,0.049190333656726225,0.049190333656726225,0.035936965470068936,0.029774500202947928,0.04082838933272675,0.04082838933272675,0.049190333656726225,0.025715388100774648,0.035936965470068936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,0.06675092497309236,0.13350184994618472,,,,,,,0.0899070784857063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0995177505324986,0.11306323199832023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0995177505324986,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07121184397137596,,0.13621938551093418,0.0995177505324986,0.13621938551093418,0.11306323199832023,0.11306323199832023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
