,sau,sự,xuất,hiện,của,người,máy,asimo,vừa,qua,ngày,14,9,2005,tới,tại,nhà,thi,đấu,trịnh,hòai,đức,12,hoài,quận,ba,đình,hà,nội,sẽ,diễn,ra,một,kiện,đặc,biệt,với,những,ai,quan,tâm,đến,phát,triển,khoa,học,kỹ,thuật,thế,giới,đó,là,việc,trình,làng,chiếc,xe,hơi,ý,tưởng,mang,tên,i,unit,mô,phỏng,thiên,nhiên,không,đơn,giản,ngẫu,hứng,khi,sáng,tạo,mà,thông,điệp,nhiều,ngụ,về,hài,hoà,giữa,con,và,tính,hòa,toát,từ,hình,dáng,thiết,kế,năng,lượng,sử,dụng,chất,liệu,sơn,xi,mạ,bên,ngoài,loại,phũ,gây,tác,hại,cho,môi,trường,trong,tương,lai,được,vận,hành,nguồn,nhân,thân,thiện,ngồi,chỉ,cách,nhau,phần,nào,bởi,kính,chắn,trước,mặt,lái,khung,đánh,cong,dạng,rìa,lá,che,chở,2,vai,dài,xuống,tay,thành,khoảng,gian,mở,đủ,lớn,để,có,giao,tiếp,khả,thể,nâng,cao,hoặc,hạ,thấp,độ,phù,hợp,tốc,bạn,chọn,giảm,18,mét,còn,125,đồng,thời,kéo,chiều,11,phép,đạt,thao,gần,các,liên,kết,mạng,lưới,tín,hiệu,gms,định,vị,toàn,cầu,chúng,tự,động,nhận,biết,đi,cạnh,tránh,va,chạm,chế,an,mắti,mới,duy,nhất,ở,việt,nam
0,0.01818181818181818,0.028520658833472958,0.01818181818181818,0.01818181818181818,0.025417091066764323,0.00950688627782432,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.012708545533382161,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00950688627782432,0.01818181818181818,0.00950688627782432,0.002816399272468058,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.005473272648436021,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00950688627782432,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.0373484818057384,0.07142857142857142,0.0499264288811442,0.0499264288811442,0.02842428633371697,0.021502142547427227,0.07142857142857142,0.0499264288811442,0.07142857142857142,0.0373484818057384,0.07142857142857142,0.021502142547427227,0.01584633925831117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.01493939272229536,,,,0.01493939272229536,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008851540570613896,,,,,,,,,,,,,,,,,,,0.02987878544459072,,,,,,,0.01997057155245768,,0.01493939272229536,,0.00860085701897089,0.006338535703324468,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.01493939272229536,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.01997057155245768,0.02857142857142857,0.01493939272229536,0.01997057155245768,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.01997057155245768,0.02857142857142857,0.01997057155245768,0.02857142857142857,0.011369714533486789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029048819182240976,,,,,,,,,,0.029048819182240976,,,,,,,,,,,,,,0.022107778259557644,0.016723888647998956,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,,0.0388316669075566,,,,,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0388316669075566,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.029048819182240976,0.0388316669075566,0.05555555555555555,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007745097999287159,,,,,,,,,,,,,,,,,,,0.026143937264016884,,,,,,,,,,,,,,,,,0.026143937264016884,,,,,,,,,,,,,,,,,,0.01989700043360188,,,,,,,,,,,,,0.1,0.05,0.05,0.05,0.05,0.026143937264016884,0.034948500216800946,0.05,0.05,0.05,0.05,0.05,0.026143937264016884,0.034948500216800946,0.026143937264016884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026143937264016884,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,0.01505149978319906,0.01109243748081782,,,,,,,,,,,,0.026143937264016884,,,,,,,,,,,,,,,,,,,,0.026143937264016884,0.034948500216800946,,,,,,,,,,,,,,,,0.034948500216800946,0.026143937264016884,0.01989700043360188,0.026143937264016884,0.026143937264016884,0.026143937264016884,0.034948500216800946,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.008862351614920976,,,,0.026587054844762932,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026254569489109016,,,,0.005102203316338664,,,,,,,,,,,,,,,,,,,,0.010204406632677328,,,,,,,,,,,,0.008862351614920976,,,,,,,0.008862351614920976,,,,,,,,,0.023693898452068436,,0.013489491819391105,,,,,,,,,,,,,,,,,,0.044311758074604884,0.023693898452068436,,,,,,,,,0.013489491819391105,,,,,,,,,,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.011846949226034218,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.011846949226034218,0.01694915254237288,0.011846949226034218,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.011846949226034218,0.011846949226034218,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.011846949226034218,0.008862351614920976,0.01694915254237288,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.010753384682092599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008044288388928272,0.0023831070767037416,,,,0.009262461405045577,,,,,0.008044288388928272,,,,,,,,,,,,,,0.00612215397956981,0.018524922810091153,,,,,,0.004631230702522788,0.0034130576864054834,,,,,,,,,,0.010753384682092599,,,,,,,,,,,,,,,,,0.021506769364185198,,,,,0.008044288388928272,,,,,,,,,,,,,,,,0.008044288388928272,,,0.00612215397956981,0.008044288388928272,0.008044288388928272,,0.010753384682092599,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010753384682092599,0.010753384682092599,,,,,,,,0.010753384682092599,0.016088576777856543,,,0.015384615384615385,0.046153846153846156,0.015384615384615385,0.046153846153846156,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.03226015404627779,0.015384615384615385,0.010753384682092599,0.03076923076923077,0.021506769364185198,0.010753384682092599,0.015384615384615385,0.03076923076923077,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.010753384682092599,0.015384615384615385,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010670994801639543,,,0.0031612644895049626,,,,0.006143469299264922,,,,,,,,,,,,,,,,,,,,0.006143469299264922,,,,,,0.006143469299264922,0.00452752550237462,,,,,,,,,,,,,,,,,,,,,,,0.008121224666776276,,,,,,,,,,,,,,,,,,0.010670994801639543,,,,,,,0.010670994801639543,,0.010670994801639543,0.024363674000328833,0.010670994801639543,0.010670994801639543,0.010670994801639543,,,,,,,,,,0.0142646939660412,,,,,,,,0.0142646939660412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142646939660412,,0.0142646939660412,,0.0142646939660412,0.0142646939660412,,,,,,,,,,,0.0142646939660412,,,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,,,,,,,
9,,,,,,,,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,0.009111879999161365,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,0.04111588260800111,0.023408235804237506,,,,,0.030757573251784565,,,0.013049926448020964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030757573251784565,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,0.030757573251784565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
