,đồng,tháp,buộc,lg,hà,nội,acb,phải,chia,điểm,chiều,nay,trong,tiết,trời,mưa,lạnh,thi,đấu,với,tinh,thần,quyết,tâm,cao,và,đã,thành,được,một,nhờ,trận,hoà,không,bàn,thắng,trên,sân,hàng,đẫy,khi,đó,đánh,mất,lợi,thế,trước,chuyến,viếng,thăm,pleiku,của,hagl,ở,vòng,kế,tiếp,cơn,nặng,hạt,buổi,để,lại,mặt,nhiều,vũng,nước,tạo,ra,vô,số,khó,khăn,cho,cầu,thủ,hai,đội,trơn,bóng,ướt,ảnh,hưởng,đến,lối,đá,phát,huy,phẩm,chất,kỹ,thuật,mình,dù,hlv,lê,thuỵ,hải,tung,hình,mạnh,nhất,tiền,vệ,4,người,do,trưởng,vũ,minh,hiếu,chỉ,hiệu,quả,còn,cặp,đạo,achilefu,mauricio,luis,có,những,pha,dứt,hiểm,hóc,bên,phía,họ,ngôi,sao,duy,là,tuyển,quốc,gia,phan,thanh,bình,tiếng,còi,khai,cuộc,trọng,tài,phạm,hữu,lộc,nổi,lên,vẫn,chưa,làm,quen,cái,bất,ngờ,âm,từ,chiếc,kèn,cùng,trống,cổ,ít,khán,giả,chẳng,thể,hâm,nóng,các,kết,slna,1,0,phòng,gđt,3,hn,dương,nam,định,2,đà,nẵng,nhđá,công,20,phút,đầu,tiên,diễn,tốc,độ,chậm,lượng,chuyên,môn,rất,thấp,sự,trở,roberto,rosano,nhưng,chơi,dưới,sức,áp,đặt,tuy,nhiên,hãm,đối,phương,chiến,điều,kiện,sỹ,cường,cú,sút,đoán,nhung,này,đủ,chính,xác,bại,nemodruk,ngay,sau,thay,đưa,câu,trả,lời,thúc,căng,bằng,chân,đi,chệch,khung,gang,tấc,cơ,hội,ngon,ăn,chủ,nhà,30,cầm,đột,phá,xuống,sát,đường,biên,ngang,cánh,thực,hiện,tạt,chuẩn,quân,cuối,nhập,tốt,hơn,giờ,nghỉ,giải,lao,mũi,nhọn,liên,tục,khuynh,đảo,nữa,dâng,cũng,khí,hại,đô,nhìn,nhận,rằng,khách,màn,trình,hết,ấn,tượng,loạt,cứu,ngoạn,mục,giành,trọn,vẹn,trôi,qua,giày,75,văn,nghĩa,thẳng,vào,khu,phạt,việt,lặng,lẽ,lòng,may,mắn,thuộc,về,vì,tìm,xà,vùng,tấn,biến,thắngvà,tỷ,đứng,bảng,xếp,hạng,v,league,2004,14,tt,th,bđiểm,1hagl,97,11,22,2nam,02,21,3slna,95,40,19,4lg,94,23,5đà,93,42,13,6bình,05,12,7bình,33,8hải,15,10,9gđt,nhđa,92,25,811,91,26,512,17
0,0.1558123225994751,0.1672516952396439,0.40581232259947514,0.18003982585148923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0159807510358436,0.01715402002457886,,,0.018465623164255304,0.018465623164255304,0.01715402002457886,0.02369946887338158,0.04162177667686924,0.03990519232736634,0.033903058839331264,0.04162177667686924,0.02369946887338158,0.04162177667686924,0.04162177667686924,0.033903058839331264,0.033903058839331264,0.033903058839331264,0.026184341001793284,0.02369946887338158,0.04162177667686924,0.04162177667686924,0.026184341001793284,0.033903058839331264,0.02938789835072405,0.018465623164255304,0.033903058839331264,0.018465623164255304,0.02369946887338158,0.02369946887338158,0.04162177667686924,0.02369946887338158,0.033903058839331264,0.014919400134350651,0.033903058839331264,0.033903058839331264,0.02938789835072405,0.02166918051318607,0.02166918051318607,0.033903058839331264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,0.18003982585148923,,,,,,,,,0.23106982151547042,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2865320089195595,0.2865320089195595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,0.03790312123189247,0.03790312123189247,0.03521088320834608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,0.06032252819359147,0.08543417317883686,0.06959048919652207,0.06959048919652207,0.06032252819359147,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.02511164498524539,0.06959048919652207,0.053746805214207265,0.08543417317883686,0.08543417317883686,0.06032252819359147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,0.047222117669068545,,,,,0.047222117669068545,,,,,,,,,,0.025719975121641318,,,,,,,,,,,0.04093314413136564,0.030182072857652027,0.030182072857652027,0.047222117669068545,,,,,,,,,,,,,,,,,,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.04093314413136564,0.04093314413136564,0.047222117669068545,0.04093314413136564,0.05797318894278216,0.05797318894278216,0.047222117669068545,0.02779111608513013,0.05797318894278216,0.04093314413136564,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.03647104639535493,0.023893099319949127,0.04093314413136564,0.019431001583938415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06500754153955822,,,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,,0.08816369505217216,,,,,,,,,,,,0.08816369505217216,0.04185138802694428,0.12486533003060774,0.05539686949276592,0.12486533003060774,0.12486533003060774,0.12486533003060774,0.1017091765179938,0.1017091765179938,0.12486533003060774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.7201593034059569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.02769843474638296,0.02769843474638296,0.02573103003686829,,,,,,,,,,,,,,,,,,,,0.0508545882589969,,0.03554920331007237,,,,,0.02237910020152598,,,,0.03250377076977911,,,,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,0.029928894245524758,,,,,,,,,0.02092569401347214,,,,,,,,,0.0508545882589969,0.0508545882589969,0.06243266501530387,0.0508545882589969,0.0508545882589969,0.04408184752608608,0.06243266501530387,0.0508545882589969,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.06243266501530387,0.04408184752608608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,0.07345662748521774,0.05673273883721878,,,,,,,,,,,,,,,0.03232536695775974,,,,,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302260024639042,,,,,,,,,,0.07345662748521774,,,,,,,,,,,,,,,0.046949891111903154,0.05673273883721878,0.09018051613321669,0.09018051613321669,0.09018051613321669,0.09018051613321669,0.0636737797599021,0.07345662748521774,0.07345662748521774,0.07345662748521774,0.09018051613321669,0.07345662748521774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,0.05187675002557624,,,,,,,,,,,,,,,,,,,,,,,,0.03879044034931169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,0.08814795298226129,0.10821661935986003,0.08814795298226129,0.06807928660466253,0.07640853571188252,0.07640853571188252,0.061618619070792115,0.06807928660466253,0.048010620227063795,0.061618619070792115,0.10821661935986003,0.10821661935986003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
