,fifa,tưng,bừng,mừng,sinh,nhật,ở,tuổi,100,ngày,21,5,1904,tổ,chức,mang,cái,tên,thân,quen,với,những,người,yêu,bóng,đá,thế,giới,đã,ra,đời,tại,số,227,đường,saint,honoré,paris,từ,đầu,năm,2004,hâm,mộ,bắt,được,thưởng,thức,món,khai,vị,cho,lễ,tiệc,ăn,một,kỷ,đẹp,của,tiên,là,đặc,sản,gồm,trọn,bộ,4,tập,phim,tài,liệu,ngắn,phóng,sự,hàng,tuần,trình,chiếu,suốt,đang,chờ,xuất,xưởng,bi,kịch,niềm,đam,mê,hưng,phấn,sẽ,khắc,họa,qua,tư,độc,nhất,ít,biết,đến,trong,kho,lưu,trữ,đó,hình,ảnh,về,mới,thành,lập,huyền,thoại,nhà,vô,địch,các,kỳ,world,cup,nguồn,gốc,cổ,xưa,và,viễn,cảnh,tương,lai,nhưng,điều,ấn,tượng,loạt,này,fan,cầu,thủ,thể,hiện,từng,thước,theo,chủ,tịch,joseph,s,blatter,chính,khiến,ông,lãnh,đạo,cảm,thấy,rất,tự,hào,vì,nỗ,lực,hết,mình,để,nuôi,dưỡng,tiền,xu,niệm,chương,cũng,mắt,hội,chợ,basle,30,1,tới,trên,có,gợi,nhớ,công,thần,như,pháp,nơi,sáng,thụy,sỹ,trụ,sở,nay,brazil,uruguay,quốc,gia,khi,chỉ,6,viên,bỉ,đan,mạch,hà,lan,tây,ban,nha,điển,thậm,chí,còn,phải,năn,nỉ,anh,nước,lđbđ,1863,nhập,trải,phát,triển,liên,đoàn,204,nắm,giữ,vụ,lâu,ngài,jules,rimet,33
0,0.004633980501465296,0.030949769975149508,0.030949769975149508,0.023027927983992107,0.030949769975149508,0.030949769975149508,0.023027927983992107,0.030949769975149508,0.01839394748252681,0.015106085992834705,0.030949769975149508,0.023027927983992107,0.030949769975149508,0.01839394748252681,0.015106085992834705,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.008710347869511168,0.023027927983992107,0.030949769975149508,0.01839394748252681,0.01839394748252681,0.008710347869511168,0.01047210549136941,0.01839394748252681,0.023027927983992107,0.030949769975149508,0.023027927983992107,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.006288973537702901,,,0.031252187978275,,,,,,0.020501116704561385,,,,,,,,,,,,0.011821186394336585,,,,,0.011821186394336585,0.014212143166858485,,,,,,,,,,,0.04200325925198862,0.03408008962283303,0.011821186394336585,0.04200325925198862,0.04200325925198862,0.04200325925198862,0.04200325925198862,0.017040044811416515,0.04200325925198862,0.04200325925198862,0.031252187978275,0.04200325925198862,0.031252187978275,0.04200325925198862,0.04200325925198862,0.04200325925198862,0.04200325925198862,0.0249632144405721,0.0249632144405721,0.04200325925198862,0.009750045430847773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,0.010677200614239497,,,,,,,,,,,,,,,,,,0.015391008216763305,0.010677200614239497,,,,,0.015391008216763305,,,0.02822778269005484,,,,,,,,,,,0.022547419494710286,0.012836774473291535,0.03793842771147359,0.03793842771147359,0.02822778269005484,0.03793842771147359,0.05645556538010968,0.03793842771147359,0.03793842771147359,0.05645556538010968,0.03793842771147359,0.02822778269005484,0.03793842771147359,0.03793842771147359,0.02822778269005484,0.03793842771147359,0.03793842771147359,0.03793842771147359,0.03793842771147359,0.02822778269005484,0.03793842771147359,0.03793842771147359,0.03793842771147359,0.03793842771147359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.010062357660324641,,,,,,,,,,,,,,,,,,,,,0.018913898230938538,,,,,0.009456949115469269,,,,,,,,,,,,,,,,,,,0.027264071698266425,,,,,,,,,,0.01997057155245768,0.01997057155245768,,0.023400109034034656,,,,,,,,,,,,0.02500175038262,,,0.02500175038262,,,,,,,,,,0.03360260740159089,0.03360260740159089,0.01997057155245768,0.01997057155245768,0.01997057155245768,0.03360260740159089,0.03360260740159089,0.01997057155245768,0.03360260740159089,0.03360260740159089,0.01997057155245768,0.03360260740159089,0.03360260740159089,0.01997057155245768,0.03360260740159089,0.03360260740159089,0.03360260740159089,0.02500175038262,0.03360260740159089,0.03360260740159089,0.03360260740159089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.009267961002930591,,,,,,,,,0.015106085992834705,,,,,,,,,,,,0.017420695739022336,,,0.01839394748252681,0.01839394748252681,,,,,,,,,,,,,,0.012555822492622696,,,,,,,,,,,,,,,,,,,0.021552732005031917,,0.01047210549136941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01839394748252681,0.023027927983992107,0.023027927983992107,0.061899539950299017,0.023027927983992107,0.01839394748252681,0.015106085992834705,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.023027927983992107,0.023027927983992107,0.023027927983992107,0.030949769975149508,0.023027927983992107,0.023027927983992107,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.015106085992834705,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017671157582209718,,,,,,,,,,,,,0.02022231644916575,,0.014738518839705096,,,,,,,,0.06481935284382963,,,,,,,,,,,,,,,,,0.02588777793837107,0.02588777793837107,0.02588777793837107,,,,,,,,,0.02588777793837107,,,,0.06481935284382963,,,,,,,,,,,,,,,,0.06481935284382963,,,,,,,,,,,,,0.04355893552058079,0.032409676421914814,0.04355893552058079,0.04355893552058079,0.04355893552058079,0.02588777793837107,0.04355893552058079,0.04355893552058079,0.04355893552058079,0.04355893552058079,0.02588777793837107,0.04355893552058079,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.029348543175946873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19601520984261356,0.1164950007226698,0.1164950007226698,0.14584354389861667,0.14584354389861667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.009267961002930591,,,,,,,,0.01839394748252681,,,,,,,,,,,,,0.008710347869511168,0.023027927983992107,,,,,,0.03678789496505362,,,,,,,,,,,,0.008710347869511168,,,,,0.012555822492622696,,,,,,,,,,,,,0.007184244001677306,,,,,,,,,,,,,,,,,,,,0.023027927983992107,,,,,,,0.01839394748252681,0.01839394748252681,0.01839394748252681,,,,,,0.01839394748252681,,,,,,,,,,,0.01839394748252681,,,,,,,,,,,,,,,,,,,,0.015106085992834705,,,,,,0.023027927983992107,,,,0.01839394748252681,,,,,,,,,,,,,0.023027927983992107,0.030949769975149508,0.030949769975149508,0.023027927983992107,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,0.030949769975149508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.006772740732910817,,,,,,0.03365620243814231,,,0.022078125681835342,,,,,,,,,,,,,,,,,0.01273050842467017,0.015305384948924524,,0.03365620243814231,,0.03365620243814231,,,,,,,,,,,,,,,,,,,,,,,,0.026883461705231496,0.026883461705231496,,0.01050004892552837,,,,,,,0.03365620243814231,,,,,,,,,,,,,,,,,,,,,,,,,0.026883461705231496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022078125681835342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09046855838889857,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.03365620243814231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.008190291118868894,,,,,,,,,,,0.020350261939341863,,0.016255116379907415,0.013349564365760904,,,,,,,0.0076975167218935915,,,,,0.0076975167218935915,0.009254418806326456,,,,,,,,,,,,0.011095843133015405,0.0076975167218935915,,,,,,,,,,,,,,,,,,0.006348866792179945,0.016255116379907415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016255116379907415,,,,,,,,,,,,,,0.016255116379907415,0.020350261939341863,0.020350261939341863,,,,0.013349564365760904,,,,0.020350261939341863,0.020350261939341863,,,0.020350261939341863,0.020350261939341863,,,,,0.013349564365760904,,,,,,,,,,,,,,,0.016255116379907415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020350261939341863,0.020350261939341863,0.016255116379907415,0.027350959512922823,0.027350959512922823,0.027350959512922823,0.027350959512922823,0.027350959512922823,0.020350261939341863,0.027350959512922823,0.027350959512922823,0.020350261939341863,0.020350261939341863,0.027350959512922823,0.027350959512922823,0.020350261939341863,0.027350959512922823,0.027350959512922823,0.020350261939341863,0.016255116379907415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.007337135793986718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016580833694668232,,,0.03646088597465417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03646088597465417,0.0582475003613349,0.02391796948865495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03646088597465417,,,0.07292177194930834,0.03646088597465417,,,,,,,,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.03646088597465417,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,0.04900380246065339,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,0.03039000018852256,0.024957881205552992,,,,,,,,,,,,0.014391009523540192,0.017301739507479895,,,,,,,,,,,,0.020744402379115758,0.014391009523540192,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024957881205552992,,,,,,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03804614188659566,0.03039000018852256,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,0.05113440256763832,0.05113440256763832,0.03804614188659566,0.05113440256763832,0.05113440256763832,0.05113440256763832,0.05113440256763832,0.05113440256763832,0.05113440256763832,0.05113440256763832,0.05113440256763832,,,,,,,,,,,,,,
12,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,0.017420695739022336,0.02094421098273882,0.03678789496505362,,,,,,,,,,,,0.017420695739022336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,0.04605585596798421,0.03678789496505362,,,,0.04605585596798421,,,,,,,,,,,,,,,,,,,,,0.061899539950299017,0.061899539950299017,0.061899539950299017,0.061899539950299017,0.061899539950299017,0.061899539950299017,,,,,,,,
13,0.017609125905568124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027300127206373766,,0.03979400086720376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06989700043360189,,,,0.06989700043360189,0.06989700043360189,0.08750612633917002,0.08750612633917002,,,,0.08750612633917002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08750612633917002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,0.03376654516045405,,,,,,,,,,,,,,,,,,,,,,,,,,0.019470189355377907,,,,,,,,,,0.05147419196421765,,,,,,,,,,0.023408235804237506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,0.04111588260800111,,,0.05147419196421765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05147419196421765,,,,,,,,,,,,,,,0.06918183876798126,0.06918183876798126,0.06918183876798126,0.06918183876798126,0.06918183876798126,0.06918183876798126,0.06918183876798126,0.06918183876798126
