,hy,lạp,lần,đầu,vô,địch,euro,chống,lại,mọi,hàng,tấn,công,vượt,qua,tất,cả,các,tuyến,phòng,ngự,gặp,phải,và,xứng,đáng,đăng,quang,sáng,5,7,họ,thắng,bồ,đào,nha,với,kết,quả,1,0,ở,trận,chung,lên,ngôi,nhờ,đấu,pháp,phản,làm,đảo,lộn,dự,đoán,trật,tự,bóng,đá,châu,âu,ít,nhất,là,4,năm,huyền,thoại,eusebio,buồn,bã,mang,cup,đặt,bục,để,trao,cho,người,c,ronaldo,oà,khóc,như,trẻ,con,cầu,thủ,cổ,động,viên,chủ,nhà,đều,gục,xuống,khi,trọng,tài,murkus,merk,thổi,còi,thúc,đã,rất,gần,quán,quân,lục,tiên,trong,lịch,sử,bởi,có,nhiều,lợi,thế,giành,khán,giả,chưa,từng,thua,tại,sân,luz,lisbon,30,bao,giờ,chịu,hơn,một,thất,bại,kỳ,tham,trước,đây,luôn,bàn,10,suốt,số,pha,dứt,điểm,sút,môn,của,trội,đối,phương,quyền,sở,hữu,đội,được,mệnh,danh,brazil,tới,58,nhưng,nghệ,thuật,khách,năng,thành,nikopolidis,cùng,khả,chớp,thời,cơ,tiền,đạo,chuyên,ngồi,ghế,bị,bremen,charisteas,phá,tan,giấc,mộng,vàng,nam,duy,ngay,tình,huống,hưởng,phạt,góc,thật,bất,hạnh,điều,đó,khiến,athens,những,phố,khác,đêm,thức,chiến,cầm,hlv,đức,otto,rehhagel,sức,mạnh,tập,thể,vai,trò,cá,nhân,cũng,rõ,nét,không,phủ,nhận,gọi,anh,thiên,thần,hoặc,hùng,chính,24,tuổi,này,ghi,ba,quan,giúp,sang,trang,mới,trở,hiện,tượng,cựu,địa,nếu,gỡ,hoà,tây,ban,do,mặt,tứ,tiếp,đánh,biến,lặng,lẽ,xâm,nhập,phút,57,costinha,lẫn,ricardo,đưa,ngai,bốn,khởi,phần,gì,thay,đổi,scolari,vẫn,tin,dùng,trung,phong,cắm,nào,giải,pauleta,đến,74,tung,nuno,gomes,vào,cristiano,tục,chiếm,chỗ,simao,sabrosa,vệ,cánh,sao,mu,nhạc,trưởng,deco,thi,đúng,độ,riêng,tỏ,ra,mệt,mỏi,hầu,kiến,tạo,ngon,ăn,đồng,chỉ,bắt,buộc,stelios,giannakopoulos,tên,hình,xuất,phát,bên,lưới,khai,mạc,giorgos,karagounis,treo,giò,cuộc,tốc,cao,màn,phối,hợp,kỹ,đan,khắp,di,chuyển,liên,nhau,nhanh,cố,gắng,đảm,bảo,xác,tránh,mất,chân,sau,áo,đỏ,quyết,liệt,tranh,cướp,kiểm,soát,sự,luis,figo,hoàn,toàn,lấn,hề,ngờ,lối,giữ,cự,ly,lý,bài,bọc,lót,tốt,khu,vực,tầng,từ,đoàn,dâng,thường,lệ,tích,cực,mỗi,giảm,ép,mình,chóng,dồn,triển,hãm,vì,cường,đẩy,rơi,cuối,hiệp,tăng,nhỏ,16m50,mục,đích,kéo,dãn,đợi,chờ,khe,hở,đột,tuy,nhiên,trắng,khối,vững,chắc,xuyên,lùi,giữa,hỗ,trợ,đợt,lộ,nhường,khoảng,trống,miguel,hoạt,miếng,hiệu,hệ,thống,chắn,tỉnh,táo,hậu,benfica,biên,dễ,dàng,bán,hà,lan,đụng,hiếm,đủ,dẫn,40,thì,còn,chạy,nữa,rời,chấn,thương,paulo,ferreira,45,hai,hội,ràng,15,kể,montero,cú,xa,chéo,đi,chệch,cột,dọc,18,suýt,thủng,bật,tường,đẹp,mắt,clb,may,bằng,vạch,trái,antonis,cảnh,giác,khép,kịp,cản,kín,kẽ,sẵn,sàng,trả,đòn,đông,trên,chết,basinas,bổng,cấm,hẳn,cận,chọn,sai,vị,trí,tuyệt,vọng,vậy,thứ,chuẩn,thấy,thiếu,mê,say,lòng,khoa,học,tận,dụng,hết,nguy,hiểm,hoi,mà,lâu,bỏ,lỡ,san,căng,62,sinh,rui,costa,lượt,75,nhacó,vời,thực,đường,chuyền,bẫy,việt,băng,khống,chế,hơi,dài,nên,thăng,xà,ngang,tiếc,nuối,triệu,cđv,85,trình,diễn,fan,quá,khích,lao,cờ,barcelona,quẳng,rồi,an,ninh,lôi,ngoài,hăng,xử,vòng,nỗ,lực,chặn,13,2,43,16,carvalho,jorge,andrade,14,valente,6,60,maniche,20,17,9,21,yourkas,seitaridis,19,michalis,kapsis,traianos,dellas,takis,fyssas,8,3,venetidis,76,theodoros,zagorakis,angelos,costas,katsouranis,zisis,vryzas,22,dimitrios,papadopoulos,81,markus,jan,hendrik,salver,christian,schraer
0,0.030036646085677313,0.03120665549145832,0.04182458308216988,0.02597977261912935,0.04182458308216988,0.04182458308216988,0.04716068184143295,0.056282802922159654,0.03270246200144318,0.03803856076070625,0.03510189369985606,0.03270246200144318,0.027366363242180107,0.04716068184143295,0.03270246200144318,0.04716068184143295,0.03510189369985606,0.023580340920716474,0.056282802922159654,0.027366363242180107,0.027366363242180107,0.04182458308216988,0.028916439679979544,0.01560332774572916,0.056282802922159654,0.04716068184143295,0.04716068184143295,0.04716068184143295,0.056282802922159654,0.04716068184143295,0.04716068184143295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,0.02988744059769776,,,0.021502142547427227,,,,0.027580059335601183,,,0.021502142547427227,0.021502142547427227,,,0.012259757514501481,,,,,,,,0.027580059335601183,0.021502142547427227,0.013245297637316363,0.013245297637316363,0.013245297637316363,0.02410082039088123,0.05977488119539552,0.02988744059769776,0.0328621724217049,0.04422220229598258,0.017699741526772183,0.01693343954173882,0.04422220229598258,0.025694791572562495,0.0328621724217049,0.0328621724217049,0.019427138363643893,0.0328621724217049,0.04422220229598258,0.03705482144684017,0.04422220229598258,0.04422220229598258,0.0328621724217049,0.04422220229598258,0.04422220229598258,0.04422220229598258,0.016220029461323504,0.021502142547427227,0.02988744059769776,0.02988744059769776,0.0328621724217049,0.02410082039088123,0.022720059748555354,0.03705482144684017,0.0328621724217049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.02154802871363807,0.022387383287350533,,,0.06000918442224373,0.06000918442224373,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024187065250751618,0.024187065250751618,0.024187065250751618,,,,,,,,,0.04692092374120108,,,,,,,,,,,,,0.02961918423372118,0.03926478204312798,,,,,,,,0.0807535868013595,0.0807535868013595,0.0807535868013595,0.06766532612031684,0.0807535868013595,0.06766532612031684,0.0807535868013595,0.0807535868013595,0.0807535868013595,0.037275325931794286,0.0807535868013595,0.03547564396839319,0.04692092374120108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.255272505103306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17986354100793747,0.3095554160718781,0.3095554160718781,0.20921208418388432,0.2593837501278812,0.3095554160718781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,0.06225210003069149,0.04633449968380999,0.031126050015345744,,,,,,0.02059639262436249,,,,,,,,,,,,,,0.05021090020413224,,,,,0.028448178430121217,,,,,0.03263759245092174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038169700377572995,0.02724964949502349,0.07429329985725074,0.04633449968380999,0.06225210003069149,0.055208449668464235,0.05021090020413224,0.043167249841904995,0.07429329985725074,0.055208449668464235,0.031126050015345744,0.05021090020413224,0.05021090020413224,0.07429329985725074,0.06225210003069149,0.07429329985725074,0.07429329985725074,0.07429329985725074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.01916960057932786,0.011907395783767618,,,0.043230625021313536,,,,,,,,0.014988628417328122,,,0.010807656255328384,,,,,,,,,,,,,,0.016088367945767356,0.02508583297199843,,,,,,,,,0.02064969844790088,0.009877839732680978,,,0.01916960057932786,,0.01133249737879227,,,,,,0.01916960057932786,,,,,,0.017434340348657026,,0.01916960057932786,0.014058811894680716,,,0.01916960057932786,,,,,,,,,,0.011907395783767618,,,,,,,,,,,,,,,,,0.017434340348657026,,,,,,,,,,,,0.011907395783767618,0.013253368186657288,0.03486868069731405,0.025796284672656506,0.014988628417328122,0.021615312510656768,0.017434340348657026,0.03951135893072391,0.025796284672656506,0.021615312510656768,0.025796284672656506,0.021615312510656768,0.03486868069731405,0.05159256934531301,0.017434340348657026,0.021615312510656768,0.021615312510656768,0.021615312510656768,0.043230625021313536,0.025796284672656506,0.025796284672656506,0.021615312510656768,0.013253368186657288,0.021615312510656768,0.021615312510656768,0.025796284672656506,0.025796284672656506,0.021615312510656768,0.021615312510656768,0.017434340348657026,0.03572218735130285,0.021615312510656768,0.021615312510656768,0.025796284672656506,0.025796284672656506,0.014988628417328122,0.043230625021313536,0.021615312510656768,0.01133249737879227,0.021615312510656768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,0.07781512503836437,,,,,,,,,,0.025745490780453115,,,,,,,,,,0.027815125038364363,0.027815125038364363,0.027815125038364363,,,,,,,0.03556022303765152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,,0.05395906230238125,,,,,,,,,,,,,,,,,,0.03556022303765152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09286662482156344,0.09286662482156344,0.037169457206221584,0.06276362525516531,0.05791812460476249,0.06276362525516531,0.05061172282085058,0.01974672492661562,0.09286662482156344,0.05061172282085058,0.06276362525516531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05995451366931249,,,,,,,,,,,,,0.07569347081950968,,0.0697373613946281,0.0697373613946281,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04388161094803471,,,,0.08646125004262707,0.10318513869062602,0.10318513869062602,0.04129939689580176,0.05301347274662915,0.10318513869062602,0.10318513869062602,0.08646125004262707,0.10318513869062602,0.10318513869062602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,0.02100209272074287,0.02100209272074287,,,,,,,,,,,,,,,,,,,,,0.017288119630800736,,,,,,,,,,,,0.03209793585375827,,,,0.015842819473850866,,,0.029192383839611768,,,0.02219168626603081,,,,,,,,,,,,,,,,,,,,,,,,0.015842819473850866,,,,,,,,,,,0.029192383839611768,,,,,,0.019937965033285314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036738092886726734,,,,,,,0.03457623926160147,,,,,,,0.014578687791930105,0.043193778986773686,0.03209793585375827,0.036193081413192725,0.08638755797354737,0.018096540706596363,0.025097238280177323,0.029192383839611768,0.043193778986773686,0.043193778986773686,0.029192383839611768,0.02219168626603081,0.02219168626603081,0.029192383839611768,0.043193778986773686,0.043193778986773686,0.043193778986773686,0.023540336195744454,0.036193081413192725,0.025097238280177323,0.026938662606866275,0.043193778986773686,0.043193778986773686,0.043193778986773686,0.036193081413192725,0.043193778986773686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
