,hoàng,vĩnh,giang,ông,già,chiến,thắng,giám,đốc,sở,tdtt,hà,nội,vẫn,được,mọi,người,nhắc,đến,với,cái,tên,như,vậy,là,một,trong,những,kiến,trúc,sư,của,công,trình,158,chiếc,hc,vàng,mà,đoàn,thể,thao,việt,nam,đoạt,tại,sea,games,22,ngay,cả,không,ưa,cũng,phải,thừa,nhận,đó,con,tầm,nhìn,xa,năm,1993,nguyễn,thúy,hiền,trở,thành,nhà,vô,địch,thế,giới,wushu,đầu,tiên,vai,trò,phiên,dịch,viên,cho,nữ,hlv,trung,quốc,trần,húc,hồng,bảo,đây,mới,chỉ,khúc,nhạc,dạo,và,còn,nhiều,môn,khác,lời,nói,ngày,nào,đã,sai,18,đem,quân,nhảy,cầu,chiangmai,chứng,ta,thi,đấu,hôm,chắc,ai,ngượng,chín,mặt,vđv,trông,đứa,bé,quê,thường,tìm,sướng,bằng,cú,đùng,nước,bắn,tung,toé,thậm,chí,lên,tận,khán,đài,sau,trọng,tài,nhịn,cười,cần,15,phút,diện,đối,phương,có,dễ,dàng,đưa,ra,kết,luận,xoá,khỏi,bộ,nhớ,hy,vọng,huy,chương,đột,nhiên,rơi,giải,toàn,các,rồi,đại,hội,chảy,suối,vào,tay,vận,động,địa,mối,đe,doạ,ở,trận,nên,tôi,từng,kỷ,lục,gia,cao,thì,biết,khi,nâng,mức,xà,để,chinh,phục,thông,tin,về,đám,đang,giăng,kín,mạnh,khiến,giật,mình,từ,mầm,non,hải,yến,thanh,trà,ngân,thương,hai,dục,dụng,cụ,tuấn,quỳnh,đơn,bóng,bàn,nay,sự,am,hiểu,tâm,huấn,luyện,phẩm,chất,cựu,tuyển,thủ,điền,kinh,vân,nơi,theo,khí,hậu,sapa,đà,lạt,đồi,dốc,chập,chùng,nhất,buồng,phổi,chạy,cự,ly,dài,luôn,chống,chọi,tình,trạng,yếm,do,bầu,loãng,độ,2,000,m,so,biển,điều,kiện,tự,cộng,pháp,lấy,lượng,tăng,giúp,phan,văn,hoá,phạm,đình,khánh,đoan,vừa,hạ,sơn,800,21,lan,anh,ba,lần,liên,tiếp,giữ,vị,thống,trị,thật,tuyệt,vời,bởi,trước,bình,xem,món,gân,gà,dự,asiad,14,busan,hàn,mục,tiêu,qua,chưa,làm,đá,chuyên,nghiệp,khép,chọn,đào,tạo,chuyển,nhượng,hành,tiền,cách,liệu,lận,đận,đô,hơn,thập
0,0.08602725942481294,0.08602725942481294,0.04143022303014907,0.011713702304471042,0.054162888811072445,0.04301362971240647,0.054162888811072445,0.054162888811072445,0.054162888811072445,0.054162888811072445,0.04301362971240647,0.03649173122886273,0.03649173122886273,0.04301362971240647,0.022862961403137008,0.054162888811072445,0.028275110872701376,0.054162888811072445,0.03649173122886273,0.028275110872701376,0.03649173122886273,0.054162888811072445,0.031864370613740506,0.054162888811072445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.011713702304471042,,,,,,,,,,,0.022862961403137008,,,,,,,,,,0.020715111515074536,0.028275110872701376,0.028275110872701376,0.018820573646653006,0.04301362971240647,0.04301362971240647,0.054162888811072445,0.012905727614522937,0.04301362971240647,0.054162888811072445,0.054162888811072445,0.04301362971240647,0.03649173122886273,0.031864370613740506,0.025342472130196757,0.054162888811072445,0.022862961403137008,0.025342472130196757,0.025342472130196757,0.020715111515074536,0.04301362971240647,0.028275110872701376,0.028275110872701376,0.028275110872701376,0.04301362971240647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,0.016645787485300954,,,,,,,,,,,,,0.0803608414276776,,,,,,,,0.029437263731948028,,,0.02674502570840164,,,,0.01833971818905891,,,,,,,,,,,,,,,,,,0.05185667069364703,0.05185667069364703,0.03601298671133223,0.07696831567889242,0.06112463169657762,0.045280947714262824,0.07696831567889242,0.06112463169657762,0.045280947714262824,0.06112463169657762,0.07696831567889242,0.07696831567889242,0.07696831567889242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017422732279605967,,,,,,,,,0.030864997894234966,0.03421233737576562,0.03421233737576562,0.027965400545350627,,,,,,,,,,,,,,,,,,,0.043016900328549684,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.05806840011174874,0.07311989989494781,0.05806840011174874,0.05806840011174874,0.07311989989494781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.02903420005587437,0.02903420005587437,0.013982700272675314,0.007906749055517954,,,,,,,,,,,,,0.019085699839073433,,,,,,,,0.013982700272675314,,0.019085699839073433,,,,,,,,,,,,0.01710616868788281,,0.015432498947117483,0.01710616868788281,,,,,,,,,,0.01710616868788281,,,,,,,,,,,,,,,,,,,,,,,0.02903420005587437,0.02903420005587437,,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.021508450164274842,0.07311989989494781,0.02463191857948234,0.036559949947473906,0.021508450164274842,0.021508450164274842,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.02903420005587437,0.036559949947473906,0.05806840011174874,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.013982700272675314,0.02903420005587437,0.021508450164274842,0.021508450164274842,0.02903420005587437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.03162699622207182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03484546455921193,,,,,,,,,,,,,,,,,,,,0.06842467475153124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055930801090701254,,,,,0.14623979978989562,0.09852767431792936,0.09852767431792936,0.11613680022349748,0.06842467475153124,0.14623979978989562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.05084618280972841,0.02875181474733801,,,,,,,,,,,,,,,0.08957061301629941,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06940254486935793,0.06940254486935793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13294527253626873,0.13294527253626873,0.06940254486935793,0.05611817798951812,0.07821254605190851,0.13294527253626873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,0.03175971802872695,0.07258550013968593,,,,,,,,,,,,,,0.04276542171970703,0.034956750681688284,,,,,,,,,,0.07258550013968593,0.053771125410687105,,,0.053771125410687105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,,,,0.09139987486868476,0.06157979644870585,0.09139987486868476,0.09139987486868476,0.06157979644870585,0.09139987486868476,0.09139987486868476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487465999299652,0.487465999299652,0.3284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
