,nguyễn,minh,hải,từ,siêu,dự,bị,thành,tay,săn,bàn,đắt,giá,ghi,được,5,thắng,sau,3,lượt,trận,dẫn,đầu,danh,sách,tiền,đạo,của,ha,gia,lai,đã,tạo,nên,một,trong,những,bất,ngờ,lớn,nhất,v,league,2004,vẫn,còn,sớm,để,khẳng,định,sự,ra,đời,ngôi,sao,mới,nhưng,không,thể,phủ,nhận,tiến,bộ,rất,nhanh,vườn,chính,hiệu,ít,ai,biết,rằng,trước,khi,trở,cầu,thủ,là,công,nhân,thi,đường,dây,ngành,bưu,điện,vừa,làm,việc,theo,chế,độ,hợp,đồng,anh,luyện,vào,trường,viễn,thông,trượt,giấc,mơ,cán,thất,vọng,tôi,xin,tập,cùng,các,đội,bởi,hồi,đi,học,bóng,đá,niềm,đam,mê,mặt,khác,cảm,thấy,mình,chơi,khá,tốt,chọn,lựa,lúc,mất,phương,hướng,lại,bước,ngoặt,quan,trọng,cuộc,hình,hạng,ở,mùa,2001,2002,chỉ,4,tiếp,đó,chấn,thương,kéo,dài,dù,có,tên,đấu,giải,chuyên,nghiệp,2003,phải,an,phận,trên,ghế,toàn,cơ,hội,sân,thì,đếm,ngón,lần,nào,cũng,tận,dụng,ngon,lành,đến,thứ,8,gặp,tháp,tại,cao,lãnh,gỡ,hoà,2,góp,phần,giúp,cú,lội,ngược,dòng,ngoạn,mục,bằng,chiến,kể,đều,đặn,nhả,đạn,trị,đem,về,cho,nhà,thường,thay,việt,cuối,tung,lưới,đối,nếu,tính,tỷ,lệ,số,với,tổng,thời,gian,lẽ,quả,dừng,này,tục,tỏ,rõ,năm,phát,kịp,nâng,cấp,chân,sút,mạch,chưa,hai,giang,vòng,cup,quốc,đưa,tứ,kết,nói,hiện,nay,khiêm,tốn,thừa,nhờ,tuyệt,vời,ơn,tất,cả,người,ảnh,hưởng,nhiều,lối,kiatisuk,cặp,ấy,hỏi,kỹ,thuật,cách,di,chuyển,mà,trực,hỗ,trợ,hút,hậu,vệ,phía,khoảng,trống,như,dứt,điểm,giám,đốc,văn,vinh,xét,trò,thế,mạnh,tốc,xuất,cá,và,khả,năng,bên,cạnh,vị,trí,tố,chất,cộng,tuyến,ngày,càng,ổn,vai,ngừng,môi,thuận,lợi,triển,chàng,trưởng,vững,chắc,nằm,triệu,tuyển,chuẩn,loại,world,2006,đánh,xác,nỗ,lực
0,0.022606675369900124,0.011409429139229972,0.010210900204132243,0.0165860754566205,0.028627275283179748,0.019084850188786497,0.0165860754566205,0.013064250275506875,0.022606675369900124,0.022606675369900124,0.031696426630022624,0.028627275283179748,0.019084850188786497,0.02929575039291874,0.007043650362227249,0.022606675369900124,0.010565475543340875,0.019084850188786497,0.019084850188786497,0.022606675369900124,0.0165860754566205,0.028627275283179748,0.022606675369900124,0.019084850188786497,0.019084850188786497,0.01464787519645937,0.019084850188786497,0.010210900204132243,0.01464787519645937,0.010565475543340875,0.011725314482894609,0.011725314482894609,0.019084850188786497,0.019084850188786497,0.010565475543340875,0.008627275283179747,0.011725314482894609,0.028627275283179748,0.022606675369900124,0.028627275283179748,0.01464787519645937,0.022606675369900124,0.022606675369900124,0.0165860754566205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0.022887304994467766,0.029820078419978902,0.01595453156895663,,0.016508555536470116,0.018320803879522826,,,,0.016508555536470116,,,,,,,,,,0.03532293026546894,0.029820078419978902,0.044730117629968355,0.029820078419978902,0.044730117629968355,0.03532293026546894,0.04082578211095898,0.029820078419978902,0.03532293026546894,0.044730117629968355,0.03532293026546894,0.03532293026546894,0.02591574290096953,0.02041289105547949,0.03532293026546894,0.044730117629968355,0.02591574290096953,0.029820078419978902,0.02591574290096953,0.03532293026546894,0.044730117629968355,0.044730117629968355,0.029820078419978902,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.011409429139229972,0.010210900204132243,,,,,0.02612850055101375,,,,,,,0.014087300724454499,,,,,,,,,,,,,0.010210900204132243,,,,,,,0.02113095108668175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057254550566359495,0.057254550566359495,0.04521335073980025,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.038169700377572995,0.033172150913241,0.033172150913241,0.02113095108668175,0.0904267014796005,0.04521335073980025,0.02612850055101375,0.057254550566359495,0.057254550566359495,0.04521335073980025,0.038169700377572995,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,0.03628958409863021,,,,0.05301347274662915,,0.1590404182398875,0.05301347274662915,0.05301347274662915,0.07952020911994374,0.07952020911994374,0.06279632047194478,0.07952020911994374,0.05301347274662915,0.04068854221238714,0.06279632047194478,0.03628958409863021,0.06279632047194478,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.01782723303004683,0.01595453156895663,,,,,0.08165156422191797,,,,,,,,,,,,,,,,,,,,0.01595453156895663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04082578211095898,,,,,0.05183148580193906,,,,,,,,,,,,0.059640156839957804,,,,,,0.04082578211095898,,,0.07064586053093788,0.059640156839957804,0.07064586053093788,,,,,,,,,,,,,,,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00911687518226093,,0.0188669206131087,0.020938061576597514,0.020938061576597514,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02961799188682232,0.02961799188682232,0.0188669206131087,,,,,,,,,,,,,,,,,,0.04036906316053593,0.023329018349119417,,,,,,,,0.051120134434249544,0.051120134434249544,0.04187612315319503,0.051120134434249544,0.03408008962283303,0.04036906316053593,0.04036906316053593,0.023329018349119417,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.02961799188682232,0.026156919993677447,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05862657241447305,,,,,,,,,,0.07323937598229685,,,,,0.14313637641589874,0.14313637641589874,0.14313637641589874,0.14313637641589874,0.06532125137753438,0.0829303772831025,0.11303337684950061,0.0829303772831025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,,,0.01109880456970896,,,,,,,,0.03750989253556412,,,0.049144946456304614,,0.03184320694882472,,,,,,,,,,0.028400544077188856,,0.049144946456304614,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025489814093249148,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.041488804758231516,0.06223320713734728,0.03605668577526196,0.049144946456304614,0.06223320713734728,0.049144946456304614,0.049144946456304614,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.013582653737178537,0.012155833576347908,,,,,,,,0.025155894150811604,,,0.03487589332490326,0.01677059610054107,,0.025155894150811604,,,,,,,,,,,,0.03487589332490326,0.025155894150811604,0.027917415435463354,,,,,0.020541131626618445,,,,,0.03487589332490326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03110535779882589,,,,,0.03487589332490326,,,,,,,,,,,,,,,,,,,,,,,,,0.05382541754738124,0.06816017924566606,0.03487589332490326,0.039490655849096425,0.06816017924566606,0.06816017924566606,0.04544011949711071,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.022720059748555354,0.019745327924548212,,,,,,,,,,,0.022720059748555354,,,,,,0.022720059748555354,0.022720059748555354,,,0.006077916788173954,0.01743794666245163,0.012577947075405802,0.013958707717731677,,,0.022720059748555354,0.012577947075405802,0.020541131626618445,,,,,,,,,0.05382541754738124,,,,,,,,,,0.02691270877369062,,,,,,,,,,,,,,,,,,,,,,,0.012577947075405802,,,0.015552678899412945,,,,,,,,,,,,,,0.01743794666245163,,,,,,,,,,,,,,,,,0.015552678899412945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02691270877369062,,0.01743794666245163,,,,,,0.022720059748555354,0.019745327924548212,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.013958707717731677,0.03408008962283303,0.022720059748555354,0.019745327924548212,0.03408008962283303,0.03408008962283303,0.022720059748555354,0.02691270877369062,0.03408008962283303,0.03408008962283303,0.02691270877369062,0.02691270877369062,0.02691270877369062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.013582653737178537,0.012155833576347908,,,,,,0.05382541754738124,,,,,,0.01677059610054107,,,,,,,,0.05382541754738124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,0.039490655849096425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05382541754738124,,,0.05382541754738124,0.05382541754738124,0.039490655849096425,0.06816017924566606,0.05382541754738124,0.06816017924566606,0.05382541754738124,0.06816017924566606,0.039490655849096425,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
