,safin,sẵn,sàng,bước,vào,cuộc,chinh,phục,mới,tạo,được,bất,ngờ,tại,australia,mở,rộng,khi,liên,tiếp,vượt,qua,những,tay,vợt,hàng,đầu,để,có,mặt,trong,trận,chung,kết,marat,đã,khẳng,định,sự,trở,lại,với,đấu,đỉnh,cao,giờ,đây,anh,cùng,đội,tuyển,nga,phiêu,lưu,ở,davis,cup,sẽ,gặp,láng,giềng,belarus,minsk,gỡ,của,hiểu,nhau,rất,rõ,này,thành,mối,quan,tâm,lớn,chiếm,hầu,hết,trang,báo,thể,thao,hai,nước,nhiều,tuần,tổng,thống,alexander,lukashenka,và,cựu,boris,yeltsin,cũng,theo,dõi,chạm,trán,giữa,ngay,trước,ngày,thi,trưởng,shamil,tarpishchev,gây,chọn,andreev,là,số,1,chứ,không,phải,mikhail,youzhny,ấn,tượng,nhất,chức,vô,địch,năm,2002,nikolay,davydenko,một,còn,trẻ,tham,vọng,đánh,giá,khả,năng,hiện,các,bài,tập,tuy,nhiên,lo,lắng,nay,tình,trạng,sức,khỏe,sau,chỉ,tới,thủ,đô,hôm,thứ,tư,vậy,vẫn,tôi,lấy,nhanh,hy,mọi,chuyện,đâu,đấy,hạng,thấp,lợi,bởi,nếu,đứng,vị,trí,bảng,xếp,atp,cơ,hội,đối,nhẹ,cân,nhưng,trọng,mirnyi,86,khác,vòng,world,group,diễn,ra,từ,6,đến,8,2,thụy,điểnmỹ,áomarốc,argentinaromania,sĩpháp,croatiahà,lan,canadach,czech,tây,ban,nha
0,0.019880052279985932,0.018230442987327084,0.018230442987327084,0.018230442987327084,0.011958984744327475,0.009940026139992966,0.024501901230326695,0.024501901230326695,0.014561875090333725,0.024501901230326695,0.018230442987327084,0.014561875090333725,0.018230442987327084,0.011958984744327475,0.011958984744327475,0.014561875090333725,0.014561875090333725,0.018230442987327084,0.024501901230326695,0.024501901230326695,0.024501901230326695,0.014561875090333725,0.03646088597465417,0.008290416847334116,0.008290416847334116,0.024501901230326695,0.018230442987327084,0.018230442987327084,0.009940026139992966,0.018230442987327084,0.011958984744327475,0.03646088597465417,0.024501901230326695,0.024501901230326695,0.024501901230326695,0.018230442987327084,0.018230442987327084,0.018230442987327084,0.024501901230326695,0.014561875090333725,0.014561875090333725,0.018230442987327084,0.014561875090333725,0.024501901230326695,0.018230442987327084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.05147419196421765,0.03376654516045405,0.028065956159980143,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,0.05147419196421765,0.04111588260800111,0.03376654516045405,0.06918183876798126,0.023408235804237506,0.03376654516045405,0.028065956159980143,0.06918183876798126,0.06918183876798126,0.05147419196421765,0.04111588260800111,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,0.05740312677277189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03979400086720376,0.05740312677277189,0.047712125471966245,,,,,,0.047712125471966245,0.06989700043360189,0.11760912590556814,0.11760912590556814,0.05740312677277189,0.11760912590556814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.014458219839989772,,,,,,,,,,,,,,,,0.021180909222303604,0.05303401596313334,0.012058788141576897,0.012058788141576897,,,,,,0.017394886900839967,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,,,0.021180909222303604,,,,,0.03563912906229338,0.028916439679979544,0.03563912906229338,0.03563912906229338,0.021180909222303604,0.03563912906229338,0.03563912906229338,0.02651700798156667,0.03563912906229338,0.02651700798156667,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.02651700798156667,0.03563912906229338,0.02651700798156667,0.03563912906229338,0.02651700798156667,0.03563912906229338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.019084850188786497,,,,,,,,,,,,,,,,,,,,,,0.03500245053566801,0.019084850188786497,0.03500245053566801,,,,,,,,,,,,,,,,,,,,0.015917600346881503,,0.019084850188786497,,,,,,0.019084850188786497,,,,0.022961250709108753,,,,,,,,,,,,,,,,,,,,,0.03500245053566801,,,,0.09408730072445451,0.09408730072445451,0.047043650362227254,0.047043650362227254,0.019084850188786497,0.047043650362227254,0.047043650362227254,0.047043650362227254,0.047043650362227254,0.03500245053566801,0.047043650362227254,0.047043650362227254,0.047043650362227254,0.047043650362227254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,0.0142646939660412,0.017858393130442858,,,,,0.017858393130442858,,,,,,0.016242449333552553,0.016242449333552553,,,,,,0.011714923831177934,,,,,0.017858393130442858,,,,,,,0.0142646939660412,,,,,,,0.032484898667105105,0.023429847662355868,0.01947433692733316,,,,,,,,,,,,,0.01947433692733316,,,,,,,,,,,,,,,,,,,,,,,,,,0.00973716846366658,,,,,,,,,,0.024001862429707782,0.017858393130442858,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.017858393130442858,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.011714923831177934,0.017858393130442858,0.0142646939660412,0.024001862429707782,0.024001862429707782,0.017858393130442858,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.017858393130442858,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,0.024001862429707782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,0.039775511972350006,,,,,,,,,,,0.031771363833455406,,0.018088182212365345,0.018088182212365345,,,,0.021687329759984657,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039775511972350006,,,,0.039775511972350006,,,,,,,,,,,,,,,,,,,,,,,,,,0.02609233035125995,,,,,,,,,,,,,,,,,,0.05345869359344006,0.05345869359344006,0.05345869359344006,0.05345869359344006,0.039775511972350006,0.05345869359344006,0.05345869359344006,0.039775511972350006,0.039775511972350006,0.039775511972350006,0.039775511972350006,0.05345869359344006,0.05345869359344006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.022720059748555354,,,,,,,,,,,,,,0.027334822272748516,0.0332842859207628,0.0332842859207628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01894952422247798,0.027334822272748516,0.022720059748555354,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027334822272748516,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04166958397103333,,,,0.04166958397103333,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.04166958397103333,0.04166958397103333,0.056004345669318153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.06989700043360189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05740312677277189,,,,,,,,,,,,,,0.05740312677277189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11760912590556814,0.11760912590556814,0.08750612633917002,0.11760912590556814,0.11760912590556814,0.08750612633917002,0.11760912590556814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.06250437595655,0.06250437595655,,0.04100223340912277,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06250437595655,0.06250437595655,,,,,,,,,,0.04100223340912277,,,,,,,,,,,,,,,,,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06250437595655,,,,,,,,0.06250437595655,,,,,,,,,0.08400651850397724,0.08400651850397724,0.06250437595655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
