,cuộc,chiến,của,những,kẻ,khốn,khổ,thành,manchester,cuối,tuần,này,giải,ngoại,hạng,anh,tiếp,tục,tranh,tài,với,tâm,điểm,là,trận,derby,căng,thẳng,ở,nếu,như,mu,đang,cố,gắng,tuyệt,vọng,để,bảo,vệ,danh,hiệu,vô,địch,premiership,thì,city,cũng,phải,đấu,tinh,thần,cao,nhất,tránh,xa,nhóm,xuống,rơi,vào,một,đại,khủng,hoảng,trước,chuyến,viếng,làm,khách,trên,sân,man,trong,mang,nhiều,ý,nghĩa,cả,hai,đội,hoà,1,porto,đã,loại,họ,ra,khỏi,vòng,tứ,kết,champions,league,lần,đầu,tiên,sau,8,năm,hơn,nữa,tại,kém,arsenal,9,và,sẽ,vượt,qua,chính,cường,bất,bại,27,bán,cup,fa,không,chỉ,thanh,toán,ân,oán,nội,bộ,loạt,chấn,thương,án,treo,giò,vị,trí,quan,trọng,g,neville,roy,keane,silvestre,fortune,c,ronaldo,đều,nghỉ,dưỡng,thu,hẹp,cơ,hội,giành,thắng,lợi,thất,có,thể,nói,hy,công,chức,trở,điệp,vụ,khả,thi,nguy,về,mùa,trắng,tay,hiển,hiện,mắt,hlv,ferguson,các,học,trò,khi,đó,rất,cần,thoát,tốp,cầm,đèn,đỏ,vì,giờ,đây,lẹt,đẹt,thứ,15,vẻn,vẹn,3,thật,đáng,buồn,được,số,thấp,kỷ,lục,lịch,sử,clb,đúng,lặp,lại,tích,xếp,bảng,tổng,sắp,2003,nên,quá,vời,quân,kevin,keegan,bởi,thế,mục,tiêu,trụ,cặp,28,bảybirmingham,leicester,blackburn,bolton,chelsea,charlton,middlesbrough,everton,portsmouth,fulham,leeds,chủ,nhậtman,southampton,liverpool,tottenham,newcastle,wolves,aston,villa,alex,cho,biết,tôi,ngày,vực,dậy,toàn,chỉnh,luật,sức,mạnh,hàng,phòng,ngự,thú,hậu,vấn,đề,vừa,bạn,tạo,đối,phương,khoảng,trống,bị,thủng,lưới,điều,dễ,hiểu,premier,kể,từ,rio,ferdinand,chúng,tới,bàn,còn,gary,hồi,tưởng,thời,vẻ,bã,cách,vài,dẫn,nhưng,sự,thường,cầu,thủ,biến,mọi,mặt,tổn,tự,tôn,tuy,nhiên,gian,đến,lúc,lấy,gì,xứng,thuộc,bắt,bằng,gặp,vẫn,thức,nhiệm,mình,giúp,dần,đi,lên,lý,do,of,hứa,hẹn,tin,bóng,dàng,buông,xuôi,đánh,người,em,cùng,phố,ảnh,hưởng,nghiêm,ngay,chạm,trán,thăng,2002,tỷ,maine,road,old,trafford,duy,trì,tốt,2,láng,giềng,trường,quốc,gia,hình,xuất,phát,dự,kiến,4,môn,james,dunne,distin,van,buyten,tarnat,tiền,wright,phillips,mcmanaman,barton,sinclair,đạo,wanchope,fowler,howard,p,oshea,brown,pugh,fletcher,scholes,butt,giggs,nistelrooy,saha,hành,trang,tấm,vé,pháo,london,giữ,mất,mát,khá,lớn,dennis,bergkamp,năng,vắng,xương,sườn,pha,va,t,hủ,celta,vigo,pablo,cavellero,hà,lan,chơi,ấn,tượng,ăn,tình,huống,đột,phá,dũng,mãnh,trung,lộ,chuyền,thuận,henry,mở,amoruso,tuyên,bố,ngớ,ngẩn,nghĩ,rằng,đất,đá,luôn,chứa,đựng,ngờ,tiếng,còi,chung,chưa,cất,ai,khăn,gói,đường,reebok,nhì,mà,cudicini,lời,đồn,xung,quanh,chiếc,ghế,claudio,ranieri,phụ,quả,dường,thoả,mãn,tham,ngút,trời,phú,nga,roman,abramovich,bớt,ngược,hoặc,đẩy,tương,lai,lược,italy,chỗ,bấp,bênh,30,liên,đỉnh,quyền,stuttgart,giữa,1995,1996,bao,rời,trọn,lượt,nay,stamford,bridge,nhờ,phản,nhà,john,terry,phút,dù,vậy,6,gần,đoàn,thua,vận,đen,đeo,đuổi,middlesborough,29,tt,th,bđiểm,1arsenal,20,70,67,2chelsea,18,45,58,3mu,4newcastle,10,12,542,5birmingham,11,97,42,6charlton,79,40,7liverpool,26,39,8villa,710,37,9fulham,611,36,413,34,810,934,13,89,33,14,78,77,16,69,17,66,24,59,19,411,23,57,22
0,0.03401153749427718,0.02998125566820299,0.014590247451439687,0.0268551262163302,0.04940254571104049,0.059113190732459235,0.059113190732459235,0.04860178494571687,0.0731315424754979,0.043722182515695936,0.03969190068962174,0.02998125566820299,0.03401153749427718,0.03969190068962174,0.02998125566820299,0.043722182515695936,0.03969190068962174,0.04940254571104049,0.059113190732459235,0.04940254571104049,0.024300892472858434,0.059113190732459235,0.02551987830800036,0.028331174298932626,0.020270610646784242,0.04940254571104049,0.043722182515695936,0.043722182515695936,0.023179534206432244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.027335850756302727,,,,,,,0.033339379657947574,,,,,,0.027335850756302727,,,,,,0.022156696078194454,,,,,,,,,0.04504349756006633,0.036189674158184526,0.02583136480196798,0.029041496255646455,0.05389732096194813,0.05389732096194813,0.05389732096194813,0.03986434288195806,0.054671701512605454,0.03986434288195806,0.029041496255646455,0.05389732096194813,0.05389732096194813,0.03986434288195806,0.036189674158184526,0.033339379657947574,0.03986434288195806,0.020187672853764653,0.033339379657947574,0.03986434288195806,0.023268124339647388,0.036189674158184526,0.036189674158184526,0.05389732096194813,0.04504349756006633,0.05389732096194813,0.036189674158184526,0.04504349756006633,0.04504349756006633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.058575425684588484,,0.025127648388590572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04879257795927285,0.05485615959399886,,,,,,,,,,,,,,,,,,,,,,,,,,0.10180605070590201,0.058575425684588484,0.04395090153044507,0.08508216205790306,0.10180605070590201,0.10180605070590201,0.04625049515034646,0.10180605070590201,0.10180605070590201,0.06835827340990411,0.07529931433258744,0.058575425684588484,0.05163438476190515,0.04625049515034646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,0.06277730555488428,,,,0.05236574417085929,0.12762324308685458,,,,,,,,,,,,,,,,,,,,,0.05719840641899985,,,,,,,,,,,,,,,,,,,,,,,,,,0.06277730555488428,0.15270907605885303,0.08228423939099828,0.12762324308685458,0.15270907605885303,0.09446157569751812,0.10253741011485615,0.06937574272551969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,0.02856313318410507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037841314213919834,,,,,,,,,,,,,,,,0.06160852990848064,0.13922535609475048,0.0832958596684653,0.042246314805195126,0.055929496426285176,0.039921200148495976,0.06961267804737524,0.051524495835009884,0.051524495835009884,0.06160852990848064,0.044882312395089975,0.051524495835009884,0.04792534828739058,0.055929496426285176,0.04792534828739058,0.06961267804737524,0.039921200148495976,0.06961267804737524,0.055929496426285176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,0.027335850756302727,0.031010519480076257,0.036189674158184526,0.027335850756302727,,,,,,,,0.023268124339647388,,,,,,,,,,,,,,,,,,,,,0.036189674158184526,0.033339379657947574,,,,0.03986434288195806,0.023268124339647388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02448555625606577,,,,,,0.02583136480196798,,,0.033339379657947574,,0.029041496255646455,,,,,,0.02583136480196798,,,0.03986434288195806,0.036189674158184526,0.10001813897384272,0.04504349756006633,0.031010519480076257,0.03986434288195806,0.020187672853764653,0.031010519480076257,0.05389732096194813,0.04504349756006633,0.04504349756006633,0.05389732096194813,0.036189674158184526,0.023268124339647388,0.033339379657947574,0.05389732096194813,0.036189674158184526,0.04504349756006633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,0.18833191666465288,,,,0.15709723251257787,,,,,,,,,,,,,,,,,,,,,,,,,0.1977790568870028,,,,,,,,,,,,,,,,,,,,,,0.20812722817655907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.08110443556327637,,,,,,,0.05794828205066243,0.08719530064386288,,,,,,,,,,,,,,,0.06755895409745473,,,,,,,,,,,,,,,,,,,,,,,0.05279852900215371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07149376351648407,0.08719530064386288,0.14096222405432587,0.14096222405432587,0.14096222405432587,0.14096222405432587,0.14096222405432587,0.14096222405432587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,0.05203180704413977,,,,,,,,,,,,,,,,,,,,,,,,,0.04491034752496247,,0.07690305758614212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494447642217507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04289880481424989,,,,,,,,,,,,,,,,,,,,0.11453180704413977,0.06589735389516205,0.06589735389516205,0.11453180704413977,0.08471172862416088,0.08471172862416088,0.08471172862416088,0.08471172862416088,0.11453180704413977,0.08471172862416088,0.11453180704413977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0762645418919998,,,,,,,,,,,,,,,,,,,,,,,,0.15059862866517487,0.15059862866517487,,,,,,0.15059862866517487,0.20361210141180403,0.20361210141180403,0.20361210141180403,0.20361210141180403,0.20361210141180403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
