,real,madrid,an,phận,ở,vị,trí,thứ,hai,đêm,qua,phải,chờ,đến,bàn,thắng,của,ronaldo,nhà,đương,kim,vô,địch,mới,giành,được,một,trận,hoà,1,trên,sân,betis,với,điểm,có,sau,này,clb,hoàng,gia,vẫn,duy,trì,nhì,bảng,mình,ra,quân,đầy,đủ,những,anh,tài,như,figo,beckham,và,nhạc,trưởng,zidane,nhưng,chính,lại,bị,ép,ngay,tiếng,còi,khai,cuộc,đội,chủ,không,chế,đấu,trong,suốt,thời,gian,hiệp,khiến,các,siêu,hậu,vệ,hoạt,động,hết,sức,mệt,mỏi,đặc,biệt,là,roberto,carlos,raul,bravo,kết,quả,bảymurcia,celta,2,2valladolid,valencia,0,0barcelona,bilbao,1chủ,nhậtdeportivo,zaragoza,4,1mallorca,santander,1osasuna,albacete,1sociedad,espanyol,3,1villarreal,malaga,0atletico,sevilla,1betis,33,phút,bóng,lăn,mở,tỷ,số,cách,xứng,đáng,nhờ,công,tiền,joaquin,cầu,thủ,mà,cũng,đang,rất,thèm,muốn,thua,lỗi,lớn,hàng,khách,khi,họ,mất,tập,trung,khoảng,trống,để,tung,cú,vôlê,từ,8,m,thì,chắc,chắn,khung,thành,môn,iker,casillas,sẽ,bắn,hạ,tụt,phía,lâu,hơn,nữa,tướng,thống,lĩnh,đoàn,vùng,lên,tấn,tuy,nhiên,nỗ,lực,chỉ,tạo,đường,nguy,hiểm,trước,giờ,nghỉ,giải,lao,thực,hiện,sút,căng,mảnh,lưới,pedro,contreras,giữ,sạch,sang,thế,gì,thay,đổi,so,45,đầu,tiên,làm,khổ,tăng,chiến,bất,cẩn,60,zinedine,khởi,xướng,pha,lộ,chuyền,sát,trừng,phạt,bằng,dứt,kiếm,khó,nhọc,cho,thể,soán,ngôi,do,còn,kém,44,43,chấp,nhận,màn,trình,diễn,ấn,tượng,deportivo,đã,vang,dội,bước,lợi,nhất,đá,phản,juan,valeron,dẫn,22,diego,tristan,san,tạt,chuẩn,xác,tuyệt,đối,albert,luque,chứng,minh,đẳng,cấp,tuyển,quốc,tây,ban,nha,chuyển,quyết,tâm,sửa,sai,nâng,phương,lần,75,sergio,định,6,tay,săn,primera,liga,15,12,torres,atletico,10,mista,9,ballesta,anderson,villarreal,milosevic,makukula,valladolid,etoo,mallorca,7,villa,pandiani,kahveci,sociedad,kluivert,barcelona,karanka,murcia,baptista,ronaldinho,aranda,silva,bodipo,5,reyes,jesuli,bruggink,baraja,correa,urzaiz,vicente,tiko,garcia,oliveira,18,tt,th,bđiểm,1valencia,20,13,52,2real,3deportivo,40,4atletico,46,34,5villarreal,96,533,6osasuna,79,430,7barcelona,77,628,8bilbao,76,727,9santander,68,626,11,67,725,66,824,73,24,14,58,723,72,23,16,63,21,17,49,721,55,19,210,816,42
0,0.02490436965035098,0.03870288343971888,0.03824252291813022,0.03824252291813022,0.025347353871652854,0.025347353871652854,0.025347353871652854,0.01935144171985944,0.02197063126061772,0.030106577089373966,0.030106577089373966,0.025347353871652854,0.03824252291813022,0.030106577089373966,0.009075462214140354,0.01540203535017733,0.02019354934122124,0.01935144171985944,0.01935144171985944,0.030106577089373966,0.030106577089373966,0.030106577089373966,0.030106577089373966,0.03824252291813022,0.025347353871652854,0.025347353871652854,0.01245218482517549,0.017211408042896604,0.025347353871652854,0.02766937086372294,0.030106577089373966,0.030106577089373966,0.017211408042896604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.04465962348815026,0.04465962348815026,,,,,,,,,,0.017789555372028233,,,,,,,,,0.08931924697630052,0.02193956373959491,0.030324861789865442,,,,,,0.038710159840135976,0.04465962348815026,0.03409539731594282,0.027136919426502912,0.053044921538420796,0.06737968323670561,0.06737968323670561,0.04465962348815026,0.04465962348815026,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.015887270294189418,0.02468977047016549,,,,,,,,,,,,,,,,0.02468977047016549,,,,,,,,,,,,,,,,0.02803149505665019,,,0.01965087268815728,,,,,,,,,,,0.02803149505665019,0.038411839734718504,0.04879218441278683,0.038411839734718504,0.03233972735348812,0.038411839734718504,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.021959382675419803,0.04879218441278683,0.04879218441278683,0.03233972735348812,0.03233972735348812,0.04879218441278683,0.03233972735348812,0.02803149505665019,0.04879218441278683,0.038411839734718504,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.01279807884809703,,,,,,,,,,,0.026051447034754316,,,,,0.010377240633683137,,0.01988898176763331,,,,,,,,0.01279807884809703,0.017689502710754843,,,,,0.017689502710754843,,,,,,,,,,,,,,,,,,,,,,,,,0.017689502710754843,,,,,,,,,,,,,,0.01582986966546003,0.01988898176763331,0.022580926573412655,0.03930481522141161,0.03930481522141161,0.026051447034754316,0.03930481522141161,0.030942870897412128,0.030942870897412128,0.026051447034754316,0.03930481522141161,0.030942870897412128,0.03930481522141161,0.03930481522141161,0.022580926573412655,0.03930481522141161,0.03930481522141161,0.030942870897412128,0.03930481522141161,0.03930481522141161,0.03930481522141161,0.03930481522141161,0.03930481522141161,0.026051447034754316,0.03930481522141161,0.030942870897412128,0.030942870897412128,0.03930481522141161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.013961540561560397,,,,,,,0.01084853550961817,,,,,,,0.00508775912004838,0.0086344743629782,0.005660313072918075,,,,,,,,,,0.006980770280780198,,,0.03877904249839957,,,0.009648819660411733,,,0.01084853550961817,0.0086344743629782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012316869040043267,,,,,,,,,,,,,,0.02143899012076997,0.02143899012076997,0.02143899012076997,0.012316869040043267,0.050633788741219855,0.02143899012076997,0.012316869040043267,0.02143899012076997,0.02143899012076997,0.01687792958040662,0.02143899012076997,0.02143899012076997,0.012316869040043267,0.012316869040043267,0.02143899012076997,0.01687792958040662,0.02143899012076997,0.014209880200775083,0.02143899012076997,0.01687792958040662,0.01687792958040662,0.02143899012076997,0.014209880200775083,0.02143899012076997,0.012316869040043267,0.02143899012076997,0.02143899012076997,0.007755808499679914,0.014209880200775083,0.02143899012076997,0.02143899012076997,0.014209880200775083,0.014209880200775083,0.014209880200775083,0.02143899012076997,0.02143899012076997,0.02143899012076997,0.012316869040043267,0.014209880200775083,0.014209880200775083,0.01687792958040662,0.0086344743629782,0.02143899012076997,0.012316869040043267,0.02143899012076997,0.01687792958040662,0.02143899012076997,0.01687792958040662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,0.006335700036286662,,0.014097383502361997,,,,,,,,,,0.01738606937854691,,,,,,,,,0.027018994099426385,,0.021017799100128996,,,,,,,,,,0.015337987861185953,,,0.021017799100128996,,,,,,,0.02403102255045941,,,,,,,0.015337987861185953,,,,,,,0.01075236430106719,,,,,,,0.021017799100128996,0.021017799100128996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017695322514172745,,,,,,0.017695322514172745,,0.02150472860213438,,,,0.021017799100128996,,,0.026697610339072038,0.026697610339072038,0.026697610339072038,0.017695322514172745,0.017695322514172745,0.02403102255045941,0.021017799100128996,0.026697610339072038,0.026697610339072038,0.021017799100128996,0.04203559820025799,0.026697610339072038,0.017695322514172745,0.017695322514172745,0.021017799100128996,0.026697610339072038,0.026697610339072038,0.021017799100128996,0.026697610339072038,0.021017799100128996,0.021017799100128996,0.021017799100128996,0.026697610339072038,0.021017799100128996,0.026697610339072038,0.026697610339072038,0.026697610339072038,0.026697610339072038,0.026697610339072038,0.026697610339072038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.02193956373959491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027136919426502912,,,,,,,,,,,,0.053044921538420796,,,,,,,,,,,,0.04465962348815026,,,0.04465962348815026,,,,,,,,,0.03409539731594282,0.038710159840135976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038710159840135976,,,,,,,,,,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.06737968323670561,0.053044921538420796,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,0.018223446966467948,0.017463496186214615,,,,,,,,0.02287444129880867,0.022474675050316736,,,0.012484960023874983,,,,,,,,,,,,0.02287444129880867,,,,,,0.019827155040069648,,,,,,,,,,,,,,0.02287444129880867,,,,,,,,,,0.013899397755038078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012484960023874983,0.02287444129880867,,,,,,,,,,,,,,,0.019827155040069648,,,,,,,,,0.02287444129880867,0.015532246282614008,,,,,,,,,0.02716935005626431,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02287444129880867,0.02287444129880867,0.02716935005626431,0.02716935005626431,0.02716935005626431,0.034511545072458974,0.02287444129880867,0.034511545072458974,0.034511545072458974,0.017463496186214615,0.02716935005626431,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.02716935005626431,0.034511545072458974,0.034511545072458974,0.02287444129880867,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.015887270294189418,,,,,,,,0.02803149505665019,,,,,,,,,,0.02468977047016549,,,,,,,,,0.021959382675419803,,,,,0.021959382675419803,0.02803149505665019,,0.02468977047016549,,,,,,0.06467945470697624,,,,,,,,,,,,,,,,0.021959382675419803,,,,,,,,,,,,,,0.01965087268815728,0.02468977047016549,0.02803149505665019,,,,,,,0.03233972735348812,,0.038411839734718504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01765115037858187,,,,,,,,,,,,,0.038411839734718504,0.01965087268815728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.02468977047016549,0.04879218441278683,0.04879218441278683,0.04879218441278683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,0.023744804498190046,0.015565860950524705,,,,,,,,0.039077170552131474,,0.019197118272145545,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,0.023744804498190046,,,,,,,,,,0.039077170552131474,,,0.04641430634611819,,,,0.04641430634611819,,0.039077170552131474,,,,,,,0.04641430634611819,0.04641430634611819,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,0.039077170552131474,0.039077170552131474,0.04641430634611819,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05895722283211741,0.039077170552131474,0.04641430634611819,0.05895722283211741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
