,arsenal,mua,reyes,với,giá,kỷ,lục,của,clb,thành,london,vừa,đồng,ý,bỏ,ra,20,triệu,bảng,để,tiền,đạo,cánh,tuổi,đầy,tài,năng,người,tây,ban,nha,jose,antonio,như,vậy,có,chữ,ký,cầu,thủ,chơi,được,ở,nhiều,vị,trí,này,đã,phải,trả,cho,sevilla,khoản,lớn,nhất,trong,lịch,sử,chuyển,nhượng,đội,bóng,đô,nước,anh,khẳng,định,các,cuộc,thương,thảo,kết,thúc,tốt,đẹp,vào,thứ,ba,và,sẽ,thi,đấu,tại,sân,highbury,theo,bản,hợp,dài,hạn,khả,là,5,năm,chính,cũng,tiết,lộ,về,vụ,trên,trang,web,thức,mình,nhưng,trở,trước,khi,kỳ,mùa,đông,chủ,nhật,trải,qua,kiểm,tra,sức,khoẻ,thể,diễn,tối,nay,nếu,mọi,chuyện,hưởng,mức,lương,lên,tới,40,000,tuần,hồi,tháng,7,đề,nghị,chỉ,8,bị,từ,chối,không,chịu,đích,thân,phó,tịch,david,dein,bay,phố,seville,cuối,tái,đàm,phán,quả,sắp,đắt,kể,đời,đó,13,mang,thánh,địa,pháp,wiltord,2000,việc,chấm,dứt,18,kiệm,phía,bắc,khoảng,thời,gian,hlv,wenger,phép,tậu,bất,cứ,nào,nhằm,giúp,dồn,kinh,phí,công,xây,vận,động,mới,trị,400,ông,maria,del,nido,rất,buồn,bán,hết,2010,quyết,vì,mà,đưa,quá,hấp,dẫn,sau,hay,tin,chấp,nhận,yêu,phát,biểu,giờ,đây,tôi,hạnh,phúc,thế,giới,bởi,rời,một,những,lại,khoác,áo,hàng,đầu,vui,mừng,cùng,hỗ,trợ,chân,sút,henry,nhà,cầm,quân,chúng,chắc,chắn,tuyệt,vời,cậu,ấy,trẻ,xuất,sắc,vệ,trái,đâu,sơ,đồ,tấn,bài,chiến,lược,hình,tuy,nhiên,đối,kanu,hai,lão,tướng,34,bergkamp,đều,bổ,sung,ưng,đánh,triển,vọng,đá,trưởng,lò,đào,tạo,lần,ngày,30,1,16,ghi,21,bàn,85,trận,giải,vô,địch,primera,liga,còn,viên,u19,châu,âu,2002,tuyển,6,9,2003,thắng,bồ,3,0,2,4,quốc,tế,gần,mặt,phần,dự,euro,2004,vài,nét,1983,sinh,utrera,ngoại,ô,mắt,thua,real,zaragoza,2001,giành,chỗ,đứng,29,chức,inaki,saez,gọi,tập,huấn,giao,hữu,tham,vòng,loại,sang
0,0.012564508062233805,0.06719124587493484,0.01989063704295105,0.01594123067326894,0.020700453890990053,0.03359562293746742,0.03359562293746742,0.012564508062233805,0.03188246134653788,0.018891081198270782,0.03359562293746742,0.04173156876622367,0.01732373127995492,0.03359562293746742,0.0288363997197463,0.01594123067326894,0.08346313753244734,0.02284048756795289,0.02284048756795289,0.020700453890990053,0.020700453890990053,0.025459677108711172,0.03359562293746742,0.025459677108711172,0.03359562293746742,0.03359562293746742,0.025459677108711172,0.018891081198270782,0.014704541739196641,0.014704541739196641,0.014704541739196641,0.02284048756795289,0.03359562293746742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.012233863113227652,,,,,,,0.024467726226455305,,,,,,,,,,,,0.02015570510438505,0.02015570510438505,,,,,,,,,,,,,0.032711527597007746,0.032711527597007746,0.013228298926106592,0.040633369588165144,0.028077547095542447,0.022239422105638337,0.049579371211700696,0.032711527597007746,0.015521724602919756,0.01839394748252681,0.032711527597007746,0.040633369588165144,0.040633369588165144,0.01839394748252681,0.01839394748252681,0.022239422105638337,0.032711527597007746,0.024789685605850348,0.016867843614692946,0.040633369588165144,0.040633369588165144,0.028077547095542447,0.014317580114480939,0.040633369588165144,0.040633369588165144,0.022239422105638337,0.024789685605850348,0.012233863113227652,0.022239422105638337,0.040633369588165144,0.032711527597007746,0.02015570510438505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.012913522175073633,,0.010221577369294289,,,,,,0.0163840426364153,,,,0.017804946037731445,,,,,,,,,,,,,,0.02616689036173092,,,,,,,,,0.013963204422001402,,,,,,,,,,,,0.0194158334537783,,,,,,,,,,,,,,,,,,0.04289077900972988,0.0345288346857304,0.0345288346857304,0.029637410823072585,0.04289077900972988,0.04289077900972988,0.02616689036173092,0.029637410823072585,0.029637410823072585,0.0345288346857304,0.0163840426364153,0.04289077900972988,0.04289077900972988,0.02127546649907311,0.023474945555951577,0.02616689036173092,0.02616689036173092,0.029637410823072585,0.0345288346857304,0.0345288346857304,0.029637410823072585,0.029637410823072585,0.02127546649907311,0.0345288346857304,0.02616689036173092,0.0345288346857304,0.013963204422001402,0.0345288346857304,0.029637410823072585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.020443154738588577,,,,,0.025827044350147266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,0.0388316669075566,,,,,,,,,,,0.046949891111903154,0.05233378072346184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1381153387429216,0.05233378072346184,0.0690576693714608,0.08578155801945976,0.05927482164614517,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.0690576693714608,0.08578155801945976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.012233863113227652,,0.009683599613015643,,,,,0.012233863113227652,,0.01839394748252681,,,,,,0.015521724602919756,,,,0.02015570510438505,,,,,,,,0.01839394748252681,,,,,,,,0.013228298926106592,,,,,,,,,,,0.01839394748252681,,0.022239422105638337,,,,,,,,,,0.022239422105638337,0.024789685605850348,,,,,,,,,0.028077547095542447,,,0.024789685605850348,0.028077547095542447,,,0.015521724602919756,,,,0.022239422105638337,,,,,,,,,,,,,,,0.032711527597007746,,,,,,,,,0.032711527597007746,,0.024789685605850348,0.032711527597007746,0.02015570510438505,0.01839394748252681,0.040633369588165144,0.02015570510438505,0.040633369588165144,0.028077547095542447,0.040633369588165144,0.040633369588165144,0.040633369588165144,0.040633369588165144,0.040633369588165144,0.040633369588165144,0.040633369588165144,0.022239422105638337,0.032711527597007746,0.040633369588165144,0.040633369588165144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.0216456932526232,,,,,,,,,,,,,0.034695619700644165,,,,,,,,,,,,,,,,,,,,0.029569138776002972,,,,,,0.034695619700644165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0627615758606243,0.07311988521684085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049711649412603344,0.07311988521684085,,,0.09082753202060445,0.09082753202060445,0.09082753202060445,0.09082753202060445,0.0627615758606243,0.09082753202060445,0.09082753202060445,0.07311988521684085,0.09082753202060445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,0.28169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5146893481167585,0.41434601622876477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.025827044350147266,0.0690576693714608,0.020443154738588577,0.0327680852728306,0.04255093299814622,,,,,,,,,,,,,0.046949891111903154,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05233378072346184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0690576693714608,0.05233378072346184,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.046949891111903154,0.08578155801945976,0.05927482164614517,0.08578155801945976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.022685597496575033,0.026883461705231496,,,,,0.041036414985792816,,,,,0.029458338229485844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026883461705231496,,,,,,,,,,,,,,,,,,,,,0.041036414985792816,,,,,,,,,,,,,,,,,,,,,,,0.019333667661232713,,,,,,,,,,,,,,,,0.029458338229485844,,,,,0.041036414985792816,,,,,,,,,,,,,,,,,,,0.04780915571870364,,,0.04780915571870364,,,,,,,,,,,0.04780915571870364,0.059387232475010605,0.059387232475010605,0.059387232475010605,0.059387232475010605,0.04780915571870364,0.059387232475010605,0.059387232475010605,0.059387232475010605,0.059387232475010605,0.04780915571870364,0.041036414985792816,0.059387232475010605,0.059387232475010605,0.059387232475010605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.023244339915132542,,0.01839883926472972,,0.0382958396983316,,,,0.02949127674554754,0.034948500216800946,,,,,,0.02949127674554754,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,0.04710040265111567,,,,,,,0.034948500216800946,,,,,,,,0.053347339481530656,,,,,,,,,,,,,,,,,0.04710040265111567,,,,,,,,,,,,,,,,,,,,0.025133767959602527,,,,,,,,,,,,,,,0.062151902434314725,,0.034948500216800946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053347339481530656,,,,,,,,,,,,,,,,,0.07720340221751379,0.07720340221751379,0.062151902434314725,0.07720340221751379,0.07720340221751379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
