,kanoute,giúp,mali,thắng,trận,ra,quân,tại,can,2004,chiều,qua,đã,đóng,góp,hai,bàn,trong,chiến,3,1,của,trước,kenya,đấu,đầu,tiên,bảng,b,giải,vô,địch,các,quốc,gia,châu,phi,ở,thứ,diễn,sau,đó,vài,giờ,senegal,thủ,hoà,không,với,burkina,faso,được,chú,ý,nhất,bên,phía,chính,là,frederic,tiền,đạo,đang,chơi,bóng,ngoại,hạng,anh,màu,áo,tottenham,hotspur,cầu,này,từ,chối,khoác,đội,tuyển,pháp,để,trở,về,tham,dự,cùng,còn,gương,mặt,nhiều,hlv,âu,quan,tâm,trung,phong,trẻ,dennis,oliech,khởi,tốt,hơn,nhưng,ghi,phút,25,hàng,tỏ,quá,chậm,chạp,cho,mamadou,sissoko,dễ,dàng,đánh,bại,thành,onyiso,phá,thế,bình,những,lại,hiệp,một,nắm,quyền,điều,khiển,chủ,yếu,dựa,vào,pha,phản,công,hiếm,hoi,uy,hiếp,môn,đối,phương,sang,kịch,bản,tương,tự,như,45,lần,đường,tấn,nguy,hiểm,gây,ít,sóng,gió,khung,dù,phải,đơn,độc,trên,57,titus,maluma,vượt,sự,kèm,cặp,hậu,vệ,gỡ,bằng,cú,sút,sát,vạch,16m50,tuy,nhiên,khả,năng,phát,huy,tác,dụng,63,kết,thúc,xác,nỗ,lực,đi,seydou,keita,80,nữa,chọc,thủng,lưới,nhanh,ngày,nhật,c,ai,cập,zimbabwe,2,cameroon,algerie,mboma,mở,tỷ,số,43,51,zafour,bắc,hôm,nay,d,sẽ,bắt,cuộc,tranh,tài,nigeria,marocco,và,nam,benin,lịch,thi,chi,tiết,vòng,a,gồm,tunisia,rwanda,ch,congo,guinea,1ch,2rwanda,guineatunisia,guinearwanda,3senegal,0,maliburkina,algeria,2cameroon,1cameroon,morocco,tứ,7và,8,nhì,q1,q2nhất,q3nhất,q4,bán,11,q2,q3thắng,13,thua,q3,chung,14
0,0.03769562603777386,0.03253099463997699,0.021687329759984657,0.02969147789887926,0.02969147789887926,0.010843664879992328,0.025689403829431957,0.03769562603777386,0.043374659519969314,0.043374659519969314,0.03253099463997699,0.025689403829431957,0.013324221003289328,0.03253099463997699,0.03253099463997699,0.016645312723249286,0.021687329759984657,0.021687329759984657,0.03253099463997699,0.025689403829431957,0.01484573894943963,0.010843664879992328,0.01884781301888693,0.010843664879992328,0.016645312723249286,0.01884781301888693,0.025689403829431957,0.010843664879992328,0.021687329759984657,0.021687329759984657,0.03253099463997699,0.03253099463997699,0.021687329759984657,0.03253099463997699,0.03253099463997699,0.025689403829431957,0.01884781301888693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.02969147789887926,0.02969147789887926,0.021687329759984657,,,,,,,,,,0.03329062544649857,0.043374659519969314,,,,,0.021687329759984657,,,0.03329062544649857,,,0.021687329759984657,,,,,,,,,,0.06506198927995398,0.06506198927995398,0.02969147789887926,0.043374659519969314,0.05137880765886391,0.06506198927995398,0.06506198927995398,0.043374659519969314,0.043374659519969314,0.03769562603777386,0.05137880765886391,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.031896298955039426,,0.018350817489217786,,,,,0.031896298955039426,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.043474375711346394,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.05505245246765336,0.043474375711346394,0.05505245246765336,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.022720059748555354,,,,,,0.04544011949711071,0.04544011949711071,,,0.027917415435463354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,0.05382541754738124,,,0.05382541754738124,0.05382541754738124,0.05382541754738124,0.06816017924566606,0.06816017924566606,0.039490655849096425,0.06816017924566606,0.06816017924566606,0.04544011949711071,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,0.023856062735983122,,0.023856062735983122,,,,,,,,,,,,0.05651668842475031,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,,0.047712125471966245,,,,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.03180808364797749,0.04354750091835625,,,,,,,,,0.039084381609648694,,,,0.06361616729595498,,,,,,0.055286918188735,0.03180808364797749,,0.055286918188735,,,,,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,0.06361616729595498,,,,,,,,,,,,,,,,,,,0.055286918188735,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,0.09542425094393249,0.07535558456633373,0.07535558456633373,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,0.018350817489217786,0.043474375711346394,,,,,,0.02254868169787425,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,,,0.02031822219873245,0.05505245246765336,0.043474375711346394,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.014032978079990072,,0.019212132758098344,,,,,,,,,,,,,0.028065956159980143,,,,0.014032978079990072,,0.014032978079990072,0.02154099293596966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03324511083808841,,,,,,,,0.028065956159980143,,,,,,0.06649022167617682,,,,,,,,,,,,,,,,,,0.015537464034324815,,,,,,,,,,,,,,,,,,,0.08419786847994043,0.042098934239970215,0.03324511083808841,0.03324511083808841,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.03324511083808841,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.03324511083808841,0.03324511083808841,0.024391287436206617,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.03408008962283303,,,,,,,,,,0.05231383998735489,,,,,,,0.05923598377364464,,,,,,,,,,,,,,,,,0.046658036698238835,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0377338412262174,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,0.03408008962283303,,0.03408008962283303,,,,,,,,,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,0.08073812632107186,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,,,,,,,,,,0.08073812632107186,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
