,trao,huy,chương,vì,sự,nghiệp,tdtt,cho,ông,willfeld,chiều,nay,ủy,ban,đã,tặng,cao,quý,này,chuyên,gia,bóng,đá,rainer,trong,một,buổi,lễ,chia,tay,ấm,cúng,sau,4,năm,gắn,bó,với,việt,nam,hlv,người,đức,đôi,mắt,đỏ,hoe,hứa,nhất,định,sẽ,quay,trở,lại,khi,có,điều,kiện,sang,làm,giám,đốc,kỹ,thuật,của,lđbđ,theo,trình,hợp,tác,giữa,và,khoản,lương,khoảng,5,000,usd,tháng,do,công,ty,chi,trả,phía,chỉ,cung,cấp,các,phụ,đi,tiêu,vặt,chấm,dứt,đồng,lđbđvn,giảng,dạy,ở,trường,đại,học,tuebingen,ngoài,những,lời,cảm,ơn,tới,bạn,câu,nói,tiếng,thân,tình,còn,khiến,nhiều,mặt,tại,thấy,bất,ngờ,bởi,hối,tiếc,duy,việc,rất,là,thất,bại,thương,thảo,chính,phủ,để,thể,thêm,thời,gian,nữa,lúc,sóng,gió,nhưng,vẫn,luôn,mong,cũng,nhận,ra,rằng,nên,lắng,nghe,hơn,không,phải,dám,phát,biểu,tôi,nghĩ,mới,hiểu,được,về,đất,nước,con,như,nền,mỗi,rồi,vun,trồng,thành,ý,tưởng,đó,thay,phó,chủ,nhiệm,nguyễn,trọng,hỷ,tận,tuỵ,tấm,gương,sáng,tịch,trần,ly,hy,vọng,sớm,gặp,đoàn,dự,kỷ,niệm,100,lập,fifa
0,0.04914775439411938,0.04914775439411938,0.03686081579558953,0.014836708733393107,0.018430407897794765,0.02457387719705969,0.029673417466786214,0.03686081579558953,0.008331427863507134,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.018430407897794765,0.018430407897794765,0.014836708733393107,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.029673417466786214,0.029673417466786214,0.012286938598529844,0.018430407897794765,0.012286938598529844,0.018430407897794765,0.014836708733393107,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.02457387719705969,0.014836708733393107,0.018430407897794765,0.014836708733393107,0.02457387719705969,0.02457387719705969,0.012286938598529844,0.004165713931753567,0.004165713931753567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028669523396569637,0.009719999174091656,0.009719999174091656,0.03461898704458392,0.028669523396569637,0.017096282982936566,0.057339046793139274,0.057339046793139274,0.057339046793139274,0.057339046793139274,0.057339046793139274,0.043004285094854454,0.057339046793139274,0.057339046793139274,0.057339046793139274,0.03461898704458392,0.0202842253462991,0.028669523396569637,0.024054760872376478,0.043004285094854454,0.057339046793139274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.03612359947967774,,,,,,0.008164799306236991,0.024082399653118498,,,,,,,,,,,,,,0.024082399653118498,,,,,,,,,,,,,,,0.024494397918710973,0.024494397918710973,,,0.014360877705666717,,,,,,,,,,,,,,,,0.048164799306236995,0.02907994911745049,0.03612359947967774,0.03612359947967774,0.03612359947967774,0.03612359947967774,0.017038749290891244,0.024082399653118498,0.048164799306236995,0.048164799306236995,0.03612359947967774,0.048164799306236995,0.03612359947967774,0.02907994911745049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22577249674798588,0.3010299956639812,0.3010299956639812,0.3010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,0.0127574989159953,0.03762874945799765,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,,,,0.04487774283020849,,,,,,,,,,,,,,,,,,,,,,0.02662304576701757,0.03762874945799765,,,,,,0.045437420496016394,,,,,0.0752574989159953,0.0752574989159953,0.0752574989159953,0.0752574989159953,0.05644312418699647,0.0752574989159953,0.0752574989159953,0.0752574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014579998761137485,0.014579998761137485,,,,,,,,,,,,,,0.030426338019448648,,,,,,,,,,,,,,,,,,,0.06450642764228168,,,,,,,,,,,,0.08600857018970891,0.08600857018970891,0.08600857018970891,0.17201714037941782,0.06450642764228168,0.08600857018970891,0.06450642764228168,0.08600857018970891,0.08600857018970891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.03304539672437556,,0.009278181029814763,,,,,,,,,,,,,0.03304539672437556,0.03304539672437556,,,,,,,,,,0.03304539672437556,,,,,0.02736636324218011,,,,,0.016319179210984906,,,,,,,,,,0.03304539672437556,0.019362215103285504,0.02736636324218011,,,,,,,,,,,,,,0.041049544863270164,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.03304539672437556,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.05473272648436022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.0040823996531184955,,,,,,,,,,,,,,,,,,0.01806179973983887,0.014539974558725246,,,,,0.014539974558725246,0.01806179973983887,0.014539974558725246,,,,0.012247198959355486,0.008164799306236991,0.014539974558725246,0.03612359947967774,0.0071804388528333585,,,,,,0.01806179973983887,,,,,,,0.01010299956639812,0.01806179973983887,,,0.014539974558725246,,,,,0.008519374645445622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,0.04361992367617574,0.024082399653118498,0.03612359947967774,0.01806179973983887,0.024082399653118498,0.01806179973983887,0.024082399653118498,0.014539974558725246,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.01806179973983887,0.048164799306236995,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.024082399653118498,0.01806179973983887,0.01806179973983887,0.014539974558725246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,0.0075599993576268435,,,,,,0.026925878812454156,,,,,,,,,,0.033447777295997905,0.02229851819733194,,,,,,,,,,,,0.02229851819733194,0.0075599993576268435,0.0075599993576268435,,,0.01329710898672844,,,,,,,,,,,0.015776619713788187,,0.018709258456292815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026925878812454156,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033447777295997905,,0.026925878812454156,0.04459703639466388,0.033447777295997905,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.033447777295997905,0.04459703639466388,0.04459703639466388,0.04459703639466388,0.04459703639466388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,0.018556362059629527,,,,,,,,,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,0.018556362059629527,0.018556362059629527,,,,,,,,,,,,,0.03304539672437556,0.019362215103285504,,0.045922725301809644,,,,,,,,,,0.02736636324218011,,,,,0.041049544863270164,0.03304539672437556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03304539672437556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,0.05473272648436022,0.05473272648436022,0.041049544863270164,0.05473272648436022,0.05473272648436022,0.05473272648436022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
