,mu,có,mặt,ở,vòng,5,cup,fa,đêm,qua,nhà,đương,kim,vô,địch,giải,ngoại,hạng,giành,chiến,thắng,nhẹ,nhàng,3,0,trên,sân,của,đội,bóng,northampton,để,chiếc,vé,vào,quốc,gia,anh,trước,đó,liverpool,chelsea,và,đang,giữ,là,arsenal,cũng,sau,ra,với,hình,thiếu,vắng,nhiều,vị,trí,chủ,chốt,như,thủ,môn,tim,howard,tiền,vệ,trung,tâm,roy,keane,cặp,đạo,nguy,hiểm,ryan,giggs,van,nistelrooy,dù,vậy,thành,manchester,vẫn,thi,đấu,hay,hơn,hẳn,tạo,được,sóng,gió,về,phía,khung,hậu,mikael,silvestre,nhanh,chóng,làm,yên,lòng,các,cđv,bằng,bàn,mở,tỷ,số,phút,33,khi,diego,forlan,không,công,từ,chấm,phạt,đền,sang,hiệp,hai,hlv,ferguson,thúc,giục,học,trò,dồn,lên,tấn,nhằm,tìm,kiếm,thêm,nữa,những,cố,gắng,đáp,ngay,48,cristiano,ronaldo,thực,hiện,một,cú,đá,góc,đi,lập,bập,khu,vực,5m50,trong,nỗ,lực,cản,phá,chris,hargreaves,phản,lưới,nhân,đôi,cách,biệt,cho,khách,68,ấn,định,dễ,dàng,đại,diện,premiership,này,lớn,paul,scholes,người,bồ,đào,nha,harper,reid,sampson,willmott,carruthers,chambers,51,lyttle,lincoln,harsley,72,smith,asamoah,reeves,richards,45,carroll,oshea,brown,bardsley,fortune,pugh,89,fletcher,butt,richardson,bellion,kết,quả,trận,4,diễn,ngày,24,1,scarborough,middlesbrough,birmingham,wimbledon,0burnley,gillingham,coventry,colchester,1ipswich,sunderland,2luton,town,tranmere,1portsmouth,scunthorpe,2,1swansea,preston,north,end,1postp,telford,u,millwall,hoãnliverpool,newcastle,25,man,city,tottenham,1nottingham,sheffield,3wolverhampton,west,ham,everton,fulham,1northampton
0,0.009936845140938205,0.014866817354635013,0.018779956444761263,0.009936845140938205,0.029733634709270026,0.05093902380792169,0.037559912889522526,0.05093902380792169,0.025469511903960844,0.025469511903960844,0.012090400985561682,0.014866817354635013,0.014866817354635013,0.014866817354635013,0.014866817354635013,0.018779956444761263,0.025469511903960844,0.05093902380792169,0.05093902380792169,0.014866817354635013,0.009936845140938205,0.025469511903960844,0.025469511903960844,0.029733634709270026,0.014866817354635013,0.025469511903960844,0.018779956444761263,0.009936845140938205,0.008177261895435432,0.014866817354635013,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.025469511903960844,0.018779956444761263,0.025469511903960844,0.025469511903960844,0.025469511903960844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0393533400563868,0.049711649412603344,0.026303413608365835,0.0393533400563868,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,0.0216456932526232,,,,,,,,,,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.049711649412603344,0.0216456932526232,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.049711649412603344,0.06741929621636694,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,0.014317580114480939,0.01760544160417304,0.01760544160417304,0.01760544160417304,0.01760544160417304,,,,,,,,,,,,0.022239422105638337,,0.009683599613015643,,,,,,,,,,,,,,0.009683599613015643,,,,,,,0.022239422105638337,0.030161264096795735,0.022239422105638337,0.030161264096795735,0.030161264096795735,0.022239422105638337,0.030161264096795735,0.030161264096795735,0.022239422105638337,0.030161264096795735,0.030161264096795735,0.01760544160417304,0.01760544160417304,0.030161264096795735,0.030161264096795735,0.02353463322853785,0.009683599613015643,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.01760544160417304,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,0.03066473210788287,0.02787528253994065,,,,,,,,,,,,,0.015332366053941435,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,0.07042483666785473,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.03521241833392737,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.03521241833392737,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.013550243374006643,,,0.013550243374006643,,,,,,,,,,,,,,,,,0.013550243374006643,,,,,,,0.013550243374006643,,,,,,,,,,,,,,,,,,,,,0.025609031515583542,,,,,,,,,,,,,,,,,0.01115081167559377,,,,,,,,,,,,,,,0.025609031515583542,,,,,,,,,,,,,,,0.020272932756320472,0.034731152596310245,0.025609031515583542,0.034731152596310245,0.034731152596310245,0.034731152596310245,0.034731152596310245,0.034731152596310245,0.020272932756320472,0.034731152596310245,0.034731152596310245,0.020272932756320472,0.034731152596310245,0.034731152596310245,0.034731152596310245,0.020272932756320472,0.034731152596310245,0.025609031515583542,0.025609031515583542,0.020272932756320472,0.034731152596310245,0.020272932756320472,0.034731152596310245,0.034731152596310245,0.025609031515583542,0.025609031515583542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,0.020325365061009966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030409399134480708,,,0.030409399134480708,,,,,,,,,,0.030409399134480708,,,,,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,0.052096728894465365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.008130146024403985,,,,,,,0.019784292521828204,0.012163759653792282,0.012163759653792282,0.012163759653792282,0.012163759653792282,,,,,,,,,,,,,0.008130146024403985,0.0066904870053562625,0.012163759653792282,,,,,0.015365418909350123,,,,,,,,0.0066904870053562625,,,,,,,,,,,,,,,,,,,,,,0.008130146024403985,0.0066904870053562625,,,,,,,,,,,,,,,,,,,,,,,,0.015365418909350123,,,,,,,,,,,,,,,,,,,,,0.012163759653792282,,0.015365418909350123,,,,,,,0.015365418909350123,0.015365418909350123,,,,,,,,,,,,,,,,,,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.015365418909350123,0.012163759653792282,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.041677383115572286,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.015365418909350123,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.020838691557786143,0.015365418909350123,0.020838691557786143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,0.022357901567110962,,,,,,,,,,,,0.04225490200071284,,,,0.03345033904792878,0.044715803134221924,,,,,,,0.022357901567110962,,,,,,,,,,,,,,,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,0.03345033904792878,,,0.04225490200071284,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.022357901567110962,0.03345033904792878,,,,,,,,,,,,,,,,,,0.03345033904792878,0.022357901567110962,,,,,,,0.044715803134221924,,,,,,,,,,,,,,,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,,0.022357901567110962,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.04225490200071284,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013142028046235515,,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,,,,,,,0.023893099319949127,0.023893099319949127,,,0.03193985938158708,0.02628405609247103,,,,,,0.023893099319949127,,,,,,,,,,,,,,,,,,,,,,,,0.023893099319949127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,,,,,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.030182072857652027,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
