,real,đòi,lại,ngôi,vị,đầu,bảng,từ,tay,valencia,đêm,qua,với,trận,thua,bất,ngờ,0,1,trên,sân,nhà,trước,đội,bóng,được,đánh,giá,yếu,hơn,nhiều,là,osasuna,đành,ngậm,ngùi,trả,trí,cho,madrid,clb,giành,chiến,thắng,xứng,đáng,villarreal,kết,quả,2,vào,một,quyết,tâm,lấy,thể,diện,của,đang,dẫn,xếp,hạng,primera,liga,mặc,dù,hồi,giữa,tuần,họ,đã,bị,kỳ,phùng,địch,thủ,phơi,áo,3,trong,khuôn,khổ,copa,del,rey,bược,ngoặt,đấu,diễn,ra,ở,phút,43,đường,tạt,vu,vơ,tiền,vệ,đối,phương,42,hậu,mauricio,pellegrino,lúng,túng,phản,lưới,sự,thành,santiago,canizares,biếu,khách,điểm,trọn,vẹn,sang,hiệp,hai,chủ,thi,nỗ,lực,và,cũng,kiến,tạo,cơ,hội,thuận,lợi,nhưng,những,cú,dứt,các,đạo,hoặc,không,chính,xác,đủ,khó,để,khuất,phục,tuy,nhiên,đó,chưa,phải,điều,tồi,tệ,nhất,này,người,italy,amedeo,carboni,truất,quyền,sau,pha,ác,ý,pablo,garcia,celta,sociedad,5espanyol,betis,2malaga,valladolid,3santander,murcia,2valencia,1zaragoza,mallorca,3sevilla,barcelona,1bilbao,deportivo,tại,vòng,18,mấy,khăn,hạ,chiếu,dưới,tỷ,số,14,solari,mở,bằng,sút,tầm,thấp,pepe,reina,9,khi,bắt,ronaldo,nhân,đôi,khoảng,cách,hoàng,gia,nhờ,đầy,uy,làm,tung,nóc,bàn,danh,dự,ghi,do,công,sergio,ballesteros,86,hiện,thứ,chịu,thúc,bilbao,tác,giả,duy,francisco,yeste,còn,barca,may,mắn,sevilla,quân,hlv,frank,rijkaard,patrick,kluivert,săn,hàng,16,12,torres,atletico,11,ballesta,malaga,10,mista,raul,8,anderson,milosevic,makukula,etoo,nihat,kahveci,7,villa,zaragoza,pandiani,6,karanka,baptista,luque,ronaldinho,aranda,albacete,silva,bodipo,santander,bruggink,guerrero,5,joaquin,antonio,reyes,jesuli,baraja,correa,urzaiz,vicente,tiko,oliveira,kovacevic,minh,hải,25,tt,th,bđiểm,1real,21,46,13,53,44,3deportivo,45,40,4atletico,56,35,5osasuna,89,433,6villarreal,96,633,7barcelona,87,631,8athletic,730,9racing,729,78,629,76,827,83,27,68,726,82,26,15,67,825,64,22,17,49,821,55,20,19,espanyol,110
0,0.023693898452068436,0.023693898452068436,0.03718339027145954,0.023693898452068436,0.04738779690413687,0.02100978841655573,0.03718339027145954,0.01560709752461653,0.01859169513572977,0.023693898452068436,0.023693898452068436,0.023693898452068436,0.02697898363878221,0.010504894208277864,0.023693898452068436,0.01859169513572977,0.01859169513572977,0.011846949226034218,0.023693898452068436,0.01859169513572977,0.01859169513572977,0.013489491819391105,0.03718339027145954,0.006744745909695552,0.013489491819391105,0.01560709752461653,0.01560709752461653,0.023693898452068436,0.023693898452068436,0.01859169513572977,0.01859169513572977,0.013489491819391105,0.011846949226034218,0.023693898452068436,0.023693898452068436,0.023693898452068436,0.023693898452068436,0.023693898452068436,0.013489491819391105,0.01859169513572977,0.023693898452068436,0.01859169513572977,0.01859169513572977,0.013489491819391105,0.023693898452068436,0.023693898452068436,0.011846949226034218,0.01859169513572977,0.01560709752461653,0.01859169513572977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.024929773022910374,,,0.014086108142918045,0.024929773022910374,,,0.015885681916727703,,,0.018088182212365345,0.014086108142918045,,,,0.015885681916727703,,,,,,0.009044091106182673,,,,,,,,,,,,,,,0.018088182212365345,,,,,,,,,,,,0.024929773022910374,0.015885681916727703,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.00810334826167756,0.031771363833455406,0.031771363833455406,0.024929773022910374,0.031771363833455406,0.020927698953463074,0.020927698953463074,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.024929773022910374,0.031771363833455406,0.024929773022910374,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.015885681916727703,0.031771363833455406,0.031771363833455406,0.015885681916727703,0.018088182212365345,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,0.0619788758288394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035654732351381266,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13979400086720378,0.13979400086720378,0.07958800173440753,0.13979400086720378,0.13979400086720378,0.09208187539523753,0.06989700043360189,0.10969100130080565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.014756875197342713,,0.021924256046485124,,,,,,,,0.02611690507162039,0.02611690507162039,,,,,0.01894952422247798,,0.00947476211123899,,,0.021924256046485124,,,,,,0.0166421429603814,,,,,,,,,,,,,,,,,,,0.0166421429603814,,,,,,0.01697844397684822,,,,,,,,,,,,,,,,,,0.0166421429603814,,,0.0166421429603814,0.01894952422247798,,,,,,,,,,,0.021924256046485124,0.0166421429603814,,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.021924256046485124,0.05223381014324078,0.02611690507162039,0.02611690507162039,0.02611690507162039,0.02611690507162039,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.02611690507162039,0.0332842859207628,0.021924256046485124,0.02611690507162039,0.0332842859207628,0.0332842859207628,0.0332842859207628,0.021924256046485124,0.02611690507162039,0.02611690507162039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,0.032484898667105105,,0.016242449333552553,,0.03758443893683164,,,,0.022385918632817477,0.022385918632817477,,0.0142646939660412,,,,,,,,,,,,,,,,,,,,,,,,,0.007276475990077808,,,,,,,,,,,,0.022385918632817477,,,,,,0.0142646939660412,,,,,,,,,,,,0.016242449333552553,,,,,,,,,,0.01879221946841582,,,,,,,,,,,,,0.01879221946841582,,,,,0.01879221946841582,,,0.0285293879320824,0.022385918632817477,0.022385918632817477,0.04477183726563495,0.022385918632817477,0.0285293879320824,0.022385918632817477,0.0285293879320824,0.022385918632817477,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.01879221946841582,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.0570587758641648,0.04477183726563495,0.0285293879320824,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.0285293879320824,0.0285293879320824,0.0285293879320824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,0.04659800028906792,,,,0.0413192505525596,,,,,,,,,,,,,,,,,,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,,,,,0.023769821567587508,,,,,,,,,,,,,,,,,,,,,,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09319600057813585,0.09319600057813585,0.0731273342005371,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.06138791693015835,0.0731273342005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,0.031835200693763006,,,,,,,,,,,,0.031835200693763006,,,,,,,0.031835200693763006,0.027958800173440754,,,,,,,,,,,,,,,,,,0.04387640052032226,,,,,,,0.014261892940552506,,,,,,,,,,,,,,0.04387640052032226,,,,,,,,,,,,,,,,0.031835200693763006,,,,,,,,,,0.03683275015809501,0.04387640052032226,,,,0.04387640052032226,,,,,,,,,,,,,,,,,,,,0.04387640052032226,,,,,,,,,,,,,,,,0.04387640052032226,,,,,,,,,,,,,,,,,,,,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.031835200693763006,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.04387640052032226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0142646939660412,,,,,,,,,,,,0.016242449333552553,,,,,0.0427940818981236,0.0570587758641648,,,,,0.008121224666776276,0.016242449333552553,,,,,,,,0.0142646939660412,,,,,,,0.022385918632817477,,,,,,,0.0142646939660412,0.022385918632817477,0.01879221946841582,0.06715775589845244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142646939660412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022385918632817477,,,,,,,,,,,,,,0.022385918632817477,,,,0.022385918632817477,,,,,,,,,,,,,0.022385918632817477,,,,,,,,,,,,,0.016242449333552553,0.016242449333552553,0.0285293879320824,0.01879221946841582,0.0285293879320824,0.01879221946841582,0.0285293879320824,0.016242449333552553,0.022385918632817477,0.0285293879320824,0.0142646939660412,0.0285293879320824,0.01879221946841582,0.0285293879320824,0.016242449333552553,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.0285293879320824,0.0285293879320824,0.022385918632817477,0.022385918632817477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,0.02817221628583609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,0.031771363833455406,,,,,,0.01620669652335512,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,0.03617636442473069,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,0.04185539790692615,0.04985954604582075,,,,,,,,,,,,,,,,,,,,,,,,0.04185539790692615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04985954604582075,,,0.04985954604582075,0.04985954604582075,0.04985954604582075,0.06354272766691081,0.06354272766691081,0.06354272766691081,0.04985954604582075,0.06354272766691081,0.06354272766691081,0.06354272766691081,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.019993185751238516,,,,,,,,,,,,,,,,,,0.012836774473291535,0.02567354894658307,,,,,,,,,,,,,,0.02567354894658307,,,,,,,,,,,,,0.022547419494710286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022547419494710286,,,,,,,,0.03538419396800182,0.03538419396800182,,,,,,,,0.03538419396800182,,,,,,,,,,,0.03538419396800182,0.03538419396800182,,,,0.03538419396800182,,,,,,,,,,,0.029703830772657265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02567354894658307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03538419396800182,,,,,0.03538419396800182,0.03538419396800182,0.04509483898942057,0.03538419396800182,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
