,nguyễn,mạnh,dũng,tôi,rất,vui,vì,được,trở,lại,đtqg,sau,7,năm,làm,cổ,động,viên,trung,vệ,ha,gia,lai,một,ngôi,sao,lắm,tài,nhiều,tật,đã,gọi,đội,tuyển,bóng,đá,quốc,việt,nam,ở,tuổi,28,anh,chứng,tỏ,mình,bằng,lối,chơi,mãnh,thông,minh,và,hiệu,quả,cảm,giác,của,thế,nào,khi,triệu,tập,lần,này,cho,có,tên,trong,danh,sách,thấy,vinh,dự,không,phải,là,thứ,vứt,đi,ai,nghĩ,rằng,ngày,đó,giáp,sẽ,quay,đâu,nhưng,thì,luôn,tin,điều,sự,phấn,đấu,mệt,mỏi,mới,về,đầu,quân,cũng,nhìn,cặp,mắt,nghi,ngờ,hồi,nặng,trên,80,kg,lúc,thầy,văn,giám,đốc,kỹ,thuật,hagl,nửa,đùa,thật,bảo,nếu,mau,chóng,giảm,10,tốt,hơn,hết,chuyển,sang,người,mẫu,bây,giờ,gọn,gàng,chỉ,70,khá,cân,đối,với,chiều,cao,180,m,mùa,giải,v,league,2003,vừa,qua,thi,gần,như,nghỉ,trận,mục,tiêu,cố,gắng,phong,độ,nhất,để,thành,thủ,lĩnh,hàng,phòng,ngự,vn,mong,đoàn,kết,hỗ,trợ,lẫn,nhau,mọi,việc,đẹp,những,gì,khoảng,thời,gian,tiếc,nuối,cái,giá,nó,vào,sea,games,19,1997,thừa,nhận,còn,trẻ,con,suy,non,nớt,trích,thích,nổi,ra,sân,loáng,đôi,giày,đỏ,công,tử,phản,ứng,khán,giả,hiểu,cả,từng,trải,cay,đắng,nên,thương,thằng,quyến,bị,bầm,dập,kém,mỗi,tội,mang,nuông,chính,thức,chứ,ưa,ngồi,ghế,hơi,bướng,bỉnh,đánh,ỷ,bệnh,theo,cá,tính,cầu,cạnh,tranh,phân,biệt,hay,già,tất,gương,mặt,ưu,tú,giai,đoạn,hiện,nay,dấu,đáng,mừng,hệ,khẳng,định,năng,riêng,kiện,tố,cáo,cực,tại,cup,c1,đông,á,cuộc,sống,thay,đổi,yêu,gặp,họ,trân,trọng,am,dám,xã,hội,góp,phần,bộ,sạch,đồng,đều,ủng,hộ,tưởng,biết,lòng,bao,bán,quỷ,ba,mẹ,đặc,bạn,gái,chia,sẻ,thể,giới,thiệu,nét,cô,ấy,lan,sinh,1977,học,từ,phổ,chúng,quen,ty,nước,ngoài,hà,nội,ít,dịp,thăm,xảy,vụ,bên,triển,vọng,clb,chuẩn,lực,lượng,yếu,đát,nối,gót,cảng,sài,gòn,xuống,hạng,bình,luận,muốn,thực,tế,toàn,thắng,vòng,tiên,đang,dẫn,lãnh,đạo,ban,huấn,luyện,so,chắc,chắn,giàu,kinh,nghiệm,mạc,đoạt,chức,vô,địch
0,0.05027596525477931,0.057932106952852405,0.037187704573736644,0.0030892774292459535,0.013771053382164925,0.028966053476426203,0.015877792795383542,0.031755585590767084,0.057932106952852405,0.04484384627180974,0.03551018381694753,0.02242192313590487,0.025137982627389654,0.01713848729489847,0.018593852286868322,0.028966053476426203,0.025137982627389654,0.025137982627389654,0.028966053476426203,0.03551018381694753,0.02242192313590487,0.037187704573736644,0.02242192313590487,0.018593852286868322,0.028966053476426203,0.028966053476426203,0.03551018381694753,0.025137982627389654,0.015877792795383542,0.03551018381694753,0.013771053382164925,0.02242192313590487,0.01129402398419021,0.014765781437831775,0.018593852286868322,0.015877792795383542,0.025137982627389654,0.03551018381694753,0.025137982627389654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.04501669501031278,,,,,0.038440972030928576,,,,,,,,,,,,,,,,,,,,,,,0.033340445030504554,,,,,,,,,0.08597202397787296,0.06086037899262758,0.08597202397787296,0.03574873400738219,0.06086037899262758,0.06086037899262758,0.038440972030928576,0.05428465601324337,0.08597202397787296,0.05428465601324337,0.08597202397787296,0.06086037899262758,0.07012833999555818,0.03574873400738219,0.07012833999555818,0.07012833999555818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,0.007479303249753361,0.016670222515252277,0.03506416999777909,0.019220486015464288,0.019220486015464288,,,,0.027142328006621686,0.03043018949631379,0.02074658988329815,0.02250834750515639,0.03506416999777909,0.03043018949631379,0.03043018949631379,0.03506416999777909,,,0.02250834750515639,,,,,,,,,0.016670222515252277,0.027142328006621686,0.013671713244019728,0.017874367003691095,,,0.03043018949631379,,,,,,0.017874367003691095,,,,,,,,,,,,,0.03043018949631379,0.04298601198893648,0.014586505513998992,0.03506416999777909,0.03043018949631379,0.02250834750515639,0.04298601198893648,0.08597202397787296,0.04298601198893648,0.03506416999777909,0.019220486015464288,0.016670222515252277,0.03506416999777909,0.019220486015464288,0.04298601198893648,0.04298601198893648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.010931289365024145,,,0.05618295912212639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05618295912212639,,,,,,,,,,0.08894978468153263,,,,,,,,,,,,,,,,0.10249526614735427,0.10249526614735427,0.07933911263474032,0.042637477656304754,0.07933911263474032,0.04554429003241243,0.1256514196599682,0.1256514196599682,0.1256514196599682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.037187704573736644,0.006178554858491907,,,,,,0.04484384627180974,,,,,,,,,,,,,,0.037187704573736644,,,,,,,,,0.02258804796838042,0.02953156287566355,,,,,,,,,,,,,,,,,,,,,,,,,,0.05027596525477931,,,,,,,0.02754210676432985,,,,,,,,,,,,,,0.04484384627180974,0.05027596525477931,0.03427697458979694,0.07102036763389506,0.06855394917959388,0.07102036763389506,0.02953156287566355,0.07102036763389506,0.07102036763389506,0.05027596525477931,0.05027596525477931,0.057932106952852405,0.04484384627180974,0.07102036763389506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.015789640193923763,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07038538395328739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07038538395328739,,,,,,,,0.061587467725773525,,,,,,,,,,,,,,,,,,,,0.12848302231776934,0.1480487177684006,0.12848302231776934,0.1814964950643985,0.1814964950643985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.012357109716983814,,,0.031755585590767084,,,,,,,,,,,,,,0.04484384627180974,0.037187704573736644,0.04484384627180974,,,,,,,,,,,,,,,,,,,,,,,,0.04484384627180974,,,,,,,,,,,,,,0.037187704573736644,,,,,0.031755585590767084,,,,,,,,,,,,,,,0.04484384627180974,,,,0.03427697458979694,,,,,,,,,,,,,,,0.057932106952852405,0.0406303674453725,0.05027596525477931,0.07102036763389506,0.05027596525477931,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.057932106952852405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4441461533052018,0.5444894851931954,0.385449066953308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.03303849145314069,,,0.004060193192723253,,,,,,,,,,,0.024437634434169797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03806967028330301,,0.015836777415198906,,0.016916450583467472,,,,,,0.022524869016152277,,0.022524869016152277,,,,,,0.03303849145314069,,,,,,,,,,,,,,,,,,,,,,,0.03303849145314069,0.03806967028330301,0.0466705273022739,0.03806967028330301,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0933410546045478,0.0466705273022739,0.03303849145314069,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.03806967028330301,0.02946881326433212,0.02946881326433212,0.03303849145314069,0.0466705273022739,0.0466705273022739,0.022524869016152277,0.0466705273022739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,0.007479303249753361,0.033340445030504554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03574873400738219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07012833999555818,,,0.06086037899262758,,,,,,,,,,,,,,,,,,,,,,,,,0.07012833999555818,0.06086037899262758,0.08597202397787296,0.08597202397787296,0.05428465601324337,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.07012833999555818,0.033340445030504554,0.07012833999555818,0.08597202397787296,0.08597202397787296,0.08597202397787296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
