,danh,hiệu,đầu,tiên,cho,roddick,trong,năm,mới,hôm,qua,tay,vợt,thi,đấu,thành,công,nhất,2003,andy,đã,giành,chức,vô,địch,siebel,mở,rộng,sau,khi,vượt,đối,thủ,đồng,thời,là,bạn,thân,mardy,fish,với,tỷ,số,7,6,4,trận,chung,kết,đây,của,cựu,một,thế,giới,kể,từ,mỹ,ngoái,cũng,atp,thứ,13,sự,nghiệp,hiện,xếp,3,diễn,ra,rất,thoải,mái,nhiều,pha,bóng,mang,tính,chất,trêu,ghẹo,giữa,hai,tuy,nhiên,vẫn,không,thiếu,quyết,liệt,có,17,quả,giao,ăn,ngay,hơn,so,nhưng,chiến,thắng,ở,những,điểm,định,hấp,dẫn,loạt,tie,break,set,trước,0,rồi,anh,để,tìm,được,sơ,hở,lối,chơi,đó,12,đỡ,trái,lưới,game,phương,đăng,quang,cuộc,đánh,bại,tại,masters,series,cincinnati,dù,vậy,thừa,nhận,rằng,luôn,khó,khăn,bất,kỳ,nào,các,lần,gặp,nhau,này,phận,đều,phải,bằng,từng,sống,gia,đình,florida,1999,cả,luyện,tập,cùng,thày,giáo,chúng,tôi,như,em,lại,vui,vẻ,bắt,hiểu,rõ,nói
0,0.013950512345529843,0.013950512345529843,0.017211461587301715,0.017211461587301715,0.0227860911366347,0.014272254865333964,0.02327366407593746,0.02327366407593746,0.0227860911366347,0.0227860911366347,0.03442292317460343,0.007136127432666982,0.009842202167449169,0.0227860911366347,0.009842202167449169,0.0227860911366347,0.0227860911366347,0.017211461587301715,0.0227860911366347,0.0227860911366347,0.01163683203796873,0.01163683203796873,0.0227860911366347,0.0227860911366347,0.0227860911366347,0.0227860911366347,0.017211461587301715,0.017211461587301715,0.01163683203796873,0.017211461587301715,0.0227860911366347,0.01163683203796873,0.013950512345529843,0.0227860911366347,0.017211461587301715,0.013950512345529843,0.0227860911366347,0.0227860911366347,0.017211461587301715,0.008375882796196858,0.007136127432666982,0.017211461587301715,0.01163683203796873,0.0227860911366347,0.0455721822732694,0.0227860911366347,0.01163683203796873,0.017211461587301715,0.0227860911366347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.034242166666300526,0.034242166666300526,0.042246314805195126,0.042246314805195126,,,,0.02856313318410507,,,,0.017515949152909868,0.02415813259282978,,,,,,,,,,,,,,0.042246314805195126,0.042246314805195126,0.02856313318410507,,,,,,,0.034242166666300526,,,,,,,0.02856313318410507,,,,,,,0.034242166666300526,0.02856313318410507,0.055929496426285176,0.02415813259282978,0.042246314805195126,0.042246314805195126,0.055929496426285176,0.055929496426285176,0.055929496426285176,0.042246314805195126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.03766638333293058,0.03766638333293058,,,,,0.031419446502515574,,,,,0.019267544068200856,0.026573945852112757,,,,,,,,,,,,,,,,,,,,,,,0.03766638333293058,,,,,,,,,,,,,,0.03766638333293058,0.031419446502515574,,,0.04647094628571464,0.04647094628571464,,,,,0.04647094628571464,0.061522446068913696,0.07533276666586115,0.04647094628571464,0.03766638333293058,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.04647094628571464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,0.019267544068200856,0.026573945852112757,,0.026573945852112757,,,,,,,,,,,,,,,,,,,,,,,,,,0.019267544068200856,,,,,,0.031419446502515574,,,,,,,,,,,,,,,,,,,,,,0.061522446068913696,0.04647094628571464,0.04647094628571464,0.061522446068913696,0.061522446068913696,0.04647094628571464,0.061522446068913696,0.03766638333293058,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.022614883549731516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09416595833232644,,,,,,,,,,,,,,,,,,,,0.15380611517228424,0.15380611517228424,0.11617736571428659,0.11617736571428659,0.15380611517228424,0.09416595833232644,0.15380611517228424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.013287961426345416,,,,,,,,,,,,,,,0.021668583794838325,0.021668583794838325,,,,,,,,,,0.021668583794838325,0.02597681609167626,,0.03204892847290665,,,,0.03204892847290665,0.015596471413607942,0.013287961426345416,,,,,,,,,,,,0.018326859208353627,,,,,,,,,,,,,,,,,,,,,0.03204892847290665,,0.02597681609167626,,,,,,,,,,,,,0.02597681609167626,,0.04242927315097496,0.04242927315097496,0.0640978569458133,0.03204892847290665,0.04242927315097496,0.04242927315097496,0.03204892847290665,0.04242927315097496,0.02597681609167626,0.021668583794838325,0.02597681609167626,0.021668583794838325,0.04242927315097496,0.04242927315097496,0.03204892847290665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,0.04428990975352126,,,0.15490315428571544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05236574417085929,,,,,,,,,,,,,,,0.06277730555488428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05236574417085929,,,,0.10253741011485615,0.07745157714285772,0.07745157714285772,0.07745157714285772,0.07745157714285772,0.07745157714285772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.009398801984488222,0.015326559269519794,,,,0.02266875428571446,0.009398801984488222,,,,,,,,,,0.015326559269519794,,,,,,,0.030653118539039587,0.02266875428571446,,,,,,,,,,0.022063301024128307,0.009398801984488222,0.02266875428571446,0.015326559269519794,,,,,,,,,,0.01296290041566476,,,,,,,,,,0.02266875428571446,0.01837384552825882,,,,0.02266875428571446,,0.02266875428571446,,,,,,,,,,,,,,,,,0.02266875428571446,,,,,,0.02266875428571446,,,,,,0.01837384552825882,0.015326559269519794,0.01837384552825882,,,,,,0.02266875428571446,,,,,0.02266875428571446,0.03001094930190912,0.02266875428571446,0.01837384552825882,0.04533750857142892,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.02266875428571446,0.02266875428571446,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.03001094930190912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.018350041969715097,,,,,,,,,,,,,,,,0.029923282383348165,,,,,,,,,,0.029923282383348165,,,,,,,,,,,,,,,,0.04425804408163299,,,0.029923282383348165,,0.025308519859155006,,,,,,,,,0.03587274603136245,,,,,,,,,,,,,,0.03587274603136245,,,,,,,0.02153798433307763,,,,,,,,,,,0.04425804408163299,,,,,,0.029923282383348165,0.03587274603136245,0.05984656476669633,,,,,,,,,0.04425804408163299,,,,,0.04425804408163299,,,,,,,,,,,,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.0585928057799178,0.0585928057799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.03211257344700142,,0.05236574417085929,,,,,,,,,,,,,0.05236574417085929,,,,,,,,,,,,,,,,,,,0.037691472582885854,,,,,,,,,,,,,,,,,,,0.07745157714285772,0.07745157714285772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10253741011485615,0.10253741011485615,0.10253741011485615,0.10253741011485615,0.10253741011485615,0.10253741011485615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
