,nakata,nóng,lòng,khoác,áo,bologna,thủ,quân,đội,tuyển,nhật,bản,đang,rất,háo,hức,chờ,ngày,chuyển,tới,clb,nếu,hợp,đồng,cho,mượn,có,thời,hạn,6,tháng,từ,parma,được,hoàn,tất,vào,chiều,nay,khẳng,định,sự,bất,không,thể,cứu,vãn,với,hlv,prandelli,là,nguyên,nhân,chính,khiến,anh,quyết,ra,đi,sau,một,mùa,as,roma,và,đoạt,chức,vô,địch,serie,a,năm,2001,thành,công,khi,tiền,vệ,26,tuổi,này,tuyên,bố,trên,website,thức,của,mình,tôi,đã,đến,trong,dịp,mới,hy,vọng,sẽ,thêm,nhiều,điều,tốt,đẹp,hơn,bóng,trước,bị,đầy,ải,ở,vị,trí,toàn,xa,lạ,phòng,ngự,mọi,thứ,giờ,vẫn,vậy,ngay,cả,prandellihứa,thực,hiện,số,thay,đổi,về,chiến,thuật,ngoài,còn,đoàn,tụ,carlo,mazzone,ông,thày,cũ,hai,cùng,viên,perugia,tâm,làm,việc,động,lực,chấp,nhận,nói,chuyện,ấy,qua,điện,thoại,lập,tức,đưa,thật,vui,mừng,vì,tin,tưởng,khâm,phục,phương,diện,nhà,chuyên,môn,lẫn,tư,cách,con,người
0,0.008351772702980641,0.025399821589225005,0.025399821589225005,0.013762717815574697,0.013762717815574697,0.016703545405961282,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.05079964317845001,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.010715431556835674,0.013762717815574697,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.01805762657303034,0.010715431556835674,0.01805762657303034,0.025399821589225005,0.025399821589225005,0.025399821589225005,0.025399821589225005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.014887942644443751,,,,,,,,,,,,,,,,,,,,,,,0.032189682151923645,,,,,,,,,,,,,,,,0.04527794283296631,0.04906708090770109,0.032189682151923645,0.04527794283296631,0.032189682151923645,0.04527794283296631,0.04527794283296631,0.04527794283296631,0.011445279772807886,0.024533540453850543,0.04527794283296631,0.019101421470880984,0.04527794283296631,0.04527794283296631,0.024533540453850543,0.032189682151923645,0.032189682151923645,0.024533540453850543,0.019101421470880984,0.04527794283296631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.014267611700925262,,,0.023511309601606772,0.023511309601606772,,,,,,,,,,,,,,0.018305528909594276,0.023511309601606772,,,,,,,,,,,,,0.030848445395593494,,,,,,,,,,,0.030848445395593494,,,,,,,,,,,,,,,,0.04339136188159271,0.018305528909594276,0.030848445395593494,0.04339136188159271,0.04339136188159271,0.023511309601606772,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.04339136188159271,0.030848445395593494,0.04339136188159271,0.030848445395593494,0.04339136188159271,0.023511309601606772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.00878006873903093,,,,,,,,,,,,,0.011264940867442631,,0.018983658704980613,,,,,,0.018983658704980613,,,,,,,,,,,,,,0.014468498216373398,,,,,,,0.00674978037883542,,,,,,0.014468498216373398,,,0.014468498216373398,,,,,,,,0.014468498216373398,,,,,,,0.018983658704980613,,,,,0.018983658704980613,0.018983658704980613,0.026702376542518592,0.026702376542518592,0.053404753085037185,0.026702376542518592,0.026702376542518592,0.018983658704980613,0.026702376542518592,0.026702376542518592,0.018983658704980613,0.026702376542518592,0.00674978037883542,0.018983658704980613,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.053404753085037185,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,0.026702376542518592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038966457341802305,,,,,,,,,,,,,,,,,,,,,,,,,,0.023122773359487505,0.038966457341802305,,,,,,,,,,,,,,,0.038966457341802305,0.038966457341802305,,,,,,,,,,,0.013854812356556915,,,,,,,,,,,,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.02969849633887171,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02969849633887171,,,,,,,,,,,,0.023122773359487505,,,,,,,,,,,,,,,0.02969849633887171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.038966457341802305,0.05481014132411711,0.038966457341802305,0.02969849633887171,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.012682321511933565,,,,,0.012682321511933565,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016271581252972688,,,,,,,,,,,,,,0.00974968276942894,0.02089894186809491,,0.016271581252972688,,,,,0.02742084035163866,,0.016271581252972688,,,,,,,,,,,,,,,,0.02742084035163866,,0.02089894186809491,,,,,,,,,,,0.05484168070327732,,,,,,,,,,,,,,,,,,,,,,0.02089894186809491,,,,,,,,,,,,,,0.02089894186809491,,,,,,,,,,0.02742084035163866,0.02742084035163866,0.03857009945030463,0.03857009945030463,0.03857009945030463,0.02742084035163866,0.016271581252972688,0.03857009945030463,0.03857009945030463,0.03857009945030463,0.03857009945030463,0.03857009945030463,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.018022246359063486,,,0.02969849633887171,0.02969849633887171,0.018022246359063486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023122773359487505,,,,,,,,0.038966457341802305,,,,,,0.013854812356556915,,,0.023122773359487505,,,0.02969849633887171,0.038966457341802305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013854812356556915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038966457341802305,,,,,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.015564667310100287,,,,,,,,,,,,,0.019969667901375575,0.025648701383571025,,,,,,,,,,,,,,0.019969667901375575,,,,,,,0.025648701383571025,,,,,,,0.011965519762480973,,,,,,,,,0.025648701383571025,0.019969667901375575,,,,,,,0.025648701383571025,,,,,,,,,,,,,,,,,,,,,,,,0.011965519762480973,0.03365284952246563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03365284952246563,,,,,,,,,,,,,,,,,0.019969667901375575,,,,,,,,,,,,,,0.04733603114355569,0.04733603114355569,0.025648701383571025,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.04733603114355569,0.04733603114355569,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021936786231215116,,,,,,,,,,,,,,,,,,,,0.047022619203213545,,,,,,,,,,,0.06169689079118699,,,,,,,,,,,,,,0.06169689079118699,,,,,0.03661105781918855,,,,,,,,,,,,,,,,0.047022619203213545,,,,,,,0.08678272376318542,0.08678272376318542,0.08678272376318542,0.08678272376318542,0.08678272376318542,0.08678272376318542,,,,,,,,,,,,
