,trong,ngôn,ngữ,“chuyên,môn”,máy,tính,bị,tin,tặc,và,điều,khiển,từ,xa,được,gọi,là,“robot”,hoặc,“bot”,nhóm,“botnet”,với,botnet,dùng,để,truyền,tải,hàng,triệu,e,mail,quảng,cáo,hầm,bà,lằng,thuốc,viagra,đến,các,vớ,vẩn,khác,bằng,phần,mềm,spyware,người,vô,hình,ngay,thời,điểm,hiện,tại,một,mang,mật,danh,“0x80”,đang,kiểm,soát,hơn,13,000,20,quốc,gia,0x80,điển,của,loại,thế,hệ,mới,có,thể,kiếm,đống,usd,kỹ,thuật,đột,nhập,những,trình,độ,“cu,thảo”,cao,thủ,dù,mặt,còn,búng,ra,sữa,cỡ,không,nào,an,toàn,6,giờ,nằm,xoài,trên,giường,21,tuổi,vào,gần,2,cá,nhân,khắp,giới,khi,ngủ,do,viết,vẫn,liên,tục,“cày,xới”,internet,tìm,lỗ,hổng,ninh,tống,vài,con,virus,biến,thành,“nô,lệ”,bất,đắc,dĩ,theo,lệnh,bắt,đầu,truy,xuất,cài,tự,động,website,khiêu,dâm,sau,tiến,đặt,thực,xong,nạn,dò,tấn,công,chỉ,gian,ngắn,loạt,sẽ,phục,tùng,huy,hai,tuần,làm,việc,nhận,trung,bình,300,ty,trực,tuyến,“suốt,ngày,cháu,ngồi,ở,nhà,vừa,chat,linh,tinh,cho,vui,tiền”,kể,phóng,viên,washington,post,cuộc,phỏng,vấn,giữ,bí,tên,cũng,như,nơi,cư,trú,đương,sự,“cháu,chi,phiếu,mỗi,15,qua,đường,bưu,điện,nhiều,ngân,canada,30,ngày”,biết,“nghề,tặc”,đem,lại,800,tháng,khoản,tiền,nhỏ,đối,học,sinh,bỏ,cơn,nhức,kinh,niên,“dịch,vụ”,trở,ngành,nghiệp,trị,giá,tỉ,cùng,đà,bùng,nổ,cách,đây,fbi,đã,thộp,jeanson,james,ancheta,nam,california,tội,gồm,400,thống,tâm,chiến,hải,quân,mỹ,cơ,quan,thông,phòng,tay,tổ,lập,sống,đình,khu,vực,miền,nước,nói,dối,rằng,thiết,kế,web,dành,nghiên,cứu,mạng,cải,đủ,sử,dụng,trương,mục,paypal,ebay,bank,of,america,citibank,mình,thậm,chí,chương,phép,xóa,cũ,trả,020,lần,005,16,đó,pháp,anh,đức,nỗi,khổ,spam,chuyên,chống,brightmail,thư,rác,tử,cầu,tăng,10,9,“mối,đe,dọa,thường,trực”,4,2004,31,8,2003,khoảng,gì,khó,chịu,số,nội,dung,chủ,yếu,tiêu,dịch,vụ,sản,phẩm,phi,văn,hóa,tuyên,phản,năm,mẩu,đại,“10,nhanh,nhất”,nay,thì,tổng,bill,clinton,ủy,ban,mậu,bang,ftc,địa,uceftc,gov,hồi,mẫu,nhằm,trừng,phạt,hộp,chứa,275,“mẫu,vật”,thêm,85,càng,lang,thang,giao,bạn,nguy,chôm,trò,trẻ,bọn,mua,cung,cấp,thuộc,mà,trang,yêu,khai,báo,dữ,liệu,hồ,sơ,chẳng,hạn,tờ,khiến,dễ,đánh,cắp,khả,diệt,diễn,đàn,tế,chức,1,tịch,microsoft,gates,từng,bố,chấm,dứt,trước,2006,tuy,nhiên,căn,cứ,trạng,sạch,thi,11,hội,luật,12,george,w,bush,ký,đạo,tiên,viễn,cảnh,“thế,spam”,lâu,mắt,thiệt,hại,lẫn,xã,phải,đáng,radicati,group,inc,980,hoạt,40,san,eweek,mất,934,về,tổn,thất,hiệu,quả,7,874,tạp,popular,science,làng,bởi,vậy,cớ,thượng,nghị,sĩ,debra,bowen,phát,biểu,“tôi,cảm,thấy,phẫn,nộ,tởm”,tượng
0,0.01858879766844119,0.05452245419446818,0.05452245419446818,0.05452245419446818,0.05452245419446818,0.03717759533688238,0.03942031186973476,0.07826289195540975,0.02539051913021194,0.029420800956286127,0.028059585479045652,0.039131445977704876,0.04481180917304943,0.020929141770009308,0.05452245419446818,0.05078103826042388,0.10904490838893637,0.05078103826042388,0.05452245419446818,0.04481180917304943,0.10904490838893637,0.05452245419446818,0.05452245419446818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,0.024597065407392815,0.028501400926402187,,,,0.02027510608969652,,0.024597065407392815,,,,,,,,0.021568627500891054,0.03400425277189223,0.0379085882909016,0.030975814865390465,0.04341144013639164,0.05281862750089105,0.028501400926402187,0.030975814865390465,0.02299854908091215,0.02299854908091215,0.05281862750089105,0.05281862750089105,0.05281862750089105,0.04341144013639164,0.05281862750089105,0.05281862750089105,0.05281862750089105,0.0379085882909016,0.024597065407392815,0.04341144013639164,0.04341144013639164,0.03400425277189223,0.0379085882909016,0.03400425277189223,0.0379085882909016,0.026409313750445525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.03935530465182851,0.045602241482243504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05440680443502757,0.05440680443502757,0.05440680443502757,0.06945830421822662,0.04956130378462475,0.06945830421822662,0.03679767852945944,0.03244016974351443,0.03679767852945944,0.06945830421822662,0.06945830421822662,0.08450980400142569,0.08450980400142569,0.06065374126544257,0.08450980400142569,0.08450980400142569,0.045602241482243504,0.08450980400142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.07203159096520961,0.0763768542476111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08110042435878607,,,,,,,,,0.11400560370560875,,0.13601701108756892,0.17364576054556655,0.13601701108756892,0.1516343531636064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,0.024010530321736535,0.025458951415870366,,0.032796087209857085,0.03800186790186958,,,,0.027033474786262023,,,,0.032796087209857085,,,,,,,,,,,,0.03800186790186958,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,,,,0.022669501847928153,0.07042483666785473,0.032796087209857085,0.05788192018185551,0.030664732107882862,0.05788192018185551,0.0505447843878688,0.025458951415870366,0.041301086487187284,0.045339003695856306,0.07042483666785473,0.032796087209857085,0.07042483666785473,0.07042483666785473,0.05788192018185551,0.0505447843878688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.022163566450833727,0.023500570537726497,,0.030273311270637312,0.03507864729403346,,,,,,,,,,,,,,0.02654600307801976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02092569401347214,,,,,,,0.023500570537726497,0.03812407983432673,,,,,,,,0.03812407983432673,0.04185138802694428,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.05342946478325125,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.06500754153955822,0.03507864729403346,0.05342946478325125,0.04665672405034044,0.05342946478325125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0338972192777457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032004002608839746,,,,,,,0.03594204905769934,0.05830741621720558,,,,,,0.08171565202144308,0.07135734266522654,,,,,,,,,,,,,,,,,,,0.08171565202144308,0.09942329882520669,0.09942329882520669,0.09942329882520669,0.05830741621720558,0.09942329882520669,0.09942329882520669,0.08171565202144308,0.06400800521767949,0.09942329882520669,0.08171565202144308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.07203159096520961,0.0763768542476111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13601701108756892,,,,,,,,0.0919941963236486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17364576054556655,0.0919941963236486,0.17364576054556655,0.09838826162957126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.027440606081984613,0.02909594447528042,,,,0.010355323212504942,,,,,,,,,,,,,,,,0.023600620849821306,,,,,,,,,,,,,,,,,,,,0.025908002111917888,0.02888273393592503,,,,,0.033075382961060294,,,,,,,,,,,,,,,,,,,0.025908002111917888,,,,,,,0.01454797223764021,,0.025908002111917888,,,,,,,0.023600620849821306,,,,,,,,,,,,,,,,0.02888273393592503,,,,,,0.023600620849821306,,,,0.025908002111917888,,,,,,,0.023600620849821306,0.040242763810202704,0.040242763810202704,0.033075382961060294,0.040242763810202704,0.02888273393592503,0.033075382961060294,0.040242763810202704,0.040242763810202704,0.023600620849821306,0.040242763810202704,0.040242763810202704,0.040242763810202704,0.033075382961060294,0.033075382961060294,0.02888273393592503,0.033075382961060294,0.040242763810202704,0.040242763810202704,0.020121381905101352,0.033075382961060294,0.033075382961060294,0.02888273393592503,0.040242763810202704,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.01920842425738923,,,,,0.01449745249750692,0.04043582751029504,0.04630553614548441,0.04325355965801924,,,,,,,,,,,,,,,,,,0.02453178568630629,0.02453178568630629,0.028169934667141894,0.028169934667141894,,,,,,,0.052473739535771335,,,,,0.036271202956685046,0.04043582751029504,,,,,,,,,,,,,,,,,,,,,,,,0.018135601478342523,,,,,,,,,,,,,,,0.04043582751029504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04630553614548441,0.04630553614548441,,,,0.036271202956685046,0.04630553614548441,0.04630553614548441,0.036271202956685046,0.05633986933428379,0.05633986933428379,0.03304086918974983,0.04630553614548441,0.036271202956685046,0.05633986933428379,0.05633986933428379,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
