,bạn,vào,một,quán,cà,phê,wi,fi,điểm,truy,cập,internet,không,dây,để,vừa,thưởng,thức,và,online,bằng,máy,tính,xách,tay,của,mình,kết,nối,mạng,bắt,đầu,thực,hiện,các,giao,dịch,thông,qua,ngân,hàng,hay,mua,món,nào,đó,trên,mạng…,với,tư,cách,là,người,dùng,cuối,cảm,thấy,an,toàn,khi,biểu,tượng,hình,chiếc,khóa,bên,dưới,trình,duyệt,web,explorer,tin,bao,gồm,username,password,tài,khoản,thẻ,tín,dụng…,được,mã,hóa,ở,chế,độ,128,bit,tế,việc,này,có,thật,sự,đối,thì,nói,chung,khá,đặc,biệt,nó,ssl,secure,sockets,layer,phát,triển,bởi,hãng,netscape,nhằm,giúp,truyền,tải,liệu,riêng,sử,dụng,hệ,thống,hai,dữ,công,cộng,mọi,biết,còn,gọi,bí,mật,mà,chỉ,nhận,mới,cả,navigator,đều,hỗ,trợ,nhiều,trang,tiếp,từ,như,số,tuy,nhiên,thể,ra,hacker,đánh,cắp,điều,xảy,trực,cần,thiết,lại,trung,gian,khác,man,in,the,middle,hắn,ta,sẽ,cho,chạy,loạt,chương,bị,hại,tục,hơi,hoạt,động,certificate,server,trở,thành,giữa,họ,1,hiểu,rõ,hơn,khái,niệm,quan,trọng,nên,chứng,lập,tốt,đồng,nghĩa,tới,nơi,tất,đang,sau,gửi,theo,giải,dù,về,cũng,khó,tệ,nếu,giả,mạo,trong,trường,hợp,chộp,lấy,do,tạo,dễ,dàng,ngược,đi,phòng,tránh,đưa,thay,thế,đúng,hầu,hết,những,gật,đây,ví,dụ,tâm,security,alert,am,tường,tận,chọn,yes,xuất,cửa,sổ,2,đã,tự,làm,nhấp,bẫy,nút,view,vấn,đề,so,sánh,lưu,ý,đọc,hướng,dẫn,lần,đổi,cái,vnp,chức,năng,nâng,cao,firewall
0,0.013525511539466472,0.02230022603195252,0.012265892843153148,0.04823860104474064,0.09647720208948128,0.09647720208948128,0.04823860104474064,0.04823860104474064,0.04823860104474064,0.04823860104474064,0.04823860104474064,0.02493960090020668,0.018135601478342523,0.032334559220751895,0.013525511539466472,0.09647720208948128,0.04823860104474064,0.032334559220751895,0.018135601478342523,0.04823860104474064,0.032334559220751895,0.028169934667141894,0.02493960090020668,0.04823860104474064,0.04823860104474064,0.018135601478342523,0.032334559220751895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.014755103497599788,0.012163759653792282,0.0066904870053562625,,,,,,,,,0.013603418672840005,0.009892146260914102,0.017637032302228305,,,,,0.009892146260914102,,,,,,,,,0.015365418909350123,0.015365418909350123,0.017637032302228305,0.026311964206222165,0.041677383115572286,0.008130146024403985,0.013603418672840005,0.004928486768846145,0.007377551748799894,0.008962100398234443,0.007377551748799894,0.015365418909350123,0.013603418672840005,0.021893090593744086,0.013603418672840005,0.020838691557786143,0.026311964206222165,0.026311964206222165,0.009892146260914102,0.015365418909350123,0.026311964206222165,0.012163759653792282,0.017637032302228305,0.013603418672840005,0.008962100398234443,0.0066904870053562625,0.017637032302228305,0.026311964206222165,0.026311964206222165,0.041677383115572286,0.015365418909350123,0.015365418909350123,0.007377551748799894,0.026311964206222165,0.020838691557786143,0.017637032302228305,0.026311964206222165,0.020838691557786143,0.026311964206222165,0.026311964206222165,0.013603418672840005,0.017637032302228305,0.013603418672840005,0.020838691557786143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.01690688942433309,,,,,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,0.011294448845272415,,,0.03381377884866618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.04775533481992658,0.03521241833392737,0.04041819902593986,0.03521241833392737,0.03521241833392737,0.060298251305925796,0.015332366053941435,0.031174501125258346,0.03521241833392737,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,0.012365182826142629,,,,,,,,,,,,,,,,,0.022046290377785382,,,0.020325365061009966,0.017004273341050008,,0.018443879371999736,0.022405250995586108,0.009221939685999868,0.03841354727337531,0.017004273341050008,0.02736636324218011,0.017004273341050008,0.026048364447232682,,,,0.019206773636687654,,0.015204699567240354,,,0.011202625497793054,,,,,,0.03841354727337531,0.03841354727337531,0.009221939685999868,,,,,,,,,,,,,,,,,,,,,,0.008363108756695329,,,,,,,,0.03288995525777771,0.026048364447232682,0.017004273341050008,0.012365182826142629,0.022046290377785382,0.03288995525777771,0.026048364447232682,0.013683181621090055,0.03288995525777771,0.03288995525777771,0.03288995525777771,0.03288995525777771,0.03288995525777771,0.022046290377785382,0.017004273341050008,0.026048364447232682,0.026048364447232682,0.026048364447232682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.013142028046235515,,,,,,,,,0.026721000964507153,,,,,,0.03464417059366274,,,,,0.026721000964507153,,,,,,,0.03464417059366274,,,,,0.009680956153090642,0.01449161950657122,,0.01449161950657122,0.030182072857652027,,,,,,,,,,,0.03464417059366274,,0.017604125782246224,,,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,,,0.013142028046235515,,,,,,,,,,,0.019431001583938415,,,,,,,,,,,,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.04093314413136564,0.051684215405079253,0.04093314413136564,0.04093314413136564,0.051684215405079253,0.023893099319949127,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.02348787991242092,,,,,,,,,,,,0.017266610475914646,,,,0.011575915837239907,,,,,,,,,,,,,,,,,,,0.008633305237957323,,,,0.015918894191621284,,,,,,,0.014234186828905863,0.020639080353671423,,0.010487564295806263,0.015658586608280615,,,,,,,,,,,,0.09754281154708408,,,,,,,0.011575915837239907,,,,,,,,,,0.015658586608280615,0.03183778838324257,0.03596161872401093,,,,,,,,,0.011575915837239907,,,,,,,,,,,0.015918894191621284,,,,,,,,,,,,,0.014234186828905863,0.02438570288677102,0.011575915837239907,0.009514000666855727,0.03079059641153658,0.03079059641153658,0.03079059641153658,0.015918894191621284,0.02438570288677102,0.03079059641153658,0.03079059641153658,0.04877140577354204,0.02438570288677102,0.02438570288677102,0.03079059641153658,0.02438570288677102,0.011575915837239907,0.02438570288677102,0.015918894191621284,0.03079059641153658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,0.021376800771605725,,,0.011593295605256976,,,0.027715336474930193,0.015544801267150733,,,,,,,,,,,,,,,,0.007744764922472514,0.011593295605256976,,0.011593295605256976,,,,,,,,,,,,,,,0.010513622436988413,0.027715336474930193,,,,,,,,,,,,,,,,0.021376800771605725,0.03274651530509251,0.015544801267150733,,,,,0.024145658286121623,0.027715336474930193,0.024145658286121623,0.024145658286121623,,,,,,,,,,,,0.021376800771605725,,,,,,,,,,,,0.021376800771605725,,,,,,,,0.03274651530509251,,,,,,,0.015544801267150733,0.02555188750526967,,,,,,,,,,,,0.03274651530509251,,,0.021376800771605725,,0.03274651530509251,0.0413473723240634,0.03274651530509251,0.0413473723240634,0.0413473723240634,0.0413473723240634,0.03274651530509251,0.021376800771605725,0.021376800771605725,0.021376800771605725,0.03274651530509251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.03477988681577093,,0.010513622436988413,,,,,,,,,,0.015544801267150733,,,,,,,,,,,,,0.015544801267150733,,,,,,,0.012775943752634834,0.021376800771605725,,0.011593295605256976,0.01408330062579698,0.023186591210513953,0.024145658286121623,0.021376800771605725,0.01720171403794178,0.021376800771605725,,,,,0.024145658286121623,,,,,,,,,,,,,0.011593295605256976,,,,,,,,,,,,0.031089602534301465,,,,,,,0.024145658286121623,0.024145658286121623,,0.010513622436988413,,,,,,,,,,,0.031089602534301465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012775943752634834,,,,,,,,,,,,,,,0.021376800771605725,,,,,,,,,,,,,0.027715336474930193,0.027715336474930193,0.04275360154321145,0.021376800771605725,0.015544801267150733,0.024145658286121623,0.027715336474930193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.01096663097794579,,0.009945318521475526,,,,,,,,,,0.014704541739196641,,,,,,,,,,,,,,,,,,,,,,,0.02193326195589158,0.026644082265021317,,,0.020221298027194606,0.0162718916575125,0.020221298027194606,,,,,,,0.03616252870046355,,,0.013322041132510658,,,,,,,,0.01096663097794579,,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020221298027194606,,,,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030976433396709135,0.030976433396709135,,,0.014704541739196641,,,,,,,,,,,0.020221298027194606,,0.020221298027194606,,,,,0.020221298027194606,0.014704541739196641,,,0.030976433396709135,0.039112379225465385,0.026217210178988024,0.018081264350231774,0.026217210178988024,0.026217210178988024,0.026217210178988024,0.030976433396709135,0.026217210178988024,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.023893099319949127,,,,,,,,,,,,,0.01449161950657122,,,,,,,0.06036414571530405,0.053442001929014306,,,0.03886200316787683,0.03464417059366274,0.030182072857652027,0.030182072857652027,,,,,,0.019361912306181284,,,,,,0.021502142547427227,,,,,,,,,,,,0.013142028046235515,,,,,,,,,,,,,,,0.026721000964507153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023893099319949127,,,,,,,0.026721000964507153,,,,,,,,,,,,,,,,,,,,,0.026721000964507153,,,,,,,,,,,,,,,,,,,,,,,0.026721000964507153,0.030182072857652027,0.026721000964507153,0.026721000964507153,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.021502142547427227,0.026721000964507153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
