,ngày,24,03,2006,vinagame,cho,biết,đã,tìm,được,chủ,nhân,của,1,giải,đặc,biệt,mỗi,suất,học,bổng,trị,giá,20,triệu,đồng,và,2,nhì,màn,hình,lcd,17,inch,5,tại,showroom,383,điện,biên,phủ,q,3,tphcm,công,ty,trong,chương,trình,khuyến,mại,“rạng,rỡ,danh,anh,hùng,thỏa,chí”,diễn,ra,từ,đến,30,04,trên,toàn,quốc,người,đoạt,đầu,tiên,là,khách,hàng,quách,thêm,lai,sinh,năm,1981,ngụ,quận,8,một,những,yêu,mến,trò,chơi,trực,tuyến,võ,lâm,truyền,kỳ,nguyễn,việt,quang,sn,1977,nam,định,trần,tuấn,1984,ninh,bình,bên,cạnh,đó,có,34,ba,755,khích,trao,may,mắn,khác,phỏng,vấn,về,cảm,xúc,khi,chi,sẻ,“tôi,thật,bất,ngờ,cao,nhất,tôi,bắt,gần,tháng,dành,khoảng,giờ,để,sau,làm,việc,ngoài,mãn,nhu,cầu,trí,này,còn,giúp,hiểu,hơn,thế,giới,internet,cách,sử,dụng,máy,tính,thành,thạo,hơn”,như,vậy,với,sẽ,tiếp,tục,hết,4,văn,nhiều,thưởng,cùng,cũng,chính,thức,bố,nhà,hoá,thanh,niên,phối,hợp,tổ,chức,đàn,“thanh,thụ,hưởng,các,quả,khoa,nghệ”,mong,muốn,tạo,dựng,sân,bổ,ích,mở,cơ,hội,bạn,trẻ,nói,lên,suy,nghĩ,mình,nghệ,kỷ,nguyên,thông,tin,nào,hữu,ban,rộng,mọi,đối,tượng,quan,tâm,đề,tài,nay,14,tham,gia,thể,gửi,bài,dự,thi,qua,website,www,nvhtn,org,vn,forum,hoặc,viết,kèm,file,vi,địa,chỉ,phòng,giáo,dục,tp,hcm,số,phạm,ngọc,thạch,tổng,cụ,thiết,thực,thời,buổi,thuyết,vào,16
0,0.010055360486160339,0.02501980760892272,0.02501980760892272,0.01157807675630697,0.019230769230769232,0.013441730852615748,0.019230769230769232,0.013441730852615748,0.019230769230769232,0.013441730852615748,0.02501980760892272,0.02501980760892272,0.01157807675630697,0.030166081458481018,0.02315615351261394,0.013441730852615748,0.013441730852615748,0.05003961521784544,0.02501980760892272,0.01157807675630697,0.019230769230769232,0.03168879772862765,0.03168879772862765,0.013441730852615748,0.03168879772862765,0.03168879772862765,0.005789038378153485,0.013441730852615748,0.015844398864313824,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.013441730852615748,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0326799215800211,,,0.018814374728998825,,,,,,,,,0.018814374728998825,,,,,,,,,,,0.02184281263550059,,,,,,,,,,,,,,,,,,,0.0625,0.03125,0.04368562527100118,0.03125,0.02184281263550059,0.02184281263550059,0.018814374728998825,0.03125,0.040657187364499414,0.03125,0.03125,0.03125,0.018814374728998825,0.03125,0.02574714815450996,0.03125,0.02184281263550059,0.03125,0.03125,0.018814374728998825,0.040657187364499414,0.02574714815450996,0.040657187364499414,0.040657187364499414,0.040657187364499414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,0.00813594582875625,0.018891081198270782,0.018891081198270782,,,,,,,,,,,,,,,,,,,0.018891081198270782,,,,,,,,0.02702702702702703,,,0.018891081198270782,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.018891081198270782,0.02702702702702703,0.03516297285578328,0.05405405405405406,0.037782162396541565,0.032543783315025,0.03516297285578328,0.02702702702702703,0.02702702702702703,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.02702702702702703,0.03516297285578328,0.022267803809305913,0.0162718916575125,0.03516297285578328,0.03516297285578328,0.02702702702702703,0.018891081198270782,0.018891081198270782,0.022267803809305913,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,0.012542916485999216,,,,,,,,,,,,0.012542916485999216,0.02912375018066745,0.034329530872679946,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752574989159953,,,,,,,,,,,,,,0.02912375018066745,,,0.041666666666666664,0.02912375018066745,0.025085832971998432,,,,,,,,,,,,,,,,,,,,,,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.10841916630533177,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,0.06989700043360189,,,,,,0.05228787452803377,0.03010299956639812,,,,,,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13010299956639812,0.13010299956639812,0.1,0.06989700043360189,0.13010299956639812,0.13010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.05376692341046299,,,,0.05376692341046299,,,,,0.02315615351261394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,0.04631230702522788,,,,,,,,,,,0.04631230702522788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10007923043569088,0.10007923043569088,0.10007923043569088,0.0633775954572553,0.0633775954572553,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,0.024102413942621338,,,0.020760689356136633,,0.020760689356136633,0.024102413942621338,0.024102413942621338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024102413942621338,0.020760689356136633,,,,,,0.020760689356136633,,,,,,,,,,,,,,0.048204827885242676,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028410646239459266,0.028410646239459266,,0.04486310329875797,0.04486310329875797,0.020760689356136633,0.04486310329875797,0.04486310329875797,0.08972620659751594,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0186742409028692,,,,,,,0.0249632144405721,,0.0249632144405721,,,,0.0186742409028692,,,,,,,,,,,,,0.010751071273713613,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,0.021502142547427227,,,,,,,,,,,,,,,0.0499264288811442,,,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.04646535698799933,0.04646535698799933,0.03571428571428571,0.03571428571428571,0.04646535698799933,0.09293071397599866,0.03571428571428571,0.04646535698799933,0.029425312176582813,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.03125,,,,,,,,0.009407187364499412,,,,,,,,,,,,0.009407187364499412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02574714815450996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,0.02184281263550059,0.02184281263550059,0.02574714815450996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018814374728998825,,,,,,,,,,,,0.03125,,,,,,,,,,0.02184281263550059,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.03125,0.03125,0.040657187364499414,0.03125,0.040657187364499414,0.03125,0.040657187364499414,0.040657187364499414,0.03125,0.02574714815450996,0.02574714815450996,0.040657187364499414,0.03125,0.02574714815450996,0.040657187364499414,0.040657187364499414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,0.021180909222303604,,,,,0.018244242161453407,0.015844810463040534,0.018244242161453407,0.021180909222303604,0.021180909222303604,,,,,,,0.021180909222303604,,,0.009122121080726703,0.04236181844460721,0.024966931543767237,,,,,,,,,,,,,,,,0.021180909222303604,,0.04236181844460721,0.021180909222303604,0.018244242161453407,,,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.018244242161453407,0.030303030303030304,0.024966931543767237,0.030303030303030304,,,,0.018244242161453407,,,,,,,,,,,0.021180909222303604,0.018244242161453407,,,,,,,,,,,0.018244242161453407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024966931543767237,0.024966931543767237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024966931543767237,0.030303030303030304,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
