,tài,sản,ảo,trong,game,online,thuộc,về,ai,vàng,đắt,hơn,thật,việc,có,được,bảo,hộ,hay,không,vẫn,là,một,vấn,đề,mới,và,còn,nhiều,ý,kiến,khác,nhau,báo,thanh,niên,đã,cuộc,phỏng,ông,nguyễn,hưng,vụ,trưởng,thương,mại,điện,tử,bộ,–,những,cơ,quan,nghiên,cứu,bước,đầu,này,theo,bao,gồm,loại,nào,hiện,nay,các,chưa,đi,tới,khái,niệm,thống,nhất,hiểu,nghĩa,hẹp,đối,tượng,thế,giới,rộng,tên,miền,địa,chỉ,e,mail,ủng,coi,rất,mẻ,mặc,dù,thực,tế,ở,việt,nam,cũng,như,trên,mua,bán,diễn,ra,sôi,động,nhưng,cho,ít,nước,thừa,nhận,chính,thức,ban,hành,luật,vệ,quyền,sở,hữu,tuy,nhiên,quản,lý,nhà,thể,đứng,ngoài,bắt,tâm,căn,cứ,vào,yếu,tố,để,khẳng,định,hợp,pháp,quy,của,ptv,cần,phải,dựa,dân,sự,xét,xem,điều,163,vật,tiền,giấy,tờ,giá,181,xác,trị,bằng,chuyển,giao,dịch,chúng,tôi,trò,chơi,trực,tuyến,phẩm,với,lên,80,000,usd,mạng,internet,hằng,ngày,nhỏ,ta,nhanh,chóng,sâu,thấy,kịp,thời,văn,bản,phạm,nhằm,phát,huy,mặt,tích,cực,nói,chung,riêng,hạn,chế,tiêu,cá,nhân,đưa,đáng,nó,thông,thường,triển,khoa,học,công,nghệ,khiến,ngừng,mở,chẳng,cách,đây,vài,chục,năm,khi,nghĩ,rằng,cụm,từ,www,business,com,7,triệu,cùng,thị,trường,xuất,số,thủ,chuyên,nghiệp,cày,sau,đó,lấy,lại,kiếm,gì,bất,quá,đại,đa,mọi,người,bóng,đá,tennis,vận,viên,nghề,nghiêm,túc,đem,thu,nhập,cao,vậy,thì,họ,đồ,gian,hoặc,kém,bây,giờ,hoài,nghi,biết,đâu,thập,kỷ,bình,tại,vùng,lãnh,thổ,nhìn,đài,loan,hàn,quốc,đang,tiên,phong,ăp,cắp,bị,xử,hình,mỹ,cấm,khai,đặc,biệt,nếu,sẽ,tụt,hậu,so,trung,ngành,kinh,tiềm,năng,mạnh,tương,lai,dừng,mà,ích,lĩnh,vực,y,giáo,dục,trương,đình,anh,tổng,giám,đốc,fpt,telecom,chủ,mucho,cộng,đồng,chứ,cung,cấp,tôn,trọng,lợi,chất,dữ,liệu,máy,tính,thứ,dễ,dẫn,đến,tranh,chấp,phức,tạp,xảy,buộc,tự,giải,quyết,rõ,ràng,vòng,hệ,quả,tốt,lê,hồng,minh,tịch,hội,vinagame,ty,đoạn,mã,lập,trình,ảnh,dụng,điểm,đơn,vị,phần,mềm,võ,lâm,truyền,kỳ,hãng,kingsoft,vì,toàn,tách,rời,tham,gia,sử,mục,đích,trí,thôi,lệ,sách,nhạc,phim,dùng,cuối,phép,ví,dụ,sao,chép,doanh,chắc,chắn,chuyện,cả,chức,trả,phí,giáp,trách,nhiệm,cam,kết,2,do,bỏ,bạc,sức,mình,tạo,hai,qua,trao,đổi
0,0.01708793225822474,0.013900860117258357,0.02315615351261394,0.01263885953597165,0.015437435675075958,0.019184308384774366,0.02938789835072405,0.018122957483281417,0.03259145569965482,0.08965066805160002,0.04482533402580001,0.03710661618826203,0.026903026222312346,0.02035757737350963,0.013170581188303984,0.01715402002457886,0.023156153512613936,0.026903026222312346,0.03259145569965482,0.012036780155214652,0.03259145569965482,0.009435302187040882,0.01626268396665035,0.02938789835072405,0.02938789835072405,0.03259145569965482,0.01263885953597165,0.03259145569965482,0.03259145569965482,0.04482533402580001,0.04482533402580001,0.024872737862116842,0.03710661618826203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.01263885953597165,,,,0.018122957483281417,,,,,,,0.013170581188303984,,,,,,,,0.01626268396665035,0.0587757967014481,0.02938789835072405,,,,,,,,,0.03710661618826203,0.07421323237652407,0.04482533402580001,0.04333836102637214,0.03710661618826203,0.04482533402580001,0.023156153512613936,0.04482533402580001,0.04482533402580001,0.06518291139930964,0.04482533402580001,0.05380605244462469,0.05380605244462469,0.04482533402580001,0.04482533402580001,0.02166918051318607,0.04482533402580001,0.02655072336553469,0.02938789835072405,0.024872737862116842,0.024872737862116842,0.024872737862116842,0.03710661618826203,0.03259145569965482,0.024872737862116842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.024682568817435736,0.02007902016937318,0.02229851819733194,,,,,0.026177605253628715,,,,,,,,,,,,,,,0.023490543507383835,,,,,,,,,,,,,,,,,0.033447777295997905,,,,,,,,,,,0.019175522430663942,,,0.03592728802305766,0.03592728802305766,,,,0.027710667666896307,0.04707654712172363,0.04707654712172363,0.04707654712172363,0.042449186506601407,0.04707654712172363,0.04707654712172363,0.018256130440847937,0.042449186506601407,0.05359844560526737,0.038859926765562276,0.04707654712172363,0.04707654712172363,0.06474770470393335,0.05359844560526737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.020825917439711402,0.016941673267908623,0.05644312418699647,0.030807220118930896,,,,,,,,,,,,,,,,,,0.022998549080912152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04676175168788752,,,,,,,0.030807220118930896,,,,,,,,0.0904473769588887,0.07944167326790863,0.10926175168788753,0.04676175168788752,0.0904473769588887,0.05644312418699647,0.0606272985389098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.014487594740668802,0.01178551183854513,0.03926478204312798,0.02143110964795193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03252991421766088,0.05526377270811035,0.05526377270811035,,,,,0.02143110964795193,,,,,,,,0.06291991440618344,0.05526377270811035,,0.03252991421766088,0.06291991440618344,0.03926478204312798,0.04217551202706769,0.06291991440618344,0.0760081750872261,0.0760081750872261,0.0760081750872261,0.04217551202706769,0.0760081750872261,0.0760081750872261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.043462784222006404,0.03535653551563539,0.02617652136208532,,,,,,,,,,,0.03451937032899459,0.011166362311822943,,,0.04561817489870354,,0.020410192437103104,,0.015998990664982365,,,,0.05526377270811035,,,,,,,,,,,,,,,,,,,0.04561817489870354,0.04561817489870354,,,0.03674339304409812,,,,,,,,,,,,,,,,,,,,,0.05526377270811035,0.05526377270811035,,,,,,,,,,,,,,,,,0.06291991440618344,0.04983165372514078,0.04983165372514078,0.0760081750872261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.024682568817435736,0.02007902016937318,0.016723888647998956,,,,,,,,,,,0.014702694769756955,,,0.016723888647998952,,,,0.023538273560861814,0.00681438491286286,,,,,0.009128065220423968,0.023538273560861814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023538273560861814,,,,0.019429963382781138,,,,,,,,,,0.016723888647998952,0.01796364401152883,,,,,,,,,,0.042449186506601407,,0.03237385235196667,0.026799222802633686,0.023538273560861814,0.023538273560861814,0.023538273560861814,0.03237385235196667,0.03237385235196667,0.023538273560861814,0.01796364401152883,0.019429963382781138,0.019429963382781138,0.015649963703967717,0.026799222802633686,0.019429963382781138,0.026799222802633686,0.023538273560861814,0.019429963382781138,0.016723888647998952,0.026799222802633686,0.023538273560861814,0.01796364401152883,0.015649963703967717,0.026799222802633686,0.026799222802633686,0.019429963382781138,0.019429963382781138,0.012389014462195843,0.021224593253300703,0.012389014462195843,0.013855333833448153,0.014702694769756955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,0.033531030432383674,,,,,,,,,,,,,,,,,,0.10336843081015851,,,,,,,,,,,,,,0.08186628826273128,0.06928834118732548,,,,,,,,,,,,,0.03520825156449245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09079048373475271,,,,,,,,,,,,0.09079048373475271,0.09079048373475271,0.10336843081015851,0.08186628826273128,0.06928834118732548,0.047786198639898254,0.10336843081015851,0.10336843081015851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,0.08816369505217216,0.08816369505217216,,,,,,,,,,,,0.06500754153955822,,,,,,,,0.08070907866693704,0.08070907866693704,,,0.06500754153955822,,,,0.07461821358635053,0.07461821358635053,0.07461821358635053,,0.09777436709896448,0.07461821358635053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13447600207740004,0.13447600207740004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0277678899196152,0.02258889769054483,0.012542916485999216,,0.012542916485999216,,,,,,,,,,0.005350548607748494,,,,,0.009779883876111905,,0.015332366053941435,,,,,,,,,,,,,,,,,,0.01881437472899882,,,,,,,,,0.017606209166963684,,0.010786231367248468,,,,,,,,0.031174501125258346,,,,0.02387766740996329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02787528253994065,,,,,,,,,,,,,,,0.036420583895962505,0.036420583895962505,0.07284116779192501,0.036420583895962505,0.036420583895962505,0.04371741761125756,0.036420583895962505,0.03762874945799764,0.02020909951296993,0.026426861445806818,0.01881437472899882,0.010786231367248468,0.036420583895962505,0.026480557755969542,0.03521241833392737,0.036420583895962505,0.026480557755969542,0.017606209166963684,0.036420583895962505,0.036420583895962505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
