,tuàn,trước,tại,tp,hồ,chí,minh,nokia,việt,nam,chính,thức,ra,thông,báo,về,kết,quả,chương,trình,sáng,tạo,điệp,tình,yêu,mang,tên,cảm,hứng,mãi,thăng,hoa,được,tổ,chức,trên,website,của,www,com,vn,ecard,từ,20,1,2006,đến,16,2,trong,một,thời,gian,rất,ngắn,nhưng,cuộc,thi,đã,nhận,sự,ủng,hộ,nhiệt,người,tiêu,dùng,toàn,quốc,vì,những,ý,nghĩa,tốt,đẹp,nó,lấy,bộ,sưu,tập,l’amour,tham,gia,ở,mọi,lứa,tuổi,miền,đưa,và,có,dành,cho,để,với,đôi,ngày,nào,cũng,thể,là,ban,ghi,5000,lượt,bạn,dự,gần,7000,dựa,công,ty,hàng,đầu,thế,giới,truyền,di,động,thúc,đẩy,tăng,trưởng,bền,vững,ngành,liên,nhau,tin,quan,trọng,con,bằng,sản,phẩm,dễ,sử,dụng,như,điện,thoại,các,thiết,bị,giải,pháp,xử,lý,hình,ảnh,trò,chơi,đa,phương,tiện,doanh,nghiệp,cung,cấp,dịch,vụ,nhà,điều,hành,mạng,số,ngàn,bài,gửi,trực,tiếp,tiến,lựa,chọn,trưng,bày,2989,nhất,này,nhiều,bình,đoạt,thưởng,hệ,thống,9537,truy,cập,trang,web,thích,mời,diễn,nghệ,thuật,“cảm,hoa”,sân,vận,lư,hcm,22,vừa,rồi,thiệu,lần,nữa,khẳng,định,vị,dẫn,mình,phân,đoạn,thị,trường,cao,phổ,trang…,hơn,50,phần,–,theo,kê,mới,gfk,đặc,biệt,dòng,dạng,phục,nhu,cầu,khác,giá,cả,hợp,vẫn,đang,nhãn,hiệu,hiện,nay,xin,chúc,mừng,sau,đây,qua,danh,sách,“thông,yêu”,01,7380trần,ngọc,hưởng,mã,15số,4366số,cmnd,311613174,sinh,05,1981đc,13,q1,p,11,q,gò,vấp,hcmgiải,nhì,7370nguyễn,tuấn,anh,110số,2914số,023653134,15,1976đc,d492,45,dương,đức,hiển,tây,thạnh,tân,phú,ba,7360huỳnh,quang,2034số,2630số,310894803,12,04,1973đc,b44,trần,thiện,chánh,10,khuyến,khích,phiếu,giảm,khi,mua,trị,500,000,vnđ1,trương,2875số,2614số,022722269,09,1967đc,14,đào,tấn,5,hcm2,nguyễn,văn,tâm,2952số,2548số,250632689,27,1986đc,p611,ktx,135a,hưng,đạo,hcm3,2969số,2503số,361824373,02,03,40,3,kỳ,quý,kp4,hòa,a,hcm4,võ,xuân,thủy,1432số,2477số,023706671,1982đc,30b3,lê,lai,hcm5,2879số,2196số,024425007,06,1951đc,146,đường,sơn,“sáng,hoa”trên,7360,uyên,250422000,1979,đc,59,thọ,17,mai,thanh,lýsố,250418926,1979đc,120b,28,hậu,giang,vũ,mộngsố,250482907,08,56,mỹ,đơn,lâm,đồng3,hoàngsố,361739063,25,1975đc,220,50a,8a,xô,viết,tĩnh,f,21,quyềnsố,310840469,23,1972đc,32,kp,8,hiệp,thủ,phươngsố,023681037,1980đc,251,7,sẽ,thư,bảo,đảm,hoặc,trao,sắp,tới,chi,tiết,xem,thêm
0,0.04118260492191033,0.04118260492191033,0.030086761788894925,0.013831645408987509,0.04118260492191033,0.04118260492191033,0.030086761788894925,0.022888298171596055,0.06836381469665874,0.06017352357778985,0.04118260492191033,0.04118260492191033,0.030086761788894925,0.03798183731175903,0.04118260492191033,0.027181209774748413,0.03418190734832937,0.04118260492191033,0.02492748854200292,0.023086064215313968,0.030086761788894925,0.027181209774748413,0.023086064215313968,0.023086064215313968,0.02492748854200292,0.03418190734832937,0.030086761788894925,0.02492748854200292,0.023086064215313968,0.027181209774748413,0.027181209774748413,0.027181209774748413,0.018990918655879516,0.021529162130881102,0.023086064215313968,0.020180512201167455,0.027181209774748413,0.018990918655879516,0.02492748854200292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,0.4920984106893152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0718820073061255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10718820073061255,0.10718820073061255,0.11687920203141818,0.17708520116421445,0.11687920203141818,0.3541704023284289,0.12937307569224818,0.17708520116421445,0.12937307569224818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,0.031021898789328144,,,,,,,,,0.0255190469438381,,,0.027117563270318768,,0.0510380938876762,,,,,,,,,,,,0.04042908615382756,0.04593193799931759,0.04042908615382756,0.04593193799931759,0.05533912536381701,0.05533912536381701,0.05533912536381701,0.04593193799931759,0.03349631272831642,0.027117563270318768,0.04042908615382756,0.04593193799931759,0.05533912536381701,0.05533912536381701,0.05533912536381701,0.027117563270318768,0.04593193799931759,0.04593193799931759,0.04042908615382756,0.04042908615382756,0.05533912536381701,0.031021898789328144,0.04593193799931759,0.03652475063481818,0.04593193799931759,0.04593193799931759,0.05533912536381701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.009841968213786304,,,,,0.025874615138449637,0.016332190044056387,,,,,,,,,0.019854015225170014,0.03970803045034003,0.04287528029224502,,,0.02143764014612251,0.019854015225170014,,,,,0.01851507943255775,,,,0.016332190044056387,,,,,0.023375840406283634,,,,,,,,,,,,,,,,0.017355240493004014,,,,,,0.017355240493004014,,,,0.025874615138449637,,0.03970803045034003,0.02939644031956326,0.023375840406283634,,0.02939644031956326,,0.03541704023284289,0.023375840406283634,0.025874615138449637,0.025874615138449637,0.025874615138449637,0.02143764014612251,0.025874615138449637,0.03541704023284289,0.051749230276899275,0.07083408046568578,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.01851507943255775,0.04287528029224502,0.02939644031956326,0.02143764014612251,0.025874615138449637,0.02143764014612251,0.03541704023284289,0.022669281159448777,0.03541704023284289,0.02939644031956326,0.03541704023284289,0.025874615138449637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.01294995817603461,,,,,,0.021489723742179452,,0.030757684745110044,,,0.028207421244898036,0.02612370424364475,0.03404554623480215,0.030757684745110044,0.02612370424364475,0.02612370424364475,0.028207421244898036,,,0.028207421244898036,0.02612370424364475,,,,0.021489723742179452,0.02436194662178651,0.02612370424364475,0.04567168550790529,,0.021489723742179452,,,,,0.030757684745110044,,,,,,,,,,,,,,,,0.022835842753952645,0.03404554623480215,,,,,,,,,,,0.02612370424364475,,,,,,,0.030757684745110044,0.03404554623480215,0.03404554623480215,0.03404554623480215,0.028207421244898036,,,,,,,,,0.028207421244898036,,,,0.028207421244898036,,,,,,,0.028207421244898036,0.03867952673626744,0.04660136872742485,0.020285579253740638,0.028207421244898036,0.030757684745110044,0.04660136872742485,0.04660136872742485,0.04660136872742485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,0.01822586706256723,,,,,,0.03024479637788219,,0.04328859334496969,,,,,,,,,,,,,,,,,,,,,,0.03024479637788219,,,,,,,,,,,,,,,,,,,,,,,0.10887570488727133,,,,,,,0.04791595396009192,,,,,,,,,,,,,,,,,,,,,,0.0342871841343662,,,,,,,,,,,0.04791595396009192,,,,,,,,,,0.06558711154230164,0.06558711154230164,0.054437852443635665,0.054437852443635665,0.054437852443635665,0.054437852443635665,0.054437852443635665,0.07939866720786114,0.0735333897228519,0.06558711154230164,0.06558711154230164,0.06558711154230164,0.06558711154230164,0.06558711154230164,0.06558711154230164,0.06558711154230164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,0.009841968213786304,,,,,,0.016332190044056387,,,0.02939644031956326,,,,0.025874615138449637,0.023375840406283634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03471048098600803,,,,,,0.019854015225170014,,,,,,,,,,,,,,0.025874615138449637,,,,,0.074060317730231,,,0.04287528029224502,,0.02143764014612251,,,,,,,,,,,,,,,,,,,,,,,0.02143764014612251,0.019854015225170014,,,,,,,,0.02939644031956326,0.02939644031956326,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.02939644031956326,0.02939644031956326,0.02939644031956326,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.016332190044056387,0.016332190044056387,0.03970803045034003,0.02939644031956326,0.02939644031956326,0.01851507943255775,0.02939644031956326,0.03541704023284289,0.02939644031956326,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.03541704023284289,0.025874615138449637,0.02939644031956326,0.02939644031956326,0.02939644031956326,0.02939644031956326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,0.02589991635206922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09744778648714604,,,0.05641484248979607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0522474084872895,0.07735905347253488,0.07735905347253488,0.04872389324357302,0.07735905347253488,,,,,,,,,,0.07735905347253488,0.07735905347253488,0.0932027374548497,0.07735905347253488,0.0932027374548497,0.07735905347253488,0.0932027374548497,0.0932027374548497,0.0680910924696043,0.0932027374548497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
