,yahoo,giới,thiệu,dich,vụ,mách,nước,công,nghệ,hôm,qua,2,5,gã,khổng,lồ,web,vừa,khai,trương,một,chuyên,mục,mới,toanh,nhằm,giúp,người,dùng,xoay,sở,trước,làn,sóng,ra,đời,ồ,ạt,của,hàng,loạt,đang,làm,thay,đổi,chóng,mặt,diện,mạo,cuộc,sống,hiện,đại,dưới,tên,gọi,tech,đây,là,nỗ,lực,nhất,trong,việc,giành,thêm,thị,phần,trên,trường,quảng,cáo,internet,tăng,trưởng,vũ,bão,theo,19,tiểu,sẽ,dành,cho,các,sản,phẩm,phổ,biến,thông,dụng,như,laptop,đtdđ,máy,ảnh,số,và,tv,phân,giải,cao,ngoài,cũng,cố,gắng,trình,bày,tin,cách,đơn,giản,gần,gũi,để,độc,giả,không,phải,gia,về,có,thể,hiểu,được,chúng,tôi,muốn,phóng,khỏi,sự,thống,trị,những,thuật,ngữ,môn,trời,patrick,houston,tổng,giám,đốc,biết,chưa,hết,còn,tư,vấn,từ,consumer,reports,pc,world,magazine,trang,cực,kỳ,uy,tín,chỉ,thu,thập,tập,hợp,khắp,thế,tuyển,riêng,bốn,phụ,trách,họ,chia,sẻ,với,cái,nhìn,sâu,sắc,mình,tích,cập,nhật,ngày,mỗi,chăm,sóc,khu,vực,mẹ,ăn,lương,quý,cô,chơi,choai,bằng,hy,vọng,trở,thành,điểm,đến,hấp,dẫn,hơn,nhà,hãng,chế,tạo,tính,điện,thoại,thiết,bị,khác,mặc,dù,trực,tuyến,song,doanh,vẫn,tài,nào,nhanh,đối,thủ,lớn,google,lấy,thí,dụ,i,34,lên,157,tỷ,usd,khi,tới,79,đạt,225,tốc,độ,chậm,chạp,này,đã,gây,tổn,hại,giá,cổ,phiếu,vốn,trượt,dốc,16,đầu,năm,nay
0,0.0025017471430555773,0.007154712896048586,0.014015747528325096,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.011579037997351485,0.014309425792097171,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.010979691337709901,0.019205919867359252,0.014015747528325096,0.014015747528325096,0.010979691337709901,0.007154712896048586,0.008825575189290936,0.02803149505665019,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.008825575189290936,0.010979691337709901,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.014015747528325096,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.009270528010088964,0.014015747528325096,0.019205919867359252,0.014015747528325096,0.014015747528325096,0.019205919867359252,0.019205919867359252,0.014015747528325096,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.019205919867359252,0.014015747528325096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.004836711143240783,,,,,,,,,,,,,,,,,,,,,,,0.027097111888095184,,,,,,,,,,,,,,,0.008961510409752665,,,0.027097111888095184,,,,,,,,,,,,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.01706277869929581,0.03713144507689456,0.02122740325290581,0.03713144507689456,0.03713144507689456,0.01706277869929581,0.02122740325290581,0.027097111888095184,0.03713144507689456,0.027097111888095184,0.07426289015378912,0.027097111888095184,0.027097111888095184,0.03713144507689456,0.02122740325290581,0.02122740325290581,0.03713144507689456,0.01706277869929581,0.02122740325290581,0.03713144507689456,0.03713144507689456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0026870617462448794,,,,,,,,,,,,,,,,,,,,,,0.018958642999217568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018958642999217568,,,,,,,,,,,,,,,,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.015369383258178443,0.041257161196549506,0.018958642999217568,0.018958642999217568,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.018958642999217568,0.030107902097883537,0.02358600361433979,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.030107902097883537,0.018958642999217568,0.041257161196549506,0.030107902097883537,0.030107902097883537,0.030107902097883537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0020728762042460497,,,,,,,0.009594060054948374,0.011856381370594799,,,,,,,,,,,,,0.011856381370594799,,,,,,,,,,,,,0.023226095904081586,,,,,,,,,,,,,,,,,,,,,,,,0.018194917073919268,,,0.02925047777022139,,,,,,,,,,,,,,,,0.023226095904081586,,,0.011856381370594799,,,,,,,,0.014625238885110695,,,,,,,,,,,,,0.03182695292305247,0.06365390584610495,0.018194917073919268,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.018194917073919268,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.023226095904081586,0.023226095904081586,0.018194917073919268,0.03182695292305247,0.023226095904081586,0.018194917073919268,0.023226095904081586,0.03182695292305247,0.023226095904081586,0.023226095904081586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0025910952553075623,,,,,,,,,,,,,,,,,,,,,0.014820476713243498,,,,,,0.018281548606388368,0.02274364634239908,,,,,,,,,,0.00960161829616357,,,,,,,,,,,,,,,,,,0.018281548606388368,,,,,,,,,,,,0.029032619880101983,,,,,,,,,,,,,,0.018281548606388368,,,,,,,,,,,,,,,,,0.029032619880101983,,,,,,,,,,,,,,,,,,,,,,,,,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.018281548606388368,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0024183555716203917,0.0138324449323606,0.027097111888095184,,,,,,,,,,,,,,0.02122740325290581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01706277869929581,,,,,,,,,0.027097111888095184,,0.027097111888095184,,,,,,,,,,,,,,,,,0.027097111888095184,0.027097111888095184,,,,,,,,,,,0.03412555739859162,,,,,,,,,,,,,,,,,,,,,,,,0.027097111888095184,,,,,,,,,,,,0.01706277869929581,,,,,,,,,,,0.03713144507689456,0.03713144507689456,0.027097111888095184,0.027097111888095184,0.01706277869929581,0.02122740325290581,0.03713144507689456,0.03713144507689456,0.07426289015378912,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,0.03713144507689456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0025910952553075623,0.014820476713243498,,,,,,0.011992575068685467,0.014820476713243498,,,,,,,,0.02274364634239908,,,,,0.014820476713243498,0.018281548606388368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018281548606388368,0.029032619880101983,,,,,,,,,,,0.029032619880101983,,,0.02274364634239908,,,,0.02274364634239908,,,,,,,,,0.02274364634239908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029032619880101983,,0.018281548606388368,0.02274364634239908,,,,,,,,,,,0.039783691153815595,0.02274364634239908,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.039783691153815595,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.039783691153815595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.013386237031316708,,,,,,0.010832003287844939,0.013386237031316708,,,,,,,,,,,,,,,,,,,0.016512366483189492,0.020542648309263688,,,,,,,,,,0.008672429428792901,0.026223011504608245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013386237031316708,,,0.016512366483189492,,,,,0.016512366483189492,,,,,,,,,,0.026223011504608245,,,,,,,,,0.020542648309263688,,,,,,,,,,,,0.020542648309263688,,,0.026223011504608245,,,,,,,,,,0.016512366483189492,,,,,,,,,,0.026223011504608245,,,,,,,,,,,,,,,,,,,,,,,0.026223011504608245,,,,,,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.07186731305205397,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,0.03593365652602699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.014309425792097171,,,,,,0.011579037997351485,,,,,,,,,,,,,0.021959382675419803,,,,,,,0.01765115037858187,,,,,,,,,,,,,,,0.02803149505665019,,,,,,,,,,,,,,0.01765115037858187,,,,,,,,,,,,,,,,,,,,,,,,0.014309425792097171,,,0.03530230075716374,,,,,,,0.021959382675419803,,,,,,0.01765115037858187,,,,,,,0.021959382675419803,,,,,,,,,,,0.02803149505665019,0.02803149505665019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01765115037858187,,,,,,,,,,,,,,,,,,,,0.02803149505665019,,,,,,,,,,,,,,,,,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.038411839734718504,0.02803149505665019,0.038411839734718504,0.038411839734718504,0.07682367946943701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0016872248174095755,,,,,,,0.007809118649376583,0.009650542976065534,,,,,,,,,,0.01890496178239199,0.01890496178239199,,0.009650542976065534,0.01190426420881103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01890496178239199,,,,,,,0.014809816222957543,0.014809816222957543,,,,,,,,,0.009650542976065534,,0.01190426420881103,0.03571279262643309,,,,,,,,,,0.03780992356478398,0.01890496178239199,0.03780992356478398,0.01190426420881103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01890496178239199,0.01190426420881103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.01890496178239199,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,0.025905659355972947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
