,tuần,qua,các,chuyên,gia,bảo,mật,đã,cảnh,báo,về,việc,bọn,lừa,đảo,trực,tuyến,hiện,áp,dụng,một,kỹ,thuật,mới,nhằm,duy,trì,sự,hoạt,động,của,trang,web,độc,hại,chúng,cho,dù,cơ,quan,chức,năng,quyết,định,đóng,cửa,naftali,bennett,phó,phòng,chống,cyota,hãng,rsa,security,biết,số,kẻ,bắt,đầu,sử,có,tên,là,smart,site,redirection,chuyển,hướng,thông,minh,để,mặt,luật,pháp,mục,tiêu,nếu,như,càng,sống,lâu,thì,nhiều,nạn,nhân,bị,hơn,sẽ,thu,thập,được,tin,bí,tài,khoản,ngân,hàng,mã,pin,bằng,tấn,công,thể,tạo,ra,bản,sao,giống,hệt,nhau,cùng,với,địa,chỉ,url,khác,trên,isp,khi,email,phishing,gửi,đi,chứa,đường,liên,kết,đến,gọi,central,redirector,bộ,trung,tâm,nhắp,chuột,lên,trong,đó,kiểm,tra,mọi,xem,nào,còn,đây,cuộc,chiến,não,giữa,và,thực,cách,mạng,phương,thức,phát,hai,vụ,kĩ,này,diễn,ở,canada,anh,lại,dựa,quy,trình,quét,ngay,từ,xử,lý,triệu,mỗi,ngày,tìm,kiếm,dấu,hiệu,đối,tác,khóa,ngăn,chặn,truy,cập,bước,tiếp,theo,yêu,cầu,nhà,cung,cấp,dịch,hosting,ngừng,ba,tục,cuối,đồng,thời,vệ
0,0.024126449438789683,0.018223900504201817,0.01624743599640877,0.024126449438789683,0.024126449438789683,0.012321351569613951,0.012321351569613951,0.03126346570836795,0.024126449438789683,0.018223900504201817,0.014771130718796304,0.024126449438789683,0.014771130718796304,0.006418802635026085,0.00755589963458857,0.008868581784208436,0.008868581784208436,0.014771130718796304,0.024126449438789683,0.018223900504201817,0.006418802635026085,0.012321351569613951,0.012321351569613951,0.012321351569613951,0.014771130718796304,0.014771130718796304,0.014771130718796304,0.012321351569613951,0.014771130718796304,0.014771130718796304,0.009037212603069566,0.003706985023922527,0.003706985023922527,0.018223900504201817,0.018223900504201817,0.008868581784208436,0.008868581784208436,0.024126449438789683,0.018223900504201817,0.018223900504201817,0.024126449438789683,0.018223900504201817,0.024126449438789683,0.024126449438789683,0.024126449438789683,0.024126449438789683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.01936289428571443,,,,0.013091436042714823,0.013091436042714823,0.011072477438380315,,,,,,0.013639955599430431,0.01605628672350071,0.009422868145721464,0.009422868145721464,,,0.01936289428571443,0.013639955599430431,0.013091436042714823,0.013091436042714823,,,,,,,,0.0048010191953807065,0.0039386715879176845,0.0039386715879176845,,,,0.009422868145721464,,,,,,,,,,0.01936289428571443,0.01569432638872107,0.025634352528714037,0.025634352528714037,0.01936289428571443,0.009422868145721464,0.013091436042714823,0.025634352528714037,0.025634352528714037,0.01936289428571443,0.01936289428571443,0.01936289428571443,0.01936289428571443,0.01936289428571443,0.025634352528714037,0.01569432638872107,0.025634352528714037,0.008028143361750355,0.025634352528714037,0.025634352528714037,0.025634352528714037,0.013091436042714823,0.01569432638872107,0.009422868145721464,0.01936289428571443,0.01569432638872107,0.025634352528714037,0.01936289428571443,0.01936289428571443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.013152686282807097,,,,,,,,,,0.03587274603136245,0.01558852068506335,0.018350041969715097,0.02153798433307763,0.02153798433307763,,,,,,,,0.03587274603136245,0.03587274603136245,0.03587274603136245,,0.03587274603136245,0.03587274603136245,0.02194751632174037,0.009002677915240422,0.009002677915240422,0.04425804408163299,0.04425804408163299,0.02153798433307763,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018350041969715097,,,,,,,,,,,,0.04425804408163299,0.04425804408163299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.015326559269519794,,,,,,,0.00798436425332513,,,,,,,,,,,,,,,,,0.011241410798940192,0.00461112771268412,0.00461112771268412,,,0.03309495153619246,,,,,,,,,,,,,,,,,,,,,,,,,,0.01837384552825882,,,,,,,,0.022063301024128307,,,,,,,,0.03001094930190912,0.06002189860381824,0.06002189860381824,0.01837384552825882,0.03001094930190912,0.01837384552825882,0.04533750857142892,0.04533750857142892,0.04533750857142892,0.03001094930190912,0.03001094930190912,0.01296290041566476,0.02266875428571446,0.02266875428571446,0.02266875428571446,0.03674769105651764,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.03001094930190912,0.02266875428571446,0.03001094930190912,0.03001094930190912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11307441774865758,,,,,,,,,,0.23235473142857319,0.18833191666465288,,,,,,,,0.23235473142857319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,0.007612998474100706,0.008961648403814351,0.010518550488247217,0.010518550488247217,,,,0.007612998474100706,0.014613696047681663,0.014613696047681663,,,,,,,,0.0053592772413552075,0.008793313312560414,0.008793313312560414,,,,,,,,,,,,,,,,,,,,,,,,,0.02161439362126262,,,,0.017519248061828176,,,,,,0.014613696047681663,0.017519248061828176,0.010518550488247217,0.02161439362126262,,,,,,,,,,,,,0.06484318086378786,,,,,,,,,,,,,,,,,0.02161439362126262,0.012359974814936166,0.012359974814936166,0.028615091194843578,0.028615091194843578,0.017519248061828176,0.028615091194843578,0.028615091194843578,0.028615091194843578,0.028615091194843578,0.08584527358453073,0.02161439362126262,0.028615091194843578,0.028615091194843578,0.028615091194843578,0.028615091194843578,0.04322878724252524,0.02161439362126262,0.02161439362126262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.010229867108849966,,,,,,,,,,,,,,,,,,0.012124404977271493,,,,,,,,,,,0.007002082822964773,0.007002082822964773,,,0.016751765592393716,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014272254865333964,,,,0.02327366407593746,0.027901024691059685,,,,,,,,,,,,,,,,,,,,0.019684404334898337,,,0.03442292317460343,,,,,,,,,,,,,,,,,,,,,,,,,0.03442292317460343,,,0.02327366407593746,0.02327366407593746,0.02327366407593746,0.027901024691059685,0.0455721822732694,0.0455721822732694,0.03442292317460343,0.027901024691059685,0.03442292317460343,0.027901024691059685,0.03442292317460343,0.03442292317460343,0.03442292317460343,0.03442292317460343,0.0455721822732694,0.0455721822732694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,0.020925768518294762,,,,,,,,,,,,,,,,,,,,,0.015754686351670738,0.01050312423444716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017455248056953095,,,,,,,,,,,,,0.020925768518294762,,0.041851537036589524,,0.05163438476190515,0.05163438476190515,,,0.029526606502347508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017455248056953095,0.017455248056953095,0.017455248056953095,,,,0.025817192380952574,0.020925768518294762,0.025817192380952574,,,0.025817192380952574,0.025817192380952574,,,,0.034179136704952054,0.034179136704952054,0.034179136704952054,0.025817192380952574,0.041851537036589524,0.034179136704952054,0.034179136704952054,0.034179136704952054,0.034179136704952054,0.034179136704952054,0.034179136704952054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.026305372565614195,,,0.029923282383348165,0.029923282383348165,,,,,,0.03587274603136245,0.01558852068506335,0.018350041969715097,0.02153798433307763,0.02153798433307763,,,,,,,,,,,,,,0.010973758160870185,,,,,,,,,,,,,,,,,0.03587274603136245,,,,,0.029923282383348165,,,,,,,,,,,0.018350041969715097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04425804408163299,,,0.04425804408163299,,,,,,,,,,,,,,0.04425804408163299,0.03587274603136245,0.04425804408163299,0.0585928057799178,0.0585928057799178,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.011048256477557963,,,,,,,,,,,0.013094357375453215,0.015414035254560683,0.01809190683978521,0.01809190683978521,,,,0.013094357375453215,,,0.02513555720201246,,0.030133106666344462,0.030133106666344462,0.05027111440402492,,,0.009217956855130957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015414035254560683,,,,,,,,,,,,,,,,,0.030133106666344462,,,,,,,,,,,,,,,,,,,,,0.021259156681690206,0.021259156681690206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03717675702857171,,,,,,,,0.03717675702857171,0.060266213332688924,,,,,0.04921795685513096,0.04921795685513096,0.04921795685513096,0.04921795685513096,0.03717675702857171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
