,ra,mắt,đtdđ,màn,hình,cuộn,từ,polymer,vision,tiếp,nối,những,thành,công,trong,việc,khám,phá,“giấy,điện,tử”,vừa,cho,một,sản,phẩm,mang,tính,cách,mạng,lĩnh,vực,truyền,thông,đa,phương,tiện,dành,thiết,bị,định,vị,gps,hay,các,di,động,giải,trí,khác,bình,thường,hiện,tại,dường,như,không,đáp,ứng,kịp,nhu,cầu,của,người,dùng,và,chiếc,chỉ,còn,là,vấn,đề,thời,gian,với,kích,thước,4,8,inch,được,phát,triển,nghệ,linh,hoạt,mới,giúp,bạn,có,thể,vặn,hầu,hết,vòng,0,75cm,độ,phân,240,x,320,pixel,làm,tươi,ở,50hz,cùng,chuyển,đổi,5,1,ms,loại,này,khá,hiển,thị,nội,dung,nên,chắc,chắn,nó,cũng,sẽ,hơn,cụ,kinh,doanh,đang,nhắm,tới,mục,tiêu,hoàn,thiện,để,cung,cấp,trường,máy,rất,màu,mỡ,nữa,lại,thụ,ít,nguồn,năng,hữu,dụng,khi,kết,hợp,nhỏ
0,0.04477611940298507,0.029850746268656716,0.015608320754636943,0.009933526102224912,0.009933526102224912,0.017818209343524072,0.010432388124418192,0.011878806229016048,0.011878806229016048,0.014925373134328358,0.014925373134328358,0.007804160377318472,0.014925373134328358,0.007804160377318472,0.020864776248836384,0.010432388124418192,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.010432388124418192,0.014925373134328358,0.007804160377318472,0.015608320754636943,0.011878806229016048,0.010432388124418192,0.010432388124418192,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.010432388124418192,0.014925373134328358,0.015608320754636943,0.015608320754636943,0.010432388124418192,0.010432388124418192,0.010432388124418192,0.014925373134328358,0.005939403114508024,0.014925373134328358,0.014925373134328358,0.010432388124418192,0.014925373134328358,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.013049926448020964,0.013049926448020964,0.011704117902118753,,0.011704117902118753,0.011704117902118753,,,0.015378786625892283,,,,,,,,,,,,0.011704117902118753,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.020557941304000554,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.04111588260800111,0.029411764705882353,0.029411764705882353,0.020557941304000554,0.020557941304000554,0.029411764705882353,0.029411764705882353,0.011704117902118753,0.029411764705882353,0.029411764705882353,0.020557941304000554,0.020557941304000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1307196863200844,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.012324930534242022,0.012324930534242022,0.011053889129778822,0.0194158334537783,0.011053889129778822,0.011053889129778822,,,,,0.014524409591120488,,,,,,,,0.014524409591120488,,0.011053889129778822,,,,,,,,,,,,,,,0.014524409591120488,0.014524409591120488,,,,,0.011053889129778822,,,,,,,,,,,,,,,,,,0.0194158334537783,,,,,,,0.011053889129778822,,,,,0.014524409591120488,,,,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0194158334537783,0.0194158334537783,0.027777777777777776,0.0194158334537783,0.0194158334537783,0.0194158334537783,0.0194158334537783,0.027777777777777776,0.0388316669075566,0.027777777777777776,0.0194158334537783,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0194158334537783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,0.009243697900681516,0.009243697900681516,0.016580833694668232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02912375018066745,,,,,,,,,,,,,,,,,,,,,,0.033161667389336465,,,0.02912375018066745,0.02912375018066745,,,,,,,,,,,,,,,,0.02912375018066745,,,,,,0.02912375018066745,,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.013071968632008442,0.00554621874040891,0.00554621874040891,,,,,,,0.013071968632008442,,0.026143937264016884,0.017474250108400473,0.034948500216800946,,,,,,0.013071968632008442,0.013071968632008442,0.00994850021680094,,,,,,,,,,,,,0.017474250108400473,,,,,,,,,,,,,,,,,,,0.017474250108400473,,,,,,,,,,0.017474250108400473,0.017474250108400473,,,0.00994850021680094,,,,,,,,,,,,,,,0.017474250108400473,0.017474250108400473,0.017474250108400473,0.017474250108400473,,,,0.017474250108400473,,,,,,,,,,,,,,,,,,,,,,0.017474250108400473,0.013071968632008442,0.025,0.025,0.017474250108400473,0.025,0.05,0.017474250108400473,0.025,0.025,0.017474250108400473,0.025,0.017474250108400473,0.017474250108400473,0.025,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.017429291509344587,,,,,0.013264666955734587,0.013264666955734587,,,,,,,,,,,,,,0.017429291509344587,,0.02329900014453396,0.02329900014453396,,,,,,,,,,,,,,,0.02329900014453396,0.02329900014453396,0.02329900014453396,,0.013264666955734587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,0.02329900014453396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017429291509344587,,,0.02329900014453396,,,,,,,,,,,,,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.02329900014453396,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.02329900014453396,0.03333333333333333,0.03333333333333333,,,,,,,,,,,,
9,,,,0.007923169629155584,0.007923169629155584,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,,,,,,,,,,,0.0186742409028692,0.0186742409028692,,,,,0.014212143166858485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186742409028692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,0.0186742409028692,,,,,,0.0249632144405721,,,0.0249632144405721,,0.0249632144405721,0.0249632144405721,,,,,,,,0.0249632144405721,,,,,,,,0.0499264288811442,,,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
