,lo,ngại,trước,những,nguy,cơ,tiềm,ẩn,có,thể,gây,sụp,đổ,hệ,thống,rất,nhiều,quan,trường,học,dịch,vụ,internet,và,cả,người,dùng,cá,nhân,đã,trang,bị,cho,máy,tính,của,mình,một,vị,thần,hộ,mệnh,cái,tên,quen,thuộc,deep,freeze,với,sự,hiện,diện,dù,bạn,tàn,phá,nặng,nề,bởi,virus,spyware,hoặc,các,vọc,sĩ,quậy,tưng,registry,chỉnh,sửa,lại,thiết,lập,nhất,trọng,cài,đặt,thêm,phần,mềm,mang,hoại,thì,cũng,chẳng,gì,phải,buồn,phiền,chỉ,thao,tác,khởi,động,là,sẽ,ngay,làm,việc,ở,trạng,thái,sung,sức,như,thuở,ban,đầu,song,chính,vì,bành,trướng,mà,khiến,tay,chơi,ngứa,mắt,tung,ra,bí,kiếp,unfreezer,nhằm,hóa,giải,trong,thời,gian,chờ,đợi,theo,dõi,tập,tiếp,bộ,phim,v,s,xin,giới,thiệu,đến,đọc,chương,trình,đóng,băng,mới,mẻ,hơn,chức,năng,tương,tự,nhưng,phương,thức,linh,đó,recovery,genius,rg,cấu,hình,tối,thiểu,để,điều,hành,windows,98,trở,lên,pentium,iii,nhớ,ram,64,mb,20,không,đĩa,cứng,còn,trống,phân,vùng,muốn,được,bảo,vệ,tải,về,miễn,phí,phiên,bản,đầy,đủ,v6,1,tại,địa,www,zshare,net,download,rar,html,dung,lượng,nén,7,54,lúc,file,vào,thư,mục,nào,hạn,số,anti,cảnh,báo,phát,trojan,tr,slata,nấp,yzdll32,dll,đừng,quá,lắng,thực,chất,này,hoàn,toàn,vô,hại,nếu,tiêu,diệt,tất,hãy,lờ,đi,bằng,cách,tắt,chế,độ,khi,xong,tùy,ý,xử,lý,sau,mở,kích,hoạt,autorun,exe,giao,rồi,bấm,nút,install,hộp,thoại,tiên,xuất,hỏi,thi,ưu,hay,vừa,mất,lợi,ích,nên,cứ,no,bỏ,qua,thứ,hai,nội,khuyến,cáo,quét,chạy,scan,disk,dồn,mảnh,ổ,ổn,định,next,diễn,ba,đánh,dấu,i,agree,2,lần,liên,năm,thông,điệp,are,there,more,than,one,os,on,the,hard,khác,nhau,trên,yes,many,kiểm,mặc,is,only,kế,đưa,chọn,minimal,protect,thường,c,hđh,custom,protection,phép,nâng,cao,cửa,sổ,partition,information,miscellaneous,gt,password,nhập,mật,khẩu,quản,trị,tránh,tình,12345678,phía,bên,dưới,luôn,auto,recover,cmos,khôi,phục,prevent,hdd,o,ngăn,ngừa,xảy,cố,đáng,tiếc,bad,sector,chốc,lát,cùng,finish,bắt,tiến,tạo,điểm,sao,lưu,chuẩn,thay,đổi,hiệu,lực,khá,lâu,kiên,nhẫn,sử,dụng,start,programs,display,hint,when,startup,close,đôi,biểu,tượng,khay,đồng,hồ,check,đối,đơn,giản,settings,type,cung,cấp,3,hồi,biến,đây,đặc,biệt,ưa,thích,chủ,timer,chu,kỳ,ứng,ngày,giữ,bình,chưa,đích,hợp,apply,xác,nhận,points,thấy,duy,giờ,ghi,cụ,add,point,cần,cập,nhật,vá,select,partitions,mô,tả,description,mỗi,hủy,vậy,chuột,bất,lỡ,gặp,ưng,data,thế,hảo,df,nổi,bật,cản,tốc,chung,nền,mau,lẹ,vài,giây,gỡ,biết,khả,hẳn,nó,dễ,bài,giang,nay,hề,kíp,unrecovery
0,0.028065956159980143,0.03396850509456801,0.020263210891900973,0.014360661957313108,0.03396850509456801,0.06793701018913602,0.03396850509456801,0.028065956159980143,0.022990812711558055,0.01871063743998676,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.014360661957313108,0.015257867654581248,0.049226372749149254,0.022163407225392277,0.022163407225392277,0.024613186374574627,0.03396850509456801,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.012126478578747681,0.03396850509456801,0.028065956159980143,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.024613186374574627,0.03396850509456801,0.020263210891900973,0.015257867654581248,0.012126478578747681,0.020263210891900973,0.014360661957313108,0.024613186374574627,0.010358309356216544,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.022163407225392277,0.03396850509456801,0.03396850509456801,0.01871063743998676,0.01871063743998676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.028721323914626215,,,,,,,,,,0.014360661957313108,0.015257867654581248,,,0.022163407225392277,,,,,,,,,,,,,,0.04052642178380195,0.015257867654581248,0.012126478578747681,0.04052642178380195,0.04308198587193932,,,,,,,,,,,0.01871063743998676,0.01871063743998676,0.013549040679700853,0.01871063743998676,0.012808088505398897,0.024613186374574627,0.03396850509456801,0.005005343237319727,0.03396850509456801,0.049226372749149254,0.03396850509456801,0.03396850509456801,0.022163407225392277,0.017397955290366897,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.03396850509456801,0.014360661957313108,0.022163407225392277,0.024613186374574627,0.017397955290366897,0.024613186374574627,0.013549040679700853,0.014360661957313108,0.024613186374574627,0.024613186374574627,0.024613186374574627,0.028065956159980143,0.028065956159980143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.031690039142958405,,,,,,,,,,,,,,,,,,,,,,,,,0.033429751757628745,0.02793037176991756,,,0.02855533930632669,,,,,,,,,,,0.018675704720668745,,,,,0.006899256894683948,,,,,0.030549561310675842,,,,,,,,,,,,0.019794425941161313,,,,,,,,,,,,0.030549561310675842,0.04682145296818834,0.03392628392171097,0.03392628392171097,0.03868550713943209,0.04682145296818834,0.04682145296818834,0.025790338092954727,0.04682145296818834,0.03868550713943209,0.022413615481919596,0.01765439226419848,0.022413615481919596,0.025790338092954727,0.025790338092954727,0.02793037176991756,0.025790338092954727,0.015845019571479203,0.030549561310675842,0.03392628392171097,0.04682145296818834,0.04682145296818834,0.03392628392171097,0.04682145296818834,0.04682145296818834,0.030549561310675842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.02034427110619357,,,,,0.016285159004020288,,,,,,,,,,,,,,,0.017179177986559217,,,,,,0.03486868069731405,,,0.021615312510656768,,,0.02034427110619357,0.03486868069731405,0.014674271587973436,,,,,,0.03139816023597239,,,0.07952020911994373,0.05301347274662915,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03486868069731405,0.03486868069731405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04812204888397135,0.03976010455997187,0.03139816023597239,0.04812204888397135,0.04812204888397135,0.03139816023597239,0.04812204888397135,0.03976010455997187,0.04812204888397135,0.04812204888397135,0.04812204888397135,0.04812204888397135,0.023036215911972916,0.03976010455997187,0.04812204888397135,0.03976010455997187,0.03976010455997187,0.04812204888397135,0.03976010455997187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.04308198587193932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04308198587193932,,,,,,,,,,,0.056131912319960287,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034486219067337086,0.04308198587193932,0.06078963267570292,0.07383955912372388,0.07383955912372388,0.16839573695988086,0.10190551528370403,0.10190551528370403,0.04577360296374374,0.08419786847994043,0.10190551528370403,0.10190551528370403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.013958707717731677,,,,,,,0.02988744059769776,0.02691270877369062,,,,,,,,,,,,,,,,,0.014725009702765041,0.024605327511594038,,,0.012577947075405802,,,,,,,,,0.04544011949711071,0.022720059748555354,,,,,,0.006077916788173954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02691270877369062,,,,,,,,,,,0.015552678899412945,0.019745327924548212,,,0.024605327511594038,0.022720059748555354,,,,,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,0.04124747047197544,0.04124747047197544,0.04124747047197544,0.04124747047197544,0.02691270877369062,0.04124747047197544,0.014725009702765041,0.011951067582016535,0.03408008962283303,0.03408008962283303,0.024605327511594038,0.04124747047197544,0.06816017924566606,0.04124747047197544,0.03408008962283303,0.02691270877369062,0.022720059748555354,0.04124747047197544,0.03408008962283303,0.03408008962283303,0.03408008962283303,0.01743794666245163,0.021126088566874087,0.02988744059769776,0.011360029874277677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,0.013028127203216232,,,,,0.032550833769909714,0.017292250008525415,,,,,,,,,,,,,,,,,,0.017292250008525415,0.013743342389247374,,0.016275416884954857,,,,,,,,,,,,,,0.021205389098651665,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153555794369943,0.016275416884954857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022964972344154438,,,,,,,0.0318080836479775,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021205389098651665,0.0318080836479775,0.0318080836479775,0.063616167295955,0.07699527821435416,0.01173941727037875,0.0318080836479775,0.0318080836479775,0.027894944557851246,0.03849763910717708,0.0318080836479775,0.03849763910717708,0.03849763910717708,0.03849763910717708,0.03849763910717708,0.03849763910717708,0.03849763910717708,0.0318080836479775,0.03849763910717708,0.019717682662415817,0.019717682662415817,0.0318080836479775,0.03849763910717708,0.03849763910717708,0.027894944557851246,0.0318080836479775,0.019717682662415817,0.022964972344154438,0.021205389098651665,0.022964972344154438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023206591373027826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15749034180208807,0.11411568228211873,0.15749034180208807,0.15749034180208807,0.15749034180208807,0.13012397855990795,0.15749034180208807,0.15749034180208807,0.15749034180208807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34647875196459377,0.22606675369900123,0.34647875196459377,0.34647875196459377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7323937598229686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
