,bạn,là,người,siêng,năng,và,chí,thú,với,công,việc,tất,nhiên,cấp,trên,sẽ,rất,hài,lòng,nhưng,nếu,cứ,miệt,mài,máy,tính,mà,không,có,những,phút,giây,thư,giãn,thì,sức,khỏe,của,dễ,vấn,đề,một,trong,số,ấy,hội,chứng,cvs,computer,vision,syndrrome,về,mắt,do,sử,dụng,nhiều,bài,báo,đã,từng,cập,vậy,sau,khoảng,thời,gian,nhất,định,nên,vài,nghỉ,ngơi,hãy,để,phần,mềm,miễn,phí,user,health,giúp,chúng,ta,điều,này,chương,trình,dung,lượng,575,kb,tương,thích,windows,98,trở,lên,tải,từ,địa,chỉ,www,userhealth,tk,giao,diện,gồm,message,thông,được,đánh,dấu,chọn,sẵn,nhắc,nhở,nghị,giải,lao,đến,giờ,đi,ngủ,bao,nhiêu,cho,lần,các,lựa,30,45,hoặc,60,chưa,ưng,ý,bấm,vào,ô,other,gõ,tự,nút,more,settings,thêm,tùy,khác,thiết,lập,tại,hộp,khung,options,use,keyboard,leds,on,muốn,đèn,num,lock,cap,scroll,bàn,phím,cùng,sáng,onlu,sound,bằng,âm,thanh,xuất,hiện,cửa,sổ,cảnh,text,force,the,to,take,a,break,kế,tiếp,quy,ở,phía,dưới,đưa,ra,phải,hiển,thị,kích,cỡ,lớn,ngay,giữa,màn,hình,file,dạng,wav,thể,gì,mặc,ghi,lại,chính,giọng,nói,qua,cụ,lưu,rồi,vị,trí,nó,browse,play,nghe,trước,sleep,set,time,điểm,nào,đó,động,làm,theo,lệnh,như,tắt,thoát,khỏi,hệ,thống,tái,khởi,nguồn,khi,xong,start,bắt,đầu,hoạt
0,0.028989179830840508,0.06766936096248666,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.028989179830840508,0.06393768004764144,0.06393768004764144,0.040081617311658324,0.048886180264442386,0.048886180264442386,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.040081617311658324,0.040081617311658324,0.06393768004764144,0.06393768004764144,0.06393768004764144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.010939313143713398,0.01276780395518616,,,,,,,0.015125138608172953,,,,,,,,,,,0.02412742643307224,0.010939313143713398,0.02412742643307224,0.02412742643307224,0.02412742643307224,0.030250277216345905,0.030250277216345905,0.030250277216345905,0.018447615194129203,0.01417598543248624,0.015125138608172953,0.010939313143713398,0.018447615194129203,0.02412742643307224,0.02412742643307224,0.009445327369229912,0.018447615194129203,0.018447615194129203,0.015125138608172953,0.02412742643307224,0.02412742643307224,0.036895230388258406,0.010939313143713398,0.018447615194129203,0.015125138608172953,0.02412742643307224,0.04825485286614448,0.04825485286614448,0.02412742643307224,0.02412742643307224,0.02412742643307224,0.02412742643307224,0.015125138608172953,0.02412742643307224,0.018447615194129203,0.018447615194129203,0.018447615194129203,0.018447615194129203,0.02412742643307224,0.0081821803950674,0.018447615194129203,0.02412742643307224,0.02412742643307224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.01999253781437276,,,,,,,,,,,,,,,,,,,,,,,0.01295391772278915,,0.01999253781437276,,,,,,,,,,,0.01999253781437276,,,,,,,,,,,,0.03371460707892578,,,,,,,,,0.0440949517569941,0.027642494697695395,0.0440949517569941,0.03371460707892578,0.0440949517569941,0.0440949517569941,0.01999253781437276,0.0440949517569941,0.0440949517569941,0.027642494697695395,0.03371460707892578,0.0440949517569941,0.014953640032364558,0.0440949517569941,0.0440949517569941,0.0440949517569941,0.0440949517569941,0.03371460707892578,0.0440949517569941,0.0440949517569941,0.03371460707892578,0.03371460707892578,0.0440949517569941,0.03371460707892578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.040081617311658324,,,,,,,,,,,,,,,,,,,,0.01878318069804427,,,,,,,,,,,,,,,,,,,,,,,0.040081617311658324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02168277804692861,0.02168277804692861,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.048886180264442386,0.06393768004764144,0.06393768004764144,0.048886180264442386,0.06393768004764144,0.06393768004764144,0.06393768004764144,0.040081617311658324,0.06393768004764144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2787536009528289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2787536009528289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.02114667530077708,,,,0.018118237394275316,,,,,,,,,,,,,,,,,,,,,,,,0.025051010819786453,,,,,,0.03055386266527649,0.03055386266527649,0.025051010819786453,,,0.03055386266527649,,,,,,,,,,,0.025051010819786453,,,,,,,0.02710347255866076,0.03055386266527649,,,,,,,,,,,,0.025051010819786453,,,,,,,,,,,,,,,0.01355173627933038,0.01355173627933038,,,,,,,,,,,,,,,,,,0.0399610500297759,0.0399610500297759,0.0399610500297759,0.025051010819786453,0.03623647478855063,0.0399610500297759,0.018118237394275316,0.018118237394275316,0.018118237394275316,0.0399610500297759,0.03055386266527649,0.03055386266527649,0.0399610500297759,0.0399610500297759,0.0399610500297759,0.025051010819786453,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393768004764144,0.6393768004764144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030514926137726845,,,,0.02634749213522028,,,,,,,0.030514926137726845,,,,,,,,,,,,,,,,,0.022823976891503797,,,,,0.042191176117535076,,,,,,,,,,,0.022823976891503797,,,,,,,,0.05145913712046567,0.05145913712046567,,0.05145913712046567,0.022823976891503797,0.022823976891503797,,,,,,,,,,,,,,,,,,,,,,0.030514926137726845,,0.030514926137726845,0.030514926137726845,0.030514926137726845,,,,,,,,,,,0.06730282110278046,0.06730282110278046,0.05145913712046567,0.06730282110278046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041740401551209484,,0.06442039962409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06442039962409,,,,,,,,,,,,,,,0.08907026069257405,0.1420837334392032,0.1420837334392032,0.1420837334392032,0.08907026069257405,0.1420837334392032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
