,phạt,tác,giả,virus,xrobots,10,triệu,đồng,phòng,công,nghệ,thông,tin,bộ,bưu,chính,viễn,đã,chuyển,quyết,định,xử,hành,với,mức,đối,bùi,hải,l,hiện,là,học,sinh,lớp,12,trú,tại,người,tung,“xrobots”,lên,mạng,internet,để,lây,nhiễm,qua,chương,trình,chat,yahoo,messenger,kết,quả,điều,tra,cho,thấy,khoảng,18h,ngày,9,4,trên,việt,nam,xuất,một,mới,lan,truyền,rất,nhanh,xác,đây,hệ,thống,này,được,vào,15h,trang,web,http,net,trong,2,và,chóng,khiến,000,máy,tính,bị,11,cqđt,phát,tượng,tập,n,đang,viên,năm,thứ,hai,của,trường,đh,ở,hà,nội,viết,phiên,bản,xrobot,mục,đích,nghiên,cứu,khai,nhận,đầu,tháng,2006,đưa,em,trai,copy,lại,nhưng,ngay,sau,khi,sự,việc,xảy,ra,chủ,động,khắc,phục,xin,lỗi,sử,dụng,còn,cấm,cùng,lúc,trung,tâm,an,ninh,bkis,cung,cấp,diệt,số,biết,tán,các,link,có,lần,cũng,chỉ,nhiều,thí,nghiệm,từng,làm,tuy,nhiên,thân,không,lường,trước,độ,khủng,khiếp,gaixinh,khẳng,phong,tỏa,toàn,mình,bày,tỏ,nguyện,vọng,nhờ,những,kinh,nhất,thể,giúp,đỡ,nạn,nhân,e,mail
0,0.10884508222882754,0.02338652502979848,0.02338652502979848,0.01049135598332112,0.02338652502979848,0.0562914964950392,0.0562914964950392,0.07256338815255169,0.0281457482475196,0.03628169407627584,0.03628169407627584,0.0400196048375267,0.02338652502979848,0.0281457482475196,0.03628169407627584,0.07256338815255169,0.03628169407627584,0.00925466704924882,0.03628169407627584,0.03628169407627584,0.02338652502979848,0.03628169407627584,0.03628169407627584,0.0562914964950392,0.0281457482475196,0.0281457482475196,0.02000980241876335,0.017390612878005068,0.02338652502979848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.014377043384551163,,,,,0.03857009945030463,,,,,,,,,0.012682321511933565,,,,,,,,,,0.023831580610599534,,0.02742084035163866,0.023831580610599534,0.02742084035163866,0.03857009945030463,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.03204820096676088,0.03204820096676088,0.02742084035163866,0.049719358548970596,0.02742084035163866,0.018419431141035163,0.02742084035163866,0.03204820096676088,0.03204820096676088,0.03204820096676088,0.023831580610599534,0.018419431141035163,0.018419431141035163,0.049719358548970596,0.03857009945030463,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,0.013385523151133841,,,,,,,,,0.029837980210432543,,,,,,,,,,,,,,,,,0.025529747913594615,,0.025529747913594615,,,,,,,,,,0.017149125545101705,0.025529747913594615,,,,,0.017149125545101705,0.017149125545101705,,,,0.04629043726973125,0.04629043726973125,0.03591009259166294,0.03591009259166294,0.025529747913594615,0.04629043726973125,0.025529747913594615,0.04629043726973125,0.025529747913594615,0.029837980210432543,0.02218802332710991,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.029837980210432543,0.04629043726973125,0.03591009259166294,0.029837980210432543,0.04629043726973125,0.03591009259166294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,0.01940900856914407,,,,,,,,0.037018134474712194,0.04326507130512719,,,,,0.017121134041110316,,,0.04326507130512719,,,,,,,,,,0.03217263382430937,0.037018134474712194,,,,,,,,,,,,,,,0.06434526764861874,0.024866232040397472,0.024866232040397472,,0.05206963425791126,0.05206963425791126,,,0.05206963425791126,0.05206963425791126,,,,,,,,,,,,,,,0.04326507130512719,,,0.06712113404111031,0.06712113404111031,0.05206963425791126,0.05206963425791126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,0.021565565076826745,0.04807230145014132,,,,,,,0.04113126052745799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04113126052745799,,0.04113126052745799,0.027629146711552744,,,,,0.0357473709158993,,,,,,,,,,,,0.04113126052745799,,0.04113126052745799,0.04807230145014132,0.0357473709158993,,,,,,,,,,,,,,,0.0357473709158993,0.07457903782345589,0.05785514917545695,0.07457903782345589,0.05785514917545695,0.05785514917545695,0.05785514917545695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0413926851582251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.01940900856914407,,0.10413926851582252,,,,,,,,,,,,0.017121134041110316,,,,,,,,,,,,,,,,,,,,,,,,0.024866232040397472,0.037018134474712194,,0.04326507130512719,,0.03217263382430937,,,,,,,,,,,,0.037018134474712194,,0.037018134474712194,0.04326507130512719,0.03217263382430937,,,,,,,,0.04326507130512719,,0.05206963425791126,,,,,0.03217263382430937,,,,,,,,0.05206963425791126,0.06712113404111031,0.037018134474712194,0.06712113404111031,0.06712113404111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17306028522050876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26848453616444123,0.20827853703164503,0.20827853703164503,0.20827853703164503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,0.06942617901054834,,,,,,,,,,,0.022828178721480418,,,,,,,,0.06942617901054834,0.049357512632949595,0.042896845099079164,,0.049357512632949595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049357512632949595,,0.042896845099079164,,,,,,,,,,,,,,,,,,,,,,,,,0.049357512632949595,,,,,,,0.08949484538814707,0.06942617901054834,0.06942617901054834,0.08949484538814707,0.06942617901054834,0.049357512632949595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,0.031557354095703795,,,,,,,0.03899713190825378,0.022435233014977088,0.031557354095703795,,,,,0.02622125533644072,0.022435233014977088,,0.022435233014977088,0.015070443660846953,,0.02622125533644072,,,,0.015070443660846953,0.015070443660846953,,,,,,,,,,,,,,,,,,,0.02622125533644072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031557354095703795,,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.02622125533644072,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.031557354095703795,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
