,ngày,10,3,2006,đơn,vị,kinh,doanh,sản,phẩm,mạng,procurve,networking,của,hp,chính,thức,giới,thiệu,một,nhóm,thiết,bị,chuyển,mạch,lan,chuẩn,layer,4,mới,có,khả,năng,giúp,tăng,cường,tốc,độ,hiệu,suất,và,được,tích,hợp,thêm,tính,bật,tắt,nguồn,điện,qua,gigabit,power,over,ethernet,poe,lập,cho,thế,hệ,bộ,thông,minh,cao,cấp,dòng,5400,dạng,khung,3500,xếp,chồng,cùng,nhau,đạt,đến,tỷ,lệ,khoảng,từ,24,288,cổng,với,đồng,nhất,thời,gian,bảo,hành,vĩnh,viễn,cả,hai,đều,dựa,trên,nền,tảng,công,nghệ,provision,asic,thứ,của,kế,theo,yêu,cầu,cung,kiểm,soát,tình,trạng,hiện,tại,tất,cần,cũng,như,đáp,ứng,những,đòi,hỏi,dụng,trong,tương,lai,cấp,các,giải,pháp,mạng,nghiệp,bao,gồm,sản,phẩm,dịch,vụ,và,wan,kết,nối,dây,không,này,làm,“nổi,bật”,hơn,nữa,kiến,trúc,adaptive,edge,architecture,bằng,cách,nâng,để,thống,các,về,mật,di,động,sự,hội,tụ,khách,hàng,còn,phải,đắn,đo,lựa,chọn,giữa,hay,bởi,đang,đó,ở,mức,giá,mà,trước,đây,đã,từng,trả,chi,phí,bất,kỳ,dịp,bố,4200,6200,module,đa,phương,tiện,linh,hoạt,dùng,8100,phát,triển,phòng,thí,nghiệm,đem,gồm,sách,tuân,thủ,lại,người,quản,trị,phần,cứng,việc,truy,xuất,điều,tiết,lưu,lượng,vệ,phản,đối,mối,đe,dọa,ảnh,hưởng,trang,liên,tục,vận,khi,thể,chống,lỗi,tấn,ngoài,ví,dụ,nỗ,lực,chối,dịch,vụ,dos,–,denial,of,service,xử,lý,trình,phép,phân,gói,sâu,nhằm,kích,thích,tốn,nhiều,quả,mở,mỗi,100,1000,là,nhà,giải,pháp,tiêu,dung,nghiệp,tổ,chức,toàn,ty,trải,rộng,hạ,tầng,cntt,toán,hình,in,ấn,phục,gia,đình,năm,tài,thúc,vào,31,tháng,01,tổng,thu,879,đô,la,tin,tên,niêm,yết,thị,trường,chứng,khoán,new,york,nasdaq,hpq,web,www,com,loại,6,khe,12,đi,kèm,48,96,bổ,sung,ngõ,1u,cấu,tùy,đường,kiệm,sử,ích,manager,tự,tốt,identity,driven,đảm,đầu,tư,so,truyền,tập,bên,cạnh,interconnect,fabric,x2,dự,mặt,2006procurve,switch,5406zl,intelligent,48g,3500yl,24g,pwr,edgeprocurve,edgedự,4204vl,4202vl,72,4208vl,64g,8100fl,10gbe,mùa,hè,5412zl,96g,6200yl,mgbic,premium
0,0.5806840011174874,0.27965400545350627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.8603380065709937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.014833413906396442,0.0200235862454306,0.0200235862454306,0.0200235862454306,0.0200235862454306,0.01316255161315409,0.01316255161315409,0.01316255161315409,0.031889517096479726,0.00545293038311583,0.0200235862454306,0.0200235862454306,0.011797357715781248,0.016987530054815406,0.02521375858446476,0.0200235862454306,0.0200235862454306,0.010643102722149987,0.02521375858446476,0.008761301525166056,0.009643241567362286,0.009643241567362286,0.009643241567362286,0.0200235862454306,0.016987530054815406,0.02521375858446476,0.014833413906396442,0.01316255161315409,0.010643102722149987,0.010643102722149987,0.013214370753494182,0.0200235862454306,0.02521375858446476,0.02521375858446476,0.014833413906396442,0.01316255161315409,0.009643241567362286,0.01316255161315409,0.0027822069350857737,0.008761301525166056,0.01316255161315409,0.011797357715781248,0.0200235862454306,0.007258712288633294,0.0200235862454306,0.016987530054815406,0.014833413906396442,0.016987530054815406,0.014833413906396442,0.009643241567362286,0.02521375858446476,0.02521375858446476,0.02521375858446476,0.01316255161315409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,0.01090586076623166,,,,,,,,0.010643102722149987,,0.01752260305033211,0.009643241567362286,0.019286483134724572,0.019286483134724572,,0.016987530054815406,,,0.01316255161315409,,,0.006607185376747091,,,,,,0.009643241567362286,0.01316255161315409,0.0055644138701715475,,,,,0.007258712288633294,,,,,,0.009643241567362286,,,,,0.0200235862454306,0.009643241567362286,0.016987530054815406,0.014833413906396442,0.014833413906396442,0.01316255161315409,0.016987530054815406,0.011797357715781248,0.00545293038311583,0.01752260305033211,0.014833413906396442,0.02632510322630818,0.0200235862454306,0.014833413906396442,0.0200235862454306,0.0200235862454306,0.0200235862454306,0.02521375858446476,0.0200235862454306,0.0400471724908612,0.0200235862454306,0.02521375858446476,0.02521375858446476,0.01316255161315409,0.014833413906396442,0.02521375858446476,0.011797357715781248,0.01316255161315409,0.02521375858446476,0.02521375858446476,0.02521375858446476,0.02521375858446476,0.014833413906396442,0.0200235862454306,0.02521375858446476,0.02521375858446476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,0.010753441811603629,0.007355115400481817,,,,,,,,,,0.01181756949906119,,,,,,,0.020007860617930084,,,0.014355812974062774,0.00891201748491468,,,,,,,,0.0037527442380226716,0.01181756949906119,,,,0.009790821226528629,,,,,,,,,,,,,0.022913412632076594,0.020007860617930084,,0.017754139385184588,0.022913412632076594,,0.007355115400481817,,,,,,,,,,,,,,,0.017754139385184588,,,,,,,,,,,,,0.017754139385184588,0.02700855819151104,0.02700855819151104,0.020007860617930084,0.013007163044349129,0.020007860617930084,0.020007860617930084,0.03182543011699128,0.04582682526415319,0.020007860617930084,0.03182543011699128,0.034009255765092,0.028711625948125548,0.034009255765092,0.034009255765092,0.034009255765092,0.022913412632076594,0.010753441811603629,0.022913412632076594,0.022913412632076594,0.02700855819151104,0.02700855819151104,0.02700855819151104,0.02700855819151104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,0.01954444186383197,,,,,,,,,,,0.014739105840435819,,,,,,0.02151184657334664,0.029362615137036047,0.006206461624422111,0.01954444186383197,,,,0.016192512028489658,,,,,,,,,,,,,,,,,,,0.012164229316181467,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029362615137036047,,,,,,,,,0.0330899233296536,0.02631718259674279,,,,,,,0.017784538380729083,,,,,,,0.04466800008596057,0.04466800008596057,0.0330899233296536,0.03789525935304976,0.04466800008596057,0.07579051870609951,0.023742306072488433,0.04466800008596057,0.04466800008596057,0.03789525935304976,0.029362615137036047,0.056246076842267546,0.056246076842267546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.03138832438472905,0.03138832438472905,0.03138832438472905,0.04126637803042904,,,,0.008547836816776165,0.03138832438472905,0.03138832438472905,0.018493155338251688,,,,,,,,,,,0.03138832438472905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015116432727216557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012497243186458272,,,,,,,,,,,,,,,,,,,,0.0395242702134853,0.0790485404269706,0.0790485404269706,0.0790485404269706,0.0790485404269706,0.0395242702134853,0.03138832438472905,0.0395242702134853,0.0395242702134853,0.0395242702134853,0.0395242702134853,0.0395242702134853,0.11857281064045591,0.0395242702134853,0.016683782645532413,0.02063318901521452,0.0790485404269706,0.023252378555972803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,0.016224491154349336,0.0055485958284336515,,,,,,,,,,0.008915008569467213,0.009812421243982676,0.009812421243982676,0.009812421243982676,,,,,0.0133934735712796,,,0.006723100909672478,,,,,,,,0.0028310175830697348,0.008915008569467213,,,,0.014772116236516879,,,,,,,,,,,,,,0.015093649238087608,,,,0.02400865780755482,0.011097191656867303,0.008915008569467213,,,,,,,,,,,,,,,,,,,,,,,0.015093649238087608,,,,0.0133934735712796,,,,,,,,,,,,0.021659647645077166,,,,,0.008112245577174668,,,,,,,0.02037487723219254,,,,0.02037487723219254,0.034571113795764684,0.010829823822538583,0.02037487723219254,0.02037487723219254,0.017285556897882342,,,,,,,,,,,,,,,,,,,,,,0.015093649238087608,0.025656105226297472,0.025656105226297472,0.025656105226297472,0.02037487723219254,0.025656105226297472,0.02037487723219254,0.025656105226297472,0.025656105226297472,0.02037487723219254,0.025656105226297472,0.02037487723219254,0.02037487723219254,0.02037487723219254,0.0133934735712796,0.017285556897882342,0.02400865780755482,0.017285556897882342,0.025656105226297472,0.025656105226297472,0.015093649238087608,0.02037487723219254,0.025656105226297472,0.025656105226297472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.014582000111372775,,,,,,,,0.007837254201677222,0.00536050783424946,,,,,,,,0.020925422301176246,,,,,,,,,,,,0.010462711150588123,0.025980796735683473,,,,,,0.00947979679503411,0.012939457518015885,,,,,,0.021407049800376155,0.019684203427711437,0.016699605816598198,0.014582000111372775,,0.014582000111372775,,,,,0.012939457518015885,,0.00947979679503411,,,,,,,0.00536050783424946,,,,,,,,0.019684203427711437,,,,,,,,,,,,,,,,,,,,0.012939457518015885,,,,0.00947979679503411,,,,,,,,,,,,,0.007837254201677222,,,,,,,,,,,,,0.010462711150588123,,,,0.012939457518015885,,,,,,,,,,,,,,,,,,,,0.014582000111372775,0.014582000111372775,,,,,,,,,,,,,,,,,,,,,,,,0.03936840685542287,0.03936840685542287,0.024786406744050103,0.049572813488100206,0.024786406744050103,0.024786406744050103,0.019684203427711437,0.016699605816598198,0.024786406744050103,0.019684203427711437,0.019684203427711437,0.024786406744050103,0.019684203427711437,0.019684203427711437,0.024786406744050103,0.024786406744050103,0.016699605816598198,0.019684203427711437,0.019684203427711437,0.019684203427711437,0.024786406744050103,0.024786406744050103,0.016699605816598198,0.016699605816598198,0.024786406744050103,0.024786406744050103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.013007163044349129,,,,,,,,,0.010753441811603629,0.029420461601927267,,,,,,0.02700855819151104,0.02700855819151104,0.014355812974062774,,0.02363513899812238,0.026014326088698258,0.026014326088698258,0.026014326088698258,,,,,0.017754139385184588,,,,,,,,,,,0.0037527442380226716,0.01181756949906119,,,,,,,,,,0.013007163044349129,,,,,,0.013007163044349129,,,,,,,,0.02363513899812238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01591271505849564,,,,,,,,,,,,,,,,,,,0.020007860617930084,,,,,,,,0.017754139385184588,,,,,,,,,,,,,,,,,,,,,0.020007860617930084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02700855819151104,0.02700855819151104,0.02700855819151104,,,,,,,0.034009255765092,0.034009255765092,0.02700855819151104,0.02700855819151104,0.01591271505849564,0.020007860617930084,0.020007860617930084,0.017754139385184588,0.01591271505849564,0.014355812974062774,0.034009255765092,0.02700855819151104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
