,chào,hàng,bước,khởi,đầu,một,bộ,phim,tổng,giám,đốc,lê,thị,phương,thủy,tốt,nghiệp,đại,học,hợp,ngành,thư,viện,nhưng,gần,10,năm,nay,chị,lại,được,biết,đến,như,nữ,doanh,nhân,thành,đạt,với,thương,hiệu,toàn,mỹ,chuyên,sản,xuất,những,vật,dụng,bằng,inox,mới,đây,đã,bất,ngờ,làm,“chấn,động”,giới,điện,ảnh,cả,nước,khi,cho,động,thổ,xây,dựng,trường,mang,tên,“cánh,đồng,mơ,ước”,dream,field,studio,rộng,ha,chi,phí,tư,khoảng,20,triệu,usd,điều,gì,khiến,đang,phất,lên,mạnh,mẽ,số,2005,là,170,tỉ,mặt,bồn,bỗng,dưng,rẽ,ngang,sang,nghệ,thuật,thứ,bảy,mà,xem,ra,không,phải,chuyện,đùa,bởi,ngay,sau,buổi,lễ,long,trọng,diễn,ở,bình,dương,đội,ngũ,gia,thuộc,công,ty,sbs,từ,hàn,quốc,bay,đóng,đô,trên,lầu,7,của,tòa,nhà,landmark,5b,tôn,đức,thắng,quận,1,tphcm,bắt,tay,vào,việc,soạn,các,quy,chế,cụ,thể,để,kịp,bấm,máy,tiên,nhãn,trí,việt,media,dự,kiến,dài,100,tập,tháng,6,2006,đôi,mắt,to,ẩn,chứa,cái,nhìn,thông,minh,quyết,đoán,và,nụ,cười,đầy,lạc,quan,luôn,nở,môi,vị,chủ,tịch,hội,quản,trị,cổ,phần,truyền,tỏ,rất,tự,tin,nói,về,cuốn,hút,tâm,bên,cạnh,chính,tạo,nâng,cao,uy,tín,tôi,còn,tham,khá,nhiều,hoạt,tính,cộng,đi,cuộc,nghị,thảo,đàn,đó,nhận,thấy,thế,bây,giờ,tiện,chiến,lược,nhất,nó,bá,bản,sắc,văn,hóa,dân,tộc,cây,cầu,con,người,nhập,nền,xích,nhau,vốn,thích,giáo,dục,cách,bổ,sung,quả,có,hỏi,sao,kinh,ngon,trớn,chuyển,đâu,bỏ,chứ,phóng,viên,nam,hiện,dễ,kiếm,lợi,nhuận,liệu,quá,này,yếu,sử,chất,xám,ta,lực,lượng,trẻ,hệ,8x,nguồn,dồi,dào,chọn,đường,hạn,thiết,bị,móc,kế,hoạch,chúng,sẽ,“trồng,người”,qua,đào,gửi,tại,trong,vòng,ba,gối,hết,đợt,khác,bao,gồm,nhựa,chương,trình,hình,riêng,trước,truyện,tổ,chức,game,show,talk,cung,cấp,tất,đài,rủi,ro,nên,lẽ,dám,nghĩ,vừa,do,mua,sóng,chiếu,“giờ,vàng,việt”,liên,tiếp,gây,mất,niềm,khán,giả,tránh,vết,xe,đổ,đảo,ngược,thường,theo,kịch,xếp,lịch,phát,song,hành,cùng,đạo,chỉnh,tình,tiết,phản,ánh,vấn,đề,thời,sự,mỗi,ngày,chấp,nghiên,cứu,nhóm,bạn,xuyên,góp,ý,mạng,đình,cha,mẹ,ông,bà,cháu,xưa,sở,tra,“ăn”,món,mình,ngoài,nhờ,biên,viết,tưởng,rồi,nghề,đem,thăm,dò,tiến,đưa,bồi,dưỡng,thêm,a,tới,z,bốn,quay,kỹ,khu,nghỉ,hồ,bơi,sân,tennis,ôm,đồm,vậy,đủ,muốn,nơi,kết,du,hai,loại,diện,tích,dành,nội,cảnh,chiếm,70,30,ngoại,đa,tsn,thì,57,phụ,bếp,họ,chỉ,chú,cốt,mấy,ai,rảnh,thưởng,thức,đẹp,trời,trăng,mây,gió,vì,chừng,nào,hoàn,nếu,chậm,2007,360,định,tăng,720,24,cơ,hạ,tầng,nhanh,lòng,óc,khoa
0,0.023951139385595385,0.01876096704656123,0.023951139385595385,0.029141311724629543,0.01268885466533084,0.02379986482856944,0.020915083194980193,0.005663245586395186,0.04790227877119077,0.023951139385595385,0.023951139385595385,0.04790227877119077,0.034180209506637756,0.041830166389960385,0.04790227877119077,0.029141311724629543,0.029141311724629543,0.029141311724629543,0.020915083194980193,0.023951139385595385,0.020915083194980193,0.029141311724629543,0.029141311724629543,0.023951139385595385,0.023951139385595385,0.020915083194980193,0.014570655862314772,0.017090104753318878,0.017090104753318878,0.014570655862314772,0.015724910855946034,0.029141311724629543,0.01876096704656123,0.029141311724629543,0.020915083194980193,0.01876096704656123,0.01876096704656123,0.020915083194980193,0.029141311724629543,0.010534738516911876,0.023951139385595385,0.017090104753318878,0.020915083194980193,0.023951139385595385,0.01876096704656123,0.01357079470752707,0.01357079470752707,0.017090104753318878,0.029141311724629543,0.023951139385595385,0.029141311724629543,0.023951139385595385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,0.017115199316027646,,,0.007638796372346995,,,,,,,,,,,,,,,,,,0.02821104244904305,,,0.023051769202151042,,,,,,,,,,,0.014209647301881135,,,,,,,,,,,,,0.032306188008477496,0.02821104244904305,0.021210344875462094,0.03930688558205846,0.03930688558205846,0.016051071628570085,0.03930688558205846,0.03930688558205846,0.02821104244904305,0.03930688558205846,0.02821104244904305,0.023051769202151042,0.021210344875462094,0.02821104244904305,0.016051071628570085,0.021210344875462094,0.032306188008477496,0.032306188008477496,0.02821104244904305,0.015088451043495084,0.02821104244904305,0.03930688558205846,0.02821104244904305,0.021210344875462094,0.02821104244904305,0.02821104244904305,0.03930688558205846,0.03930688558205846,0.032306188008477496,0.03930688558205846,0.032306188008477496,0.03930688558205846,0.03930688558205846,0.025305490434896542,0.032306188008477496,0.03930688558205846,0.03930688558205846,0.03930688558205846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.0302260024639042,,,,0.01917211333412538,,,0.03858794678790368,0.03858794678790368,0.03858794678790368,,,,,,,,,,,,,,,,0.023474945555951577,,,0.023474945555951577,,,,,,0.0302260024639042,,,,0.016972634277246913,,,,,,,,,,,,0.03858794678790368,,,0.025334578601246386,,,,,,,,,,,,,,,,,,,,,0.025334578601246386,,,,,,,,,,,,,,,0.027534057658124857,0.03858794678790368,0.046949891111903154,0.033696522925245866,0.046949891111903154,0.03858794678790368,0.046949891111903154,0.046949891111903154,0.03858794678790368,0.046949891111903154,0.012770754406951104,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.046949891111903154,0.0302260024639042,0.046949891111903154,0.03858794678790368,0.033696522925245866,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,0.008459236443553893,0.007933288276189812,0.013943388796653463,0.0037754970575967907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01139340316887925,,,0.012507311364374153,,,,,,,,,,0.010483273903964023,,,,,,,,,,,,0.007933288276189812,0.010483273903964023,0.01596742625706359,,,,0.013943388796653463,,,,,,,,,,,,,,,,,,,,,,,,,,0.01596742625706359,,,,,,,,,,,0.012507311364374153,,,,,0.013943388796653463,0.012507311364374153,0.027886777593306926,0.009713770574876514,0.01139340316887925,0.01942754114975303,0.01942754114975303,0.01596742625706359,0.01942754114975303,0.01139340316887925,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.013943388796653463,0.013943388796653463,0.012507311364374153,0.01942754114975303,0.01942754114975303,0.013943388796653463,0.013943388796653463,0.01139340316887925,0.01942754114975303,0.01139340316887925,0.013943388796653463,0.01942754114975303,0.012507311364374153,0.01596742625706359,0.013943388796653463,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.012507311364374153,0.01942754114975303,0.01942754114975303,0.013943388796653463,0.01942754114975303,0.012507311364374153,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.01942754114975303,0.01596742625706359,0.01942754114975303,0.01596742625706359,0.01942754114975303,0.025014622728748305,0.008459236443553893,0.01942754114975303,0.008459236443553893,0.013943388796653463,0.01942754114975303,0.012507311364374153,0.01596742625706359,0.010483273903964023,0.01596742625706359,0.012507311364374153,0.01139340316887925,0.01596742625706359,0.01942754114975303,0.01139340316887925,0.009713770574876514,0.01139340316887925,0.013943388796653463,0.01942754114975303,0.01596742625706359,0.01942754114975303,0.01942754114975303,0.012507311364374153,0.01596742625706359,0.01596742625706359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018022292285318087,,,,,,0.022055905914706384,,,,,0.011109360617834341,,,,,,,,,,,,,,,0.016582633266270363,,,,,,,,,,,0.022055905914706384,,,,,,,,,,0.016582633266270363,,,,,,,,,,,,,,,,,,0.022055905914706384,,,,,,,,,,,,,,,,,,,,,,,0.022055905914706384,,,,,,,,,,,,,,,,,,,,0.036044584570636175,0.022055905914706384,,,,,,,,0.019784292521828204,,,,,,,,,,,,,,,,,0.013380974010712521,,,,,,,,,,,,,0.036044584570636175,0.015365418909350123,,,,,,,,,,0.025257565170264222,0.022055905914706384,0.030730837818700247,0.030730837818700247,0.030730837818700247,0.025257565170264222,0.030730837818700247,0.030730837818700247,0.019784292521828204,0.025257565170264222,0.030730837818700247,0.018022292285318087,0.030730837818700247,0.030730837818700247,0.030730837818700247,0.025257565170264222,0.019784292521828204,0.030730837818700247,0.030730837818700247,0.030730837818700247,0.030730837818700247,0.022055905914706384,0.030730837818700247,0.022055905914706384,0.030730837818700247,0.030730837818700247,0.030730837818700247,0.022055905914706384,0.013380974010712521,0.030730837818700247,0.019784292521828204,0.025257565170264222,0.022055905914706384,0.030730837818700247,0.019784292521828204,0.030730837818700247,0.030730837818700247,0.025257565170264222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,0.02835032825233739,0.02022910358556112,0.024756629087935737,0.02835032825233739,,,,,,,,,,,,,,0.02022910358556112,,0.018613159788670813,,,,,,,,,,0.02835032825233739,0.02022910358556112,0.024756629087935737,0.02835032825233739,,,,,,,,,,,,,,,,,,,,,0.018613159788670813,,,0.018613159788670813,,,0.024756629087935737,,0.024756629087935737,,,0.018613159788670813,,,,,,,,,,,,,,,,,,,,,,,,,0.009382595074494687,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024756629087935737,,,,,,0.02022910358556112,,0.02022910358556112,,,,,,,,,,,,,,,,,,,,,,,,,,0.015019460624269157,,0.015019460624269157,,,,,,,,,,,,,,0.024756629087935737,,,,,,,,,,,,,,,,,,,0.02022910358556112,,,,,,,,,,,,0.049513258175871475,,,,,,,,,,,,,,,0.03449379755160232,0.03449379755160232,0.022206858953072475,0.018613159788670813,0.03449379755160232,0.02835032825233739,0.03449379755160232,0.03449379755160232,0.008396785287258872,0.024756629087935737,0.06898759510320464,0.03449379755160232,0.06662057685921743,0.022206858953072475,0.03449379755160232,0.02835032825233739,0.02022910358556112,0.03449379755160232,0.03449379755160232,0.03449379755160232,0.03449379755160232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,0.052742383709080486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052742383709080486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01998900689783651,,,,,,,,,,,,,,,0.047310264726110926,,,,,,,,,,,,0.052742383709080486,,,,,,,,,0.04309678589967369,,,0.047310264726110926,,,,,,,,,,,,,,,,,,,,,,,,,0.03199798132996473,,,0.047310264726110926,,,,,,,,,,,,,,,,,,,,,,,,,,0.03674339304409812,,,,,,,,,0.047310264726110926,,,,,,,,,,,,0.03199798132996473,,,,,,,,,,,,,,,,,,0.017888803438073246,,,,,,,,,,,,,0.052742383709080486,0.060398525407153576,0.07348678608819624,0.047310264726110926,0.07348678608819624,0.047310264726110926,0.07348678608819624,0.07348678608819624,0.07348678608819624,0.060398525407153576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,0.04630553614548441,,,,,0.028169934667141894,,,,,,,,,,,,,0.04043582751029504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015324905288341325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036271202956685046,,,,,,,,0.06080298864299133,,,,,,,,,,,,,,,,,,,,,,,,,0.036271202956685046,,,,,,,,,,,,,,,0.04043582751029504,,,,,0.02453178568630629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,0.05633986933428379,0.03304086918974983,0.05633986933428379,0.09261107229096882,0.04630553614548441,0.05633986933428379,0.05633986933428379,0.05633986933428379,0.11267973866856758,0.08087165502059009,0.052473739535771335,0.05633986933428379,0.05633986933428379,0.05633986933428379,0.04630553614548441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.02654600307801976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03812407983432673,,,,,,,,,,,,,,,,0.02654600307801976,,,,,,,,,0.02654600307801976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017682583025009222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04665672405034044,,,,,,,,,,,,0.03812407983432673,,,,,,,,,,,,,,,,0.03250377076977911,,,,0.03812407983432673,,,,,,,,,,,,,,,,,0.028305906561122647,,0.04185138802694428,,,,,,,,,,0.08370277605388857,,,,,,0.01582471073368018,,,,,,,,,,,,,,,,,,,,,,0.05342946478325125,,,,,,,,,,,,,,,,,0.06500754153955822,0.04665672405034044,0.13001508307911644,0.13001508307911644,0.13001508307911644,0.04665672405034044,0.04665672405034044,0.05342946478325125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028169934667141894,,,,,,0.10881360887005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08087165502059009,,,,,,,0.015324905288341325,,,,,,,,,0.036271202956685046,,,,,0.04043582751029504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027429498605045646,,,,,,,,,,,,,0.04043582751029504,,,,,,,,,,,,,,0.09261107229096882,0.09261107229096882,,,,,,0.026236869767885668,,,,,,,,,,,,,0.04601307200190091,0.05633986933428379,0.05633986933428379,0.13891660843645323,0.05633986933428379,0.05633986933428379,0.05633986933428379,0.05633986933428379,0.05633986933428379,0.04630553614548441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
