,tòng,sơn,55,năm,10,tấn,chuối,hằng,đêm,trung,bình,diễn,từ,3,4,sô,mỗi,ông,biểu,1,tác,phẩm,với,trái,và,ly,bia,sau,một,trận,càn,vào,1945,của,giặc,pháp,ở,tỉnh,vĩnh,long,người,dân,lánh,nạn,quay,về,dọn,dẹp,nhà,cửa,tìm,lại,thân,bị,thất,lạc,lúc,ấy,có,cậu,bé,chừng,14,15,tuổi,cũng,chạy,lăng,xăng,giúp,lớn,đống,đổ,nát,dựng,trong,tên,đã,nhặt,được,vật,bằng,kim,loại,lấp,hình,chữ,nhật,phía,trên,hàng,chục,chiếc,lỗ,nho,nhỏ,khắc,harmonica,cầm,đi,hỏi,mới,biết,đó,là,kèn,đưa,lên,miệng,thổi,thử,nghe,phát,ra,âm,thanh,kỳ,lạ,càng,say,mê,những,định,mệnh,gắn,chặt,cho,đến,nay,gần,tiếng,hấp,dẫn,quyến,rũ,“trời,cho”,này,ngày,vẫn,đem,sưa,mày,mò,tập,mấy,bài,hát,mà,lóm,đâu,như,gọi,niên,nước,non,ngàn,dặm,đàng,thích,mang,theo,túi,quần,khi,rời,bỏ,đất,để,sài,gòn,học,cây,giờ,bạn,chơi,thêm,20,bắt,đầu,khá,hay,nhiều,mến,mộ,thời,điểm,đài,á,radio,france,asia,mở,cuộc,thi,tuyển,lựa,tài,tử,bè,thúc,giục,bản,muốn,vận,lấy,cha,mình,ghép,thành,đăng,ký,dự,không,ngờ,lần,lãnh,giải,ta,thế,các,quán,bar,phòng,trà,đại,nhạc,hội,thường,xuyên,mời,nghệ,danh,ai,từng,qua,đều,cảm,thấy,cách,do,hưởng,vừa,trầm,buồn,nhưng,quan,yêu,đời,lãng,mạn,sôi,động,nhí,nhảnh,đặc,biệt,song,tấu,sĩ,saxophone,huỳnh,hoa,họ,rất,“ăn,sam”’,nhau,đây,cặp,khẩu,công,nhất,độc,vô,nhị,việt,nam,bó,ăn,uống,đam,bao,nhiêu,nghĩ,sáng,tạo,sử,dụng,bấy,hoặc,tay,thì,mọi,góc,độ,nào,thể,lướt,nhẹ,môi,ngang,dọc,xuống,thậm,chí,nằm,gọn,cùng,khác,kẹp,giữa,mũi,cần,sự,điều,khiển,bàn,anh,hoàn,đối,chuyện,vui,kỷ,niệm,đáng,nhớ,lưu,miền,ban,đệm,tiết,mục,khán,giả,vỗ,nồng,nhiệt,hôm,ngồi,cà,phê,vị,xem,chửi,thề,nói,“nó,lừa,bọn,đấy,làm,gì,đàn,dàn,còn,nó,chỉ,việc,thôi”,tối,màn,trình,đề,nghị,khỏi,nữa,dứt,tràng,gặp,bước,sân,khấu,ôm,chầm,“tôi,xin,lỗi,tôi,hiểu,lầm,năng,chính,chúng,tôi”,nghề,sống,giản,dị,tại,căn,gác,con,hẻm,bên,hông,chợ,trần,hữu,trang,phường,quận,phú,nhuận,tphcm,thật,cô,cháu,gái,kêu,ngoài,cảnh,ồn,ào,búa,tràn,ngập,sưu,tầm,chuyến,lào,thái,lan,campuchia,“chúa,trùm”,hết,nếu,tính,ròng,liên,tục,tiêu,thụ,30,000,lít,thăm,tháng,11,2000,tổng,thống,william,j,clinton,hân,hạnh,cảng,container,quốc,tế,9,2005,vtv3,truyền,tham,gia,ghi,guinness,vietnam,phúc,thực,hiện,xong,album,hòa,chủ,tình,khúc,khó,quên,ty,phương,hành,live,show,quái,kiệt,loạt,lừng,hai,sẽ,tụ,họp,chương,ốc,đảo,viên,văn,hóa,đầm,sen,5,lục,mai,đình,tới,khả,cụ,tự,chế,quách,hồ,ninh,chước,trăm,võ,sư,cường,lý,z27,giao,t
0,0.008099736454602505,0.012707807849474263,0.016021425925511156,0.026624659264693658,0.017943560334869615,0.020652656628033943,0.026624659264693658,0.017943560334869615,0.017943560334869615,0.020652656628033943,0.025283887330556733,0.01629259459013387,0.017943560334869615,0.025283887330556733,0.020652656628033943,0.050567774661113465,0.020652656628033943,0.008681098929824039,0.010603233339182502,0.05383068100460885,0.020652656628033943,0.020652656628033943,0.007190175652777018,0.020652656628033943,0.0056107550082055155,0.020652656628033943,0.013312329632346829,0.017943560334869615,0.009262461405045577,0.025283887330556733,0.025283887330556733,0.016021425925511156,0.025283887330556733,0.009899271945941346,0.025283887330556733,0.020652656628033943,0.011390195222988368,0.025283887330556733,0.020652656628033943,0.020652656628033943,0.026624659264693658,0.025283887330556733,0.020652656628033943,0.025283887330556733,0.025283887330556733,0.025283887330556733,0.017943560334869615,0.017943560334869615,0.020652656628033943,0.025283887330556733,0.020652656628033943,0.014530502648464134,0.020652656628033943,0.025283887330556733,0.025283887330556733,0.020652656628033943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,0.013507373167902166,,,,0.02229851819733194,,,,,,,,,,,,0.03204820096676088,,,,,,0.04319746006542685,0.04319746006542685,0.049719358548970596,,,0.06996167941853101,,,,,0.029568690239701132,0.02742084035163866,0.02552630248321713,0.03204820096676088,0.04319746006542685,0.06086861764763657,0.06086861764763657,0.06086861764763657,0.049719358548970596,0.02089894186809491,0.06086861764763657,0.06086861764763657,0.06086861764763657,0.06086861764763657,0.049719358548970596,0.06086861764763657,0.06086861764763657,0.06086861764763657,0.06086861764763657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.006927406178278458,,,,,,,,,,,,,,,,,,,,,,,,0.009597344092983118,,,,0.0158436839823148,,,,,,,,,,,,,,0.03532691265321595,,,,0.030692932151750656,0.030692932151750656,,,,,,,,,0.021009332538735014,0.019483228670901152,0.054411328977383884,0.022771090160593255,0.030692932151750656,,,,,,,,,,,,,,,0.01693296517068914,0.030692932151750656,0.018137109659127962,0.043248754644373354,0.01693296517068914,0.08649750928874671,0.027405070662058554,0.043248754644373354,0.043248754644373354,0.043248754644373354,0.03532691265321595,0.08649750928874671,0.03532691265321595,0.043248754644373354,0.027405070662058554,0.030692932151750656,0.03532691265321595,0.018137109659127962,0.03532691265321595,0.043248754644373354,0.03532691265321595,0.043248754644373354,0.018137109659127962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,0.01402688752051379,,,,0.02315615351261394,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,0.05163164157008485,,,,,,,,,,,,,,,,,,,,,,0.026508083347956252,,,,,,0.04005356481377789,0.04005356481377789,0.05163164157008485,0.05163164157008485,0.044858900837174046,0.03632625662116033,0.0217027473245601,0.01588475981184283,0.05163164157008485,0.03632625662116033,0.05163164157008485,0.02315615351261394,0.05163164157008485,0.04005356481377789,0.03632625662116033,0.024748179864853365,0.03070594755661272,0.03070594755661272,0.05163164157008485,0.044858900837174046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.01349956075767084,,0.026702376542518592,0.022187216053911378,,,,,,,,,0.029905933891449358,,,,,,,,,,0.023967252175923392,,0.009351258347009192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037967317409961225,,,,,,,,,,,,,,,,,,,,0.035344111130608334,,0.01649878657656891,,,,,,,,,,,,,0.035344111130608334,,,,,0.017672055565304167,,,,,,,,0.02117967974912377,,,,0.015437435675075958,,,0.02421750441410689,0.01649878657656891,0.04094126340881695,0.04094126340881695,,,0.059811867782898716,0.029905933891449358,0.029905933891449358,0.04843500882821378,0.042139812217594545,0.042139812217594545,0.029905933891449358,0.042139812217594545,0.026702376542518592,0.026702376542518592,0.03442109438005657,0.029905933891449358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.00516159676028591,,,,,,,0.02286924356404951,,,,,,,,,,,,,,,0.009163949361382474,,,,,,,,,,,,,,0.014516915480279292,,,,,,,,,,,,,,,,,,,,,,,0.05090008388838493,0.02286924356404951,,,,,,,,,,,,,,,,,0.027027849688112258,,0.012616719146787988,,,,,,,,,,,,,0.013513924844056129,,,,,,,,,,,0.018519268081375856,,0.016196225690506414,,0.018519268081375856,,0.011805097869175734,,0.02041946441486716,,0.012616719146787988,,0.015654012479841776,,,,0.02286924356404951,,,,,,,,,,,0.04573848712809902,0.026322013349455022,0.026322013349455022,0.026322013349455022,0.026322013349455022,0.03222456228404289,0.03222456228404289,0.02286924356404951,0.026322013349455022,0.02041946441486716,0.03222456228404289,0.03222456228404289,0.026322013349455022,0.026322013349455022,0.026322013349455022,0.03222456228404289,0.03222456228404289,0.03222456228404289,0.014516915480279292,0.03222456228404289,0.02286924356404951,0.02286924356404951,0.026322013349455022,0.03222456228404289,0.03222456228404289,0.03222456228404289,0.03222456228404289,0.03222456228404289,0.03222456228404289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,0.02145288679607991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05090008388838493,,,,,,0.03319243708462132,,,,,,,,,,0.03785015744036396,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,,,,,,0.0354152936075272,,,,,,,,,0.20582319207644562,0.06860773069214852,0.06860773069214852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06860773069214852,,,,,,,,,0.09667368685212867,0.06125839324460148,0.07896604004836506,0.09667368685212867,0.09667368685212867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.01462452415414341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07457903782345589,0.07457903782345589,,,,,,,,,,,,,,,,,,0.04113126052745799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02294465306155075,,0.052471259563898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05785514917545695,,,,,,,,,,,,,,,,,,,,,0.05785514917545695,0.07457903782345589,,,0.052471259563898254,0.09130292647145485,0.09130292647145485,0.09130292647145485,0.04807230145014132,0.07457903782345589,0.07457903782345589,0.07457903782345589,0.052471259563898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.011965519762480973,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301506462575114,,,,,,,,,,,,,0.03933188300466108,,,,,,,,,,0.06101921276464574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06101921276464574,,0.05301506462575114,,,0.03754579591890123,,,,0.02736636324218011,,,,0.02924784893119034,,,,,,,,0.0429310305522804,,,,,,,,,,,,,,,,,,0.04733603114355569,,,0.06101921276464574,0.06101921276464574,,,,,,,,,,,,,,,,,0.04733603114355569,,,,,,,,0.03933188300466108,,,0.12203842552929148,,0.05301506462575114,0.06101921276464574,0.06101921276464574,0.0747023943857358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.007114633372285984,,,0.02338652502979848,,,,,,,,,,,,,,,,,,,,,0.009856731771171853,,,,,,,0.0281457482475196,,,,0.03628169407627584,0.02000980241876335,,,,0.02338652502979848,,,,,,,,,,,,,,,,,0.02000980241876335,0.018627301812077366,,,,,,0.03628169407627584,0.015250579201042232,,,,,,,,,,,,,,0.017390612878005068,,,,,,,,,,,,,,,,,,,,,,,,,,0.011162263651565231,,,,,,,,,,,,,,,,,,,,,,0.0281457482475196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03628169407627584,,0.03628169407627584,0.03628169407627584,0.04441763990503209,0.04441763990503209,0.03152247085855473,0.0281457482475196,0.04441763990503209,0.04441763990503209,0.03628169407627584,0.04441763990503209,0.03628169407627584,0.04441763990503209,0.04441763990503209,0.04441763990503209,0.04441763990503209,0.04441763990503209,0.04441763990503209,0.0281457482475196,0.04441763990503209,0.04441763990503209,0.0281457482475196,0.04441763990503209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
