,muốn,đưa,kịch,hình,thể,việt,nam,ra,thế,giới,dự,kiến,vở,100,phút,cuối,cùng,của,hàn,mặc,tử,đạo,diễn,lê,hùng,nghệ,sĩ,lan,hương,làm,trợ,lý,sẽ,mắt,khán,giả,vào,tháng,4,đầu,5,2006,với,giá,50,usd,vé,tiếp,đó,tham,liên,hoan,sân,khấu,xã,hội,hóa,ở,tphcm,9,và,thực,nghiệm,12,phóng,viên,nhiều,đang,tò,mò,không,biết,như,nào,ông,có,tiết,lộ,đôi,chút,về,đây,là,được,chia,phần,tên,định,mệnh,đau,thương,điên,loạn,vĩnh,hằng,chào,đời,đã,giao,sứ,thơ,anh,bị,người,yêu,từ,bỏ,trong,lúc,bệnh,tật,nhưng,dù,bi,tâm,hồn,vẫn,thăng,hoa,để,lại,những,bài,tuyệt,hay,cho,nhân,vật,do,ba,đảm,nhận,một,con,xác,bình,thường,đòi,hỏi,cuộc,sống,khi,thân,ta,yên,đúng,luôn,hành,hạ,chứng,tỏ,sức,mạnh,văn,minh,chất,sự,dằn,vặt,đớn,khôn,nguôi,nhà,tài,năng,tại,sao,cấm,trẻ,em,dưới,16,tuổi,đoán,già,non,cảnh,sex,nên,mới,tôi,nghĩ,mà,đẹp,thì,xem,cũng,tột,e,nó,tốt,còn,rất,việc,phát,triển,tương,đối,mạo,hiểm,vậy,thích,số,phận,múa,câm,điều,ấy,song,nước,ngoài,họ,dựng,này,nhắm,tới,tượng,chính,chứ,chúng,quyết,chỉ,hai,thật,đàng,hoàng,đấy,đâu,phải,vì,tiền,nếu,cười,khỏe,đêm,hát,chật,kín,thu,“,ngon,lành”,25,triệu,mình,xa,hơn,cố,gắng,đến,ngày,đoàn,thành,lập,giai,đoạn,thử,dạng,chưa,dám,gọi,phong,cách,sử,dụng,các,kiểu,ngôn,ngữ,mời,biên,thoại,ấn,riêng,nói,tiếng,liệu,thưởng,thức,trọn,vẹn,toàn,trước,cứ,đọc,huế,công,phiên,dịch,sang,tiến,bằng,giỏi,nhất,thi,khác,chắc,chắn,khó,rồi
0,0.02229851819733194,0.02229851819733194,0.01717619604302522,0.02444636808539441,0.02229851819733194,0.01114925909866597,0.01492925877747939,0.038075137911120126,0.013462939406227078,0.019037568955560063,0.02229851819733194,0.027873147746664925,0.01492925877747939,0.02229851819733194,0.02229851819733194,0.04459703639466388,0.019037568955560063,0.01717619604302522,0.013462939406227078,0.01492925877747939,0.01492925877747939,0.019037568955560063,0.010201990164455204,0.019037568955560063,0.02229851819733194,0.027873147746664925,0.02229851819733194,0.027873147746664925,0.027873147746664925,0.01492925877747939,0.027873147746664925,0.027873147746664925,0.013462939406227078,0.02229851819733194,0.01492925877747939,0.013462939406227078,0.02229851819733194,0.04459703639466388,0.02229851819733194,0.027873147746664925,0.027873147746664925,0.02229851819733194,0.027873147746664925,0.02229851819733194,0.02229851819733194,0.02229851819733194,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,0.02506892165297456,0.035449266331042874,0.041521378712273266,,0.027799309447720248,,,,,,,,,,,,,,,,,,,,0.02506892165297456,,,,0.08304275742454653,0.08304275742454653,,,,0.041521378712273266,,,,,,0.05190172339034159,0.03114103403420495,0.05190172339034159,0.05190172339034159,0.05190172339034159,0.10380344678068318,0.10380344678068318,0.05190172339034159,0.05190172339034159,0.05190172339034159,0.035449266331042874,0.05190172339034159,0.05190172339034159,0.02276041166571204,0.05190172339034159,0.041521378712273266,0.05190172339034159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.015991630798678654,0.01138020583285602,0.020760689356136633,,,,0.01253446082648728,,,,0.027799309447720248,0.020760689356136633,0.020760689356136633,0.020760689356136633,0.017724633165521437,0.007995815399339327,0.01253446082648728,0.013899654723860124,0.013899654723860124,0.017724633165521437,0.009498404635872088,0.017724633165521437,0.020760689356136633,,,,,0.013899654723860124,,,0.01253446082648728,,0.013899654723860124,0.01253446082648728,,,0.020760689356136633,,,,,,,,,,,,,,,,,,,,,,0.01138020583285602,,,,0.025950861695170795,0.013899654723860124,0.017724633165521437,0.017724633165521437,0.025950861695170795,0.025950861695170795,0.01138020583285602,0.025950861695170795,0.025950861695170795,0.015570517017102475,0.025950861695170795,0.020760689356136633,0.025950861695170795,0.025950861695170795,0.025950861695170795,0.025950861695170795,0.025950861695170795,0.025950861695170795,0.009498404635872088,0.01253446082648728,0.025950861695170795,0.025950861695170795,0.025950861695170795,0.020760689356136633,0.020760689356136633,0.017724633165521437,0.020760689356136633,0.020760689356136633,0.020760689356136633,0.025950861695170795,0.025950861695170795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.010539938480947295,,,,,,0.01652269836218778,,,,,,,,,,0.01652269836218778,0.018322272135997436,0.018322272135997436,,,,,,,,,0.018322272135997436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01500118041603748,,,,,,,,,,,,,,,,,,,,,,,0.01652269836218778,,,,,0.02736636324218011,,,,,,,0.034207954052725136,0.05473272648436022,0.02736636324218011,0.034207954052725136,0.034207954052725136,0.03304539672437556,0.041049544863270164,0.034207954052725136,0.01500118041603748,0.034207954052725136,0.034207954052725136,0.034207954052725136,0.041049544863270164,0.034207954052725136,0.034207954052725136,0.034207954052725136,0.020524772431635082,0.02736636324218011,0.02736636324218011,0.018322272135997436,0.020524772431635082,0.023364289172732807,0.034207954052725136,0.034207954052725136,0.018322272135997436,0.02736636324218011,0.023364289172732807,0.034207954052725136,0.034207954052725136,0.034207954052725136,0.023364289172732807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.021502142547427227,,,,,,,,,,,,,,0.02596424028343794,0.02879214192799597,0.02879214192799597,,0.019675266745735037,,,,,,,,,,0.02596424028343794,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02357328351091604,,,,,0.02879214192799597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07071985053274811,,,,,,,,,,,0.02879214192799597,0.03225321382114084,,,,,,,,,,,0.05375535636856807,0.043004285094854454,0.05375535636856807,0.043004285094854454,0.05375535636856807,0.05375535636856807,0.08637642578398791,0.12901285528456335,0.03671531155715155,0.043004285094854454,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02750216409606871,,,,,,,,,,0.02750216409606871,,,,,,,,,,,,,0.030291613664010928,,,,,,,,,,,,,,,,,,0.03762874945799764,,0.02750216409606871,,,,0.03762874945799764,,,,,,,0.03359083224932863,0.03762874945799764,,,,0.03359083224932863,,,,,,,,,,,,,0.03359083224932863,0.050171665943996864,0.04283453015001014,0.10034333188799373,0.10034333188799373,0.06271458242999609,0.06271458242999609,0.06271458242999609,0.050171665943996864,0.050171665943996864,0.050171665943996864,0.06271458242999609,0.06271458242999609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,0.051401436180012174,,,,,,,,,,0.023187864658084048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027545373444029055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04030899869919436,0.04515449934959718,,,,0.04030899869919436,,,,,,,,0.06020599913279624,,,,,,,0.051401436180012174,,,,,,,,0.06020599913279624,,,0.06020599913279624,0.07525749891599531,0.07525749891599531,0.07525749891599531,0.06020599913279624,0.07525749891599531,0.07525749891599531,0.07525749891599531,0.07525749891599531,0.06020599913279624,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,0.030917152877445397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060205999132796235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03672716459203874,,,,,,,0.06853524824001622,,,,,,,,,,,0.048466581862417486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05374533159892581,,,,,,,,,,,,,,,,,,,,,,,,0.10034333188799373,0.10034333188799373,0.10034333188799373,0.10034333188799373,0.10034333188799373,0.10034333188799373,0.06853524824001622,0.10034333188799373,0.10034333188799373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
