,người,đẹp,phía,sau,ống,kính,thư,ký,làm,việc,với,diễn,viên,lam,trường,trong,phim,nữ,tướng,cướp,cứ,tưởng,rằng,riêng,cho,đạo,thật,dễ,dàng,và,nhàn,nhã,hãy,thử,lặn,lội,theo,đòan,lắng,nghe,nỗi,lòng,của,những,nàng,dâu,trăm,họ,đắng,ngọt,chua,cay,nghề,quay,có,đủ,một,lần,ghé,qua,bạn,sẽ,thấy,cô,xinh,đang,nhễ,nhại,mồ,hôi,túc,trực,bên,cạnh,chăm,chú,nhìn,vào,màn,hình,monitor,ghi,chép,liên,tục,chốc,lại,khệ,nệ,ôm,cuốn,kịch,bản,nặng,trịch,quấn,quýt,camera,miệng,không,ngừng,nhắc,thọai,hành,động,xuất,thế,đấy,công,hay,nói,đúng,hơn,là,bao,giờ,ngớt,bởi,lẽ,quán,xuyến,tất,cả,mọi,bếp,núc,nhớ,kỹ,càng,từng,chi,tiết,cảnh,quan,đến,raccord,phục,trang,hóa,nhở,các,bộ,phận,lưu,ý,vì,vai,trò,hầu,hết,đều,được,giao,đội,quân,tóc,dài,tâm,tình,chuyện,v,a,–,25,năm,lăn,lộn,chốn,đã,thốt,lên,“nỗi,niềm,biết,tỏ,cùng,ai,“,khởi,nghiệp,từ,dựng,hãng,giải,phóng,chị,rẽ,sang,để,học,hỏi,thêm,kinh,nghiệm,bắt,đầu,nhựa,về,đời,huy,thành,nay,trở,chuyên,lĩnh,vực,này,gì,n,t,tfs,cũng,cảm,xúc,tương,tự,khi,mệt,mỏi,nhưng,vẫn,đam,mê,10,rồi,bỏ,8,đi,gõ,trẻ,rốt,cuộc,bây,sống,chết,hậu,thôi,thì,lắm,đa,truân,mới,đá,vàng,hai,mùa,mưa,nắng,vui,ít,buồn,nhiều,dầm,sương,dãi,suốt,thường,ngày,mất,ngủ,triền,miên,chỉ,tiếng,hoặc,thức,trắng,sọan,đường,dây,sửa,đổi,trên,hiện,chuẩn,bị,phân,đọan,tiếp,sức,ảnh,hưởng,ra,vị,trí,thể,rõ,mấy,mà,sự,chính,đỡ,đần,rất,chữa,sai,sót,vụn,vặt,quá,trình,đòi,phải,tính,xác,tuyệt,đối,mỗi,thước,đắt,tiền,truyền,tập,mức,độ,lưỡng,cao,cường,căng,thẳng,số,lượng,bó,hẹp,khỏang,thời,gian,nhất,định,kỷ,niệm,vốn,chu,đáo,cẩn,thận,phần,thái,bối,luôn,riết,quen,gặp,mặt,khỏi,tốn,đốc,thúc,đất,gia,ròng,rã,3,trời,tới,phen,hú,vía,ở,đà,lạt,xe,chạy,ngon,trớn,bỗng,thắng,gấp,lật,2,vòng,dừng,hồn,mây,còn,thầm,khấn,vái,ơn,phật,thương,xót,tai,nạn,“làm,cực,vui”,mình,như,vậy,cánh,đồng,hoang,tay,cố,hồng,sến,lũ,nên,dậy,4,sáng,tắc,ráng,chỗ,xung,quanh,sợ,tòan,nước,giữa,dòng,giác,đó,rủi,ro,hài,hước,kể,nấy,cười,chảy,mắt,ổng,đâu,dặn,chọn,băng,sải,buớc,sát,ông,ta,tìm,”giải,quyết,riêng”,nhanh,dấn,bước,cuối,quýnh,quáng,la,”mày,tao,khác,lúc,ấy,chợt,hiểu,ngượng,ngùng,thối,lui,giới,đáng
0,0.0194158334537783,0.03266920164043559,0.03266920164043559,0.03266920164043559,0.03266920164043559,0.03266920164043559,0.026506736373314577,0.026506736373314577,0.03628958409863021,0.02919868117909392,0.026506736373314577,0.031890625984873265,0.03266920164043559,0.04592256982709288,0.018144792049315104,0.020836736855094445,0.011053889129778822,0.04592256982709288,0.04592256982709288,0.04592256982709288,0.04592256982709288,0.04592256982709288,0.04592256982709288,0.0375606255030934,0.022447624271141303,0.018144792049315104,0.03266920164043559,0.04592256982709288,0.04592256982709288,0.022447624271141303,0.04592256982709288,0.04592256982709288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,0.03628958409863021,,,,,,,,0.022107778259557644,,,,,,,,,,,,,,,,0.0751212510061868,0.06533840328087118,0.09184513965418575,0.09184513965418575,0.044895248542282606,0.044895248542282606,0.09184513965418575,0.0751212510061868,0.09184513965418575,0.09184513965418575,0.0388316669075566,0.05301347274662915,0.09184513965418575,0.09184513965418575,0.09184513965418575,0.05839736235818784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,0.043374659519969314,0.043374659519969314,,,,,,,0.05938295579775852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15029204670684942,0.15029204670684942,0.15029204670684942,0.15029204670684942,0.08674931903993863,0.055619984419738054,0.06354272766691081,0.15029204670684942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.015532666763022642,0.05227072262469695,0.026135361312348476,0.026135361312348476,0.026135361312348476,0.026135361312348476,0.010602694549325832,0.010602694549325832,,,,0.012756250393949307,,,0.014515833639452084,,0.008843111303823058,,,,,,,,,0.014515833639452084,,,,0.017958099416913044,,,,0.026135361312348476,,,,,,,,,,0.021205389098651665,,,,,,,,,,,,,0.016669389484075557,0.023358944943275138,0.03673805586167431,0.030048500402474723,0.03673805586167431,0.03673805586167431,0.030048500402474723,0.030048500402474723,0.03673805586167431,0.023358944943275138,0.03673805586167431,0.03673805586167431,0.03673805586167431,0.03673805586167431,0.03673805586167431,0.03673805586167431,0.026135361312348476,0.030048500402474723,0.03673805586167431,0.03673805586167431,0.030048500402474723,0.030048500402474723,0.03673805586167431,0.030048500402474723,0.03673805586167431,0.026135361312348476,0.030048500402474723,0.030048500402474723,0.03673805586167431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.03563912906229338,0.03563912906229338,0.03563912906229338,0.03563912906229338,,,,,,0.034789773801679934,0.03563912906229338,,,,,,,,,,,,0.024488317386699605,,,,,0.024488317386699605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04097522782155644,0.04097522782155644,,,,,,,,,,,,,,,,,,,,,,0.10019469780456629,0.02651700798156667,0.050097348902283144,0.050097348902283144,0.050097348902283144,0.04097522782155644,0.03563912906229338,0.03563912906229338,0.050097348902283144,0.050097348902283144,0.050097348902283144,0.050097348902283144,0.050097348902283144,0.04097522782155644,0.024488317386699605,0.050097348902283144,0.03563912906229338,0.050097348902283144,0.050097348902283144,0.04097522782155644,0.04097522782155644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,0.014032978079990072,0.014032978079990072,,0.030916250660217096,,0.016883272580227024,,,0.009606066379049172,0.011031213629167648,,,,,,,,,,0.009606066379049172,,,,,,,,,,,0.011884036378839512,0.011884036378839512,,,,,0.020557941304000554,,,,,0.015458125330108548,,,,,,0.017994700841679957,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017295459691995314,,0.01988503703104945,,,,,,,,0.017295459691995314,0.017295459691995314,,,,,,,0.011884036378839512,,0.017295459691995314,,,,0.01988503703104945,0.015458125330108548,0.02431194873199035,0.030916250660217096,0.01988503703104945,0.01988503703104945,0.0486238974639807,0.02431194873199035,0.009606066379049172,0.02431194873199035,0.017295459691995314,0.02431194873199035,0.017295459691995314,0.02431194873199035,0.02431194873199035,0.02431194873199035,0.02431194873199035,0.017295459691995314,0.01988503703104945,0.02431194873199035,0.02431194873199035,0.011884036378839512,0.017295459691995314,0.01988503703104945,0.02431194873199035,0.01988503703104945,0.02431194873199035,0.015458125330108548,0.02431194873199035,0.011884036378839512,0.03459091938399063,0.01988503703104945,0.0397700740620989,0.02431194873199035,0.01988503703104945,0.01988503703104945,0.02431194873199035,0.02431194873199035,0.01988503703104945,0.01988503703104945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,0.028065956159980143,0.028065956159980143,,,,,,,,,0.023408235804237506,,,,,,,,0.04753614551535805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06183250132043419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06183250132043419,0.0972477949279614,0.0795401481241978,0.0972477949279614,0.0972477949279614,0.0972477949279614,0.06183250132043419,0.0972477949279614,0.0972477949279614,0.0972477949279614,0.0972477949279614,0.0972477949279614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.05376692341046299,0.09046855838889857,,,,,0.03670163497843557,0.03670163497843557,0.050247116444257216,,,,,,,,0.030610769897849048,,,,,,,,,,,,,,,,0.1040140398547202,,,,,,,0.1040140398547202,,,,,,,,0.08085788634210625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1040140398547202,0.1040140398547202,0.06216265182777592,0.08085788634210625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.031771363833455406,,,,,,,,,,,,,,0.02969147789887926,,0.018088182212365345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,0.03409647849015455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047779660111244605,0.07514602335342471,0.07514602335342471,0.05345869359344006,0.07514602335342471,0.06146284173233466,0.07514602335342471,0.05345869359344006,0.07514602335342471,0.05345869359344006,0.07514602335342471,0.07514602335342471,0.047779660111244605,0.07514602335342471,0.043374659519969314,0.047779660111244605,0.07514602335342471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.018350817489217786,0.018350817489217786,,0.040428943171053125,,,,,0.025123558222128608,,0.030610769897849048,,,,,,,,0.03108132591388796,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,0.02353153186988918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040428943171053125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06358509668366708,0.045234279194449285,0.045234279194449285,0.06358509668366708,0.06358509668366708,0.06358509668366708,0.06358509668366708,0.016260138169118067,0.06358509668366708,0.0520070199273601,0.040428943171053125,0.0520070199273601,0.045234279194449285,0.06358509668366708,0.06358509668366708,0.0520070199273601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.027958800173440754,,,,,,,,,,,0.022961250709108753,,,,0.030004901071336004,0.015917600346881503,,,,,,,,,0.02612850055101375,,,,,,,,,,,,,,,,,0.027958800173440754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03232457895044348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047043650362227254,,,,,,,,,,,0.047043650362227254,0.047043650362227254,,,,,0.01691054369588279,,,,,,,,,0.06612850055101376,0.047043650362227254,0.047043650362227254,0.04204610089789525,0.047043650362227254,0.06612850055101376,0.108174601448909,0.06612850055101376,0.06612850055101376,0.06612850055101376,0.06612850055101376,0.06612850055101376,0.06612850055101376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,0.2704365036222725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1616228947522174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21023050448947625,,,,,,,,,,,,,,,,,,,,,,,,,0.08455271847941395,,,,,,,,,,,,,,,,,,,,,,0.2704365036222725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,0.11928031367991561,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2627881306118453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3380456295278406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,0.03842426551619669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,,,0.056131912319960287,,0.04111588260800111,,,,,,,,,,,0.06183250132043419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06918183876798126,,,,,,0.024868446611592338,,,,,0.06918183876798126,,,,,,,0.06183250132043419,,,,,,,,,,,,0.056131912319960287,0.0972477949279614,0.0972477949279614,0.06918183876798126,0.0972477949279614,0.0972477949279614,0.0972477949279614,0.0795401481241978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10101430922013586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20665156422191797,0.20665156422191797,0.14701140738196017,0.14701140738196017,0.20665156422191797,0.20665156422191797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,0.015904041823988746,0.015904041823988746,,,0.03180808364797749,,,,,,0.013264666955734587,,,,,,,,,,,,,,,,,,,,,0.026937149125369562,,,,,,,,,,,,,,,0.06361616729595498,0.020393994287237285,,,,,,,,,,,,,,,,,,,,,,,,0.04507275060371208,,,,,,,,,0.029168708779723336,,,,,,,,,,,,,,,,,,,,0.035038417414912704,,,,,,,,,0.039203041968522714,,0.039203041968522714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07840608393704543,,,,,,,,,,,,,,,,,,,,,0.01409211974656899,,,,,,,,,,0.039203041968522714,,0.035038417414912704,,,,,,,,,,,,,,,,,,,,,,,,,,0.05510708379251145,0.039203041968522714,0.039203041968522714,0.05510708379251145,0.02329900014453396,0.05510708379251145,0.05510708379251145,0.05510708379251145,0.05510708379251145,0.05510708379251145,0.05510708379251145,0.04507275060371208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.02511164498524539,0.02511164498524539,,,,,,,0.034379605988175986,,,,,,,,,,,,,,,,,,,0.061899539950299017,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04253234072426773,,,,,,,,,,,,,,0.1106476339418296,,,,,,,,,,,,,,,,,,,,0.0711675009532296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061899539950299017,,,,,,,,,,,0.0870111849355444,0.0870111849355444,0.05022328997049078,0.0870111849355444,0.0870111849355444,0.0711675009532296,0.0711675009532296,0.0870111849355444,0.0870111849355444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,0.03408008962283303,0.03408008962283303,,,,,,,0.046658036698238835,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499264288811442,,,,,,,,,,,0.043701416329794185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057722462411506206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08400651850397724,0.08400651850397724,0.11808660812681027,0.09658446557938302,0.08400651850397724,0.11808660812681027,0.11808660812681027,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
