,bao,giờ,người,đẹp,bước,ra,khỏi,khung,ảnh,cuộc,thi,hoa,hậu,phụ,nữ,vn,qua,2005,cho,thấy,các,nhiều,ngày,càng,cao,hơn,xinh,và,hiện,đại,nhưng,phần,ứng,xử,của,họ,vẫn,bộc,lộ,điểm,yếu,thì,đấy,năm,nay,khâu,tổ,chức,ở,báo,tạp,chí,thế,giới,khá,tốt,chu,đáo,nên,trình,diễn,không,có,gì,phải,bàn,cãi,số,đo,thí,sinh,được,cải,thiện,dần,lên,theo,từng,tuy,chưa,đạt,chuẩn,quốc,tế,cũng,đã,đầu,châu,á,đi,tự,tin,ít,để,xảy,những,sự,cố,đáng,tiếc,do,vụng,về,hoặc,bị,vấp,ngã,như,một,trước,kia,đặc,biệt,trang,phục,áo,tắm,thiết,kế,phù,hợp,phong,cách,thể,thao,năng,động,kín,vẻ,hình,cô,gái,dự,tôn,song,điều,làm,khán,giả,khó,chọn,gương,mặt,khả,ái,nhất,hay,duyên,dáng,lẽ,là,vì,cùng,trường,phái,hao,giống,nhau,cả,tóc,lẫn,nét,nụ,cười,hơi,vô,hồn,đứng,biểu,đủ,cái,mới,chỉ,đóng,con,nhan,sắc,chứ,hết,ngầm,khi,đối,thoại,chuyện,trò,còn,trả,lời,kiểu,nhớ,lại,não,đa,trong,top,10,lọt,vào,vòng,ngay,gà,sẵn,đáp,án,mà,lộn,lung,tung,chẳng,hạn,kim,hai,bà,trưng,võ,thị,sáu,câu,hỏi,anh,hùng,nào,bạn,yêu,thích,ngọc,lan,loay,hoay,giải,mãi,khái,niệm,cảm,xúc,tình,hiểu,rõ,ngắc,ngứ,hoài,trọn,vẹn,nhìn,chung,kém,giao,lưu,hành,tri,thức,cơ,bản,mình,chăm,chút,quá,quần,tai,từ,này,liệu,hàng,loạt,xuất,trên,sân,khấu,cỡ,thiếu,nhiên,nội,tâm,chăng,tranh,ta,ngắm,biết,nói
0,0.03365141055139023,0.03365141055139023,0.01977176915583607,0.025619296698434532,0.017807726569075435,0.021095588058767538,0.03365141055139023,0.021095588058767538,0.030514926137726845,0.03561545313815087,0.01977176915583607,0.021095588058767538,0.021095588058767538,0.025729568560232834,0.021095588058767538,0.025729568560232834,0.042191176117535076,0.03365141055139023,0.021095588058767538,0.025729568560232834,0.01317374606761014,0.017807726569075435,0.03365141055139023,0.03365141055139023,0.03365141055139023,0.05145913712046567,0.03365141055139023,0.011411988445751899,0.021095588058767538,0.03365141055139023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,0.05639113413540554,,,,,,,,,0.05639113413540554,0.08147696710740397,0.05639113413540554,0.05639113413540554,0.031305301163407115,0.03613796341154768,0.06680269551943054,0.08147696710740397,0.06680269551943054,0.06680269551943054,0.08147696710740397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,0.16225554575675205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3196884002382072,0.3196884002382072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.008166600303497508,0.0070545889459457415,,,,,0.01260399123080022,0.029421461288037676,0.008166600303497508,0.01742679013550362,0.01742679013550362,0.0637645829536205,0.05228037040651086,0.04250972196908034,0.01742679013550362,,,,0.01088265979498229,,,,,,,0.018854589606024878,,,,,,,0.016333200606995016,,,,,,,,,0.01742679013550362,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.02125486098454017,0.014710730644018838,0.027798991325061497,0.02125486098454017,0.014710730644018838,0.01088265979498229,0.027798991325061497,0.02125486098454017,0.027798991325061497,0.027798991325061497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,0.023334262400857467,,,,,,,,,,,,,,,,0.01726215001962708,,,,,,,0.014953640032364558,,,,,,,0.01295391772278915,,,,,,,,,0.027642494697695395,,,,,,,,,,,,,,,,,,,,,,,,0.027642494697695395,0.0440949517569941,0.01726215001962708,0.01726215001962708,0.01999253781437276,0.0440949517569941,0.0440949517569941,0.0440949517569941,0.03371460707892578,0.01999253781437276,0.0440949517569941,0.0440949517569941,0.027642494697695395,0.0881899035139882,0.06742921415785157,0.0440949517569941,0.0440949517569941,0.023334262400857467,0.0440949517569941,0.03371460707892578,0.0440949517569941,0.0440949517569941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,0.02182882611693118,0.02585910794300537,,,,0.02182882611693118,0.012118181095512432,,,,,,,,,,,,,,,0.03153947113834993,,,,,,,,,,0.013988889062534586,,,,,,,,,,,,,0.03153947113834993,,,,,,,,,,,,,,,,,,,0.02585910794300537,,,,,,,,,,,,,,,,,0.02182882611693118,,,,,0.02585910794300537,0.03153947113834993,0.041250116159768674,0.03153947113834993,0.03153947113834993,0.041250116159768674,0.02182882611693118,0.02585910794300537,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.041250116159768674,0.02585910794300537,0.03153947113834993,0.02585910794300537,0.041250116159768674,0.041250116159768674,0.02182882611693118,0.01870269666505839,0.041250116159768674,0.041250116159768674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,0.008320797218294977,,,,,,,0.00963240035797142,,,,,,,,,,0.012835957706902188,,,,,,,,,,,0.025069836033047375,,,0.00963240035797142,,,,,,,,,0.020554675544440165,0.025069836033047375,,,,,,,,,,,,,0.025069836033047375,0.0173511181955094,,,,,,,,,,,,,0.02973249213419539,,,,0.025069836033047375,0.014866246067097695,,,,,,,,0.0173511181955094,,,,,,,,,,,,,,,,,,,,,,,,0.014866246067097695,,,0.03278855387058535,0.03278855387058535,0.020554675544440165,0.03278855387058535,0.025069836033047375,0.03278855387058535,0.03278855387058535,0.03278855387058535,0.03278855387058535,0.025069836033047375,0.025069836033047375,0.020554675544440165,0.04110935108888033,0.03278855387058535,0.03278855387058535,0.020554675544440165,0.03278855387058535,0.03278855387058535,0.0173511181955094,0.025069836033047375,0.025069836033047375,0.03278855387058535,0.03278855387058535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.010435100387802371,0.009014196986486225,,,,,,,,,,,,,,,,,0.013905620849144037,,,,,,,,,,,,,,0.010435100387802371,0.012045987803849226,,,,0.022267565173143513,,,,,,,,,,,,,,,,,,,0.01879704471180185,,,,0.013905620849144037,,,,,,,,,0.032210199812045,,,,,0.0161050999060225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161050999060225,,,,,0.022267565173143513,,,,,,,,,,,,,,,,,,,,,0.0355209333598008,0.0355209333598008,0.027158989035801325,0.0355209333598008,0.0355209333598008,0.0355209333598008,0.0355209333598008,0.0710418667196016,0.05431797807160265,0.0355209333598008,0.0355209333598008,0.027158989035801325,0.027158989035801325,0.022267565173143513,0.027158989035801325,0.0355209333598008,0.027158989035801325,0.027158989035801325,0.0355209333598008,0.027158989035801325,0.0355209333598008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06983740037777483,,,,,,,,,,,,,,,,0.057259453302369034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06983740037777483,,,,,,,,,,,,,0.1826790858504041,0.057259453302369034,0.06983740037777483,0.09133954292520205,0.06983740037777483,0.057259453302369034,0.057259453302369034,0.09133954292520205,0.06983740037777483,0.09133954292520205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48886180264442386,0.48886180264442386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
