,tân,hoa,hậu,thế,giới,unnur,birna,mơ,trở,thành,luật,sư,người,đẹp,vũ,hương,giang,vn,chúc,mừng,2005,cuộc,đời,của,cô,gái,iceland,này,đã,chính,thức,mở,sang,một,trang,mới,sau,đêm,chung,kết,thi,10,12,vừa,qua,tại,phố,tam,á,trung,quốc,đây,là,lần,thứ,3,đăng,quang,sắc,có,uy,tín,năm,nay,21,tuổi,cao,173,m,sinh,ra,thủ,đô,reykjavik,nhưng,lớn,lên,ở,thị,trấn,nhỏ,seltjarnarnes,hiện,đang,sống,với,mẹ,và,cha,kế,bà,steinsson,cựu,từng,mặt,trong,top,5,nhất,1983,viên,môn,nhân,loại,học,đại,theo,ngành,để,hoàn,ước,hình,sự,sở,thích,diễn,xuất,ca,hát,tất,cả,các,khiêu,đi,cắm,trại,trượt,tuyết,cũng,những,thể,thao,ưa,chuộng,ngoài,còn,công,hạng,chơi,piano,không,tồi,mùa,hè,khi,bạn,bè,làm,thêm,cửa,hàng,địa,phương,thì,chọn,việc,chẳng,giống,ai,cảnh,sát,chìm,sân,bay,keflavik,chuẩn,bị,cho,dục,vài,điệu,nhảy,đọc,nhiều,sách,về,văn,hóa,gần,1,tháng,phải,tạm,ngưng,lúc,nào,tranh,mang,cuốn,bên,mình,giữa,trăm,thí,xinh,khác,nổi,bật,hơn,hẳn,bởi,nụ,cười,ngọt,ngào,gương,nét,cổ,điển,xứ,bắc,âu,tâm,muốn,dành,thời,gian,khắp,nơi,từ,thiện,vì,trước,giờ,chưa,thay,đổi,điều,đó
0,0.018192508502829174,0.025908002111917888,0.025908002111917888,0.03185746575993217,0.03185746575993217,0.0023194926298133016,0.0030458020037922723,0.013414254603400901,0.013414254603400901,0.026828509206801802,0.010619155253310723,0.013414254603400901,0.026828509206801802,0.00863600070397263,0.010619155253310723,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.026828509206801802,0.014195493058483149,0.018192508502829174,0.010619155253310723,0.003857746804544356,0.010619155253310723,0.00863600070397263,0.010619155253310723,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.0070977465292415744,0.018192508502829174,0.018192508502829174,0.013414254603400901,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.0070977465292415744,0.018192508502829174,0.018192508502829174,0.018192508502829174,0.013414254603400901,0.00863600070397263,0.018192508502829174,0.013414254603400901,0.013414254603400901,0.013414254603400901,0.013414254603400901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,0.04225490200071284,0.05440680443502757,,,,,,,,0.022357901567110962,,,,,0.027203402217513786,0.03345033904792878,,,,,,0.022357901567110962,,,,,,,0.022357901567110962,,,,,0.027203402217513786,,,,,,0.0573064017839119,0.01839883926472972,0.0573064017839119,0.0573064017839119,0.0573064017839119,0.04225490200071284,0.04225490200071284,0.0573064017839119,0.027203402217513786,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,0.006088668153259917,0.007995230259954715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.02787528253994065,0.03521241833392737,0.03521241833392737,0.04775533481992658,0.03521241833392737,0.03521241833392737,0.04775533481992658,0.04775533481992658,0.022669501847928153,0.04775533481992658,0.04775533481992658,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,0.02700422763181049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1273475595198042,0.09389978222380631,0.1273475595198042,0.1273475595198042,0.09389978222380631,0.03344777729599791,0.1273475595198042,0.1273475595198042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.03886200316787683,0.03886200316787683,0.023893099319949127,0.023893099319949127,0.005218858417079929,,,,,,,,0.019431001583938415,,,,,,,,0.01596992969079354,,,0.017359860620449603,0.023893099319949127,0.019431001583938415,,,,,,,,,,,,,,0.01596992969079354,,,,,0.019431001583938415,,,,,,,0.013142028046235515,,,,,,,0.019431001583938415,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.030182072857652027,0.030182072857652027,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,0.004870934522607934,0.006396184207963772,0.028169934667141894,0.028169934667141894,0.05633986933428379,0.04460045206390504,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012265892843153148,,,,,,,,,,,,,,,,,0.02230022603195252,,,,0.028169934667141894,,,,0.018135601478342523,,,,,,0.028169934667141894,,,,0.010034333188799373,,,,,,,,,,,,,0.03820426785594126,0.028169934667141894,0.03820426785594126,0.028169934667141894,0.06690067809585756,0.03820426785594126,0.028169934667141894,0.03820426785594126,0.02230022603195252,0.03820426785594126,0.03820426785594126,0.02230022603195252,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,0.0393533400563868,,,,,,,,,0.0393533400563868,0.014296355805076143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216456932526232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0177076468037636,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,0.0393533400563868,,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.06741929621636694,0.0393533400563868,0.06741929621636694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,0.009741869045215868,0.012792368415927544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024531785686306297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,0.04460045206390504,0.07640853571188252,0.07640853571188252,0.07640853571188252,0.07640853571188252,0.04460045206390504,0.07640853571188252,0.05633986933428379,0.07640853571188252,0.07640853571188252,0.07640853571188252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,0.04181292380991097,,,,,,,,,,0.015189878042893403,,,,,,,,,0.0279473769588887,,,,,,,,,,,,,,,,,,,0.022998549080912152,,,,,,,0.03400425277189223,,,,,,,,,,,0.05281862750089105,,,,,,,,,,,,,,,,,0.018814374728998825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04181292380991097,,,,,,0.07163300222988987,0.07163300222988987,0.05281862750089105,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.07163300222988987,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.004059112102173278,0.0053301535066364765,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012421056426172755,,,,,,,,,,,0.023474945555951577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151130012319521,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,0.018583521693293765,,0.018583521693293765,,,,,,,,,,,,,0.023474945555951577,,,,,,0.03183688987995105,0.03183688987995105,0.023474945555951577,0.03183688987995105,0.03183688987995105,0.046949891111903154,0.023474945555951577,0.03183688987995105,0.023474945555951577,0.0636737797599021,0.0636737797599021,0.03183688987995105,0.03183688987995105,0.018583521693293765,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,0.03183688987995105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.032004002608839746,0.016002001304419873,0.0196766700281934,0.0196766700281934,0.0042978834023011175,0.0056436919482033285,,,,,,,,,,,,,,0.024855824706301672,0.013151706804182917,,,,,,,,,,,,,,,,,,,0.013151706804182917,,,,,,,,,0.049711649412603344,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088538234018818,,,,,,,,,,,,,,,,,0.0393533400563868,,,,0.0196766700281934,,,0.0196766700281934,,,,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,0.024855824706301672,,,,,,,,,,,,,,,,,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.024855824706301672,0.03370964810818347,0.03370964810818347,0.03370964810818347,0.024855824706301672,0.024855824706301672,0.03370964810818347,0.03370964810818347,0.03370964810818347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,0.005218858417079929,0.006853054508532613,,,,0.023893099319949127,,,,,,,,,,,,,,0.008679930310224801,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,0.030182072857652027,,,0.019431001583938415,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023893099319949127,,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,,0.023893099319949127,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023893099319949127,,,,,,,,,,,,,,0.030182072857652027,,,,,0.030182072857652027,,,,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.030182072857652027,0.04093314413136564,0.030182072857652027,0.04093314413136564,0.04093314413136564,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.0038454746231115266,0.005049619111550346,,,,,,,0.028635160228961877,,,,,,,,0.011767316614268926,,0.03521088320834608,0.006395738123323538,0.01760544160417304,,,,,,,,0.011767316614268926,,,,,,,0.011767316614268926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01760544160417304,,,,,,,,,,,,,,,,,,0.0079218419911574,,,,,,,0.022239422105638337,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01760544160417304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022239422105638337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022239422105638337,,,,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,0.030161264096795735,,,,,,,,,,,,,,,,,
13,,0.013601701108756893,0.013601701108756893,,,0.0036532008919559506,0.0047971381559728295,,,,,,,,,,,,,,,,,,0.012151902434314722,,0.013601701108756893,0.01672516952396439,,,,,,,,,0.02112745100035642,,,,,,,,,,,,,,,,,,,,0.02112745100035642,0.02112745100035642,,0.013601701108756893,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00752574989159953,,,,,,,,,,,,,,,,,,,,,0.01672516952396439,,,,0.02112745100035642,,,,,,,,,,,0.01672516952396439,,,,,,,,,,,,,,,,,,,,,0.02112745100035642,,,0.04225490200071284,,,,,,,,0.01672516952396439,,,,,,,,,,,,,,,,,,0.02112745100035642,,,,,,,,,,,,0.02112745100035642,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02865320089195595,0.0573064017839119,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595,0.02865320089195595
