,jane,fonda,bất,chấp,tuổi,tác,“hanoi,jane”,vẫn,đầy,sức,quyến,rũ,ngôi,sao,màn,bạc,mỹ,rất,quen,thuộc,với,nhân,dân,vn,trong,những,năm,chiến,tranh,chống,bà,đã,có,mặt,tại,hà,nội,ngày,máy,bay,b52,đánh,phá,bệnh,viện,đường,phố,và,các,khu,cư,đặc,biệt,để,tưởng,nhớ,anh,hùng,liệt,sĩ,nguyễn,văn,trỗi,đặt,tên,con,trai,là,troi,còn,danh,hanoi,nổi,tiếng,hơn,40,bộ,phim,từng,đoạt,giải,oscar,emmy,làm,nhiều,băng,video,nghệ,thuật,bán,được,17,triệu,bản,dù,ở,68,tiếp,tục,khán,giả,mến,mộ,sau,15,tạm,nghỉ,2005,trở,lại,nghề,monster,in,law,đóng,chung,siêu,jennifer,lopez,hiện,nay,đang,chuẩn,bị,vai,chính,georgia,rule,của,đạo,diễn,garry,marshall,kể,về,mối,quan,hệ,cháu,dịp,hè,một,gia,đình,người,sẽ,khởi,quay,vào,tháng,8,do,hãng,universal,pictures,phát,hành,không,chỉ,phẩm,oreal,paris,pháp,mời,ký,hợp,đồng,quảng,cáo,sản,mới,nhất,tổng,giám,đốc,youcef,nabi,nhận,xét,“jane,phụ,nữ,vượt,thời,gian,bằng,chứng,sống,lớn,tỏ,hấp,dẫn,dừng,30,cả,50,cuộc,càng,rực,rỡ,bao,giờ,hết”
0,0.012403139136170187,0.015814430134857643,0.03276303977373049,0.03276303977373049,0.015055392969966892,0.03276303977373049,0.03276303977373049,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.018730061693740422,0.023909216371848695,0.023909216371848695,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.03276303977373049,0.030110785939933785,0.03276303977373049,0.03276303977373049,0.03276303977373049,0.018730061693740422,0.03276303977373049,0.023909216371848695,0.03276303977373049,0.015055392969966892,0.023909216371848695,0.023909216371848695,0.03276303977373049,0.03276303977373049,0.03276303977373049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,0.020475334439154974,,,,,,0.03251653426571422,,0.020475334439154974,0.03251653426571422,,,,,0.020475334439154974,0.016598933918832718,0.025472883903486974,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.04455773409227347,0.020475334439154974,0.04455773409227347,0.04455773409227347,0.04455773409227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.010040636443566342,0.012802157728218093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019760635617657996,,,,,,,,,,,,,,,,,,,,0.053044921538420796,0.038710159840135976,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.053044921538420796,0.030324861789865442,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.030121909330699026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07312619442555347,,0.09097458536959632,,,,,,,,,,,,,,,,,,,,0.11613047952040793,,,,,,,,,,,,,,,,,0.11613047952040793,0.15913476461526238,0.15913476461526238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0075304773326747565,0.00960161829616357,,,,,,,,,,,,,,,,,,,,0.02274364634239908,,,,,,,,,,,0.014820476713243498,,,,,,,,,,,,,,,,0.018281548606388368,,,,,,,,,,,,,,,,,,,,,,,,,0.029032619880101983,0.029032619880101983,0.05806523976020397,0.029032619880101983,0.018281548606388368,0.014820476713243498,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.039783691153815595,0.039783691153815595,0.039783691153815595,0.029032619880101983,0.029032619880101983,0.039783691153815595,0.02274364634239908,0.039783691153815595,0.039783691153815595,0.039783691153815595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.011097545542889114,0.01414975327855684,,,0.02694122952520391,,,,0.042784913507518715,,,,,,,,,,,,,,,,,,,,,,,,0.021840702524779893,,,,,,,,,,,,,,,,0.02694122952520391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042784913507518715,,,,0.042784913507518715,0.042784913507518715,,0.033516952504588124,,,,0.05862859748983351,0.033516952504588124,0.042784913507518715,0.05862859748983351,0.05862859748983351,0.05862859748983351,0.05862859748983351,0.05862859748983351,0.05862859748983351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.007809383900551599,0.009957233788614073,,,,,,,,,,,,,0.030107902097883537,,,,,,,0.04717200722867958,,,,0.018958642999217568,,0.060215804195767074,,,,,0.015369383258178443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018958642999217568,0.015369383258178443,,,,,,,,,,,,,,,,,,,,,,,,,,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.02358600361433979,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,0.014625238885110695,,,,,,,,0.02925047777022139,,,,,,0.02925047777022139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014625238885110695,0.011856381370594799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018194917073919268,,,,,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.036389834147838536,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.03182695292305247,0.023226095904081586,0.03182695292305247,0.03182695292305247,0.03182695292305247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036563097212776736,0.029640953426486996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.04548729268479816,0.07956738230763119,0.07956738230763119,0.07956738230763119,0.07956738230763119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.007809383900551599,0.009957233788614073,,,,,,,,,,,,,,,,0.018958642999217568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030107902097883537,,,0.030107902097883537,0.030107902097883537,,,,0.015369383258178443,,,,,,,,,,,,,0.02358600361433979,,,,,,,,,,,,,,,,,,,,,,,,0.02358600361433979,,,,,,,,,,,,,,0.02358600361433979,,,,,,,,,,,,,,,,,,,,,,,,0.02358600361433979,,,,,0.030107902097883537,0.041257161196549506,0.08251432239309901,0.030107902097883537,0.030107902097883537,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.041257161196549506,0.030107902097883537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
