,hương,phù,sa,chân,tình,quyến,rũ,diễn,viên,quốc,thái,và,tăng,thanh,hà,trong,phim,các,nhân,vật,trẻ,táo,bạo,mà,quyết,liệt,hệt,như,một,miền,tây,đang,đổi,mới,từng,ngày,bộ,truyền,hình,29,tập,do,đạo,võ,tấn,bình,biên,kịch,tfs,sản,xuất,sẽ,phát,sóng,trên,kênh,htv9,vào,lúc,17,giờ,45,tuần,trừ,thứ,bảy,bắt,đầu,từ,4,nét,hiện,đại,đề,tài,không,đây,chỉ,là,câu,chuyện,về,vùng,sông,nước,xa,lắc,với,áo,bà,ba,đất,“sông,mẹ,ghe,thuyền,cha,bao,rạch,hết,thì,gia,đình,ta,làm,nghề,đóng,thuyền”,nói,lời,thề,ông,rằn,qua,thế,hệ,tiếp,tục,trở,thành,hứa,thiêng,liêng,của,cô,út,nhỏ,giàu,nghị,lực,người,bệnh,tật,kể,thay,mặt,mấy,anh,chị,em,đứng,ra,nhận,trách,nhiệm,gánh,lấy,dòng,họ,chiếc,cổ,minh,chứng,cho,sự,vững,bền,cái,thống,gay,cấn,những,mối,tay,tư,đan,chéo,rắc,rối,nhất,khi,cả,hai,cùng,“để,ý”,chàng,hồi,hộp,đấu,đá,thương,trường,giữa,bên,đàn,lão,luyện,kia,chủ,non,nớt,vừa,trượt,học,bất,trước,âm,mưu,đào,mỏ,gã,lãng,mạn,yêu,sáng,họa,sĩ,việt,dễ,vấn,lí,đúng,chất,trò,bé,hạnh,rung,động,đời,nàng,ráng,hài,hước,tán,tỉnh,giống,ai,công,tử,miệt,vườn,năm,đô,tất,đều,hòa,quyện,nhau,cảm,tiên,cảnh,con,lung,linh,đầy,ấn,tượng,gương,có,mặn,mòi,nữ,tính,gái,thêm,bản,cứng,cỏi,khuất,phục,dân,cạnh,cương,khẳng,khái,thể,lầm,lì,nhưng,nghĩa,hiệp,dạng,vai,khó,đối,kim,hiền,nhí,nhảnh,nũng,nịu,lại,ngoài,đến,tái,hợp,việc,mang,tiếng,cười,giúp,nhẹ,nhàng,hơn,cặp,ngọc,thảo,lý,để,dấu,cỏ,dại,đinh,đức,liêm
0,0.03804614188659566,0.03804614188659566,0.03804614188659566,0.01902307094329783,0.01902307094329783,0.009511535471648914,0.009511535471648914,0.02279250014139192,0.009511535471648914,0.00759750004713064,0.00759750004713064,0.012478940602776496,0.009511535471648914,0.00759750004713064,0.009511535471648914,0.010793257142655143,0.012478940602776496,0.02556720128381916,0.01278360064190958,0.009511535471648914,0.00759750004713064,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.009511535471648914,0.01278360064190958,0.006239470301388248,0.004325434876869974,0.00759750004713064,0.00759750004713064,0.009511535471648914,0.01278360064190958,0.006239470301388248,0.009511535471648914,0.02853460641494674,0.009511535471648914,0.006239470301388248,0.009511535471648914,0.009511535471648914,0.009511535471648914,0.009511535471648914,0.01902307094329783,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.01278360064190958,0.01278360064190958,0.009511535471648914,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.01278360064190958,0.00759750004713064,0.00759750004713064,0.02556720128381916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,0.031252187978275,,,,,,,,,,,,,,,,,,,,,,,,,0.02842428633371697,,,,,0.020501116704561385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,0.031252187978275,0.031252187978275,0.031252187978275,0.04200325925198862,0.04200325925198862,0.03408008962283303,0.04200325925198862,0.04200325925198862,0.011821186394336585,0.031252187978275,0.031252187978275,0.04200325925198862,0.04200325925198862,0.0249632144405721,0.020501116704561385,0.04200325925198862,0.031252187978275,0.020501116704561385,0.04200325925198862,0.04200325925198862,0.020501116704561385,0.04200325925198862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0827483047603561,,,,,,0.07175390846596486,,,,,,,,0.14701140738196017,0.14701140738196017,0.07175390846596486,0.10938265792396251,0.10938265792396251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,,,0.03021217198566941,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04605585596798421,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03021217198566941,,,,,,,,,,0.03021217198566941,,,0.04605585596798421,0.061899539950299017,0.12379907990059803,0.061899539950299017,0.03678789496505362,0.03678789496505362,0.061899539950299017,0.061899539950299017,0.03021217198566941,0.04605585596798421,0.061899539950299017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,0.005338600307119749,,,,,,,,,,,,0.009258568834318045,0.0064183872366457674,,,0.01411389134502742,,,,0.01411389134502742,,0.009258568834318045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011273709747355143,,,,,,,,,,,0.01411389134502742,,,,,,,,0.009258568834318045,,,0.009258568834318045,,,,0.009258568834318045,0.01411389134502742,0.01411389134502742,0.01411389134502742,,,,0.011273709747355143,0.011273709747355143,,,0.009258568834318045,0.01411389134502742,,0.018969213855736796,0.03793842771147359,0.018969213855736796,0.01411389134502742,0.01411389134502742,0.01411389134502742,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.01411389134502742,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.010677200614239497,0.01851713766863609,0.009258568834318045,0.011273709747355143,0.018969213855736796,0.01411389134502742,0.018969213855736796,0.011273709747355143,0.018969213855736796,0.018969213855736796,0.01411389134502742,0.018969213855736796,0.01411389134502742,0.018969213855736796,0.011273709747355143,0.011273709747355143,0.011273709747355143,0.018969213855736796,0.01411389134502742,0.01411389134502742,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.018969213855736796,0.018969213855736796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027334822272748516,0.01894952422247798,,,,,,,,,0.027334822272748516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027334822272748516,,,,0.027334822272748516,,,,,,,0.0332842859207628,0.0332842859207628,,,0.027334822272748516,,,,,,,0.04166958397103333,,,,,,,,,,,0.0315231637182309,,,,,,,,,,,,,,,,,,,,,,,,,,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.0332842859207628,0.056004345669318153,0.056004345669318153,0.056004345669318153,0.056004345669318153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,0.013158815990852632,,,,,,,0.004316024569381344,,,,0.004977341639720668,,,,,0.005255413566436232,,,,,,,,0.00897609042117378,,,,,,,,,,,,,,,,,0.006579407995426316,,,,,,,,,0.006579407995426316,,,,,,,,,,,,,0.005255413566436232,,,,,0.006579407995426316,,,0.003587377855035056,,,0.007466012459581002,,0.006579407995426316,,,,,,0.006579407995426316,0.017264098277525376,,,0.004316024569381344,,,,,,,,,,,,,,,0.004316024569381344,,,,,,0.013158815990852632,,,,,,,,,,,,0.01244335409930167,0.017264098277525376,0.008632049138762688,0.005255413566436232,,,,0.005255413566436232,,,,,,,0.005255413566436232,0.005255413566436232,0.005255413566436232,,,,,,,,,,,,,,,,,,,,0.008842791421471288,0.008842791421471288,0.026317631981705263,0.008842791421471288,0.017685582842942575,0.017685582842942575,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.006579407995426316,0.008842791421471288,0.005255413566436232,0.008842791421471288,0.026528374264413863,0.008842791421471288,0.008842791421471288,0.01973822398627895,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.017685582842942575,0.008842791421471288,0.008842791421471288,0.013158815990852632,0.017685582842942575,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.005255413566436232,0.008842791421471288,0.017685582842942575,0.008842791421471288,0.017685582842942575,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.005255413566436232,0.006579407995426316,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.006579407995426316,0.017685582842942575,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.006579407995426316,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.008842791421471288,0.006579407995426316,0.008842791421471288,0.006579407995426316,0.006579407995426316,0.008842791421471288,0.008842791421471288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,0.030090292640129496,0.0521846607025199,,,,,,,,,,,,,,,,,,,,,,,0.07955102394470001,0.07955102394470001,,,,,,,,,,,,,,,,,0.07955102394470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10691738718688013,0.10691738718688013,0.10691738718688013,0.10691738718688013,0.10691738718688013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.048614514632872224,0.048614514632872224,,,,,,,,,0.018388512168968023,0.031890625984873265,,,0.048614514632872224,,,,,,,,,,0.0388316669075566,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,,,,,,,0.018388512168968023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,,,,,,,,0.048614514632872224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06533840328087118,0.06533840328087118,0.06533840328087118,0.048614514632872224,0.06533840328087118,0.06533840328087118,0.06533840328087118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.039775511972350006,0.039775511972350006,0.039775511972350006,,,,,0.06354272766691081,0.039775511972350006,,,,0.039775511972350006,0.031771363833455406,0.039775511972350006,0.015045146320064748,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039775511972350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015045146320064748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015045146320064748,,,,,,,,,,,,0.039775511972350006,,,,,,,,,,,,,,,,,,,,,,,,,,0.039775511972350006,,,,,,,,0.039775511972350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07955102394470001,0.10691738718688013,0.05345869359344006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
