,thanh,thảo,hát,về,anh,ca,sĩ,kỷ,niệm,61,năm,ngày,thành,lập,quân,đội,nhân,dân,việt,nam,sẽ,tổ,chức,đêm,diễn,với,chủ,đề,phục,vụ,bộ,của,trung,đoàn,gia,định,vào,tối,20,12,tại,quận,tp,hcm,hơn,hai,phần,ba,chương,trình,chị,bày,những,khúc,truyền,thống,cách,mạng,đây,là,một,liveshow,không,bán,vé,nhưng,vẫn,được,đầu,tư,như,lớn,nói,mà,hãy,yên,lòng,mẹ,ơi,cô,gái,sài,gòn,đi,tải,đạn,bên,cạnh,đó,còn,có,bài,phong,hoàn,toàn,trái,ngược,búp,bê,happy,cây,đa,quán,dốc,bức,họa,đồng,quê,phố,trẻ,tạm,biệt,chim,én,hương,tôi,khách,mời,trong,lê,hiếu,ngọc,tiến,đạt,nhóm,mây,trắng,và,danh,hài,rối,bời,bởi,lịch,hàng,loạt,dự,cuối,chưa,thực,hiện,quyết,này,mong,muốn,khích,lệ,tinh,thần,quốc,các,tiểu,2,ngoái,đã,nhận,sự,ủng,hộ,nhiệt,liệt,1,000,tăng,số,lượng,chỗ,ngồi,lên,đến,để,cả,sau,xin,phép,ban,chỉ,huy,biểu,miễn,phí,kỳ,hằng,dịp,22
0,0.021521391040279586,0.027006863474697874,0.01800457564979858,0.022719244955772166,0.01800457564979858,0.011359622477886083,0.020361910302785374,0.020361910302785374,0.020361910302785374,0.020361910302785374,0.00900228782489929,0.020361910302785374,0.014682099063842333,0.020361910302785374,0.020361910302785374,0.022719244955772166,0.020361910302785374,0.020361910302785374,0.014682099063842333,0.020361910302785374,0.014682099063842333,0.014682099063842333,0.014682099063842333,0.020361910302785374,0.011359622477886083,0.011359622477886083,0.020361910302785374,0.020361910302785374,0.00900228782489929,0.00900228782489929,0.011359622477886083,0.011359622477886083,0.00900228782489929,0.00900228782489929,0.011359622477886083,0.00900228782489929,0.014682099063842333,0.020361910302785374,0.020361910302785374,0.029364198127684666,0.020361910302785374,0.020361910302785374,0.020361910302785374,0.020361910302785374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,0.0354152936075272,,,,,,,,,,,,,,,0.04577360296374374,,,,,,,,,,,,,,,,,,,,,,,,0.04577360296374374,0.06348124976750734,0.06348124976750734,0.06348124976750734,0.022365367159506235,0.0354152936075272,0.0354152936075272,0.04577360296374374,0.028065956159980143,0.04577360296374374,0.06348124976750734,0.06348124976750734,0.04577360296374374,0.06348124976750734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0190105620855803,0.023856062735983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190105620855803,0.01505149978319906,,,0.023856062735983122,,,,,,0.05395906230238125,0.03890756251918218,0.05395906230238125,0.03890756251918218,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.03890756251918218,0.03890756251918218,0.03010299956639812,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.020744402379115758,0.02617652136208532,0.020744402379115758,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01308826068104266,0.02617652136208532,0.03383266306015842,0.020744402379115758,0.03383266306015842,,,,,,0.03383266306015842,,,,,,,,,,,,,,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.04692092374120108,0.03383266306015842,0.03383266306015842,0.04692092374120108,0.04692092374120108,0.04692092374120108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.012555822492622696,,,,,,,,,,0.020477664483780095,,,,,,,,,,,,,0.0158436839823148,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012555822492622696,,,,0.020477664483780095,,,,,,,,,,,,,,,,,,,,,,,,,0.020477664483780095,0.020477664483780095,,,,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.020477664483780095,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.056799012949874994,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.028399506474937497,0.020477664483780095,0.028399506474937497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0190105620855803,,,,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190105620855803,0.01505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.05395906230238125,0.03890756251918218,0.05395906230238125,0.05395906230238125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.009052648612181096,0.011360029874277677,,,0.011360029874277677,,,,,,0.011360029874277677,,,,,0.014334761698284819,,,,,,0.03705482144684017,0.018527410723420085,,0.014334761698284819,0.014334761698284819,,,0.011360029874277677,0.011360029874277677,0.014334761698284819,0.014334761698284819,,,,0.022720059748555354,,,,,,,,,,,,,0.009052648612181096,0.007167380849142409,,,,,,,,,,,,,,,,0.018527410723420085,0.018527410723420085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018527410723420085,,,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.018527410723420085,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,0.025694791572562495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,,0.018350817489217786,0.018350817489217786,,0.04631230702522788,0.018350817489217786,0.03670163497843557,0.02315615351261394,0.018350817489217786,,,,,,,,,0.029928894245524758,,,,0.014623509296600232,0.01157807675630697,0.02315615351261394,,,,,,,,,,,,,,,,,0.02315615351261394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041506971001831726,0.029928894245524758,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,0.041506971001831726,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,0.20068666377598746,,,,,,,,,,,,,,,0.20068666377598746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2593837501278812,,,,,,,,,,,,,,,,,,,,,,
9,,,0.039760104559971865,0.050171665943996864,0.039760104559971865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1296918750639406,,,,,,,,,,,0.08993177050396874,0.08993177050396874,0.08993177050396874,0.08993177050396874,0.08993177050396874,0.08993177050396874,0.08993177050396874,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,0.06816017924566606,,,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11116446434052052,,,,,,,,0.15416874943537498,0.15416874943537498,,,,,,,,,,,,,
11,0.014081897841170593,0.017671157582209718,,,,,,,,,0.017671157582209718,,,,,,,,,,,,,,0.02229851819733194,,,,,,,,0.017671157582209718,0.017671157582209718,0.02229851819733194,0.035342315164419436,0.028820416680875687,,,0.028820416680875687,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664,0.039969675779541664
