,nhạc,sĩ,bảo,phúc,có,một,dòng,sông,lặng,trôi,người,đàn,ông,cứ,lẽ,và,hiền,lành,giữa,đời,sôi,động,dịu,dàng,da,diết,trong,các,tác,phẩm,âm,nốt,bình,yên,những,rung,cảm,tuyệt,vời,của,tình,yêu,về,cuộc,sống,tràn,ngập,thương,ấy,là,họa,trở,lại,hà,nội,lần,này,cùng,với,con,đường,mang,tên,vào,20h,ngày,18,12,tới,đây,phóng,viên,anh,ra,từ,hôm,nào,ns,đúng,11,phải,sớm,thế,bởi,số,lượng,bài,vừa,cả,hòa,tấu,trống,lễ,tập,30,em,thiếu,nhi,thêm,nữa,đến,8,9,hát,bè,chính,vì,vậy,nếu,sát,mới,mặt,thì,nó,sẽ,không,thể,nhuần,nhuyễn,được,sự,chuẩn,bị,bắt,đầu,bao,giờ,nhận,lời,mời,làm,cách,khoảng,tháng,nhưng,trước,đó,cũng,đã,chương,trình,nhiều,việc,như,nên,cho,mình,rất,mệt,giải,quyết,thật,nhanh,gọn,tất,để,tay,gác,phim,hãng,chung,xem,khác,tại,thực,mà,nói,khuôn,khổ,thời,ngắn,cái,thứ,hai,mỗi,giả,hoặc,phần,biên,chưa,xoáy,đậm,nét,chân,dung,gian,hạn,chế,biết,điều,đấy,do,vấn,đề,bây,cầu,riêng,thành,công,hay,thất,bại,cần,tránh,gì,thí,dụ,thấy,rõ,ràng,cố,tạo,nặng,nề,thiết,hiệu,quả,ý,đồ,ca,dĩ,nhiên,ở,kia,đều,ưu,điểm,nhược,xong,tối,đa,ví,thanh,muốn,phụ,trách,đi,sài,gòn,kiểm,sóat,tv,quan,trọng,nhất,chúng,nghe,rồi,tiết,mục,6,cô,gái,đeo,tranh,nhị,bầu,kinh,phí,phép,kết,hợp,dàn,nhẹ,tiếng,sao,tổ,chức,phố,hồ,chí,minh,đặt,ngay,tp,hcm,chứ,tiên,rạp,sau,xe,màu,chỉ,4,máy,thôi,đủ,quay,tính,chất,liveshow,kẹt,làn,sóng,xanh,trên,hài,lòng,mỹ,tâm,quỳnh,hương,thu,quân,2m,kasim,hoàng,vũ,qua,buổi,còn,khúc,chia,ba,mảng,đồng,dao,nối,bằng,chuông,leng,keng,thần,nít,xuất,hiện,thông,điệp,kêu,gọi,mọi,nhau,chiến,mất,mát,tiếp,theo,hoàn,toàn,sáng,dáng,xuân,xưa,vĩ,cầm,viết,năm,tuổi,16,đảm,violin,nữ,thân,phận,cõi,nắng,hồng,soi,mắt,khi,bay,gót,nẻo,phù,sa,nhấn,thơ,video,clip,chắc,hẳn,sinh,miền,trung,chứng,kiến,cảnh,lụt,lội,64,sở,lắm,mẹ,bỏ,thúng,cột,sợi,dây,kéo,kiếm,tôm,tép,hồi,bát,cơm,nóng,ăn,hạnh,lớn,lên,nhìn,đứa,trẻ,ngồi,mái,nhà,lạnh,co,ro,hình,ảnh,sâu,ký,ức,tiềm,thức,đạp,học,cơn,mưa,bất,chợt,gặp,xách,bánh,bột,lọc,đội,nón,trời,tầm,tã,bà,cụ,xiêu,vẹo,gió,dừng,khóc,bước,thi,hoa,hậu,đẹp,xác,việt,nam,mê,tín,đang,chi,phối,trụ,tin,mệnh,hỏi,câu,thích,luôn,ngoài,đức,năng,thắng,nghĩ,trí,nghĩa,ngũ,hành,thiên,ta,nước,lửa,đất,mạnh,đâu,lứa,trải,đau,nghiệm,trục,trặc,tĩnh,đón,quá,show,diễn,hưởng,lam,trường,lệ,khó,khăn,chẳng,buông,xuôi,xoay,chuyển,ổn,thỏa,tốt,hơn,ân,hận,đoán,định,sư,tụng,hóa,nhé,kiểu,hút,thuốc,thoải,mấy,chịu,rạn,nứt,nho,nhỏ,gia,đình,hốii,tiếc,chọn,ngôi,chùa,vui,mong,sức,khỏe,đêm,tiền,dưới,thung,lũng,núi,dinh,06,01,phật,đạo,trợ,giúp,22,mồ,côi,ma,túy,nhân,loại,bệnh
0,0.07933912169403806,0.09852767431792936,0.11613680022349748,0.10944212126043618,0.047712125471966245,0.055930801090701254,0.09395192526186186,0.09852767431792936,0.11613680022349748,0.13374592612906563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.04175743247054634,0.05185667069364703,0.06112463169657762,0.057601116452861145,,0.029437263731948028,0.049448381716769386,,0.06112463169657762,,0.054548908717193416,0.08623627668182302,0.06529206569908419,0.10207996066413781,0.07696831567889242,0.04175743247054634,0.10207996066413781,0.10207996066413781,0.07696831567889242,0.07039259269950822,0.10207996066413781,0.10207996066413781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.11334160242005435,0.0703769102270924,,,,0.03995057220764375,,,,,,,,,,0.056670801210027176,,,,,,,0.13853708947275845,0.13853708947275845,0.13853708947275845,0.13853708947275845,0.05896970716512726,0.08861066059161427,0.10445699984992543,0.13853708947275845,0.07403066183047678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.05084618280972841,,,0.052789454647044314,,,,,,,,,,0.06647263626813436,,,,,,,,,,,,,0.08815996602811903,0.06647263626813436,0.08815996602811903,0.026263246209137527,0.08815996602811903,0.08815996602811903,0.08815996602811903,0.08815996602811903,0.031102124887059657,0.05638860219466362,0.11277720438932724,0.042705420573573565,0.06079360278593892,0.05638860219466362,0.08815996602811903,0.08815996602811903,0.06647263626813436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.08815457966004227,0.21895038737317635,0.12904088913721942,0.12160235695604019,,,,,,,0.11515880729185277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1378388053647333,0.05470680236404436,0.21550213917984648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.02938485988668076,,0.04301362971240647,0.04053411898534673,,,0.03479700935624513,0.03649173122886273,0.04301362971240647,0.049535528195950224,,,,,,,,,,,,,,,,,,,,,0.03838626909728426,,,,,,,,,,,,,,,,,,,,,0.049535528195950224,0.03479700935624513,0.060684787294616196,0.060684787294616196,0.060684787294616196,0.03838626909728426,0.054162888811072445,0.030576885196732656,0.03649173122886273,0.03649173122886273,0.054162888811072445,0.060684787294616196,0.03838626909728426,0.07183404639328216,0.04053411898534673,0.054162888811072445,0.0459462684549111,0.054162888811072445,0.049535528195950224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.05530323820166547,0.05211529583830294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15604659590044165,0.15604659590044165,,,,,,,,,0.049353774553651183,,0.05211529583830294,,0.05907377372774284,,,0.09235805964850563,0.09235805964850563,0.032138977265776775,0.07862627622016968,0.05907377372774284,0.07802329795022082,0.05530323820166547,0.09235805964850563,0.063688536251936,0.07802329795022082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.02938485988668076,,,,,,,,,,,,,,,0.02938485988668076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018235600788014786,,,,,,,,,0.06115377039346531,,,,,,,,0.054162888811072445,,,,,,0.012498491158913189,0.030576885196732656,,,,,,,0.06652789388595508,0.07183404639328216,0.03838626909728426,0.060684787294616196,0.049535528195950224,0.060684787294616196,0.04301362971240647,0.060684787294616196,0.04053411898534673,0.054162888811072445,0.054162888811072445,0.060684787294616196,0.060684787294616196,0.0459462684549111,0.07183404639328216,0.054162888811072445,0.07183404639328216,0.07183404639328216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04476011102512721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08164786976912669,,,,,,0.10557890929408863,,,,,,,,,,,,0.17631993205623805,0.12158720557187784,0.12158720557187784,0.17631993205623805,0.17631993205623805,0.10557890929408863,0.17631993205623805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
