,đạo,diễn,phi,tiến,sơn,tôi,chưa,làm,báo,bao,giờ,nhưng,phóng,viên,ảnh,cũng,sẽ,bị,mổ,xẻ,trên,phim,chỉ,mang,tính,chất,minh,hoạ,chắc,chắn,có,đụng,chạm,với,giới,nói,về,nghề,không,phải,là,dân,anh,sợ,mình,thiếu,khách,quan,khi,các,nhà,đúng,thắc,mắc,vì,sao,từng,học,qua,hay,xuất,lại,thể,viết,và,bình,luận,cả,hơn,nữa,tin,tưởng,biên,kịch,nguyễn,mạnh,tuấn,một,người,kinh,nghiệm,rất,am,hiểu,đã,quen,đi,phê,phán,khác,bây,họ,việc,nghĩ,ý,kiến,đó,chúng,định,trích,mà,chia,sẻ,thì,khán,giả,cần,rằng,đây,cực,kỳ,khó,khăn,đôi,đối,mặt,xã,hội,dư,đồng,nghiệp,chính,luôn,đứng,giữa,ranh,sự,trung,thực,gần,lựa,chọn,biết,lúc,nào,hợp,lý,để,đặt,quyền,lợi,của,toà,độc,lên,trước,lường,phản,ứng,cánh,chí,ra,lò,cố,gắng,ánh,cách,theo,niệm,đương,nhiên,ta,thích,tốt,chẳng,nhìn,nhận,những,điều,như,thế,riêng,mảng,động,vậy,nhiêu,phần,trăm,ủng,hộ,tìm,được,lắm,nên,20,thôi,tự,soi,xét,vấn,đề,kỹ,thoải,mái,hồn,tiếng,chung,kén,quá,lấy,chồng,đóng,máy,mắt,hy,vọng,tết,kịp,trình,chiếu,vào,đợt,21,6,sang,năm,ngay,tên,cho,nhân,vật,trong,hết,sức,mệt,muốn,tuyệt,tránh,mọi,lầm,ám,chủ,trừ,tật,giật,đáng,còn,đa,số,tình,bộ,thiện,cầu,nối,xác,tích,nhiều,cung,cấp,tư,liệu
0,0.08083639805187973,0.08083639805187973,0.09551066963985316,0.09551066963985316,0.09551066963985316,0.04107629349190786,0.09551066963985316,0.07042483666785473,0.02258889769054483,0.07042483666785473,0.07042483666785473,0.09551066963985316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,0.1146128035678238,0.1146128035678238,0.1146128035678238,0.07481880270062004,0.06020599913279624,0.1146128035678238,0.14471580313422192,0.14471580313422192,0.14471580313422192,0.04057653461839942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,0.016941673267908623,,,,,,0.07163300222988987,,0.03762874945799765,,,,,,0.05281862750089105,0.0904473769588887,0.07163300222988987,0.0904473769588887,0.0904473769588887,0.0904473769588887,0.0606272985389098,0.07163300222988987,0.030807220118930896,0.07163300222988987,0.0606272985389098,0.05281862750089105,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.09700367766225569,0.09700367766225569,0.1146128035678238,0.1146128035678238,0.1146128035678238,,,,0.0271066772286538,,,,,,,,,,,,,0.04057653461839942,,,,,,,,,,,,,,0.08450980400142569,0.06020599913279624,0.06690067809585756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.011149848007155825,0.02229969601431165,,,,0.01699708696216877,0.03952165640269786,0.029141311724629543,0.015578550131410228,0.01942754114975303,0.01942754114975303,0.013173885467565953,0.013173885467565953,0.013173885467565953,,0.008599862379381613,,,,,,0.009327938992735499,,,,,,,,,0.01699708696216877,,,,,,0.006920229785378878,0.007689733114466386,0.008599862379381613,0.008599862379381613,0.02306919934339916,0.016634000360255394,0.017199724758763225,0.016634000360255394,0.007689733114466386,0.013173885467565953,0.016634000360255394,0.011149848007155825,0.009713770574876514,0.025799587138144838,0.01876096704656123,0.011149848007155825,0.016634000360255394,0.016634000360255394,0.017199724758763225,0.011149848007155825,0.016634000360255394,0.016634000360255394,0.016634000360255394,0.011149848007155825,0.016634000360255394,0.013173885467565953,0.013173885467565953,0.013173885467565953,0.012507311364374153,0.013173885467565953,0.013173885467565953,0.011149848007155825,0.011149848007155825,0.016634000360255394,0.011149848007155825,0.016634000360255394,0.011149848007155825,0.011149848007155825,0.011149848007155825,0.011149848007155825,0.011149848007155825,0.008599862379381613,0.008599862379381613,0.016634000360255394,0.016634000360255394,0.011149848007155825,0.016634000360255394,0.009713770574876514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.009347130078846137,,0.029141311724629543,,,,,,,0.03952165640269786,,,,,,,,,,,,,,,,0.029141311724629543,,0.029141311724629543,,,,0.025799587138144838,,,,,,,,,,0.025799587138144838,0.03752193409312246,,,,,,,,,,,,,,,0.03952165640269786,,,,,,,0.03344954402146748,0.03344954402146748,0.03344954402146748,0.03344954402146748,0.03344954402146748,,0.051599174276289676,,,,,,0.03952165640269786,0.09980400216153236,0.04990200108076618,0.09980400216153236,0.04990200108076618,0.09980400216153236,0.04990200108076618,0.025799587138144838,0.03952165640269786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,0.02053814674595393,,,0.011294448845272415,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,0.02053814674595393,,,,,,0.025085832971998432,,0.031174501125258346,,,,0.031174501125258346,,,,,,,0.031174501125258346,0.022669501847928153,0.04041819902593986,,,,0.04041819902593986,,,,,,,,,,,,,0.04041819902593986,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.12059650261185159,0.060298251305925796,0.060298251305925796,0.04041819902593986,0.060298251305925796,0.060298251305925796,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05146206007373658,,,0.05146206007373658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05755292515432311,,,,,,0.06500754153955822,,,,,,,,,,,,,,,,,,,,,0.07461821358635053,0.06500754153955822,0.1113198485647861,0.08816369505217216,0.08816369505217216,0.08816369505217216,0.1113198485647861,0.06500754153955822,0.1113198485647861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
