,ngưng,phát,hành,tình,ca,50,của,đàm,vĩnh,hưng,trung,tâm,lạc,hồng,audio,video,đã,đánh,lừa,cơ,quan,chức,năng,như,báo,người,lao,động,số,ra,ngày,9,12,đưa,tin,album,sĩ,do,thuộc,công,ty,nhiếp,ảnh,tphcm,sản,xuất,và,vi,phạm,quy,định,sử,dụng,bài,hát,cấm,phổ,biến,khi,phố,đêm,tác,giả,anh,vào,nói,trên,trao,đổi,với,phóng,viên,ông,võ,trọng,nam,trưởng,phòng,quản,lý,nghệ,thuật,sở,vhtt,cho,biết,xin,phép,bằng,cách,khai,tên,trùng,một,được,sài,gòn,trước,đó,nguyễn,tuấn,kiệt,nguyên,múa,nhạc,nay,là,vậy,cán,bộ,tiếp,nhận,hồ,sơ,không,yêu,cầu,đơn,vị,này,trình,văn,bản,vì,lưu,trong,danh,sách,các,khác,nộp,chiểu,theo,đúng,phải,1,tuần,chỉ,đến,chí,hiện,mới,vội,vàng,từ,những,sai,thấy,thực,chương,nhà,thể,đều,có,ý,đồ,tìm,qua,mặt,để,thêm,ngay,sự,chờ,xử,sáng,sẽ,ký,quyết,thu,hồi,toàn,đĩa,giao,thanh,tra,làm,rõ,thích,đáng,về,phía,kiểm,điểm,trách,nhiệm,đối,chủ,dẫn,việc,bị
0,0.03383266306015842,0.010177530697102954,0.01308826068104266,0.03383266306015842,0.020744402379115758,0.03383266306015842,0.016530923552678524,0.03383266306015842,0.03383266306015842,0.03383266306015842,0.016530923552678524,0.016530923552678524,0.016530923552678524,0.016530923552678524,0.016530923552678524,0.016530923552678524,0.010177530697102954,0.03383266306015842,0.03383266306015842,0.016530923552678524,0.016530923552678524,0.020744402379115758,0.020744402379115758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,0.01800640046410523,,,,,,,0.08301394200366345,0.04631230702522788,0.04631230702522788,0.059857788491049516,0.059857788491049516,0.059857788491049516,0.08301394200366345,0.059857788491049516,0.08301394200366345,0.08301394200366345,0.059857788491049516,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.004256058291515781,0.005473272648436021,0.014148204552429884,0.017349863807987725,0.014148204552429884,0.013825863334967492,0.014148204552429884,0.014148204552429884,0.014148204552429884,0.006912931667483746,0.013825863334967492,0.006912931667483746,0.006912931667483746,0.006912931667483746,0.006912931667483746,0.004256058291515781,,,,,,,,,,,,,,,,,0.014148204552429884,,0.021893090593744086,0.014148204552429884,0.010946545296872043,0.019621477200865906,0.019621477200865906,0.019621477200865906,0.019621477200865906,0.019621477200865906,0.006912931667483746,0.008674931903993863,0.008674931903993863,0.006912931667483746,0.010946545296872043,0.005473272648436021,0.014148204552429884,0.010946545296872043,0.019621477200865906,0.019621477200865906,0.017349863807987725,0.017349863807987725,0.014148204552429884,0.010946545296872043,0.010946545296872043,0.008674931903993863,0.010946545296872043,0.010946545296872043,0.010946545296872043,0.010946545296872043,0.019621477200865906,0.019621477200865906,0.019621477200865906,0.019621477200865906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.004928067495439325,0.00633747359292592,,0.005022328997049078,,0.004002223596964274,,,,0.004002223596964274,0.004002223596964274,0.004002223596964274,0.004002223596964274,0.008004447193928548,0.008004447193928548,0.004928067495439325,0.008191065793512038,0.008191065793512038,0.004002223596964274,0.004002223596964274,0.005022328997049078,0.005022328997049078,,0.00633747359292592,0.00633747359292592,0.008191065793512038,0.008191065793512038,,,,,,,,,,,,,,,,0.008004447193928548,0.010044657994098156,0.010044657994098156,0.012006670790892822,,,,,,,0.010044657994098156,0.010044657994098156,,,,0.005022328997049078,0.00633747359292592,0.00633747359292592,0.00633747359292592,0.00633747359292592,,,,,0.011359802589974998,0.011359802589974998,0.016382131587024076,0.011359802589974998,0.011359802589974998,0.008191065793512038,0.011359802589974998,0.011359802589974998,0.008191065793512038,0.022719605179949996,0.034079407769925,0.01267494718585184,0.008004447193928548,0.022719605179949996,0.022719605179949996,0.010044657994098156,0.010044657994098156,0.005022328997049078,0.00633747359292592,0.008191065793512038,0.008191065793512038,0.008191065793512038,0.008191065793512038,0.011359802589974998,0.016382131587024076,0.011359802589974998,0.008191065793512038,0.00633747359292592,0.011359802589974998,0.011359802589974998,0.008191065793512038,0.008191065793512038,0.008191065793512038,0.008191065793512038,0.008191065793512038,0.011359802589974998,0.011359802589974998,0.011359802589974998,0.008191065793512038,0.008191065793512038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,0.009554416572790528,,,,,,,,,,,,,,,,,,,,,0.012286938598529844,,,,,,,,,0.007759413096155224,,,,,,,0.02921150539099974,0.02921150539099974,,0.012286938598529844,0.012286938598529844,,0.012286938598529844,0.012286938598529844,0.012286938598529844,0.012286938598529844,,,,,,,,,,,,,,,,,,,,,,0.00973716846366658,,0.015880637762931502,0.031761275525863004,0.015880637762931502,,,0.015880637762931502,,,0.02457387719705969,,,,,0.015880637762931502,0.015880637762931502,0.015880637762931502,,,,,,0.022024107062196426,0.015880637762931502,0.012286938598529844,0.022024107062196426,0.022024107062196426,0.022024107062196426,0.022024107062196426,0.015880637762931502,0.015880637762931502,0.015880637762931502,0.012286938598529844,0.012286938598529844,0.006143469299264922,0.015880637762931502,0.022024107062196426,0.022024107062196426,0.022024107062196426,0.012286938598529844,0.022024107062196426,0.022024107062196426,0.022024107062196426,0.015880637762931502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.008360114501191713,0.010751071273713613,,,,0.013578972918271643,,,,0.013578972918271643,0.013578972918271643,0.013578972918271643,0.013578972918271643,0.013578972918271643,0.013578972918271643,,,,,,,,,,,,,,,0.02779111608513013,,,,,,,,,,,,,,,,,0.021502142547427227,0.010751071273713613,0.02779111608513013,0.021502142547427227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02779111608513013,,,,0.02779111608513013,,,,,,,,,0.02779111608513013,,,,,,,,0.02779111608513013,,,,,,,,,,0.021502142547427227,,,,,0.038542187358843745,0.05558223217026026,0.02779111608513013,0.038542187358843745,0.038542187358843745,0.038542187358843745,0.038542187358843745,0.038542187358843745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.010640145728789453,,,,,,,,,,,,,,,,,,0.017282329168709365,0.017282329168709365,0.021687329759984657,0.021687329759984657,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,0.017282329168709365,,,,,,,,,,,,0.021687329759984657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02736636324218011,0.02736636324218011,0.013683181621090055,,,,,0.02736636324218011,,,,,,0.035370511381074714,0.035370511381074714,,,,,,0.04905369300216477,0.07074102276214943,0.04905369300216477,0.02736636324218011,0.04905369300216477,0.04905369300216477,0.04905369300216477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.022720059748555354,,,,,,,,,,,,,,,,,,,,,0.028669523396569637,,,,,,,,,,,0.03705482144684017,,,,,,,,0.022720059748555354,0.022720059748555354,,,0.014334761698284819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022720059748555354,,,,,,,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,,0.014334761698284819,0.03705482144684017,,,,,,,,,,,,,,,,,,,,0.057339046793139274,,,,0.05138958314512499,0.057339046793139274,0.028669523396569637,0.05138958314512499,0.05138958314512499,0.05138958314512499,0.05138958314512499,0.05138958314512499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,0.017282329168709365,0.017282329168709365,0.021687329759984657,0.021687329759984657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021687329759984657,0.021687329759984657,0.035370511381074714,0.02736636324218011,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,0.02736636324218011,0.017282329168709365,,,,,,,,,,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013683181621090055,,,,,,,,,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,0.04905369300216477,0.035370511381074714,0.04905369300216477,0.04905369300216477,0.04905369300216477,0.035370511381074714,0.035370511381074714,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.02288680148187187,0.013769600354903998,0.0088538234018818,,,,,,,,0.011182683579753118,0.011182683579753118,0.011182683579753118,0.011182683579753118,0.011182683579753118,0.011182683579753118,0.006884800177451999,,,,,,,,,,,,,,,,,,,0.0177076468037636,,,,,,,,0.011182683579753118,,,,0.0177076468037636,0.0088538234018818,,,,,,,,,,0.014032978079990072,,,,,,,,,,,,,,0.02288680148187187,,,0.02288680148187187,,,,0.011182683579753118,,,0.014032978079990072,0.014032978079990072,0.014032978079990072,0.0177076468037636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02288680148187187,0.02288680148187187,,,0.0177076468037636,,,,,,,,,,,,,,,,,,,,,0.0177076468037636,,,,,,,,,,,,,0.02288680148187187,,,,,,,0.03174062488375367,0.03174062488375367,0.03174062488375367,0.03174062488375367,0.02288680148187187,,,,,,,,,,,,,,,,,,,,,,,,,,
