,“thành,phố,điện,ảnh,vn”,giờ,là,phế,tích,studio,thành,xưởng,mây,tre,l,q,p,bà,nguyễn,thị,hồng,ngát,cục,phó,nói,việt,nam,mình,cũng,có,một,cái,hollywood,đấy,nhưng,bây,bên,ấy,chỉ,còn,kho,thuốc,nổ,của,hãng,phim,truyện,khu,tráng,gần,như,bỏ,hoang,cho,thuê,mấy,thời,vang,bóng,người,dân,vực,cổ,loa,đông,anh,hà,nội,lẽ,không,biết,gì,mà,gọi,trước,tiên,tôi,tìm,hiểu,về,trong,quán,nước,nơi,đây,những,vốn,công,nhân,kể,lại,oanh,liệt,họ,cụ,đinh,phà,đã,74,tuổi,nguyên,cán,bộ,hành,chính,“sướng,nhất,huyện,máy,lên,tận,tầng,4,mạnh,đến,nỗi,rửa,cốc,cẩn,thận,vỡ,thế,mới,được,thì,bao,mất,quá,phút”,ông,toàn,kỹ,thuật,viên,in,chuyện,bác,hồ,thăm,xăm,đi,vào,kiểm,tra,nhà,ăn,ngồi,bùi,ngọc,liêu,thợ,kiêu,hãnh,“có,năm,7,triệu,mét,cả,hai,bạn,lào,campuchia,mỗi,nộp,ngân,hàng,300,kg,bạc,phân,phần,trích,đủ,đời,sống,rủng,rỉnh,ngoài,lương,nghề,làm,hoa,tỷ,lệ,hỏng,002,nhiều,lắm,bán,cân,mua,tẩy,trắng,rồi,nhuộm,màu,khung,cây,dừa,nhựa,mang,sang,mã,để”,vu,trường,sơn,để,xác,nhận,lời,hôm,đoạn,giải,phóng,sài,gòn,quay,ở,vì,nó,đường,chui,vườn,um,tùm,trưa,vắng,văn,phòng,tiếng,chim,gù,và,mọt,gặm,gỗ,nghe,rờn,rợn,nhòm,qua,cửa,kính,bụi,bám,dày,tổ,tò,vò,chi,chít,thấy,hội,ngổn,ngang,bàn,ghế,xe,cải,tiến,trên,2,tấm,huân,chương,lao,động,hạng,ba,ngả,vàng,sâu,tòa,kiên,cố,đóng,muối,tư,ai,nghĩ,rằng,kia,từng,ra,huyền,thoại,dập,dìu,áo,blouse,tinh,điều,hòa,trung,tâm,luôn,giữ,18,độ,c,trống,tất,móc,thanh,lý,liệu,ngoái,lách,cánh,cổng,hậu,bằng,thu,âm,tương,phản,trời,với,sự,xập,xệ,tàn,trang,phục,lịch,lãm,cậu,bảo,vệ,chuyên,nghiệp,hất,hàm,hỏi,giấy,tờ,đầy,ngờ,việc,cơ,sở,sản,xuất,đài,loan,doanh,này,do,quốc,giúp,xây,dựng,trần,vẫn,hệ,thống,ròng,rọc,thang,sắt,ray,chạy,đèn,cô,cặm,cụi,đan,lát,khứ,son,đang,hạ,đầu,vh,tt,từ,1967,1976,diện,28,hecta,cách,km,gồm,lớn,rộng,475,7485,vuông,457,400,3,660,các,khép,kín,hiện,đại,song,sử,dụng,gian,ngắn,đó,hầu,theo,tô,chánh,cần,thiết,nguyện,vọng,ngành,truyền,hình,tuy,nhiên,nào,vấn,đề,phải,nên,thôi,dùng,chung,thể,ngủ,tháng,50,100,phí,nghìn,tỉ,đồng,địa,điểm,chọn,sông,núi,mô,tây,chẳng,hạn,gà,tác,cùng,dãy,xưa,ký,túc,xá,sinh,liên,hồi,sau,lối,cỏ,lá,căn,trệt,nụ,cười,trai,xưng,tên,đức,chủ,trại,hăm,hở,dẫn,khách,gác,nhóc,ô,sổ,rào,phên,cạnh,mở,hờ,bệ,rạc,xô,chậu,bừa,bộn,quần,gái,mặc,soóc,nửa,nằm,thèm,dậy,em,trăm,trấn,cuối,trẻ,biệt,thự,hoàn,kiến,trúc,đẹp,đổ,nát,lạ,thay,hoạt,điêu,dưới,giáo,minh,27,dạy,rối,rít,cháu,chào,lũ,đỗi,sung,sướng,ống,dù,đứng,mảnh,đất,coi,ảnh”
0,0.11021424959768358,0.07258550013968593,0.047714249597683576,0.10754225082137421,0.11021424959768358,0.08039417117770467,0.030292149538131773,0.09139987486868476,0.0665286243266824,0.08039417117770467,0.07258550013968593,0.047714249597683576,0.08039417117770467,0.0665286243266824,0.11021424959768358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,1.7634279935629373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.036353713979187484,0.040968476503380646,,,,,,,,,,,,,0.08397276159823511,0.06963799989995029,0.06125270184967974,0.06125270184967974,0.06963799989995029,0.06963799989995029,0.12250540369935949,0.08397276159823511,0.06125270184967974,0.04691794015139493,0.04691794015139493,0.06963799989995029,0.0506884756774723,0.029395236089747583,0.02307973298143373,0.0506884756774723,0.0506884756774723,0.06963799989995029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,0.08575378258955164,,,,,,,,,,,,,,,,,,,,,,,,,0.03231162617400722,,,,0.08575378258955164,0.11756186623752915,0.08575378258955164,0.11756186623752915,0.07742453348233165,0.07096386594846123,0.11756186623752915,0.11756186623752915,0.11756186623752915,0.03728720072713417,0.11756186623752915,0.03915578230048374,0.09749319985993041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06525963716747289,,0.09559311184122152,0.09559311184122152,0.19593644372921526,0.12904088913721942,0.19593644372921526,0.14292297098258608,0.10947519368658817,0.14292297098258608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,0.18375810554903924,0.1659097146049964,0.10906114193756246,0.18375810554903924,0.1520654270324169,,,,,,,,,,,,,,,,,,0.1520654270324169,,,,,,,,,,,,,,,,,,,,,,,,0.20891399969985086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.03519296976469621,0.02313418162311931,0.026070848683969507,,,0.02937420561273384,,,,0.03519296976469621,0.02313418162311931,,,,,,,,,,,,,,0.02985687100543314,0.02985687100543314,,,0.01870605932983937,,,0.03225630270384601,,,,,,0.03519296976469621,,,,,0.016948727603242803,,0.017798082863856247,,0.026070848683969507,,,,,,,,,0.03519296976469621,0.044315090845422914,0.03897899208615984,0.03225630270384601,0.044315090845422914,0.03897899208615984,0.03897899208615984,0.03897899208615984,0.044315090845422914,0.044315090845422914,0.03897899208615984,0.044315090845422914,0.03897899208615984,0.024520772246170074,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,0.030292149538131773,,,,,,,,,,,,,0.034956750681688284,,0.036708545906703506,,,,,,,,,,,0.07258550013968593,0.09139987486868476,0.08039417117770467,,,,,,,,,,,,,,,,0.08039417117770467,0.11021424959768358,0.05057409275772578,0.11021424959768358,0.09139987486868476,0.07258550013968593,0.05739562209679253,0.11021424959768358,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,0.02692635514500602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031072667272611806,,0.032629818583736446,,,0.04779655592061076,,,,,,,,0.06452044456860971,,,0.059136554957051016,0.08124433321660866,,,,,,,,,,,,,,,,,,,,,,,0.07146148549129304,0.06452044456860971,0.05101833075270447,0.08124433321660866,0.059136554957051016,0.05473759684329409,0.08124433321660866,0.06452044456860971,0.09796822186460763,0.09796822186460763,0.06452044456860971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
