,hậu,trường,sân,khấu,“chảo,lửa”,“gạo,bài”,phút,cuối,cảnh,thường,gặp,trong,các,cuộc,thi,hoa,gần,đây,ảnh,p,q,chuyện,cố,tình,chơi,nhau,bằng,cách,giấu,đồ,thí,sinh,diễn,ra,như,cơm,bữa,đến,độ,dạo,ban,tổ,chức,nhiều,cấm,người,nhà,vào,bất,kỳ,nào,cũng,không,thể,tránh,được,những,sự,cạnh,tranh,tị,hiềm,nơi,ở,đấu,nhan,sắc,mức,đó,càng,khốc,liệt,hơn,bao,giờ,hết,vì,chỉ,cần,sơ,sẩy,một,chút,đủ,khiến,giấc,mộng,đẹp,đẽ,kia,tan,theo,mây,khói,đi,tìm,danh,phận,đa,phần,với,đều,ít,muốn,kiếm,cho,mình,hiệu,để,làm,bàn,đạp,tiến,thân,thanh,thảo,festival,biển,vũng,tàu,2006,thật,thà,chia,sẻ,“em,tự,tin,lắm,đâu,nhưng,nghe,chị,dâu,bảo,em,nên,đăng,ký,rớt,đại,học,chưa,biết,lại,qua,này,có,hướng,khác,mình”,l,k,mẫu,chuyên,nghiệp,đang,hoạt,clb,h,d,tâm,“thật,tụi,tham,gia,ta,nhớ,là,hạng,chương,trình,nhỏ,mặt,khách,hàng,hay,sô,giới,thiệu,sản,phẩm,tại,nhìn,ăn,uống,bên,dưới,tủi,họ,lo,thưởng,thức,gì,nếu,mời,lớn,lịch,hơn”,ngọc,dao,á,khôi,1,vòng,chung,kết,phía,nam,áo,dài,việt,“thông,mỗi,nhận,300,000,400,đồng,thù,lao,tăng,lên,khoảng,700,và,sẽ,kể,loạt,lời,chụp,đóng,quảng,cáo,phim,khi,đã,quang,thì,tiền,từ,triệu,25,vậy,rất,trở,thành,“khách,quen”,của,t,từng,“chinh,chiến”,vn,siêu,nữ,hoàng,trang,sức,duyên,dáng,mới,chịu,thua,kém,n,thời,gian,ngắn,cô,liên,tục,cả,viên,thế,1001,hại,khí,ngoài,căng,thẳng,hối,hả,nhiêu,cánh,gà,sôi,sục,bấy,chẳng,tsin,thụy,thiên,“đêm,nhân,lúc,tạo,v,lấy,nhờ,hộ,chiếc,quần,gửi,sửa,ấy,sốt,sắng,sát,thay,phục,biểu,hỏi,quên,rồi,còn,phải,mượn,vừa,xong,mặc,đỡ”,phan,thị,diễm,châu,2,hoài,nặng,nề,lần,“các,ganh,hầu,ai,mở,miệng,nói,nào”,giữa,máu,“hăng”,nhất,vị,“mẫu,hậu”,vẫn,lan,truyền,thấy,con,liền,thủ,ý,biến,bộ,dạ,hội,sắp,tính,mà,mọi,về,bị,xóa,nhòa,sau,thản,nhiên,trút,xiêm,y,trước,ngại,ngùng,phòng,tạm,cửa,gái,trên,đôi,giày,cao,gót,nhốn,nháo,xỏ,trông,tội,bikini,make,up,xúm,chải,kiểu,tóc,gắn,thêm,phù,hợp,tiếng,la,vang,khắp,khu,vực,khó,khăn,khá,cầu,tắm,vài,eva,vớ,nhanh,lót,chuẩn,sẵn,“chỉnh,trang”,đo,đầy,hào,tròng,soirée,do,luống,cuống,cài,mãi,nút,í,ới,gọi,giúp,hề,tồn,chốn,“thâm,cung,bí,sử”
0,0.06400931980340166,0.04633942159998565,0.06528894582246363,0.06528894582246363,0.06528894582246363,0.06528894582246363,0.07962370752074845,0.07962370752074845,0.07962370752074845,0.07962370752074845,0.06528894582246363,0.05690364777219309,0.06528894582246363,0.042568886073908276,0.030033579656071063,0.034183588023637745,0.023619361851430296,0.034183588023637745,0.06528894582246363,0.05690364777219309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,0.48656392679984933,0.6855339311358681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.012219961053376681,0.0176932337018127,,,,,,,,,,,,,,0.026103830854414277,0.01803660359563768,,0.02492850658675884,0.021726847331200998,,,0.02492850658675884,0.02492850658675884,0.030401779235194864,0.02492850658675884,0.030401779235194864,0.021726847331200998,0.02492850658675884,0.0176932337018127,0.02492850658675884,0.02492850658675884,0.03915574628162142,0.03440210033331777,0.013981961289886796,0.019455233938322818,0.019455233938322818,0.030401779235194864,0.030401779235194864,0.012219961053376681,0.02492850658675884,0.030401779235194864,0.030401779235194864,0.030401779235194864,0.030401779235194864,0.019455233938322818,0.030401779235194864,0.010780302034328957,0.019455233938322818,0.02492850658675884,0.030401779235194864,0.02492850658675884,0.019455233938322818,0.013051915427207138,0.011467366777772589,0.030401779235194864,0.030401779235194864,0.0176932337018127,0.019455233938322818,0.021726847331200998,0.02492850658675884,0.021726847331200998,0.02492850658675884,0.030401779235194864,0.02492850658675884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.024951996246146118,,,,,,,,,,,,,0.01617192750711519,,,,,,,,,,,,,,,,,,0.0184065473973434,0.01617192750711519,,,,,,,0.0351555862120958,,,,,,,,,,,,,0.0184065473973434,,,,,,,0.0351555862120958,0.030640425723488587,,,,0.02120512353644771,0.04287430404963378,0.04287430404963378,0.0351555862120958,0.0351555862120958,0.0351555862120958,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.0351555862120958,0.0351555862120958,0.0351555862120958,0.04287430404963378,0.02743686837455782,0.0351555862120958,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.01617192750711519,0.0351555862120958,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.024951996246146118,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.04287430404963378,0.04287430404963378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,0.023156624145044925,0.016000212867097942,,,,,,,,,,,,,,,,,,,,,,,0.0216805760624425,,,,,,0.03451735053573403,,0.01912634231897073,,,,,,,,,,,0.03451735053573403,,,,,,,,,,,,,,,,,,,,0.03451735053573403,,,,,0.020345328154112656,,,,,,0.03139122108386125,,,,,,,0.03451735053573403,0.10787728115714307,0.07709526472361644,0.053938640578571534,0.053938640578571534,0.03451735053573403,0.03854763236180822,0.053938640578571534,0.04422799555715278,0.053938640578571534,0.053938640578571534,0.03139122108386125,0.03451735053573403,0.03854763236180822,0.03451735053573403,0.053938640578571534,0.053938640578571534,0.053938640578571534,0.053938640578571534,0.053938640578571534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.01680244644839294,,,,,,,,,,,,,0.022348665188801846,,0.01794638371240982,0.03720049491600272,0.01794638371240982,,,,,,,,,,,,,,,0.01794638371240982,0.01576762931943731,,,,,,,,,,,,,,,,,,,,,0.01576762931943731,,,0.024328196339992468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026750946665193877,,,,,,,,,,,0.024328196339992468,,,,,,,,,0.034276696556793405,0.04180244644839294,0.034276696556793405,0.034276696556793405,0.034276696556793405,0.034276696556793405,0.026750946665193877,0.04180244644839294,0.04180244644839294,0.04180244644839294,0.04180244644839294,0.04180244644839294,0.034276696556793405,0.04180244644839294,0.034276696556793405,0.029874415080401374,0.034276696556793405,0.04180244644839294,0.08360489289678588,0.04180244644839294,0.034276696556793405,0.03589276742481964,0.04180244644839294,0.034276696556793405,0.04180244644839294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.08846616850906351,,,,,,,,,,,,,,,0.045091508989094205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0972761696916141,0.0652595771360357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0652595771360357,,,,0.15200889617597432,0.12464253293379421,0.15200889617597432,0.12464253293379421,0.108634236656005,0.108634236656005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,0.04785702323309284,0.03306710659200242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04204701151849949,,,,,,,,,,,,,0.07133585777385033,,,,,,,,,,,0.06487519023997991,,,,,,,,,,,,,,,,,,,,,,,,0.07966510688107033,,,,,,0.04785702323309284,,,,,,,,0.07966510688107033,0.07966510688107033,0.07966510688107033,0.07133585777385033,0.04785702323309284,0.11147319052904783,0.06487519023997991,0.11147319052904783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6720978579357175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6720978579357175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
