,thư,phòng,tư,nhân,đầu,tiên,tại,huế,nhà,nghiên,cứu,nguyễn,hữu,châu,phan,thông,tin,chuẩn,bị,mở,một,mang,tên,thân,phụ,ông,cố,kỹ,sư,đính,để,phục,vụ,bạn,đọc,miễn,phí,ngay,đang,được,nhiều,người,ở,quan,tâm,với,10,000,sách,phần,lớn,quí,hiếm,đây,sẽ,là,trong,ngôi,vườn,yên,tĩnh,18,huệ,tận,tình,cho,chúng,tôi,xem,gia,tài,đồ,sộ,mà,sở,số,này,do,sinh,bỏ,cả,đời,cất,công,sưu,tập,bảo,quản,bằng,lòng,đam,mê,và,nhằm,mục,đích,sau,hễ,có,dịp,lịch,sử,văn,hóa,lại,không,tiếc,tiền,mua,những,cuốn,bổ,sung,vào,rất,còn,giữ,đến,nay,đều,thuộc,hàng,như,70,bản,gốc,san,của,đô,b,a,v,h,bộ,tạp,chí,vòng,30,năm,từ,1914,1944,120,quyển,hội,thành,hiếu,cổ,học,giả,pháp,l,cadière,thực,hiện,hay,đã,dịch,ra,tiếng,việt,nhưng,tìm,cách,gần,trăm,điều,dễ,về,các,bậc,thầy,mỹ,thuật,thế,giới,nhất,lưu,xuất,1916,qua,thời,gian,tấm,bìa,hỏng,chủ,cẩn,thận,thay,khác,viết,tay,cũng,ủ,màu,thể,thấy,bài,thơ,thuận,an,vua,minh,mạng,thiên,ký,sự,“một,ngày,nữ,tộc,huế”,cuối,kỷ,19,lâm,giá,trị,1919,họa,chi,tiết,môtip,trang,trí,kiến,trúc,cung,đình,điển,vật,gồm,bốn,1892,paris,thiệu,liệu,hồi,đông,dương,1893,1899,vị,tướng,lucien,de,reinach,theo,nó,phản,ánh,hình,chính,cai,lộ,khi,cửa,dự,mới,âm,2,500,nghiệp,trên,1,ngàn,đặc,biệt,loại,nước,vì,chuyên,ngành,20,ý,tây,ban,nha,thụy,sĩ,lượng,hạn,hẹp,đắt,nên,phải,ai,kiện,dụng,thưa,sao,định,thật,đó,nguyện,1973,cụ,phổ,biến,rằng,chết,1995,trước,gửi,ước,ấy,mãi,bây,giờ,hoạt,động,đặt,gì,độc,cần,làm,thẻ,nếu,họ,mượn,chỗ,bởi,biết,chuyện,rồi,quá,muốn,trả,nữa,hệ,thủy,vn,1975,ks,từng,chức,giám,đốc,trung,1971,1974,cùng,con,trai,lúc,giáo,viện,hán,khảo,đại,phạm,lập,sùng,biên,soạn,khoa,nơi,nguyên,cơ,bí,mật,nuôi,giấu,cán,ủy,tặng,thưởng,huân,chương,hạng,ba
0,0.032371295852834304,0.03484641790673985,0.018485936059326417,0.018485936059326417,0.013630613548617046,0.018485936059326417,0.032371295852834304,0.018769567910957272,0.032371295852834304,0.02726122709723409,0.02726122709723409,0.032371295852834304,0.03484641790673985,0.03697187211865283,0.020104815819287112,0.026181440167708073,0.026181440167708073,0.026181440167708073,0.026181440167708073,0.01490773042035293,0.01161547263557995,0.021326117656998697,0.021326117656998697,0.016470795146289324,0.021326117656998697,0.008214611904694576,0.018485936059326417,0.018485936059326417,0.016470795146289324,0.013630613548617046,0.016470795146289324,0.026181440167708073,0.026181440167708073,0.018485936059326417,0.01490773042035293,0.016470795146289324,0.016470795146289324,0.021326117656998697,0.018485936059326417,0.01161547263557995,0.016470795146289324,0.012550826619091026,0.018485936059326417,0.026181440167708073,0.026181440167708073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46213964303094085,0.8116246451989503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.03716704338658753,0.040008850189219826,0.0636737797599021,0.0636737797599021,0.09389978222380631,0.0636737797599021,0.03716704338658753,0.03232536695775974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07345662748521774,0.020443154738588577,0.0636737797599021,0.07345662748521774,0.043230625021313536,0.0636737797599021,0.05673273883721878,0.0636737797599021,0.03716704338658753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,0.020780593044274123,0.023893099319949127,,,0.023893099319949127,0.025719975121641318,,0.022258903228496444,,,,,,,,,,,0.03637899557793312,,,,,,,,,,,,,0.04093314413136564,,,,0.04093314413136564,,,,,,,,,,,,,,0.033009974502210056,0.047222117669068545,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.04093314413136564,0.047222117669068545,0.05797318894278216,0.047222117669068545,0.030182072857652027,0.04093314413136564,0.030182072857652027,0.047222117669068545,0.047222117669068545,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.03647104639535493,0.04093314413136564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,0.024145658286121623,0.024145658286121623,0.019114479455959302,0.020575980097313054,,,,,,,,,,,0.029176837116283945,,0.01455159823117325,0.03274651530509251,0.03274651530509251,0.029176837116283945,0.024145658286121623,,,,,,,,,,,,0.022232892868104103,,,,,,,0.010513622436988413,0.03274651530509251,0.037777694135254836,,,,,,,,,,,,,,,,,,,,,,,,,0.029176837116283945,0.026407979601768047,0.037777694135254836,0.03274651530509251,0.046378551154225726,0.029176837116283945,0.037777694135254836,0.046378551154225726,0.046378551154225726,0.046378551154225726,0.026407979601768047,0.03274651530509251,0.037777694135254836,0.03274651530509251,0.046378551154225726,0.046378551154225726,0.046378551154225726,0.026407979601768047,0.046378551154225726,0.046378551154225726,0.046378551154225726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.020780593044274123,0.023893099319949127,0.030182072857652027,0.030182072857652027,,,,0.022258903228496444,,,,,,0.025719975121641318,,,,,0.01818949778896656,,,,,,,,,,,,,,,,,,,,,,,0.013142028046235515,,,0.02779111608513013,,,,,,,,,,,,,,,,,,,,,,,,,0.033009974502210056,,,,,,,,,,,,,,,,,,,,0.047222117669068545,0.05797318894278216,0.019431001583938415,0.05797318894278216,0.04093314413136564,0.04093314413136564,0.04093314413136564,0.047222117669068545,0.033009974502210056,0.02779111608513013,0.05797318894278216,0.05797318894278216,0.05797318894278216,0.023893099319949127,0.020780593044274123,0.05797318894278216,0.05797318894278216,0.05797318894278216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.018769567910957272,,,,,,,0.020104815819287112,,,,,,,,,,,0.016429223809389153,0.03697187211865283,,,,,,,0.03697187211865283,,,,,,0.0232309452711599,0.03294159029257865,0.025101653238182052,,,,,,,0.011870218880470788,,,0.025101653238182052,0.03697187211865283,,,,,,,,,,,,,0.02726122709723409,,,,,,,,,,,,,,,,,,,,0.05963092168141172,,,,,,,,,,,,,,,,,,,,,,,,0.021580863901889534,,,,,0.03697187211865283,0.03697187211865283,0.042652235313997394,0.042652235313997394,0.03697187211865283,0.05236288033541615,0.03697187211865283,0.03697187211865283,0.03697187211865283,0.05236288033541615,0.025101653238182052,0.042652235313997394,0.05236288033541615,0.0232309452711599,0.042652235313997394,0.042652235313997394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
