,còn,13,ngày,nữa,là,kết,thúc,bình,chọn,giải,mai,vàng,xi,2005,bạn,đọc,thân,đang,vào,giai,đoạn,2,vòng,có,95,cá,nhân,tập,thể,văn,nghệ,sĩ,và,chương,trình,được,xếp,theo,thứ,tự,a,b,c,trong,từng,hạng,mục,ở,phiếu,đăng,trên,báo,người,lao,động,ra,các,tuần,online,tại,địa,chỉ,www,nld,com,vn,dựa,in,sẵn,cắt,từ,tham,gia,1,5,mà,mình,yêu,thích,nhất,mỗi,bằng,cách,đánh,dấu,x,ô,vuông,kèm,tùy,những,của,không,đầy,đủ,tất,cả,vẫn,giá,trị,đối,với,nhưng,này,xét,trao,thưởng,dành,cho,muốn,cơ,hội,trúng,lớn,phải,cầu,ban,tổ,chức,đã,hướng,dẫn,trả,lời,câu,hỏi,bắt,buộc,bao,nhiêu,20,triệu,đồng,sẽ,thuộc,về,nào,đúng,quả,dự,đoán,số,gần,con,thực,tế,ngoài,nhì,10,4,ba,15,khuyến,khích,thời,gian,nhận,nay,đến,hết,30,12,quyền,gởi,trực,tiếp,tòa,soạn,123,127,võ,tần,q,3,tphcm,xa,căn,cứ,bưu,điện,lại,đừng,bỏ,qua,một,cao,mời,nhiệt,tình,vì,sao,tôi,họ,sự,xuất,hiện,mc,thanh,bạch,vài,game,show,tạo,ấn,tượng,mạnh,anh,dí,dỏm,hài,hước,rất,thông,minh,hơn,cảm,giác,chơi,thêm,tin,yên,tâm,phỏng,tháo,vát,tài,ứng,biến,nhanh,nhạy,huống,chính,điều,hấp,đảm,trách,nguyễn,hữu,giảng,viên,đại,học,khxhampnv,vai,diễn,sô,truyền,hình,nhà,phố,chiếu,hằng,trước,đây,trở,thành,fan,ruột,bảo,quốc,dĩ,nhiên,chưa,xúc,cũng,giờ,bày,tỏ,hâm,mộ,vở,đều,dõi,kỹ,vậy,thấy,“già,lỗi,thời”,sân,khấu,ông,cụ,buồn,tủi,cô,đơn,thiếu,vắng,quan,chăm,sóc,cháu,kẻ,lang,thang,tiếu,lâm,“hoàn,cảnh”,ấy,dày,dạn,kinh,nghiệm,trận,mạc,huyết,vật,duyên,ai,trần,thị,thu,hà,nội,trợ,đặc,biệt,dũng,bộ,phim,công,ty,trang,phương,thủ,tính,chê,bai,hắt,hủi,bệnh,hoạn,khán,giả,rõ,nét,vui,lẫn,lộn,khi,đó,chứng,chinh,phục,bởi,trẻ,trung,chuyên,nghiệp,tố,như,đáng,tôn,vinh,năm,dung,hải,đương,đài,việt,nam,để,xem,trí,ý,nghĩa,hoàn,cảnh,tấm,gương,sáng,trân,trọng,nhiều,lẽ,nếu,dắt,khéo,léo,tạ,bích,loan,thì,hút,thất,giáo,trường,trãi,tây,ninh,chất,giọng,khỏe,mỹ,lợi,thế,thức,ngừng,tìm,tòi,phong,biểu,ca,đan,tiến,hát,so,lựa,khúc,mang,âm,hưởng,dân,thật,sắc,hay,sánh,“chuyên,trị”,khác,mộc,giản,dị,sinh,khoa,t,tr,ghi
0,0.028843380870084794,0.04474742269407354,0.03887771405888417,0.04474742269407354,0.028843380870084794,0.04474742269407354,0.054781755882872915,0.03530062161195671,0.03530062161195671,0.05322364243146204,0.07775542811776834,0.07775542811776834,0.08949484538814707,0.07775542811776834,0.021448422549539582,0.02297367223489542,0.054781755882872915,0.054781755882872915,0.03471308950527417,0.054781755882872915,0.054781755882872915,0.04474742269407354,0.04474742269407354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.021598730032713426,,,,,0.019611456451087063,0.029417184676630594,,,,,,,,,,0.019285049725152315,,,,0.024859679274485298,0.009209715570517581,0.030434308823818285,0.030434308823818285,0.014784345119850566,0.030434308823818285,0.019285049725152315,0.021598730032713426,0.019285049725152315,0.017490419854632754,0.02229851819733194,0.014784345119850566,0.01602410048338044,0.012763151241608565,0.030434308823818285,0.014784345119850566,0.030434308823818285,0.021598730032713426,0.030434308823818285,0.030434308823818285,0.030434308823818285,0.02089894186809491,0.024859679274485298,0.019285049725152315,0.019285049725152315,0.019285049725152315,0.01371042017581933,0.030434308823818285,0.04319746006542685,0.021598730032713426,0.03204820096676088,0.049719358548970596,0.049719358548970596,0.021598730032713426,0.019285049725152315,0.024859679274485298,0.030434308823818285,0.021598730032713426,0.030434308823818285,0.019285049725152315,0.030434308823818285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6434526764861874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6434526764861874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6434526764861874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,0.02253231166720641,0.033798467500809615,,,,,,0.013690482478429519,0.014664046107380055,,,0.022157291173579258,,,,,0.01058137533633935,,,,,,,0.022157291173579258,0.020095376003195078,,0.016986268861104905,0.018410668640479654,0.014664046107380055,,0.016986268861104905,,,,,,0.012005775115714096,,0.022157291173579258,0.022157291173579258,0.022157291173579258,0.0157523976488137,,0.024815562165245213,0.024815562165245213,,,,,,,,,,0.022157291173579258,,,,,0.03496707822311037,0.03496707822311037,0.06993415644622074,0.03496707822311037,0.022157291173579258,0.022157291173579258,0.022157291173579258,0.02856218469834481,0.02856218469834481,0.022157291173579258,0.018410668640479654,0.024815562165245213,0.024815562165245213,0.024815562165245213,0.024815562165245213,0.02856218469834481,0.022157291173579258,0.024815562165245213,0.022157291173579258,0.02856218469834481,0.03496707822311037,0.03496707822311037,0.03496707822311037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,0.07564418916847866,0.07564418916847866,,,,,,0.0919218109265982,,,,,,,,,0.07104637725827849,,,,,0.14877038359403216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166618774538075,,,,,,,,,,,0.23477895378374106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,0.03309433276120942,0.03309433276120942,,,,,,0.020107896140193357,0.021537817720214455,,,,,,,,0.01554139502524842,,,,,,,0.032543521411194536,0.02951508350469277,,,,,,,,,,,,,,0.032543521411194536,0.032543521411194536,0.032543521411194536,0.02313633404669512,,,,,,,,0.032543521411194536,,,,,,,,,,,,,,,,,,,,0.027040669565704493,0.03644785693020391,0.03644785693020391,,,,,0.03644785693020391,0.032543521411194536,0.04195070877569394,,,,,0.01763348220120508,0.01654716638060471,0.02313633404669512,0.03644785693020391,0.04195070877569394,0.03644785693020391,0.032543521411194536,0.05135789614019336,0.032543521411194536,0.032543521411194536,0.05135789614019336,0.02313633404669512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.05702533117656647,,,,,0.0459609054632991,0.04922929764620446,,,,,,,,,,,,,,,,,,,,0.04922929764620446,,,,,,,,,,,,,0.052883049249588844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04030510217418304,,0.052883049249588844,,,,,,,,,,0.07438519179701608,0.0833093872690375,0.11738947689187053,0.11738947689187053,0.0833093872690375,0.0958873343444433,0.07438519179701608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,0.012203842552929146,,0.028882326773419127,0.028882326773419127,0.029031077689888385,0.021206025850300455,0.021206025850300455,0.012203842552929146,0.010603012925150227,0.02339827914495227,0.02506218789261318,,,,,,,,0.009042266196508171,,,,,,,,,0.010946545296872043,,,,,0.007257769422472096,,,,,,0.010259480553428409,,0.009467206228711137,0.009467206228711137,,0.006730569904493126,,,,0.015732753201864434,,,,0.018934412457422275,,,,,,,,,,,,,,,0.03786882491484455,0.03786882491484455,,,,,0.010603012925150227,,0.03180903877545068,,,,0.010603012925150227,0.009467206228711137,,,,,,,0.004813721128903188,,0.010603012925150227,0.012203842552929146,0.010603012925150227,0.009467206228711137,,0.009467206228711137,0.009467206228711137,,0.006730569904493126,,,,,0.010603012925150227,0.012203842552929146,0.009467206228711137,0.014940478877147157,0.012203842552929146,0.012203842552929146,0.012203842552929146,0.014940478877147157,0.024407685105858293,0.014940478877147157,0.010603012925150227,0.010603012925150227,0.010603012925150227,0.010603012925150227,0.014940478877147157,0.010603012925150227,0.014940478877147157,0.012203842552929146,0.014940478877147157,0.012203842552929146,0.014940478877147157,0.014940478877147157,0.010603012925150227,0.014940478877147157,0.014940478877147157,0.012203842552929146,0.010603012925150227,0.010603012925150227,0.014940478877147157,0.014940478877147157,0.014940478877147157,0.029880957754294314,0.014940478877147157,0.014940478877147157,0.012203842552929146,0.029880957754294314,0.010603012925150227,0.012203842552929146,0.014940478877147157,0.014940478877147157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
