,miss,iceland,đăng,quang,hoa,hậu,thế,giới,2005,từ,trái,qua,á,1,mexico,dafne,molina,unnur,birna,và,2,puerto,rico,ingrid,rivera,ảnh,reuters,vượt,hơn,100,người,đẹp,khu,vực,bắc,âu,21,tuổi,sinh,viên,luật,hiện,đang,làm,việc,như,một,cảnh,sát,đã,trở,thành,ngôi,vị,thuộc,về,23,học,thiết,kế,châu,mỹ,22,vũ,công,múa,bụng,vùng,caribbe,kết,quả,vừa,được,bố,trong,đêm,chung,10,12,tại,tam,trung,quốc,chút,ngơ,ngác,với,nụ,cười,hiền,ánh,mắt,đa,cảm,sự,của,tôn,vinh,vẻ,đằm,thắm,phụ,nữ,điều,đặc,biệt,chắc,không,nhiều,bên,ngoài,biết,mẹ,steinsson,là,năm,1983,đầu,tiên,trên,đất,nước,mình,lọt,vào,cuộc,thi,xếp,trí,thứ,tư,kìm,nổi,xúc,động,tham,gia,sắc,để,rồi,nhờ,bà,ngoại,cô,nhà,thời,trang,chịu,trách,nhiệm,chiếc,áo,dạ,hội,cho,linda,pettursdottir,1988,danh,hiệu,lần,hai,dành,thêm,nữa,mang,hạnh,phúc,đình,thanh,lịch,thừa,trả,lời,phóng,globalbeauties,trước,trường,reykjavik,mật,cơ,quan,phi,keflavik,nên,hưởng,đến,3,khác,cùng,nam,italy,ferdine,fava,17,mẫu,chuyên,nghiệp,tanzania,nancy,sumari,19,đại,âm,nhạc,diện,thái,bình,dương,hàn,dự,đoán,phillipines,thậm,chí,bán,tuy,nhiên,hương,giang,việt,đoạt,giải,nào,cũng,gây,bất,ngờ,đối,khán,giả,dừng,lại,ở,top,15,tài,năng,thí,vòng,carlene,aguilar,philippines,sindhura,gadde,ấn,độ,4,aoife,cogan,ireland,5,sofia,bruscoli,6,mireia,verdu,tây,ban,nha7,terri,karelle,griffith,jamaica,8,9,ramona,amiri,canada,11,tazania,dhiveja,sundrum,13,yulia,ivanova,bãi,biển,nga,14,kmisha,victoria,counts,–,american,virgin,island,nhân,ái,eun,young,oh
0,0.05445177256778441,0.028990936464415338,0.012471857508598652,0.012471857508598652,0.021316724695733216,0.031975087043599824,0.04988743003439461,0.04988743003439461,0.05553410118603631,0.014700860787784492,0.0185113670620121,0.0370227341240242,0.021780709027113765,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.017322702468742086,0.019327290976276893,0.017322702468742086,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.014700860787784492,0.0185113670620121,0.0185113670620121,0.0185113670620121,0.0185113670620121,0.009663645488138447,0.010890354513556882,0.014700860787784492,0.014700860787784492,0.0185113670620121,0.014700860787784492,0.0185113670620121,0.012471857508598652,0.012471857508598652,0.012471857508598652,0.014700860787784492,0.0185113670620121,0.010890354513556882,0.014700860787784492,0.010890354513556882,0.014700860787784492,0.008661351234371043,0.014700860787784492,0.014700860787784492,0.009663645488138447,0.014700860787784492,0.014700860787784492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.03740600028569538,,,,0.01830457881481439,0.03660915762962878,,,,,,,0.03740600028569538,0.02141905963433247,0.02141905963433247,0.02141905963433247,0.02141905963433247,,,0.01487492929381114,0.02141905963433247,0.02141905963433247,0.02141905963433247,0.02141905963433247,0.02141905963433247,,,,,,,,,,,,,0.04283811926866494,,,,,0.01870300014284769,,,,0.01487492929381114,,,0.01659626072962907,,,0.0635825216477807,0.050494260966738036,0.0635825216477807,0.050494260966738036,0.03179126082389035,0.025247130483369018,0.025247130483369018,0.02141905963433247,0.025247130483369018,0.03179126082389035,0.03179126082389035,0.025247130483369018,0.02141905963433247,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,0.05060811803358786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057957455481134915,,,,,0.08049961735474263,0.08602341164111506,0.08602341164111506,0.06831576483735145,0.08602341164111506,0.057957455481134915,0.057957455481134915,0.04490752903311395,0.06831576483735145,0.06831576483735145,0.057957455481134915,0.08602341164111506,0.08602341164111506,0.05060811803358786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.028677933552366457,0.02544759978543124,0.03284255810597645,0.03284255810597645,,,,,,,,,,,,,,,,0.022808224917177083,,,,,,,,,,,0.02544759978543124,0.028677933552366457,,,,,,,,,,,,,,,0.022808224917177083,,,0.02544759978543124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.038712266741165825,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.038712266741165825,0.057355867104732915,0.048746599929965204,0.048746599929965204,0.038712266741165825,0.048746599929965204,0.048746599929965204,0.038712266741165825,0.038712266741165825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.03053711974251749,,,0.016840212509629242,0.016840212509629242,0.019705534863585873,0.019705534863585873,,,,,,,,,,0.0273698699006125,0.015268559871258745,0.01368493495030625,,,,,,,,,,,0.03053711974251749,,,,,,,,,,,,,,,,0.01368493495030625,,,,,,,0.023227360044699497,,,,,,,,,,,,,,,,0.01368493495030625,,,,,,,0.015268559871258745,,,,,,,,,,,,,,,,,,,0.017206760131419873,,,,,,0.023227360044699497,0.023227360044699497,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.015268559871258745,0.023227360044699497,0.029247959957979124,0.029247959957979124,0.023227360044699497,0.029247959957979124,0.029247959957979124,0.034413520262839746,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.029247959957979124,0.017206760131419873,0.015268559871258745,0.023227360044699497,0.023227360044699497,0.029247959957979124,0.029247959957979124,0.023227360044699497,0.029247959957979124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.03053711974251749,0.013137023242390583,0.013137023242390583,0.016840212509629242,0.016840212509629242,0.026274046484781165,0.026274046484781165,,,,,,,,,,0.018246579933741666,,,,,,,,,,,,,0.010179039914172497,0.011471173420946583,,,,,,,,0.013137023242390583,,,,,0.011471173420946583,,0.009123289966870833,,,,0.015484906696466332,0.015484906696466332,,,,,,,0.030969813392932664,0.026274046484781165,,,,,,,,,,,,,,,0.013137023242390583,0.013137023242390583,,,,0.013137023242390583,,,0.011471173420946583,,,,,,,,,,,,0.015484906696466332,0.011471173420946583,,,,,,,,,,,,0.010179039914172497,,,,,,,0.011471173420946583,,,,,,,,,,0.010179039914172497,0.015484906696466332,0.015484906696466332,,,0.015484906696466332,,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.03899727994397217,0.019498639971986084,0.030969813392932664,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.011471173420946583,0.015484906696466332,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.022942346841893165,0.019498639971986084,0.019498639971986084,0.019498639971986084,0.015484906696466332,0.015484906696466332,0.015484906696466332,0.019498639971986084,0.019498639971986084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,0.09290944017879799,,,,,,,,0.0273698699006125,0.03053711974251749,0.0273698699006125,,,,,,,,,,,,0.034413520262839746,,,,,,,,,,,,,,,,,,0.03053711974251749,,,,,,0.04645472008939899,,,,0.039411069727171746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09290944017879799,,,,,,,0.034413520262839746,,,,,,,,,,,0.034413520262839746,,,,,,0.04645472008939899,,,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.1169918398319165,0.05849591991595825,0.05849591991595825,0.05849591991595825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,0.009152289407407196,0.009152289407407196,,,,,,,,,,,,0.01487492929381114,0.01659626072962907,,,,,,,0.025247130483369018,,,,,,,,,,,,,0.02141905963433247,0.04283811926866494,0.025247130483369018,,0.01870300014284769,0.025247130483369018,0.01870300014284769,,0.01487492929381114,0.025247130483369018,0.025247130483369018,,,,,,,,,,,,,,,,0.02141905963433247,,,,,0.01487492929381114,,,,,0.02141905963433247,0.02141905963433247,0.01659626072962907,,,0.02141905963433247,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01659626072962907,,,,0.025247130483369018,,,0.01870300014284769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05610900042854307,,,,,,,,,,,0.01870300014284769,,,,0.025247130483369018,0.025247130483369018,,,,,,,,,,,,,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.0635825216477807,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.02141905963433247,0.03179126082389035,0.03179126082389035,0.03179126082389035,0.03179126082389035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.04779655592061076,,,,0.023389184041151725,0.023389184041151725,,,,,,,0.015932185306870253,,,,,,,0.012671236065098379,,,,,,,,,,,0.014137555436350688,,0.021506814856203236,0.021506814856203236,,0.021506814856203236,,0.03649173122886273,,,,,0.015932185306870253,,,,,,,,,,,,,,,0.04301362971240647,,,0.04301362971240647,,,,,,,,,0.012671236065098379,,,,,,,0.014137555436350688,,,,,,0.015932185306870253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015932185306870253,,,,,,,,,0.015932185306870253,0.014137555436350688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015932185306870253,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018245865614431363,,,,,0.021506814856203236,0.027081444405536222,0.027081444405536222,0.018245865614431363,0.021506814856203236,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.021506814856203236,0.021506814856203236,0.027081444405536222,0.054162888811072445,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.027081444405536222,0.021506814856203236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,0.02806702084938207,0.02806702084938207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07742453348233165,,,,,,,,,,,,,,,,,,,,,,,,0.045616449834354166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10179039914172495,0.07742453348233165,,,,,,,,,,,,,,,0.057355867104732915,0.05089519957086248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09749319985993041,0.09749319985993041,0.09749319985993041,0.09749319985993041,0.09749319985993041,0.09749319985993041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
