,lavrov,nhà,ngoại,giao,lão,luyện,gần,10,năm,làm,đại,sứ,của,matxcơva,tại,liên,hợp,quốc,sergey,nổi,tiếng,là,người,bỏ,qua,những,rườm,rà,để,đi,thẳng,vào,vấn,đề,chính,biết,dồn,thế,bí,bất,kỳ,đối,thủ,nào,sự,nhạy,bén,dí,dỏm,và,năng,động,chắc,chắn,sẽ,giúp,ích,cho,ông,trên,cương,vị,tân,trưởng,nga,sinh,1950,nói,thông,thạo,anh,pháp,bộ,1972,mệnh,đầu,tiên,ở,sri,lanka,1981,được,đưa,phái,đoàn,xô,thời,1992,1994,thứ,bắt,giữ,chức,từ,tháng,9,chỉ,vài,sau,khi,tan,rã,dày,dặn,kinh,nghiệm,đã,thổi,luồng,khí,mới,hội,đồng,bảo,an,đang,mòn,mỏi,phân,cực,chiến,tranh,lạnh,lần,kể,ra,đời,giữa,tro,tàn,ii,mỹ,chung,sức,trong,một,loạt,toàn,cầu,châu,phi,chống,bệnh,aids,đến,khủng,bố,điều,đó,không,có,nghĩa,washington,tồn,nhiều,phản,bác,chẳng,hạn,với,lập,luận,về,chương,trình,vũ,phá,huỷ,hàng,iraq,lý,do,tiến,hành,đây,việc,nato,chiếm,đóng,kosovo,hay,sách,trung,đông,theo,thân,israel,nhờ,tài,khéo,léo,chechnya,bị,nghị,hồi,3,2003,các,thành,viên,cãi,khả,phép,giấu,giếm,thái,độ,bình,bản,dự,thảo,quyết,baghdad,cơ,cuối,cùng,giải,trừ,nếu,phải,mặt,hậu,quả,nghiêm,trọng,nhưng,saddam,hussein,lật,đổ,lại,ủng,hộ,tái,thiết,khôi,phục,chủ,quyền,nước,này,cũng,tán,quản,như,hiện,nay,nhân,vật,15,thuộc,nằm,lòng,quy,tắc,cuộc,họp,mà,còn,thể,đọc,vanh,vách,đoạn,trích,dẫn,tỏ,thương,hại,kịp,mình,hút,thuốc,kéo,bễ,cái,gạt,nhỏ,luôn,mang,biệt,chuyện,nghiệp,giới,báo,chí,rất,yêu,mến,3h,chiều,mỗi,ngày,ta,nhìn,thấy,ngồi,phòng,khách,dành,biểu,trụ,sở,new,york,dòng,sông,uống,ly,scotch,tách,đúp,cà,phê,hơi,gọi,điện,thoại,di,tổng,thư,ký,kofi,annan,quen,kính,lực,thưởng,uyên,hóm,hỉnh,jean,marc,de,la,sabliere,thì,tôi,mừng,phương,diện,tất,cả,đều,cảm,vinh,tiếc,nghe,câu,tiếu,lâm,ấy,đức,gunter,pleuger,gặp,trước,ấn,tượng,mạnh,mẽ,vì,tầm,hiểu,đoán,khiếu,hài,hước,rằng,lựa,chọn,tuyệt,vời,âu,cộng,tế,giàu,phó,shashi,tharoor,trực,nhất,thêm,chúc,ít,vụ,hoảng,hơn
0,0.013791384126726017,0.018230442987327084,0.02391796948865495,0.02633430061272523,0.0307733594733263,0.0307733594733263,0.0307733594733263,0.0307733594733263,0.013167150306362615,0.020833333333333332,0.011958984744327475,0.011958984744327475,0.008290416847334116,0.018230442987327084,0.010893307193340366,0.009077678532529944,0.009077678532529944,0.008290416847334116,0.024501901230326695,0.0307733594733263,0.024501901230326695,0.011958984744327475,0.024501901230326695,0.0307733594733263,0.0307733594733263,0.016211484382992573,0.0307733594733263,0.0307733594733263,0.016211484382992573,0.0307733594733263,0.0307733594733263,0.02912375018066745,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0307733594733263,0.024501901230326695,0.0307733594733263,0.020833333333333332,0.020833333333333332,0.018230442987327084,0.0307733594733263,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,0.02609233035125995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035370511381074714,0.0671418752145301,0.0671418752145301,0.0671418752145301,0.0671418752145301,0.016508086473310254,0.039775511972350006,0.05345869359344006,0.0671418752145301,0.0671418752145301,0.05345869359344006,0.0671418752145301,0.0671418752145301,0.02609233035125995,0.016508086473310254,0.05345869359344006,0.0671418752145301,0.05345869359344006,0.0671418752145301,0.05345869359344006,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.027582768253452034,,,,,,,,0.05266860122545046,,,,,,,,,,,,0.19601520984261356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302648252010688,,,,,,,,,,,,,,,,0.09800760492130678,0.1230934378933052,0.09800760492130678,0.1230934378933052,0.1230934378933052,0.1230934378933052,0.09800760492130678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.08200446681824554,0.09028903067220079,,,,,0.09028903067220079,,,,,,,,,,,,,,,,,,,,,,,0.0998528577622884,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05188255748754651,,,,,,,,,,,,,,0.2110173221028089,0.2110173221028089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,0.05740312677277189,0.03979400086720376,,,,,,,,,0.05740312677277189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03631779024128256,,,,,,,,,,,,,,,,0.14771212547196624,0.08750612633917002,0.1,0.07781512503836437,0.14771212547196624,0.14771212547196624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.04213488098036037,,,,0.026529333911469173,,0.034858583018689174,0.05809714260819165,0.029048571304095824,0.026529333911469173,,,,,,,,,,,,,,0.04659800028906792,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02421186016085504,,,,,,,,,,,,,,,,,,,,,,0.09847475031464416,0.06666666666666667,0.07840608393704543,0.09847475031464416,0.09847475031464416,0.07840608393704543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.03309932190414244,,0.05740312677277189,0.06320232147054056,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.11760912590556814,,,,,,,,,,,,,,,,,,,,,,,0.11760912590556814,0.14771212547196624,0.11760912590556814,0.14771212547196624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,0.025280928588216223,,0.022961250709108753,0.022961250709108753,,,0.020915149811213504,0.034858285564914986,0.017429142782457493,0.015917600346881503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014527116096513025,,,,,,0.031126050015345744,,,,,,,,,,,0.03500245053566801,,,,,,,,,,0.047043650362227254,,,0.047043650362227254,,0.059084850188786495,0.059084850188786495,0.059084850188786495,0.04,0.047043650362227254,0.059084850188786495,0.04,0.059084850188786495,0.04,0.027958800173440754,0.059084850188786495,0.059084850188786495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.029168708779723336,0.01913437559092396,0.021067440490180184,,,,,,,,,0.013264666955734587,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.039203041968522714,,,,,,,,,,,,,,,,,,,,,0.039203041968522714,,,,,,,,,,,,0.03333333333333333,,,,0.039203041968522714,0.039203041968522714,0.03333333333333333,0.03333333333333333,0.039203041968522714,0.04923737515732208,0.04923737515732208,0.03333333333333333,0.04923737515732208,0.029168708779723336,0.02329900014453396,0.03333333333333333,0.03333333333333333,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.029168708779723336,0.029168708779723336,0.04923737515732208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,0.008843111303823058,,,0.009682857101365275,0.009682857101365275,0.008843111303823058,,,,,,,,,,,,,,,0.022222222222222223,0.022222222222222223,,,,0.026135361312348476,,,,,,,,,,,,0.008070620053618346,,,,,,,,0.012756250393949307,,,,,,,0.017292250008525415,,,,,,,,,,,0.019445805853148892,0.022222222222222223,0.017292250008525415,,,,,,,,,,,,,,,,0.044444444444444446,,,,,,0.015532666763022642,,,,,,,,,,,,,,,,,,,,,0.038891611706297784,0.019445805853148892,,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.03282491677154806,0.026135361312348476,0.03282491677154806,0.026135361312348476,0.03282491677154806,0.022222222222222223,0.03282491677154806,0.03282491677154806,0.038891611706297784,0.015532666763022642,0.026135361312348476,0.03282491677154806,0.03282491677154806,0.026135361312348476,0.03282491677154806,0.06564983354309611,0.03282491677154806,0.03282491677154806,0.03282491677154806,0.026135361312348476,0.03282491677154806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
