,báo,chí,bình,luận,về,vụ,alain,juppe,sau,khi,các,thẩm,phán,công,bố,bản,án,dành,cho,cựu,thủ,tướng,pháp,và,là,người,được,coi,sẽ,kế,nhiệm,tổng,thống,chirac,tờ,le,monde,tuyên,không,nghi,ngờ,những,tác,động,chính,trị,to,lớn,đối,với,đảng,cầm,quyền,thừa,nhận,ông,bị,tù,vì,vai,trò,của,mình,trong,việc,vận,quỹ,trái,phép,năm,1980,1990,nhưng,đằng,nhân,vật,này,viết,một,hệ,đáng,lên,mà,qua,đó,jacques,chủ,tịch,tập,hợp,nền,cộng,hoà,thị,trưởng,paris,hưởng,lợi,chỉ,ra,rằng,phải,chịu,trách,mặt,đạo,đức,thực,kẻ,đổ,vỏ,đã,lệnh,điều,tra,lời,tố,cáo,có,sự,can,thiệp,vào,quan,toà,nhóm,thông,văn,phòng,bà,nghe,trộm,điện,thoại,liberation,xét,phản,ứng,chóng,vánh,phủ,bằng,chứng,cái,gọi,tinh,tế,thấy,nguy,cơ,cuốn,cuộc,cần,biện,chống,đỡ,cách,nào,tốt,hơn,để,thoát,khỏi,mối,chụp,áo,choàng,bảo,vệ,độc,lập,liên,đoàn,đặt,câu,hỏi,abc,tây,ban,nha,mô,tả,cú,xoáy,sâu,nữa,bê,bối,đang,lâm,thế,quốc,gia,mất,định,hướng,new,york,times,cảnh,phớt,lờ,ảnh,tới,thân,kể,cả,tước,miễn,csm,mỹ,ca,ngợi,nhà,tư,kiên,cường,so,sánh,quét,sạch,thói,quen,tham,nhũng,giống,như,rác,ở,quyết,mức,cao,nhất,khung,phạt,tỏ,duy,trì,tính,giám,sát,lĩnh,vực,quá,cùng,thái,độ,giải,tranh,chấp,tạo,kiện,lý,tưởng,tuy,nhiên,cũng,ý,hy,vọng,môi,trường,thay,đổi,từ,trung,đông,trang,arab,news,đi,xa,tiên,đoán,thể,bước,đầu,dẫn,đến,sụp,nhật,ảrập,xêút,scandal,hành,biết,cấp,trên,nói,ta,rất,kỳ,lạ,nhẫn,dân,hết,nếu,tìm,đồng,minh
0,0.004238587782046498,0.022834885731300512,0.014314863325592259,0.014314863325592259,0.028629726651184517,0.012083814457586902,0.014314863325592259,0.007743849302474503,0.014314863325592259,0.012083814457586902,0.010353278511014466,0.012083814457586902,0.012083814457586902,0.014314863325592259,0.045669771462601025,0.014314863325592259,0.012083814457586902,0.01745935009444371,0.008939327688735453,0.01745935009444371,0.01745935009444371,0.01745935009444371,0.006708278820730096,0.004977742874157659,0.015487698604949005,0.01745935009444371,0.012083814457586902,0.022834885731300512,0.01745935009444371,0.022834885731300512,0.01745935009444371,0.007743849302474503,0.005794840919884001,0.007743849302474503,0.005794840919884001,0.01745935009444371,0.01745935009444371,0.022834885731300512,0.01745935009444371,0.01745935009444371,0.01745935009444371,0.008939327688735453,0.022834885731300512,0.014314863325592259,0.005794840919884001,0.006708278820730096,0.022834885731300512,0.01745935009444371,0.01745935009444371,0.014314863325592259,0.014314863325592259,0.01745935009444371,0.014314863325592259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,0.01667906003609893,,,,,,,,,,,,,,,,0.010721292344339575,,,,,,,,,,,,0.03760475404957107,0.03760475404957107,,,,,0.019253936560353284,,0.030832013316660252,,,,,,,,,,0.049182830805878035,0.026026677293264102,0.019253936560353284,0.022299369100646543,0.049182830805878035,0.03760475404957107,0.03760475404957107,0.03760475404957107,0.007675859804046312,0.019253936560353284,0.03335812007219786,0.022299369100646543,0.049182830805878035,0.049182830805878035,0.049182830805878035,0.03760475404957107,0.049182830805878035,0.049182830805878035,0.049182830805878035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.01396240681144729,,,,,,,,0.04715484389606862,,,,,,,,0.039805506448521565,,,,,,,,0.02550915064344542,,,,,,,,0.019088887736088477,,0.019088887736088477,,,,,,,,,,,,,,,,,,,,,,0.03410491744804765,,,,,,,,,,,,,,,,0.07522080005604875,0.07522080005604875,0.07522080005604875,0.07522080005604875,0.03410491744804765,0.04715484389606862,0.03410491744804765,0.05751315325228516,0.07522080005604875,0.05751315325228516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,0.025062726282402463,,,,,,,,,,,,,,0.010324207442697367,0.016061317071798968,,0.025062726282402463,,,,,,0.012018929315314966,0.016061317071798968,,,,,,,,,,,,,,,,,0.029690086897524684,,,,,,,,0.03621198538106843,,,,,,,,,,,,,,,,,,,,0.021473466541363336,0.03621198538106843,,,0.029690086897524684,0.0473612444797344,0.05938017379504937,0.03621198538106843,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.029690086897524684,0.0473612444797344,0.0473612444797344,0.0473612444797344,0.03621198538106843,0.029690086897524684,0.03621198538106843,0.03621198538106843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.009890038158108495,,,,0.03340134775971527,,,0.01806898170577384,,,,,,,,,,,,,,,,0.011614733373034538,0.01806898170577384,,,,,,0.040738483553701986,,,0.01806898170577384,0.013521295479729337,,,,,,,,,,,,,,,,,,,,,0.020858431273716053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08147696710740397,0.06680269551943054,0.015652650581703557,0.040738483553701986,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.0532814000397012,0.040738483553701986,0.040738483553701986,0.0532814000397012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.005651450376061998,,,,,,,,0.01908648443412301,0.01611175261011587,0.013804371348019288,0.01611175261011587,0.01611175261011587,0.01908648443412301,,,,,,,,,,,,,,,,,,0.010325132403299337,0.007726454559845336,0.010325132403299337,,,,,,,,0.011919103584980602,,,,,,,,,,,,,,,0.013804371348019288,,,,,0.009503445471676386,,,0.013804371348019288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023279133459258278,,,,,0.01908648443412301,0.008944371760973461,,,,,,,,,,,0.027608742696038576,0.030446514308400684,0.01611175261011587,0.01908648443412301,0.030446514308400684,0.023279133459258278,0.030446514308400684,0.013804371348019288,0.011919103584980602,0.030446514308400684,0.030446514308400684,0.01611175261011587,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,0.028910370729238143,,,,,,,0.014455185364619072,0.01081703638378347,0.014455185364619072,0.01081703638378347,,,,,,,,,,0.01081703638378347,0.012522120465362845,,,,,,,,,0.022556453654162218,0.016686745018972843,,,,,,0.01330482366034694,,,,,,,,,,,,,,,0.019326119887227003,,,,,,0.026721078207772215,,,,,,,,,,,,,,,,0.03259078684296159,,0.012522120465362845,,,,,,,,,,,,,,,,,,,0.016686745018972843,,,,,,,,,,,,,,,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.03259078684296159,0.03259078684296159,0.03259078684296159,0.03259078684296159,0.042625120031760964,0.042625120031760964,0.042625120031760964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.009129265992100151,,0.030832013316660252,0.030832013316660252,,,,,,,,,,,,,,,,,,,0.01444860053695713,0.010721292344339575,,,,,,,,0.01667906003609893,0.012481195827442466,,,,,,,,,,,,0.012481195827442466,,,,,,,,,,0.026026677293264102,0.019253936560353284,0.022299369100646543,,,,,,,,,,,,,,,,,,,,0.022299369100646543,,,,,,,,,,,,,,,,,,,,,,,,,0.03760475404957107,,,,,,,,,,,,0.026026677293264102,0.030832013316660252,,,,0.022299369100646543,,,,0.026026677293264102,,,,,,,,,,,,,,,,,,,,,,,,,0.049182830805878035,0.03760475404957107,0.03760475404957107,0.049182830805878035,0.03760475404957107,0.049182830805878035,0.049182830805878035,0.049182830805878035,0.049182830805878035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.006415159886340647,,,,,,,,,,,0.018289016476347748,0.018289016476347748,,,,,,0.013529793258626632,,,,,,,,,,,,,,,,0.008770570040905517,,,,,0.026424962305103994,0.026424962305103994,0.013529793258626632,,,,,,,,,,,,,,,,,,,,0.010787694859740763,0.013529793258626632,,,,,,,,,,,,,,,,0.015669826935589465,,,0.026424962305103994,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026424962305103994,,,,,,,,,,0.015669826935589465,0.013529793258626632,,,,,,,,,,,,,,,,,,,,,,,,0.026424962305103994,,,,,,,,,,,,,0.026424962305103994,0.034560908133860244,0.034560908133860244,0.02166573908738288,0.026424962305103994,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.02166573908738288,0.02166573908738288,0.026424962305103994,0.026424962305103994,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,0.034560908133860244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,0.014455185364619072,,,,,,,,0.026721078207772215,0.022556453654162218,0.03259078684296159,0.016686745018972843,,,,0.012522120465362845,,0.014455185364619072,,,,,,,,,,0.01081703638378347,,,,,,,,,,0.01081703638378347,0.012522120465362845,,,,,,,,,,0.016686745018972843,,,,,,0.01330482366034694,,,,,,,,,,,,,,,,,0.019326119887227003,,,,,,,,,,,,0.026721078207772215,,,,,,,,,,,,,,,,,,,,,0.019326119887227003,,,,,,,,,,,0.022556453654162218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026721078207772215,,,,,,,,,,,,,,,,,0.03259078684296159,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.042625120031760964,0.03259078684296159,0.03259078684296159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
